order,episode_uid,fast_vehicle_response_split,image_path,source_image_path,copied,error,condition_context_cn,condition_score_peak,body_attitude_score_simple,steer_rate_peak_near,steer_delta_prepost,peak_abs_ay_window,peak_abs_yaw_rate_window,peak_abs_roll_rate_window,peak_abs_roll_window
36,V03_yyl_2025_09_28_09_29_01_0007,FAST_STEER_BODY_RESPONSE_BOUNDARY,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_vehicle_response_split_v0_3\01_快速转向但车辆响应边界_需要人工判断\036_018_V03_yyl_2025_09_28_09_29_01_0007_低附着_rate5.3_delta0.57.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_review_v0_3\00_优先看_快速转向且有回正或反打_可能可训练\018_V03_yyl_2025_09_28_09_29_01_0007_低附着_rate5.3_delta0.57.png,True,,低附着,5.547059146245711,1.2803691666666666,5.305800000004825,0.56793,1.61822,0.0392187,0.0512771,0.0266658
37,V03_xst_2025_09_26_11_34_18_0024,FAST_STEER_BODY_RESPONSE_BOUNDARY,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_vehicle_response_split_v0_3\01_快速转向但车辆响应边界_需要人工判断\037_039_V03_xst_2025_09_26_11_34_18_0024_低附着_rate6.9_delta0.54.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_review_v0_3\01_再看_快速转向但形态不清_需要判断是否只是抖动\039_V03_xst_2025_09_26_11_34_18_0024_低附着_rate6.9_delta0.54.png,True,,低附着,6.635549129380075,1.219280666666667,6.946400000006315,0.536165,1.26288,0.0616591,0.0503639,0.0190968
38,V03_yyl_2025_09_28_09_29_01_0003,FAST_STEER_BODY_RESPONSE_BOUNDARY,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_vehicle_response_split_v0_3\01_快速转向但车辆响应边界_需要人工判断\038_078_V03_yyl_2025_09_28_09_29_01_0003_低附着_rate4.0_delta-0.26.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_review_v0_3\01_再看_快速转向但形态不清_需要判断是否只是抖动\078_V03_yyl_2025_09_28_09_29_01_0003_低附着_rate4.0_delta-0.26.png,True,,低附着,1.4085725754866072,1.2151194583333331,4.049200000003686,-0.264417,1.60214,0.046474,0.0484192,0.02070625
39,V03_xst_2025_09_26_11_34_18_0018,FAST_STEER_BODY_RESPONSE_BOUNDARY,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_vehicle_response_split_v0_3\01_快速转向但车辆响应边界_需要人工判断\039_060_V03_xst_2025_09_26_11_34_18_0018_低附着_rate5.2_delta-0.34.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_review_v0_3\01_再看_快速转向但形态不清_需要判断是否只是抖动\060_V03_xst_2025_09_26_11_34_18_0018_低附着_rate5.2_delta-0.34.png,True,,低附着,3.30599845160862,1.18581275,5.236000000004764,-0.3406885,1.09964,0.0532152,0.0609759,0.0153341
40,V03_gf_2025_09_26_10_18_49_0023,FAST_STEER_BODY_RESPONSE_BOUNDARY,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_vehicle_response_split_v0_3\01_快速转向但车辆响应边界_需要人工判断\040_051_V03_gf_2025_09_26_10_18_49_0023_低附着_rate6.1_delta-0.30.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_review_v0_3\01_再看_快速转向但形态不清_需要判断是否只是抖动\051_V03_gf_2025_09_26_10_18_49_0023_低附着_rate6.1_delta-0.30.png,True,,低附着,2.760760322252346,1.1852384166666667,6.143400000005592,-0.2958329999999999,1.23328,0.0387029,0.0653753,0.0160219
41,V03_gf_2025_09_26_10_03_00_0011,FAST_STEER_BODY_RESPONSE_BOUNDARY,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_vehicle_response_split_v0_3\01_快速转向但车辆响应边界_需要人工判断\041_029_V03_gf_2025_09_26_10_03_00_0011_低附着_rate4.5_delta0.36.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_review_v0_3\00_优先看_快速转向且有回正或反打_可能可训练\029_V03_gf_2025_09_26_10_03_00_0011_低附着_rate4.5_delta0.36.png,True,,低附着,4.201782648131928,1.1622493333333332,4.502999999978495,0.358839,1.25446,0.0605363,0.0469423,0.0173992
42,V03_lxy_2025_09_28_17_55_52_0004,FAST_STEER_BODY_RESPONSE_BOUNDARY,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_vehicle_response_split_v0_3\01_快速转向但车辆响应边界_需要人工判断\042_075_V03_lxy_2025_09_28_17_55_52_0004_低附着_rate4.0_delta-0.35.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_review_v0_3\01_再看_快速转向但形态不清_需要判断是否只是抖动\075_V03_lxy_2025_09_28_17_55_52_0004_低附着_rate4.0_delta-0.35.png,True,,低附着,1.8375158407993148,1.1039018333333332,4.014199999992243,-0.349241,1.00103,0.0385465,0.0618607,0.0156366
43,V03_zx_2025_09_27_18_00_08_0012,FAST_STEER_BODY_RESPONSE_BOUNDARY,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_vehicle_response_split_v0_3\01_快速转向但车辆响应边界_需要人工判断\043_001_V03_zx_2025_09_27_18_00_08_0012_低附着_rate10.4_delta0.70.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_review_v0_3\00_优先看_快速转向且有回正或反打_可能可训练\001_V03_zx_2025_09_27_18_00_08_0012_低附着_rate10.4_delta0.70.png,True,,低附着,2.630454383752265,0.9252601666666668,10.367400000009434,0.6998772,1.3569,0.0408042,0.0219773,0.0213372
44,V03_gzj_2025_09_27_12_17_12_0015,FAST_STEER_ONLY_WEAK_VEHICLE_RESPONSE,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_vehicle_response_split_v0_3\02_只有快速转向车辆响应弱_不进极限主线\044_057_V03_gzj_2025_09_27_12_17_12_0015_低附着_rate4.4_delta0.30.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_review_v0_3\01_再看_快速转向但形态不清_需要判断是否只是抖动\057_V03_gzj_2025_09_27_12_17_12_0015_低附着_rate4.4_delta0.30.png,True,,低附着,9.306668897356916,1.2652011666666665,4.398236000004,0.30264,1.25432,0.0553261,0.059279,0.0194972
45,V03_zdq_2025_09_26_15_52_46_0015,FAST_STEER_ONLY_WEAK_VEHICLE_RESPONSE,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_vehicle_response_split_v0_3\02_只有快速转向车辆响应弱_不进极限主线\045_063_V03_zdq_2025_09_26_15_52_46_0015_低附着_rate4.9_delta-0.41.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_review_v0_3\01_再看_快速转向但形态不清_需要判断是否只是抖动\063_V03_zdq_2025_09_26_15_52_46_0015_低附着_rate4.9_delta-0.41.png,True,,低附着,2.8163930395911363,1.2239785,4.869470000004429,-0.4057887,1.37155,0.0471117,0.0599181,0.0171834
46,V03_txj_2025_09_27_09_06_19_N001,FAST_STEER_ONLY_WEAK_VEHICLE_RESPONSE,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_vehicle_response_split_v0_3\02_只有快速转向车辆响应弱_不进极限主线\046_059_V03_txj_2025_09_27_09_06_19_N001_普通驾驶对照_rate5.6_delta-0.34.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_review_v0_3\01_再看_快速转向但形态不清_需要判断是否只是抖动\059_V03_txj_2025_09_27_09_06_19_N001_普通驾驶对照_rate5.6_delta-0.34.png,True,,普通驾驶对照,1.994671628266934,1.1974930833333333,5.550000000005047,-0.3426080999999999,1.2561,0.0543487,0.0558223,0.0167475
47,V03_lxy_2025_09_28_17_55_52_0020,FAST_STEER_ONLY_WEAK_VEHICLE_RESPONSE,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_vehicle_response_split_v0_3\02_只有快速转向车辆响应弱_不进极限主线\047_061_V03_lxy_2025_09_28_17_55_52_0020_低附着_rate4.9_delta0.28.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_review_v0_3\01_再看_快速转向但形态不清_需要判断是否只是抖动\061_V03_lxy_2025_09_28_17_55_52_0020_低附着_rate4.9_delta0.28.png,True,,低附着,5.803933069434698,1.1785959166666669,4.921840000004477,0.2775077999999999,1.24798,0.0378309,0.0589787,0.0198685
48,V03_gzj_2025_09_27_12_28_14_0008,FAST_STEER_ONLY_WEAK_VEHICLE_RESPONSE,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_vehicle_response_split_v0_3\02_只有快速转向车辆响应弱_不进极限主线\048_014_V03_gzj_2025_09_27_12_28_14_0008_低附着_rate5.3_delta0.41.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_review_v0_3\00_优先看_快速转向且有回正或反打_可能可训练\014_V03_gzj_2025_09_27_12_28_14_0008_低附着_rate5.3_delta0.41.png,True,,低附着,11.442936935859224,1.1750266666666669,5.305879999974664,0.407185,1.11794,0.0520719,0.0567176,0.0174746
49,V03_xst_2025_09_26_11_34_18_0016,FAST_STEER_ONLY_WEAK_VEHICLE_RESPONSE,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_vehicle_response_split_v0_3\02_只有快速转向车辆响应弱_不进极限主线\049_074_V03_xst_2025_09_26_11_34_18_0016_低附着_rate4.0_delta-0.31.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_review_v0_3\01_再看_快速转向但形态不清_需要判断是否只是抖动\074_V03_xst_2025_09_26_11_34_18_0016_低附着_rate4.0_delta-0.31.png,True,,低附着,3.4991865467939034,1.1613445833333331,4.014399999958014,-0.31162825,1.18549,0.0490799,0.0575164,0.0159635
50,V03_byx_2025_09_28_17_46_00_0004,FAST_STEER_ONLY_WEAK_VEHICLE_RESPONSE,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_vehicle_response_split_v0_3\02_只有快速转向车辆响应弱_不进极限主线\050_005_V03_byx_2025_09_28_17_46_00_0004_低附着_rate9.5_delta0.52.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_review_v0_3\00_优先看_快速转向且有回正或反打_可能可训练\005_V03_byx_2025_09_28_17_46_00_0004_低附着_rate9.5_delta0.52.png,True,,低附着,2.132430947731552,1.15789,9.459700000008604,0.5173158,1.19509,0.0439574,0.0551286,0.0191744
51,V03_yzy_2025_09_27_15_07_57_0020,FAST_STEER_ONLY_WEAK_VEHICLE_RESPONSE,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_vehicle_response_split_v0_3\02_只有快速转向车辆响应弱_不进极限主线\051_066_V03_yzy_2025_09_27_15_07_57_0020_低附着_rate5.0_delta0.28.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_review_v0_3\01_再看_快速转向但形态不清_需要判断是否只是抖动\066_V03_yzy_2025_09_27_15_07_57_0020_低附着_rate5.0_delta0.28.png,True,,低附着,2.5635823069664623,1.15516975,4.991640000004539,0.2837907,1.20348,0.044062,0.054393,0.0192711
52,V03_zdq_2025_09_26_15_21_51_0000,FAST_STEER_ONLY_WEAK_VEHICLE_RESPONSE,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_vehicle_response_split_v0_3\02_只有快速转向车辆响应弱_不进极限主线\052_049_V03_zdq_2025_09_26_15_21_51_0000_低附着_rate6.1_delta0.34.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_review_v0_3\01_再看_快速转向但形态不清_需要判断是否只是抖动\049_V03_zdq_2025_09_26_15_21_51_0000_低附着_rate6.1_delta0.34.png,True,,低附着,3.2635561802545303,1.10362575,6.108640000000129,0.3364994999999999,1.12215,0.0471739,0.052578,0.0164141
53,V03_gf_2025_09_26_10_03_00_0021,FAST_STEER_ONLY_WEAK_VEHICLE_RESPONSE,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_vehicle_response_split_v0_3\02_只有快速转向车辆响应弱_不进极限主线\053_015_V03_gf_2025_09_26_10_03_00_0021_低附着_rate6.8_delta-0.41.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_review_v0_3\00_优先看_快速转向且有回正或反打_可能可训练\015_V03_gf_2025_09_26_10_03_00_0021_低附着_rate6.8_delta-0.41.png,True,,低附着,3.845721801580284,1.1009156666666668,6.806784000006191,-0.4052656,1.12616,0.0516884,0.0484436,0.0170836
54,V03_zxy_2025_09_28_16_01_55_0003,FAST_STEER_ONLY_WEAK_VEHICLE_RESPONSE,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_vehicle_response_split_v0_3\02_只有快速转向车辆响应弱_不进极限主线\054_044_V03_zxy_2025_09_28_16_01_55_0003_低附着_rate6.3_delta0.49.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_review_v0_3\01_再看_快速转向但形态不清_需要判断是否只是抖动\044_V03_zxy_2025_09_28_16_01_55_0003_低附着_rate6.3_delta0.49.png,True,,低附着,2.102691165970936,1.0794620833333333,6.318200000005742,0.48974,1.13313,0.0396018,0.0499123,0.0191113
55,V03_zxy_2025_09_28_16_01_55_0006,FAST_STEER_ONLY_WEAK_VEHICLE_RESPONSE,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_vehicle_response_split_v0_3\02_只有快速转向车辆响应弱_不进极限主线\055_041_V03_zxy_2025_09_28_16_01_55_0006_低附着_rate7.0_delta-0.37.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_review_v0_3\01_再看_快速转向但形态不清_需要判断是否只是抖动\041_V03_zxy_2025_09_28_16_01_55_0006_低附着_rate7.0_delta-0.37.png,True,,低附着,4.49134818152338,1.0775574166666666,7.016200000006381,-0.3728027,1.10493,0.0466497,0.0535514,0.0141649
56,V03_zxy_2025_09_28_16_12_11_0014,FAST_STEER_ONLY_WEAK_VEHICLE_RESPONSE,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_vehicle_response_split_v0_3\02_只有快速转向车辆响应弱_不进极限主线\056_069_V03_zxy_2025_09_28_16_12_11_0014_低附着_rate4.7_delta-0.26.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_review_v0_3\01_再看_快速转向但形态不清_需要判断是否只是抖动\069_V03_zxy_2025_09_28_16_12_11_0014_低附着_rate4.7_delta-0.26.png,True,,低附着,2.5161193927189265,1.061732,4.677480000004255,-0.264418,1.02904,0.0360088,0.0557925,0.0168754
57,V03_yzy_2025_09_27_15_04_26_0001,FAST_STEER_ONLY_WEAK_VEHICLE_RESPONSE,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_vehicle_response_split_v0_3\02_只有快速转向车辆响应弱_不进极限主线\057_067_V03_yzy_2025_09_27_15_04_26_0001_低附着_rate4.7_delta0.30.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_review_v0_3\01_再看_快速转向但形态不清_需要判断是否只是抖动\067_V03_yzy_2025_09_27_15_04_26_0001_低附着_rate4.7_delta0.30.png,True,,低附着,3.750887060751377,1.0498701166666666,4.660030000000927,0.3028146,0.916271,0.0484296,0.0582332,0.0111353
58,V03_xst_2025_09_26_11_34_18_0011,FAST_STEER_ONLY_WEAK_VEHICLE_RESPONSE,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_vehicle_response_split_v0_3\02_只有快速转向车辆响应弱_不进极限主线\058_032_V03_xst_2025_09_26_11_34_18_0011_低附着_rate4.2_delta-0.38.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_review_v0_3\00_优先看_快速转向且有回正或反打_可能可训练\032_V03_xst_2025_09_26_11_34_18_0011_低附着_rate4.2_delta-0.38.png,True,,低附着,2.5934588707341897,1.0194727166666666,4.153800000003785,-0.3782128999999999,0.989864,0.0486034,0.0458948,0.0156821
59,V03_zxy_2025_09_28_16_12_11_0000,FAST_STEER_ONLY_WEAK_VEHICLE_RESPONSE,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_vehicle_response_split_v0_3\02_只有快速转向车辆响应弱_不进极限主线\059_058_V03_zxy_2025_09_28_16_12_11_0000_低附着_rate5.4_delta0.31.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_review_v0_3\01_再看_快速转向但形态不清_需要判断是否只是抖动\058_V03_zxy_2025_09_28_16_12_11_0000_低附着_rate5.4_delta0.31.png,True,,低附着,3.657249693338757,1.00566055,5.375600000001072,0.3116285,0.941234,0.036422,0.0527358,0.0156671
60,V03_xst_2025_09_26_11_34_18_0015,FAST_STEER_ONLY_WEAK_VEHICLE_RESPONSE,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_vehicle_response_split_v0_3\02_只有快速转向车辆响应弱_不进极限主线\060_056_V03_xst_2025_09_26_11_34_18_0015_低附着_rate5.7_delta0.31.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_review_v0_3\01_再看_快速转向但形态不清_需要判断是否只是抖动\056_V03_xst_2025_09_26_11_34_18_0015_低附着_rate5.7_delta0.31.png,True,,低附着,2.904467067295533,0.9776877666666666,5.689800000005175,0.307003,0.922623,0.0466763,0.0481337,0.0126934
61,V03_xst_2025_09_26_11_34_18_0014,FAST_STEER_ONLY_WEAK_VEHICLE_RESPONSE,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_vehicle_response_split_v0_3\02_只有快速转向车辆响应弱_不进极限主线\061_071_V03_xst_2025_09_26_11_34_18_0014_低附着_rate4.0_delta-0.38.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_review_v0_3\01_再看_快速转向但形态不清_需要判断是否只是抖动\071_V03_xst_2025_09_26_11_34_18_0014_低附着_rate4.0_delta-0.38.png,True,,低附着,2.714585139468282,0.9543080333333336,4.014250000003651,-0.3825756999999999,0.982886,0.0482955,0.0435373,0.0122754
62,V03_lxy_2025_09_28_18_19_35_0016,FAST_STEER_ONLY_WEAK_VEHICLE_RESPONSE,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_vehicle_response_split_v0_3\02_只有快速转向车辆响应弱_不进极限主线\062_012_V03_lxy_2025_09_28_18_19_35_0016_低附着_rate6.2_delta-0.53.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_review_v0_3\00_优先看_快速转向且有回正或反打_可能可训练\012_V03_lxy_2025_09_28_18_19_35_0016_低附着_rate6.2_delta-0.53.png,True,,低附着,6.896169199997493,0.94234375,6.178600000005626,-0.5307542,1.00766,0.0515196,0.0402915,0.0117961
63,V03_xst_2025_09_26_11_34_18_0019,FAST_STEER_ONLY_WEAK_VEHICLE_RESPONSE,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_vehicle_response_split_v0_3\02_只有快速转向车辆响应弱_不进极限主线\063_070_V03_xst_2025_09_26_11_34_18_0019_低附着_rate4.4_delta-0.32.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_review_v0_3\01_再看_快速转向但形态不清_需要判断是否只是抖动\070_V03_xst_2025_09_26_11_34_18_0019_低附着_rate4.4_delta-0.32.png,True,,低附着,2.444355942558499,0.9247159166666667,4.363400000003963,-0.323933,1.04642,0.0441773,0.0410087,0.0122245
64,V03_zt_2025_09_28_11_20_08_0013,FAST_STEER_ONLY_WEAK_VEHICLE_RESPONSE,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_vehicle_response_split_v0_3\02_只有快速转向车辆响应弱_不进极限主线\064_048_V03_zt_2025_09_28_11_20_08_0013_低附着_rate7.0_delta0.26.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_review_v0_3\01_再看_快速转向但形态不清_需要判断是否只是抖动\048_V03_zt_2025_09_28_11_20_08_0013_低附着_rate7.0_delta0.26.png,True,,低附着,2.1813945714287515,0.8488472666666667,7.01614000000638,0.25551645,0.668823,0.0309767,0.0505058,0.0111454
65,V03_gf_2025_09_26_10_03_00_0002,FAST_STEER_ONLY_WEAK_VEHICLE_RESPONSE,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_vehicle_response_split_v0_3\02_只有快速转向车辆响应弱_不进极限主线\065_050_V03_gf_2025_09_26_10_03_00_0002_低附着_rate5.7_delta-0.46.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_review_v0_3\01_再看_快速转向但形态不清_需要判断是否只是抖动\050_V03_gf_2025_09_26_10_03_00_0002_低附着_rate5.7_delta-0.46.png,True,,低附着,2.477717834047769,0.82950965,5.724800000001135,-0.4579743,0.810382,0.0469259,0.0362241,0.0104749
66,V03_zx_2025_09_27_18_00_08_0010,FAST_STEER_ONLY_WEAK_VEHICLE_RESPONSE,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_vehicle_response_split_v0_3\02_只有快速转向车辆响应弱_不进极限主线\066_052_V03_zx_2025_09_27_18_00_08_0010_低附着_rate5.8_delta-0.25.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_review_v0_3\01_再看_快速转向但形态不清_需要判断是否只是抖动\052_V03_zx_2025_09_27_18_00_08_0010_低附着_rate5.8_delta-0.25.png,True,,低附着,5.406860112815697,0.7874731666666667,5.759580000005238,-0.2528982,0.94365,0.03166655,0.0365222,0.0108847
67,V03_zx_2025_09_27_16_32_00_0020,FAST_STEER_ONLY_WEAK_VEHICLE_RESPONSE,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_vehicle_response_split_v0_3\02_只有快速转向车辆响应弱_不进极限主线\067_006_V03_zx_2025_09_27_16_32_00_0020_低附着_rate9.0_delta-0.50.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_review_v0_3\00_优先看_快速转向且有回正或反打_可能可训练\006_V03_zx_2025_09_27_16_32_00_0020_低附着_rate9.0_delta-0.50.png,True,,低附着,1.931025429455532,0.7691557,9.005900000008193,-0.5005608,0.930946,0.0244348,0.0355026,0.013195
68,V03_txj_2025_09_27_09_06_19_0005,FAST_STEER_ONLY_WEAK_VEHICLE_RESPONSE,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_vehicle_response_split_v0_3\02_只有快速转向车辆响应弱_不进极限主线\068_064_V03_txj_2025_09_27_09_06_19_0005_低附着_rate5.5_delta0.28.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_review_v0_3\01_再看_快速转向但形态不清_需要判断是否只是抖动\064_V03_txj_2025_09_27_09_06_19_0005_低附着_rate5.5_delta0.28.png,True,,低附着,2.245803382184371,0.7629507166666666,5.480400000004987,0.2808237,0.925344,0.0296683,0.0357308,0.0105427
69,V03_yyl_2025_09_28_09_49_11_0009,FAST_STEER_ONLY_WEAK_VEHICLE_RESPONSE,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_vehicle_response_split_v0_3\02_只有快速转向车辆响应弱_不进极限主线\069_072_V03_yyl_2025_09_28_09_49_11_0009_低附着_rate4.3_delta-0.29.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_review_v0_3\01_再看_快速转向但形态不清_需要判断是否只是抖动\072_V03_yyl_2025_09_28_09_49_11_0009_低附着_rate4.3_delta-0.29.png,True,,低附着,3.0616476431469426,0.7575860666666666,4.293500000003905,-0.2874562029999999,0.939337,0.0316814,0.0263123,0.0153634
70,V03_zx_2025_09_27_16_32_00_0015,FAST_STEER_ONLY_WEAK_VEHICLE_RESPONSE,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_vehicle_response_split_v0_3\02_只有快速转向车辆响应弱_不进极限主线\070_045_V03_zx_2025_09_27_16_32_00_0015_低附着_rate5.7_delta-0.42.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_review_v0_3\01_再看_快速转向但形态不清_需要判断是否只是抖动\045_V03_zx_2025_09_27_16_32_00_0015_低附着_rate5.7_delta-0.42.png,True,,低附着,6.58016298082628,0.7447205916666667,5.654863999972998,-0.420449,0.737089,0.0250647,0.0418964,0.00982741
