event_uid,dataset_candidate_version,subject,session_stamp,vehicle_raw_relative_path,vehicle_raw_absolute_path,vehicle_raw_sha256,anchor_time_rel_s,anchor_time_abs_storage_s,event_start_rel_s,event_end_rel_s,event_start_abs_storage_s,event_end_abs_storage_s,event_duration_s,instability_anchor_source,instability_role,ay_seed_count,roll_rate_seed_count,merged_seed_count,source_event_uids,source_event_types,source_event_levels,vehicle_read_status,vehicle_read_error,peak_abs_ay_window,peak_abs_roll_rate_window,peak_abs_yaw_rate_window,lateral_distance_range_window,median_speed_kmh_window,steering_delta_peak_post3s,instability_review_score,codex_recommended_decision,road_guided_instability_score,road_guided_recommended_decision,old_v400_near_count,old_v400_overlap_count,old_v400_max_level,old_v400_road_type_mode,old_v400_phase_mode,old_v400_min_abs_anchor_gap_s,road_design_map_status,road_design_module_name,road_design_instance_name,road_design_mapping_reliability,road_design_risk_class,manual_label_count,manual_label_decision_mode,oldcode_usable,oldcode_drop_reason,history_full_3s_oldcode,future_full_2s_oldcode,future_rows_available_oldcode,random_event_split,session_level_split,subject_level_split,vehicle_file_count,physio_file_count,eeg_file_count,vehicle_paths,physio_paths,eeg_paths,vehicle_time_min,vehicle_time_max,physio_time_min,physio_time_max,eeg_time_min,eeg_time_max,vehicle_available,physio_available,eeg_available,all_three_modalities_available,anchor_uses_steering,anchor_source_nonsteering_vehicle_dynamics,steering_used_only_as_response_evidence,raw_vehicle_file_modified
vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000243190,vehicle_instability_all_raw_rescreen_v0_1,rjy,2025_09_28_20_15_42,原始车辆数据/rjy/Entity_Recording_2025_09_28_20_15_42_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\rjy\Entity_Recording_2025_09_28_20_15_42_vehicle.csv,ec20c18f4693dd1c278921d576601c0c8d734912a407db081977d5da990e7817,243.19,1759090785.8630002,243.19,245.42,1759090785.8630002,1759090788.0930002,2.23,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,1,1,1,allraw_nonsteering_seed__rjy__2025_09_28_20_15_42__00019,roll_rate,extreme,ok,,2.16974,2.233114,0.141832,14.93986,7.77392,0.90339,59.86,auto_accept_instability_medium,86.59,hybrid_accept_high,1,1,weak,straight,secondary,3.33,ok,fix_road,fix_road,low,design_special_event_segment,0,none,True,,True,True,71149.0,train,val,train,1,1,0,原始车辆数据/rjy/Entity_Recording_2025_09_28_20_15_42_vehicle.csv,原始生理数据/rjy/Entity_Recording_2025_09_28_20_15_42_physio.csv,,1759090542.673,1759091141.609,1759090542.67,1759091141.61,,,True,True,False,False,False,True,True,False
vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000263080,vehicle_instability_all_raw_rescreen_v0_1,rjy,2025_09_28_20_15_42,原始车辆数据/rjy/Entity_Recording_2025_09_28_20_15_42_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\rjy\Entity_Recording_2025_09_28_20_15_42_vehicle.csv,ec20c18f4693dd1c278921d576601c0c8d734912a407db081977d5da990e7817,263.08,1759090805.753,263.08,267.29,1759090805.753,1759090809.963,4.21,all_raw_vehicle_dynamic_onset_non_steering,instability_roll_only,0,2,2,allraw_nonsteering_seed__rjy__2025_09_28_20_15_42__00021;allraw_nonsteering_seed__rjy__2025_09_28_20_15_42__00022,roll_rate;roll_rate,extreme;extreme,ok,,1.21195,1.138113,0.156076,7.241228,11.21224,2.404188,54.83,needs_human_review,100.0,hybrid_accept_high,3,3,strong_active,straight,secondary,0.765,ok,fix_road,fix_road,low,design_special_event_segment,0,none,True,,True,True,67171.0,val,val,train,1,1,0,原始车辆数据/rjy/Entity_Recording_2025_09_28_20_15_42_vehicle.csv,原始生理数据/rjy/Entity_Recording_2025_09_28_20_15_42_physio.csv,,1759090542.673,1759091141.609,1759090542.67,1759091141.61,,,True,True,False,False,False,True,True,False
vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000329805,vehicle_instability_all_raw_rescreen_v0_1,rjy,2025_09_28_20_15_42,原始车辆数据/rjy/Entity_Recording_2025_09_28_20_15_42_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\rjy\Entity_Recording_2025_09_28_20_15_42_vehicle.csv,ec20c18f4693dd1c278921d576601c0c8d734912a407db081977d5da990e7817,329.805,1759090872.4780002,329.805,343.39,1759090872.4780002,1759090886.0630002,13.585,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,1,1,1,allraw_nonsteering_seed__rjy__2025_09_28_20_15_42__00026,roll_rate,extreme,ok,,7.01027,0.35661,0.297586,2.430506,113.9274,1.042131,80.22,auto_accept_instability_high,100.0,hybrid_accept_high,1,1,extreme_active,curve,primary,4.825,ok,middle_section,section4,low,design_regular_road,0,none,True,,True,True,53826.0,val,val,train,1,1,0,原始车辆数据/rjy/Entity_Recording_2025_09_28_20_15_42_vehicle.csv,原始生理数据/rjy/Entity_Recording_2025_09_28_20_15_42_physio.csv,,1759090542.673,1759091141.609,1759090542.67,1759091141.61,,,True,True,False,False,False,True,True,False
vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000378840,vehicle_instability_all_raw_rescreen_v0_1,rjy,2025_09_28_20_15_42,原始车辆数据/rjy/Entity_Recording_2025_09_28_20_15_42_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\rjy\Entity_Recording_2025_09_28_20_15_42_vehicle.csv,ec20c18f4693dd1c278921d576601c0c8d734912a407db081977d5da990e7817,378.84,1759090921.513,378.84,379.13,1759090921.513,1759090921.8030002,0.29,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_only,1,0,1,allraw_nonsteering_seed__rjy__2025_09_28_20_15_42__00032,ay,weak,ok,,6.01971,0.588835,0.378046,1.38943,126.6396,0.199666,70.53,auto_accept_instability_medium,100.0,hybrid_accept_high,2,0,extreme_active,straight,secondary,2.335,ok,curve2,curve2,very_low,design_curve_context,0,none,True,,True,True,44019.0,val,val,train,1,1,0,原始车辆数据/rjy/Entity_Recording_2025_09_28_20_15_42_vehicle.csv,原始生理数据/rjy/Entity_Recording_2025_09_28_20_15_42_physio.csv,,1759090542.673,1759091141.609,1759090542.67,1759091141.61,,,True,True,False,False,False,True,True,False
vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000382075,vehicle_instability_all_raw_rescreen_v0_1,rjy,2025_09_28_20_15_42,原始车辆数据/rjy/Entity_Recording_2025_09_28_20_15_42_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\rjy\Entity_Recording_2025_09_28_20_15_42_vehicle.csv,ec20c18f4693dd1c278921d576601c0c8d734912a407db081977d5da990e7817,382.075,1759090924.7480001,382.075,386.62,1759090924.7480001,1759090929.293,4.545,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,1,2,2,allraw_nonsteering_seed__rjy__2025_09_28_20_15_42__00033;allraw_nonsteering_seed__rjy__2025_09_28_20_15_42__00034,roll_rate;roll_rate,medium;extreme,ok,,6.01971,0.588835,0.378046,2.92175,125.8116,1.828928,88.79,auto_accept_instability_high,100.0,hybrid_accept_high,2,2,extreme_active,straight,secondary,0.9,ok,middle_section,section5,very_low,design_regular_road,0,none,True,,True,True,43372.0,val,val,train,1,1,0,原始车辆数据/rjy/Entity_Recording_2025_09_28_20_15_42_vehicle.csv,原始生理数据/rjy/Entity_Recording_2025_09_28_20_15_42_physio.csv,,1759090542.673,1759091141.609,1759090542.67,1759091141.61,,,True,True,False,False,False,True,True,False
vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000404975,vehicle_instability_all_raw_rescreen_v0_1,rjy,2025_09_28_20_15_42,原始车辆数据/rjy/Entity_Recording_2025_09_28_20_15_42_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\rjy\Entity_Recording_2025_09_28_20_15_42_vehicle.csv,ec20c18f4693dd1c278921d576601c0c8d734912a407db081977d5da990e7817,404.975,1759090947.648,404.975,412.405,1759090947.648,1759090955.078,7.43,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,2,1,2,allraw_nonsteering_seed__rjy__2025_09_28_20_15_42__00035;allraw_nonsteering_seed__rjy__2025_09_28_20_15_42__00036,roll_rate;ay,extreme;medium,ok,,5.74479,0.304224,0.226709,3.08355,126.6504,1.574291,75.69,auto_accept_instability_high,100.0,hybrid_accept_high,2,2,strong_active,straight,secondary,0.08,ok,middle_section,section5,very_low,design_regular_road,0,none,True,,True,True,38792.0,test,val,train,1,1,0,原始车辆数据/rjy/Entity_Recording_2025_09_28_20_15_42_vehicle.csv,原始生理数据/rjy/Entity_Recording_2025_09_28_20_15_42_physio.csv,,1759090542.673,1759091141.609,1759090542.67,1759091141.61,,,True,True,False,False,False,True,True,False
vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000465625,vehicle_instability_all_raw_rescreen_v0_1,rjy,2025_09_28_20_15_42,原始车辆数据/rjy/Entity_Recording_2025_09_28_20_15_42_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\rjy\Entity_Recording_2025_09_28_20_15_42_vehicle.csv,ec20c18f4693dd1c278921d576601c0c8d734912a407db081977d5da990e7817,465.625,1759091008.298,465.625,480.76,1759091008.298,1759091023.433,15.135,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,2,2,2,allraw_nonsteering_seed__rjy__2025_09_28_20_15_42__00039;allraw_nonsteering_seed__rjy__2025_09_28_20_15_42__00040,roll_rate;roll_rate,strong;extreme,ok,,5.31235,0.251038,0.217759,2.931718,123.2972,1.035155,70.91,auto_accept_instability_medium,100.0,hybrid_accept_high,3,3,strong_active,straight,secondary,0.055,ok,middle_section,section6,very_low,design_regular_road,0,none,True,,True,True,26662.0,val,val,train,1,1,0,原始车辆数据/rjy/Entity_Recording_2025_09_28_20_15_42_vehicle.csv,原始生理数据/rjy/Entity_Recording_2025_09_28_20_15_42_physio.csv,,1759090542.673,1759091141.609,1759090542.67,1759091141.61,,,True,True,False,False,False,True,True,False
vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000547420,vehicle_instability_all_raw_rescreen_v0_1,rjy,2025_09_28_20_15_42,原始车辆数据/rjy/Entity_Recording_2025_09_28_20_15_42_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\rjy\Entity_Recording_2025_09_28_20_15_42_vehicle.csv,ec20c18f4693dd1c278921d576601c0c8d734912a407db081977d5da990e7817,547.42,1759091090.0930002,547.42,556.58,1759091090.0930002,1759091099.253,9.16,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,2,4,4,allraw_nonsteering_seed__rjy__2025_09_28_20_15_42__00047;allraw_nonsteering_seed__rjy__2025_09_28_20_15_42__00048;allraw_nonsteering_seed__rjy__2025_09_28_20_15_42__00049;allraw_nonsteering_seed__rjy__2025_09_28_20_15_42__00050,roll_rate;roll_rate;roll_rate;roll_rate,medium;medium;weak;strong,ok,,3.95759,0.169151,0.147172,2.949304,106.0176,0.7847,58.29,auto_accept_instability_medium,90.64,hybrid_accept_high,3,3,medium_active,straight,secondary,0.135,ok,differentmu_road,mu1,low,design_high_risk_surface,0,none,True,,True,True,10303.0,train,val,train,1,1,0,原始车辆数据/rjy/Entity_Recording_2025_09_28_20_15_42_vehicle.csv,原始生理数据/rjy/Entity_Recording_2025_09_28_20_15_42_physio.csv,,1759090542.673,1759091141.609,1759090542.67,1759091141.61,,,True,True,False,False,False,True,True,False
vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000560065,vehicle_instability_all_raw_rescreen_v0_1,rjy,2025_09_28_20_15_42,原始车辆数据/rjy/Entity_Recording_2025_09_28_20_15_42_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\rjy\Entity_Recording_2025_09_28_20_15_42_vehicle.csv,ec20c18f4693dd1c278921d576601c0c8d734912a407db081977d5da990e7817,560.065,1759091102.7380002,560.065,568.67,1759091102.7380002,1759091111.3430002,8.605,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,3,3,4,allraw_nonsteering_seed__rjy__2025_09_28_20_15_42__00051;allraw_nonsteering_seed__rjy__2025_09_28_20_15_42__00052;allraw_nonsteering_seed__rjy__2025_09_28_20_15_42__00053;allraw_nonsteering_seed__rjy__2025_09_28_20_15_42__00054,roll_rate;roll_rate;roll_rate;ay,weak;extreme;strong;weak,ok,,4.56759,0.280608,0.170803,2.96095,111.5308,0.85574,65.75,auto_accept_instability_medium,93.89,hybrid_accept_high,1,1,strong_active,straight,secondary,1.98,ok,differentmu_road,mu1,very_low,design_high_risk_surface,0,none,True,,True,True,7774.0,test,val,train,1,1,0,原始车辆数据/rjy/Entity_Recording_2025_09_28_20_15_42_vehicle.csv,原始生理数据/rjy/Entity_Recording_2025_09_28_20_15_42_physio.csv,,1759090542.673,1759091141.609,1759090542.67,1759091141.61,,,True,True,False,False,False,True,True,False
vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000576845,vehicle_instability_all_raw_rescreen_v0_1,rjy,2025_09_28_20_15_42,原始车辆数据/rjy/Entity_Recording_2025_09_28_20_15_42_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\rjy\Entity_Recording_2025_09_28_20_15_42_vehicle.csv,ec20c18f4693dd1c278921d576601c0c8d734912a407db081977d5da990e7817,576.845,1759091119.5180001,576.845,595.245,1759091119.5180001,1759091137.918,18.4,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,2,2,2,allraw_nonsteering_seed__rjy__2025_09_28_20_15_42__00055;allraw_nonsteering_seed__rjy__2025_09_28_20_15_42__00056,roll_rate;roll_rate,strong;extreme,ok,,4.47081,0.210023,0.187311,2.510596,107.913201,0.710349,63.57,auto_accept_instability_medium,92.12,hybrid_accept_high,2,2,strong_active,curve,secondary,0.115,ok,differentmu_road,mu1,very_low,design_high_risk_surface,0,none,True,,True,True,4418.0,train,val,train,1,1,0,原始车辆数据/rjy/Entity_Recording_2025_09_28_20_15_42_vehicle.csv,原始生理数据/rjy/Entity_Recording_2025_09_28_20_15_42_physio.csv,,1759090542.673,1759091141.609,1759090542.67,1759091141.61,,,True,True,False,False,False,True,True,False
vehicle_instability_allraw__txj__2025_09_27_08_40_46__000101490,vehicle_instability_all_raw_rescreen_v0_1,txj,2025_09_27_08_40_46,原始车辆数据/txj/Entity_Recording_2025_09_27_08_40_46_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\txj\Entity_Recording_2025_09_27_08_40_46_vehicle.csv,038a1a948db349e9c2765b83e4de7766c763c2bf68c487b92fc9fb83e56d8f83,101.49,1758962548.482,101.49,105.365,1758962548.482,1758962552.357,3.875,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,2,2,2,allraw_nonsteering_seed__txj__2025_09_27_08_40_46__00004;allraw_nonsteering_seed__txj__2025_09_27_08_40_46__00005,roll_rate;ay,medium;medium,ok,,2.750118,0.114718,0.19997,2.33558,74.6123,1.635022,51.8,needs_human_review,84.17,hybrid_accept_high,2,2,extreme_active,straight,secondary,0.735,ok,middle_section,section2,high,design_regular_road,0,none,True,,True,True,127048.0,train,val,train,1,1,1,原始车辆数据/txj/Entity_Recording_2025_09_27_08_40_46_vehicle.csv,原始生理数据/txj/Entity_Recording_2025_09_27_08_40_46_physio.csv,原始脑电数据/txj/Entity_Recording_2025_09_27_08_40_46_eeg.csv,1758962446.992,1758963183.722,1758962446.995,1758963183.725,1758962447.013,1758963183.724,True,True,True,True,False,True,True,False
vehicle_instability_allraw__txj__2025_09_27_08_40_46__000127395,vehicle_instability_all_raw_rescreen_v0_1,txj,2025_09_27_08_40_46,原始车辆数据/txj/Entity_Recording_2025_09_27_08_40_46_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\txj\Entity_Recording_2025_09_27_08_40_46_vehicle.csv,038a1a948db349e9c2765b83e4de7766c763c2bf68c487b92fc9fb83e56d8f83,127.395,1758962574.387,127.395,134.665,1758962574.387,1758962581.657,7.27,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,1,1,1,allraw_nonsteering_seed__txj__2025_09_27_08_40_46__00006,roll_rate,extreme,ok,,12.602399,1.825525,1.73222,12.293166,92.453301,3.818602,96.34,auto_accept_instability_high,100.0,hybrid_accept_high,3,3,extreme_active,straight,secondary,0.37,ok,middle_section,section2,high,design_regular_road,0,none,True,,True,True,121867.0,test,val,train,1,1,1,原始车辆数据/txj/Entity_Recording_2025_09_27_08_40_46_vehicle.csv,原始生理数据/txj/Entity_Recording_2025_09_27_08_40_46_physio.csv,原始脑电数据/txj/Entity_Recording_2025_09_27_08_40_46_eeg.csv,1758962446.992,1758963183.722,1758962446.995,1758963183.725,1758962447.013,1758963183.724,True,True,True,True,False,True,True,False
vehicle_instability_allraw__txj__2025_09_27_08_40_46__000139565,vehicle_instability_all_raw_rescreen_v0_1,txj,2025_09_27_08_40_46,原始车辆数据/txj/Entity_Recording_2025_09_27_08_40_46_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\txj\Entity_Recording_2025_09_27_08_40_46_vehicle.csv,038a1a948db349e9c2765b83e4de7766c763c2bf68c487b92fc9fb83e56d8f83,139.565,1758962586.5570002,139.565,144.125,1758962586.5570002,1758962591.117,4.56,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,1,1,1,allraw_nonsteering_seed__txj__2025_09_27_08_40_46__00007,roll_rate,extreme,ok,,13.276199,1.473443,1.77138,15.14032,9.60835,0.20752,88.18,auto_accept_instability_high,100.0,hybrid_accept_high,1,1,extreme_active,straight,primary,3.29,ok,curve1,curve1,high,design_curve_context,0,none,True,,True,True,119433.0,test,val,train,1,1,1,原始车辆数据/txj/Entity_Recording_2025_09_27_08_40_46_vehicle.csv,原始生理数据/txj/Entity_Recording_2025_09_27_08_40_46_physio.csv,原始脑电数据/txj/Entity_Recording_2025_09_27_08_40_46_eeg.csv,1758962446.992,1758963183.722,1758962446.995,1758963183.725,1758962447.013,1758963183.724,True,True,True,True,False,True,True,False
vehicle_instability_allraw__txj__2025_09_27_08_40_46__000148560,vehicle_instability_all_raw_rescreen_v0_1,txj,2025_09_27_08_40_46,原始车辆数据/txj/Entity_Recording_2025_09_27_08_40_46_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\txj\Entity_Recording_2025_09_27_08_40_46_vehicle.csv,038a1a948db349e9c2765b83e4de7766c763c2bf68c487b92fc9fb83e56d8f83,148.56,1758962595.552,148.56,151.325,1758962595.552,1758962598.3170002,2.765,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,1,1,1,allraw_nonsteering_seed__txj__2025_09_27_08_40_46__00008,roll_rate,extreme,ok,,7.829717,0.960805,0.971196,2.512113,20.5245,6.961421,99.09,auto_accept_instability_high,100.0,hybrid_accept_high,2,2,extreme_active,straight,secondary,0.545,ok,curve1,curve1,high,design_curve_context,0,none,True,,True,True,117634.0,train,val,train,1,1,1,原始车辆数据/txj/Entity_Recording_2025_09_27_08_40_46_vehicle.csv,原始生理数据/txj/Entity_Recording_2025_09_27_08_40_46_physio.csv,原始脑电数据/txj/Entity_Recording_2025_09_27_08_40_46_eeg.csv,1758962446.992,1758963183.722,1758962446.995,1758963183.725,1758962447.013,1758963183.724,True,True,True,True,False,True,True,False
vehicle_instability_allraw__txj__2025_09_27_08_40_46__000197190,vehicle_instability_all_raw_rescreen_v0_1,txj,2025_09_27_08_40_46,原始车辆数据/txj/Entity_Recording_2025_09_27_08_40_46_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\txj\Entity_Recording_2025_09_27_08_40_46_vehicle.csv,038a1a948db349e9c2765b83e4de7766c763c2bf68c487b92fc9fb83e56d8f83,197.19,1758962644.1820002,197.19,216.13,1758962644.1820002,1758962663.1220002,18.94,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,1,1,1,allraw_nonsteering_seed__txj__2025_09_27_08_40_46__00011,roll_rate,strong,ok,,5.34895,0.212165,0.241428,3.11718,87.102799,1.214051,70.89,auto_accept_instability_medium,100.0,hybrid_accept_high,2,2,strong_active,straight,secondary,0.31,ok,curve1,curve1,high,design_curve_context,0,none,True,,True,True,107908.0,val,val,train,1,1,1,原始车辆数据/txj/Entity_Recording_2025_09_27_08_40_46_vehicle.csv,原始生理数据/txj/Entity_Recording_2025_09_27_08_40_46_physio.csv,原始脑电数据/txj/Entity_Recording_2025_09_27_08_40_46_eeg.csv,1758962446.992,1758963183.722,1758962446.995,1758963183.725,1758962447.013,1758963183.724,True,True,True,True,False,True,True,False
vehicle_instability_allraw__txj__2025_09_27_08_40_46__000234385,vehicle_instability_all_raw_rescreen_v0_1,txj,2025_09_27_08_40_46,原始车辆数据/txj/Entity_Recording_2025_09_27_08_40_46_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\txj\Entity_Recording_2025_09_27_08_40_46_vehicle.csv,038a1a948db349e9c2765b83e4de7766c763c2bf68c487b92fc9fb83e56d8f83,234.385,1758962681.377,234.385,270.83,1758962681.377,1758962717.822,36.445,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,9,8,9,allraw_nonsteering_seed__txj__2025_09_27_08_40_46__00013;allraw_nonsteering_seed__txj__2025_09_27_08_40_46__00014;allraw_nonsteering_seed__txj__2025_09_27_08_40_46__00015;allraw_nonsteering_seed__txj__2025_09_27_08_40_46__00016;allraw_nonsteering_seed__txj__2025_09_27_08_40_46__00017;allraw_nonsteering_seed__txj__2025_09_27_08_40_46__00018;allraw_nonsteering_seed__txj__2025_09_27_08_40_46__00019;allraw_nonsteering_seed__txj__2025_09_27_08_40_46__00020;allraw_nonsteering_seed__txj__2025_09_27_08_40_46__00021,roll_rate;roll_rate;roll_rate;roll_rate;roll_rate;ay;roll_rate;ay;roll_rate,extreme;medium;medium;medium;weak;weak;weak;medium;extreme,ok,,4.83928,0.259719,0.192432,2.75103,109.112001,0.970581,67.53,auto_accept_instability_medium,98.31,hybrid_accept_high,2,2,strong_active,straight,secondary,0.125,ok,middle_section,section3,low,design_regular_road,0,none,True,,True,True,100469.0,train,val,train,1,1,1,原始车辆数据/txj/Entity_Recording_2025_09_27_08_40_46_vehicle.csv,原始生理数据/txj/Entity_Recording_2025_09_27_08_40_46_physio.csv,原始脑电数据/txj/Entity_Recording_2025_09_27_08_40_46_eeg.csv,1758962446.992,1758963183.722,1758962446.995,1758963183.725,1758962447.013,1758963183.724,True,True,True,True,False,True,True,False
vehicle_instability_allraw__txj__2025_09_27_08_40_46__000275545,vehicle_instability_all_raw_rescreen_v0_1,txj,2025_09_27_08_40_46,原始车辆数据/txj/Entity_Recording_2025_09_27_08_40_46_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\txj\Entity_Recording_2025_09_27_08_40_46_vehicle.csv,038a1a948db349e9c2765b83e4de7766c763c2bf68c487b92fc9fb83e56d8f83,275.545,1758962722.5370002,275.545,283.65,1758962722.5370002,1758962730.6420002,8.105,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,2,1,2,allraw_nonsteering_seed__txj__2025_09_27_08_40_46__00022;allraw_nonsteering_seed__txj__2025_09_27_08_40_46__00023,roll_rate;ay,extreme;weak,ok,,4.081659,0.304039,0.426928,2.25093,26.507801,5.231452,72.43,auto_accept_instability_medium,100.0,hybrid_accept_high,3,3,extreme_active,straight,secondary,0.275,ok,fix_road,fix_road,low,design_special_event_segment,0,none,True,,True,True,92237.0,test,val,train,1,1,1,原始车辆数据/txj/Entity_Recording_2025_09_27_08_40_46_vehicle.csv,原始生理数据/txj/Entity_Recording_2025_09_27_08_40_46_physio.csv,原始脑电数据/txj/Entity_Recording_2025_09_27_08_40_46_eeg.csv,1758962446.992,1758963183.722,1758962446.995,1758963183.725,1758962447.013,1758963183.724,True,True,True,True,False,True,True,False
vehicle_instability_allraw__txj__2025_09_27_08_40_46__000301130,vehicle_instability_all_raw_rescreen_v0_1,txj,2025_09_27_08_40_46,原始车辆数据/txj/Entity_Recording_2025_09_27_08_40_46_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\txj\Entity_Recording_2025_09_27_08_40_46_vehicle.csv,038a1a948db349e9c2765b83e4de7766c763c2bf68c487b92fc9fb83e56d8f83,301.13,1758962748.1220002,301.13,322.72,1758962748.1220002,1758962769.7120001,21.59,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,4,5,5,allraw_nonsteering_seed__txj__2025_09_27_08_40_46__00027;allraw_nonsteering_seed__txj__2025_09_27_08_40_46__00028;allraw_nonsteering_seed__txj__2025_09_27_08_40_46__00029;allraw_nonsteering_seed__txj__2025_09_27_08_40_46__00030;allraw_nonsteering_seed__txj__2025_09_27_08_40_46__00031,roll_rate;roll_rate;roll_rate;roll_rate;roll_rate,medium;extreme;medium;weak;weak,ok,,5.202579,0.345194,0.248242,2.88083,109.135,0.484328,73.22,auto_accept_instability_medium,100.0,hybrid_accept_high,3,3,strong_active,straight,secondary,0.18,ok,fix_road,fix_road,low,design_special_event_segment,0,none,True,,True,True,87120.0,train,val,train,1,1,1,原始车辆数据/txj/Entity_Recording_2025_09_27_08_40_46_vehicle.csv,原始生理数据/txj/Entity_Recording_2025_09_27_08_40_46_physio.csv,原始脑电数据/txj/Entity_Recording_2025_09_27_08_40_46_eeg.csv,1758962446.992,1758963183.722,1758962446.995,1758963183.725,1758962447.013,1758963183.724,True,True,True,True,False,True,True,False
vehicle_instability_allraw__txj__2025_09_27_08_40_46__000349320,vehicle_instability_all_raw_rescreen_v0_1,txj,2025_09_27_08_40_46,原始车辆数据/txj/Entity_Recording_2025_09_27_08_40_46_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\txj\Entity_Recording_2025_09_27_08_40_46_vehicle.csv,038a1a948db349e9c2765b83e4de7766c763c2bf68c487b92fc9fb83e56d8f83,349.32,1758962796.312,349.32,374.175,1758962796.312,1758962821.167,24.855,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,2,2,2,allraw_nonsteering_seed__txj__2025_09_27_08_40_46__00034;allraw_nonsteering_seed__txj__2025_09_27_08_40_46__00035,ay;roll_rate,medium;extreme,ok,,9.43472,0.974681,0.58054,2.92757,122.438,0.906699,93.79,auto_accept_instability_high,100.0,hybrid_accept_high,2,2,extreme_active,curve,secondary,2.61,ok,middle_section,section4,low,design_regular_road,0,none,True,,True,True,77482.0,val,val,train,1,1,1,原始车辆数据/txj/Entity_Recording_2025_09_27_08_40_46_vehicle.csv,原始生理数据/txj/Entity_Recording_2025_09_27_08_40_46_physio.csv,原始脑电数据/txj/Entity_Recording_2025_09_27_08_40_46_eeg.csv,1758962446.992,1758963183.722,1758962446.995,1758963183.725,1758962447.013,1758963183.724,True,True,True,True,False,True,True,False
