sample_id,event_uid,subject,session_stamp,window_config_id,default_split,random_event_split,session_level_split,subject_level_split,event_type,event_level,road_type_anchor,road_design_risk_class,label_end_rel_s,event_end_rel_s,event_duration_s,label_valid_ratio,gt_peak_abs,gt_peak_signed,gt_peak_time_s,gt_peak_direction,gt_reversal_count,gt_tail_abs,gt_tail_signed,gt_tail_over_peak,gt_peak_near_label_end,gt_tail_unsettled,label_response_unsettled_flag,event_duration_exceeds_label,post2_range_abs,post2_change_from_2s_abs,post2_substantial_change
vehicle_instability_allraw__gf__2025_09_26_10_18_49__000082870__pre1_label2_event_trigger,vehicle_instability_allraw__gf__2025_09_26_10_18_49__000082870,gf,2025_09_26_10_18_49,pre1_label2_event_trigger,train,train,train,train,instability_ay_roll,strong_active,straight,design_regular_road,2.0,83.89,1.02,1.0,0.7857480049133301,0.7857480049133301,1.059999942779541,1,2,0.3459250330924988,0.3459250330924988,0.4402493304843391,False,True,True,True,,,False
vehicle_instability_allraw__gf__2025_09_26_10_18_49__000087855__pre1_label2_event_trigger,vehicle_instability_allraw__gf__2025_09_26_10_18_49__000087855,gf,2025_09_26_10_18_49,pre1_label2_event_trigger,train,train,train,train,instability_ay_roll,strong_active,straight,design_regular_road,2.0,94.73,6.875,1.0,1.5196607112884521,-1.5196607112884521,1.690000057220459,-1,6,1.1407477855682373,-1.1407477855682373,0.7506595235992174,False,True,True,True,,,False
vehicle_instability_allraw__gf__2025_09_26_10_18_49__000149295__pre1_label2_event_trigger,vehicle_instability_allraw__gf__2025_09_26_10_18_49__000149295,gf,2025_09_26_10_18_49,pre1_label2_event_trigger,train,val,train,train,instability_ay_roll,extreme_active,straight,design_curve_context,2.0,167.33,18.035,1.0,1.3955622911453247,-1.3955622911453247,1.9950000047683716,-1,0,1.3955622911453247,-1.3955622911453247,1.0,True,True,True,True,,,False
vehicle_instability_allraw__gf__2025_09_26_10_18_49__000210870__pre1_label2_event_trigger,vehicle_instability_allraw__gf__2025_09_26_10_18_49__000210870,gf,2025_09_26_10_18_49,pre1_label2_event_trigger,train,train,train,train,instability_ay_roll,strong_active,straight,design_regular_road,2.0,220.02,9.15,1.0,0.9454452991485596,0.9454452991485596,1.5499999523162842,1,2,0.31991952657699585,0.31991952657699585,0.3383797316091222,False,True,True,True,,,False
vehicle_instability_allraw__gf__2025_09_26_10_18_49__000233845__pre1_label2_event_trigger,vehicle_instability_allraw__gf__2025_09_26_10_18_49__000233845,gf,2025_09_26_10_18_49,pre1_label2_event_trigger,train,train,train,train,instability_ay_roll,strong_active,straight,design_special_event_segment,2.0,242.35,8.505,1.0,1.6175719499588013,1.6175719499588013,1.5049999952316284,1,3,1.4412920475006104,1.4412920475006104,0.8910219094348906,False,True,True,True,,,False
vehicle_instability_allraw__gf__2025_09_26_10_18_49__000289385__pre1_label2_event_trigger,vehicle_instability_allraw__gf__2025_09_26_10_18_49__000289385,gf,2025_09_26_10_18_49,pre1_label2_event_trigger,train,test,train,train,instability_ay_roll,strong_active,curve,design_regular_road,2.0,313.965,24.58,1.0,0.3864159882068634,0.3864159882068634,1.9950000047683716,1,4,0.3864159882068634,0.3864159882068634,1.0,True,True,True,True,,,False
vehicle_instability_allraw__gf__2025_09_26_10_18_49__000342355__pre1_label2_event_trigger,vehicle_instability_allraw__gf__2025_09_26_10_18_49__000342355,gf,2025_09_26_10_18_49,pre1_label2_event_trigger,train,train,train,train,instability_ay_roll,strong_active,straight,design_curve_context,2.0,347.155,4.8,1.0,0.5375620126724243,-0.5375620126724243,1.565000057220459,-1,2,0.1589990109205246,0.1589990109205246,0.2957779887199996,False,False,False,True,,,False
vehicle_instability_allraw__gf__2025_09_26_10_18_49__000439375__pre1_label2_event_trigger,vehicle_instability_allraw__gf__2025_09_26_10_18_49__000439375,gf,2025_09_26_10_18_49,pre1_label2_event_trigger,train,val,train,train,instability_ay_roll,strong_active,straight,design_regular_road,2.0,447.12,7.745,1.0,0.43615812063217163,0.43615812063217163,1.2549999952316284,1,5,0.18203800916671753,0.18203800916671753,0.41736700649496095,False,False,False,True,,,False
vehicle_instability_allraw__gf__2025_09_26_10_30_12__000062355__pre1_label2_event_trigger,vehicle_instability_allraw__gf__2025_09_26_10_30_12__000062355,gf,2025_09_26_10_30_12,pre1_label2_event_trigger,test,val,test,train,instability_ay_roll,extreme_active,straight,design_regular_road,2.0,71.505,9.15,1.0,0.4284778833389282,0.4284778833389282,1.659999966621399,1,2,0.20140968263149261,0.20140968263149261,0.47005852685324373,False,True,True,True,,,False
vehicle_instability_allraw__gf__2025_09_26_10_30_12__000132045__pre1_label2_event_trigger,vehicle_instability_allraw__gf__2025_09_26_10_30_12__000132045,gf,2025_09_26_10_30_12,pre1_label2_event_trigger,test,train,test,train,instability_ay_roll,weak,straight,design_curve_context,2.0,135.415,3.37,1.0,0.5462880730628967,0.5462880730628967,1.225000023841858,1,3,0.3401648998260498,0.3401648998260498,0.6226841049610193,False,True,True,True,,,False
vehicle_instability_allraw__gf__2025_09_26_10_30_12__000138490__pre1_label2_event_trigger,vehicle_instability_allraw__gf__2025_09_26_10_30_12__000138490,gf,2025_09_26_10_30_12,pre1_label2_event_trigger,test,train,test,train,instability_ay_roll,extreme_active,curve,design_curve_context,2.0,157.98,19.49,1.0,1.9250980615615845,-1.9250980615615845,1.7949999570846558,-1,1,1.9116579294204712,-1.9116579294204712,0.9930184688201228,True,True,True,True,,,False
vehicle_instability_allraw__gf__2025_09_26_10_30_12__000205285__pre1_label2_event_trigger,vehicle_instability_allraw__gf__2025_09_26_10_30_12__000205285,gf,2025_09_26_10_30_12,pre1_label2_event_trigger,test,train,test,train,instability_ay_roll,strong_active,straight,design_special_event_segment,2.0,214.065,8.78,1.0,0.8585270047187805,0.8585270047187805,1.6699999570846558,1,5,0.8428190350532532,0.8428190350532532,0.9817035811579711,False,True,True,True,,,False
vehicle_instability_allraw__gf__2025_09_26_10_30_12__000223260__pre1_label2_event_trigger,vehicle_instability_allraw__gf__2025_09_26_10_30_12__000223260,gf,2025_09_26_10_30_12,pre1_label2_event_trigger,test,val,test,train,instability_ay_roll,strong_active,straight,design_special_event_segment,2.0,231.675,8.415,1.0,1.5163418054580688,1.5163418054580688,1.7649999856948853,1,2,1.400978684425354,1.400978684425354,0.9239201078427928,True,True,True,True,,,False
vehicle_instability_allraw__gf__2025_09_26_10_30_12__000275220__pre1_label2_event_trigger,vehicle_instability_allraw__gf__2025_09_26_10_30_12__000275220,gf,2025_09_26_10_30_12,pre1_label2_event_trigger,test,train,test,train,instability_ay_roll,weak,curve,design_regular_road,2.0,302.69,27.47,1.0,0.2598803639411926,0.2598803639411926,2.0,1,3,0.2598803639411926,0.2598803639411926,1.0,True,True,True,True,,,False
vehicle_instability_allraw__gf__2025_09_26_10_30_12__000334120__pre1_label2_event_trigger,vehicle_instability_allraw__gf__2025_09_26_10_30_12__000334120,gf,2025_09_26_10_30_12,pre1_label2_event_trigger,test,train,test,train,instability_ay_roll,extreme_active,straight,design_regular_road,2.0,338.715,4.595,1.0,1.424536943435669,1.424536943435669,1.9950000047683716,1,5,1.424536943435669,1.424536943435669,1.0,True,True,True,True,,,False
vehicle_instability_allraw__gf__2025_09_26_10_30_12__000425785__pre1_label2_event_trigger,vehicle_instability_allraw__gf__2025_09_26_10_30_12__000425785,gf,2025_09_26_10_30_12,pre1_label2_event_trigger,test,train,test,train,instability_ay_roll,strong_active,straight,design_regular_road,2.0,431.67,5.885,1.0,2.145881175994873,2.145881175994873,1.3550000190734863,1,1,1.0904810428619385,1.0904810428619385,0.5081740103136745,False,True,True,True,,,False
vehicle_instability_allraw__gf__2025_09_26_10_40_59__000136605__pre1_label2_event_trigger,vehicle_instability_allraw__gf__2025_09_26_10_40_59__000136605,gf,2025_09_26_10_40_59,pre1_label2_event_trigger,train,train,train,train,instability_ay_roll,extreme_active,straight,design_curve_context,2.0,154.895,18.29,1.0,0.990126371383667,-0.990126371383667,1.2300000190734863,-1,3,0.8627172708511353,-0.8627172708511353,0.8713203645364157,False,True,True,True,,,False
vehicle_instability_allraw__gf__2025_09_26_10_40_59__000180655__pre1_label2_event_trigger,vehicle_instability_allraw__gf__2025_09_26_10_40_59__000180655,gf,2025_09_26_10_40_59,pre1_label2_event_trigger,train,val,train,train,instability_ay_roll,strong_active,straight,design_regular_road,2.0,191.3,10.645,1.0,2.2230300903320312,-2.2230300903320312,1.6050000190734863,-1,2,2.0982296466827393,-2.0982296466827393,0.9438602094537317,False,True,True,True,,,False
vehicle_instability_allraw__gf__2025_09_26_10_40_59__000232065__pre1_label2_event_trigger,vehicle_instability_allraw__gf__2025_09_26_10_40_59__000232065,gf,2025_09_26_10_40_59,pre1_label2_event_trigger,train,test,train,train,instability_ay_roll,strong_active,straight,design_special_event_segment,2.0,241.545,9.48,1.0,2.1785199642181396,2.1785199642181396,1.7000000476837158,1,4,2.1179592609405518,2.1179592609405518,0.9722009877016101,False,True,True,True,,,False
vehicle_instability_allraw__gf__2025_09_26_10_40_59__000292195__pre1_label2_event_trigger,vehicle_instability_allraw__gf__2025_09_26_10_40_59__000292195,gf,2025_09_26_10_40_59,pre1_label2_event_trigger,train,train,train,train,instability_ay_roll,strong_active,curve,design_regular_road,2.0,310.4,18.205,1.0,0.9787811040878296,0.9787811040878296,2.0,1,2,0.9787811040878296,0.9787811040878296,1.0,True,True,True,True,,,False
vehicle_instability_allraw__gf__2025_09_26_10_40_59__000454355__pre1_label2_event_trigger,vehicle_instability_allraw__gf__2025_09_26_10_40_59__000454355,gf,2025_09_26_10_40_59,pre1_label2_event_trigger,train,train,train,train,instability_ay_roll,strong_active,straight,design_regular_road,2.0,459.72,5.365,1.0,0.8655089139938354,0.8655089139938354,1.3600000143051147,1,2,0.011169910430908203,0.011169910430908203,0.012905598371442955,False,False,False,True,,,False
vehicle_instability_allraw__gf__2025_09_26_10_52_57__000066795__pre1_label2_event_trigger,vehicle_instability_allraw__gf__2025_09_26_10_52_57__000066795,gf,2025_09_26_10_52_57,pre1_label2_event_trigger,test,test,test,train,instability_ay_roll,strong_active,straight,design_regular_road,2.0,70.48,3.685,1.0,0.9204869866371155,-0.9204869866371155,0.9100000262260437,-1,3,0.49061131477355957,0.49061131477355957,0.532991038326296,False,True,True,True,,,False
vehicle_instability_allraw__gf__2025_09_26_10_52_57__000134810__pre1_label2_event_trigger,vehicle_instability_allraw__gf__2025_09_26_10_52_57__000134810,gf,2025_09_26_10_52_57,pre1_label2_event_trigger,test,train,test,train,instability_ay_roll,medium_active,straight,design_curve_context,2.0,166.895,32.085,1.0,0.42725691199302673,0.42725691199302673,1.190000057220459,1,2,0.3548257052898407,0.3548257052898407,0.8304738796025184,False,True,True,True,,,False
vehicle_instability_allraw__gf__2025_09_26_10_52_57__000300870__pre1_label2_event_trigger,vehicle_instability_allraw__gf__2025_09_26_10_52_57__000300870,gf,2025_09_26_10_52_57,pre1_label2_event_trigger,test,train,test,train,instability_ay_roll,weak,straight,design_regular_road,2.0,321.155,20.285,1.0,0.559203028678894,-0.559203028678894,0.875,-1,3,0.14782899618148804,0.14782899618148804,0.26435657283675856,False,False,False,True,,,False
vehicle_instability_allraw__gf__2025_09_26_10_52_57__000471505__pre1_label2_event_trigger,vehicle_instability_allraw__gf__2025_09_26_10_52_57__000471505,gf,2025_09_26_10_52_57,pre1_label2_event_trigger,test,train,test,train,instability_ay_roll,medium_active,straight,design_regular_road,2.0,478.04,6.535,1.0,1.254542589187622,1.254542589187622,1.3849999904632568,1,2,0.9443981051445007,0.9443981051445007,0.7527828176451505,False,True,True,True,,,False
vehicle_instability_allraw__gzj__2025_09_27_11_38_49__000051595__pre1_label2_event_trigger,vehicle_instability_allraw__gzj__2025_09_27_11_38_49__000051595,gzj,2025_09_27_11_38_49,pre1_label2_event_trigger,test,train,test,test,instability_ay_roll,extreme_active,straight,design_regular_road,2.0,57.165,5.57,1.0,1.7081509828567505,-1.7081509828567505,1.034999966621399,-1,5,0.30700400471687317,0.30700400471687317,0.17972884586784751,False,False,False,True,,,False
vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000058475__pre1_label2_event_trigger,vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000058475,gzj,2025_09_27_11_41_47,pre1_label2_event_trigger,train,train,train,test,instability_ay_roll,weak,straight,design_regular_road,2.0,69.095,10.62,1.0,0.5126028060913086,-0.5126028060913086,1.1649999618530273,-1,3,0.5112068057060242,-0.5112068057060242,0.9972766431071083,False,True,True,True,,,False
vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000091070__pre1_label2_event_trigger,vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000091070,gzj,2025_09_27_11_41_47,pre1_label2_event_trigger,train,train,train,test,instability_ay_roll,extreme_active,straight,design_regular_road,2.0,101.55,10.48,1.0,1.3767201900482178,-1.3767201900482178,1.125,-1,2,1.1795001029968262,-1.1795001029968262,0.8567464264147355,False,True,True,True,,,False
vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000115240__pre1_label2_event_trigger,vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000115240,gzj,2025_09_27_11_41_47,pre1_label2_event_trigger,train,train,train,test,instability_ay_roll,strong_active,straight,design_curve_context,2.0,120.28,5.04,1.0,0.6909760236740112,-0.6909760236740112,1.9900000095367432,-1,3,0.6909760236740112,-0.6909760236740112,1.0,True,True,True,True,,,False
vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000132845__pre1_label2_event_trigger,vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000132845,gzj,2025_09_27_11_41_47,pre1_label2_event_trigger,train,train,train,test,instability_ay_roll,extreme_active,straight,design_curve_context,2.0,156.335,23.49,1.0,2.7082221508026123,-2.7082221508026123,1.9600000381469727,-1,2,2.7047319412231445,-2.7047319412231445,0.9987112543265945,True,True,True,True,,,False
vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000165625__pre1_label2_event_trigger,vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000165625,gzj,2025_09_27_11_41_47,pre1_label2_event_trigger,train,val,train,test,instability_ay_roll,extreme_active,straight,design_regular_road,2.0,173.165,7.54,1.0,0.836712121963501,-0.836712121963501,2.0,-1,3,0.836712121963501,-0.836712121963501,1.0,True,True,True,True,,,False
vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000180015__pre1_label2_event_trigger,vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000180015,gzj,2025_09_27_11_41_47,pre1_label2_event_trigger,train,train,train,test,instability_ay_roll,strong_active,straight,design_regular_road,2.0,189.145,9.13,1.0,1.095018982887268,-1.095018982887268,1.434999942779541,-1,4,0.9173449873924255,-0.9173449873924255,0.8377434562582976,False,True,True,True,,,False
vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000193365__pre1_label2_event_trigger,vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000193365,gzj,2025_09_27_11_41_47,pre1_label2_event_trigger,train,test,train,test,instability_ay_roll,extreme_active,straight,design_regular_road,2.0,206.565,13.2,1.0,0.8662070035934448,0.8662070035934448,1.2699999809265137,1,2,0.2748889923095703,0.2748889923095703,0.3173479216505963,False,True,True,True,,,False
vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000211485__pre1_label2_event_trigger,vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000211485,gzj,2025_09_27_11_41_47,pre1_label2_event_trigger,train,train,train,test,instability_ay_roll,strong_active,straight,design_special_event_segment,2.0,214.92,3.435,1.0,1.0971187353134155,-1.0971187353134155,1.5950000286102295,-1,2,0.8649858236312866,-0.8649858236312866,0.7884158713087557,False,True,True,True,,,False
vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000221595__pre1_label2_event_trigger,vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000221595,gzj,2025_09_27_11_41_47,pre1_label2_event_trigger,train,train,train,test,instability_ay_roll,medium_active,straight,design_special_event_segment,2.0,226.055,4.46,1.0,0.6197667121887207,-0.6197667121887207,1.9950000047683716,-1,3,0.6197667121887207,-0.6197667121887207,1.0,True,True,True,True,,,False
vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000260065__pre1_label2_event_trigger,vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000260065,gzj,2025_09_27_11_41_47,pre1_label2_event_trigger,train,train,train,test,instability_ay_roll,strong_active,straight,design_regular_road,2.0,282.505,22.44,1.0,0.5845099687576294,-0.5845099687576294,1.9900000095367432,-1,1,0.5845099687576294,-0.5845099687576294,1.0,True,True,True,True,,,False
vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000291210__pre1_label2_event_trigger,vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000291210,gzj,2025_09_27_11_41_47,pre1_label2_event_trigger,train,test,train,test,instability_ay_roll,strong_active,straight,design_curve_context,2.0,309.815,18.605,1.0,0.8820890188217163,0.8820890188217163,1.7649999856948853,1,4,0.8541640043258667,0.8541640043258667,0.9683421810044166,True,True,True,True,,,False
vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000314960__pre1_label2_event_trigger,vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000314960,gzj,2025_09_27_11_41_47,pre1_label2_event_trigger,train,train,train,test,instability_ay_roll,extreme_active,straight,design_curve_context,2.0,322.76,7.8,1.0,1.5477635860443115,1.5477635860443115,1.9800000190734863,1,3,1.5463635921478271,1.5463635921478271,0.9990954730366397,True,True,True,True,,,False
vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000334340__pre1_label2_event_trigger,vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000334340,gzj,2025_09_27_11_41_47,pre1_label2_event_trigger,train,train,train,test,instability_ay_roll,strong_active,straight,design_regular_road,2.0,349.805,15.465,1.0,0.7192506790161133,-0.7192506790161133,1.4149999618530273,-1,2,0.2846636176109314,-0.2846636176109314,0.3957780311036093,False,True,True,True,,,False
vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000353715__pre1_label2_event_trigger,vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000353715,gzj,2025_09_27_11_41_47,pre1_label2_event_trigger,train,train,train,test,instability_ay_roll,extreme_active,straight,design_special_event_segment,2.0,358.07,4.355,1.0,2.2739901542663574,-2.2739901542663574,1.4149999618530273,-1,6,1.706930160522461,-1.706930160522461,0.7506321684462863,False,True,True,True,,,False
vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000413415__pre1_label2_event_trigger,vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000413415,gzj,2025_09_27_11_41_47,pre1_label2_event_trigger,train,train,train,test,instability_ay_roll,extreme_active,straight,design_regular_road,2.0,428.725,15.31,1.0,2.721312999725342,-2.721312999725342,1.375,-1,4,2.698802947998047,-2.698802947998047,0.9917282386371701,False,True,True,True,,,False
vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000431340__pre1_label2_event_trigger,vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000431340,gzj,2025_09_27_11_41_47,pre1_label2_event_trigger,train,train,train,test,instability_ay_roll,strong_active,straight,design_regular_road,2.0,436.855,5.515,1.0,0.2635442018508911,0.2635442018508911,0.6000000238418579,1,0,0.260926216840744,0.260926216840744,0.9900662393945274,False,True,True,True,,,False
vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000450660__pre1_label2_event_trigger,vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000450660,gzj,2025_09_27_11_41_47,pre1_label2_event_trigger,train,train,train,test,instability_roll_only,extreme_active,straight,design_regular_road,2.0,451.415,0.755,1.0,0.3961896300315857,-0.3961896300315857,0.5799999833106995,-1,3,0.32724812626838684,-0.32724812626838684,0.8259886212627459,False,True,True,True,,,False
vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000457320__pre1_label2_event_trigger,vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000457320,gzj,2025_09_27_11_41_47,pre1_label2_event_trigger,train,test,train,test,instability_ay_roll,extreme_active,straight,design_regular_road,2.0,463.835,6.515,1.0,0.4146900177001953,0.4146900177001953,0.675000011920929,1,1,0.22741597890853882,0.22741597890853882,0.5483999353776383,False,True,True,True,,,False
vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000470200__pre1_label2_event_trigger,vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000470200,gzj,2025_09_27_11_41_47,pre1_label2_event_trigger,train,train,train,test,instability_ay_roll,extreme_active,straight,design_regular_road,2.0,472.93,2.73,1.0,2.618339776992798,2.618339776992798,2.0,1,0,2.618339776992798,2.618339776992798,1.0,True,True,True,True,,,False
vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000517005__pre1_label2_event_trigger,vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000517005,gzj,2025_09_27_11_41_47,pre1_label2_event_trigger,train,train,train,test,instability_ay_roll,strong_active,straight,design_high_risk_surface,2.0,518.92,1.915,1.0,0.7459540367126465,0.7459540367126465,1.2350000143051147,1,5,0.2698279321193695,0.2698279321193695,0.36172192767865075,False,True,True,True,,,False
vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000576800__pre1_label2_event_trigger,vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000576800,gzj,2025_09_27_11_41_47,pre1_label2_event_trigger,train,train,train,test,instability_ay_roll,medium_active,straight,design_high_risk_surface,2.0,594.17,17.37,1.0,0.6445499658584595,-0.6445499658584595,1.215000033378601,-1,3,0.2031559944152832,-0.2031559944152832,0.3151904509756741,False,True,True,True,,,False
vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000618525__pre1_label2_event_trigger,vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000618525,gzj,2025_09_27_11_41_47,pre1_label2_event_trigger,train,train,train,test,instability_ay_roll,extreme_active,straight,design_high_risk_surface,2.0,633.745,15.22,1.0,0.8768490552902222,-0.8768490552902222,1.565000057220459,-1,3,0.8147189617156982,-0.8147189617156982,0.9291439122849258,False,True,True,True,,,False
vehicle_instability_allraw__gzj__2025_09_27_11_53_25__000160615__pre1_label2_event_trigger,vehicle_instability_allraw__gzj__2025_09_27_11_53_25__000160615,gzj,2025_09_27_11_53_25,pre1_label2_event_trigger,train,test,train,test,instability_ay_roll,extreme_active,curve,design_curve_context,2.0,187.135,26.52,1.0,2.4432895183563232,-2.4432895183563232,0.8149999976158142,-1,3,1.043877363204956,1.043877363204956,0.4272425987024267,False,True,True,True,,,False
vehicle_instability_allraw__gzj__2025_09_27_11_53_25__000190150__pre1_label2_event_trigger,vehicle_instability_allraw__gzj__2025_09_27_11_53_25__000190150,gzj,2025_09_27_11_53_25,pre1_label2_event_trigger,train,train,train,test,instability_ay_roll,extreme_active,straight,design_curve_context,2.0,196.32,6.17,1.0,0.9510306715965271,0.9510306715965271,1.9950000047683716,1,3,0.9510306715965271,0.9510306715965271,1.0,True,True,True,True,,,False
vehicle_instability_allraw__gzj__2025_09_27_11_53_25__000211330__pre1_label2_event_trigger,vehicle_instability_allraw__gzj__2025_09_27_11_53_25__000211330,gzj,2025_09_27_11_53_25,pre1_label2_event_trigger,train,train,train,test,instability_ay_roll,extreme_active,straight,design_regular_road,2.0,225.715,14.385,1.0,1.1590739488601685,1.1590739488601685,1.1299999952316284,1,5,0.3190459907054901,-0.3190459907054901,0.2752593922236277,False,False,False,True,,,False
vehicle_instability_allraw__gzj__2025_09_27_11_53_25__000229945__pre1_label2_event_trigger,vehicle_instability_allraw__gzj__2025_09_27_11_53_25__000229945,gzj,2025_09_27_11_53_25,pre1_label2_event_trigger,train,train,train,test,instability_ay_roll,strong_active,straight,design_regular_road,2.0,237.565,7.62,1.0,0.8972740173339844,-0.8972740173339844,0.9700000286102295,-1,3,0.23230381309986115,-0.23230381309986115,0.25889952078417616,False,False,False,True,,,False
vehicle_instability_allraw__gzj__2025_09_27_11_53_25__000268875__pre1_label2_event_trigger,vehicle_instability_allraw__gzj__2025_09_27_11_53_25__000268875,gzj,2025_09_27_11_53_25,pre1_label2_event_trigger,train,train,train,test,instability_ay_roll,extreme_active,straight,design_special_event_segment,2.0,274.88,6.005,1.0,0.9435250163078308,0.9435250163078308,0.9900000095367432,1,3,0.20978796482086182,-0.20978796482086182,0.2223448887892732,False,False,False,True,,,False
vehicle_instability_allraw__gzj__2025_09_27_11_53_25__000283210__pre1_label2_event_trigger,vehicle_instability_allraw__gzj__2025_09_27_11_53_25__000283210,gzj,2025_09_27_11_53_25,pre1_label2_event_trigger,train,val,train,test,instability_ay_roll,strong_active,straight,design_regular_road,2.0,284.375,1.165,1.0,0.34330591559410095,0.34330591559410095,0.4099999964237213,1,3,0.15341410040855408,-0.15341410040855408,0.44687287180317437,False,False,False,True,,,False
vehicle_instability_allraw__gzj__2025_09_27_11_53_25__000287425__pre1_label2_event_trigger,vehicle_instability_allraw__gzj__2025_09_27_11_53_25__000287425,gzj,2025_09_27_11_53_25,pre1_label2_event_trigger,train,train,train,test,instability_ay_roll,extreme_active,straight,design_regular_road,2.0,293.175,5.75,1.0,1.4165090322494507,1.4165090322494507,1.5199999809265137,1,3,1.4105790853500366,1.4105790853500366,0.9958136893133698,False,True,True,True,,,False
vehicle_instability_allraw__gzj__2025_09_27_11_53_25__000308920__pre1_label2_event_trigger,vehicle_instability_allraw__gzj__2025_09_27_11_53_25__000308920,gzj,2025_09_27_11_53_25,pre1_label2_event_trigger,train,train,train,test,instability_ay_roll,extreme_active,straight,design_regular_road,2.0,329.025,20.105,1.0,0.4164358973503113,-0.4164358973503113,1.2200000286102295,-1,2,0.022165566682815552,0.022165566682815552,0.05322683953004558,False,False,False,True,,,False
vehicle_instability_allraw__gzj__2025_09_27_11_53_25__000335735__pre1_label2_event_trigger,vehicle_instability_allraw__gzj__2025_09_27_11_53_25__000335735,gzj,2025_09_27_11_53_25,pre1_label2_event_trigger,train,val,train,test,instability_ay_roll,strong_active,straight,design_curve_context,2.0,336.595,0.86,1.0,0.401077002286911,-0.401077002286911,0.6850000023841858,-1,4,0.29565900564193726,-0.29565900564193726,0.737162699322354,False,True,True,True,,,False
vehicle_instability_allraw__gzj__2025_09_27_11_53_25__000340960__pre1_label2_event_trigger,vehicle_instability_allraw__gzj__2025_09_27_11_53_25__000340960,gzj,2025_09_27_11_53_25,pre1_label2_event_trigger,train,test,train,test,instability_ay_roll,extreme_active,straight,design_curve_context,2.0,353.515,12.555,1.0,1.4587500095367432,-1.4587500095367432,1.2999999523162842,-1,4,0.35220688581466675,-0.35220688581466675,0.24144430746329007,False,False,False,True,,,False
vehicle_instability_allraw__gzj__2025_09_27_11_53_25__000362425__pre1_label2_event_trigger,vehicle_instability_allraw__gzj__2025_09_27_11_53_25__000362425,gzj,2025_09_27_11_53_25,pre1_label2_event_trigger,train,train,train,test,instability_ay_roll,extreme_active,straight,design_curve_context,2.0,369.155,6.73,1.0,0.7197740077972412,0.7197740077972412,1.0950000286102295,1,2,0.05759596824645996,0.05759596824645996,0.08001951671292445,False,False,False,True,,,False
vehicle_instability_allraw__gzj__2025_09_27_11_53_25__000380620__pre1_label2_event_trigger,vehicle_instability_allraw__gzj__2025_09_27_11_53_25__000380620,gzj,2025_09_27_11_53_25,pre1_label2_event_trigger,train,train,train,test,instability_ay_roll,strong_active,straight,design_regular_road,2.0,399.4,18.78,1.0,0.6288419961929321,-0.6288419961929321,1.0549999475479126,-1,2,0.2448698878288269,-0.2448698878288269,0.3893981148067272,False,True,True,True,,,False
