episode_uid,anchor_timing_label,image_path,source_image_path,copied,error,pre_over_post_steer_rate_ratio,pre_over_post_vehicle_dyn_ratio,pre_steer_rate_peak_time_rel,pre_vehicle_dyn_peak_time_rel
V03_xst_2025_09_26_11_34_18_0018,FAST_STEER_WEAK_POST_RESPONSE,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_anchor_timing_split_v0_3\03_锚点后响应弱_不进主线\032_039_060_V03_xst_2025_09_26_11_34_18_0018_低附着_rate5.2_delta-0.34.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_vehicle_response_split_v0_3\01_快速转向但车辆响应边界_需要人工判断\039_060_V03_xst_2025_09_26_11_34_18_0018_低附着_rate5.2_delta-0.34.png,True,,1.181088153027158,0.6760671019205948,-1.4399999999999977,-1.2210000000000036
V03_xst_2025_09_26_11_34_18_0011,FAST_STEER_WEAK_POST_RESPONSE,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_anchor_timing_split_v0_3\03_锚点后响应弱_不进主线\033_058_032_V03_xst_2025_09_26_11_34_18_0011_低附着_rate4.2_delta-0.38.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_vehicle_response_split_v0_3\02_只有快速转向车辆响应弱_不进极限主线\058_032_V03_xst_2025_09_26_11_34_18_0011_低附着_rate4.2_delta-0.38.png,True,,1.1666450402840545,0.8253854467172751,-1.3899999999999864,-1.4010000000000105
V03_xst_2025_09_26_11_34_18_0024,FAST_STEER_WEAK_POST_RESPONSE,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_anchor_timing_split_v0_3\03_锚点后响应弱_不进主线\034_037_039_V03_xst_2025_09_26_11_34_18_0024_低附着_rate6.9_delta0.54.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_vehicle_response_split_v0_3\01_快速转向但车辆响应边界_需要人工判断\037_039_V03_xst_2025_09_26_11_34_18_0024_低附着_rate6.9_delta0.54.png,True,,1.0992466707254767,0.9794174001616237,-0.6549999999999727,-0.45100000000002183
V03_zx_2025_09_27_17_45_11_0010,FAST_STEER_WEAK_POST_RESPONSE,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_anchor_timing_split_v0_3\03_锚点后响应弱_不进主线\035_031_024_V03_zx_2025_09_27_17_45_11_0010_低附着_rate4.2_delta-0.46.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_vehicle_response_split_v0_3\01_快速转向但车辆响应边界_需要人工判断\031_024_V03_zx_2025_09_27_17_45_11_0010_低附着_rate4.2_delta-0.46.png,True,,1.091778805719091,1.0248948701218443,-1.0199999999999818,-0.30299999999999727
V03_gf_2025_09_26_10_03_00_0011,FAST_STEER_WEAK_POST_RESPONSE,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_anchor_timing_split_v0_3\03_锚点后响应弱_不进主线\036_041_029_V03_gf_2025_09_26_10_03_00_0011_低附着_rate4.5_delta0.36.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_vehicle_response_split_v0_3\01_快速转向但车辆响应边界_需要人工判断\041_029_V03_gf_2025_09_26_10_03_00_0011_低附着_rate4.5_delta0.36.png,True,,1.0661268555944785,0.7821802786096936,-1.0049999999999955,-0.4439999999999884
V03_yzy_2025_09_27_14_26_04_0020,FAST_STEER_WEAK_POST_RESPONSE,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_anchor_timing_split_v0_3\03_锚点后响应弱_不进主线\037_021_077_V03_yzy_2025_09_27_14_26_04_0020_低附着_rate4.2_delta-0.25.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_vehicle_response_split_v0_3\00_快速转向且车辆响应可见_优先复核可训练\021_077_V03_yzy_2025_09_27_14_26_04_0020_低附着_rate4.2_delta-0.25.png,True,,1.0412226816302421,0.6137089497142545,-1.336999999999989,-1.1449999999999818
V03_lx_2025_09_26_08_58_43_0005,FAST_STEER_WEAK_POST_RESPONSE,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_anchor_timing_split_v0_3\03_锚点后响应弱_不进主线\038_008_038_V03_lx_2025_09_26_08_58_43_0005_低附着_rate8.9_delta0.51.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_vehicle_response_split_v0_3\00_快速转向且车辆响应可见_优先复核可训练\008_038_V03_lx_2025_09_26_08_58_43_0005_低附着_rate8.9_delta0.51.png,True,,1.031739968720624,1.2179248203916315,-3.969999999999999,-3.9010000000000105
V03_zxy_2025_09_28_16_12_11_0023,FAST_STEER_WEAK_POST_RESPONSE,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_anchor_timing_split_v0_3\03_锚点后响应弱_不进主线\039_074_068_V03_zxy_2025_09_28_16_12_11_0023_低附着_rate5.1_delta0.25.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_vehicle_response_split_v0_3\02_只有快速转向车辆响应弱_不进极限主线\074_068_V03_zxy_2025_09_28_16_12_11_0023_低附着_rate5.1_delta0.25.png,True,,1.0275813016161537,1.5481320633973894,-3.2649999999999864,-2.120999999999981
V03_cwh_2025_09_26_19_56_16_0015,FAST_STEER_WEAK_POST_RESPONSE,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_anchor_timing_split_v0_3\03_锚点后响应弱_不进主线\040_034_026_V03_cwh_2025_09_26_19_56_16_0015_低附着_rate4.7_delta0.48.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_vehicle_response_split_v0_3\01_快速转向但车辆响应边界_需要人工判断\034_026_V03_cwh_2025_09_26_19_56_16_0015_低附着_rate4.7_delta0.48.png,True,,0.9850761584972427,1.0719220493716395,-3.3149999999999977,-3.8659999999999854
V03_xst_2025_09_26_11_34_18_0019,FAST_STEER_WEAK_POST_RESPONSE,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_anchor_timing_split_v0_3\03_锚点后响应弱_不进主线\041_063_070_V03_xst_2025_09_26_11_34_18_0019_低附着_rate4.4_delta-0.32.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_vehicle_response_split_v0_3\02_只有快速转向车辆响应弱_不进极限主线\063_070_V03_xst_2025_09_26_11_34_18_0019_低附着_rate4.4_delta-0.32.png,True,,0.9625438659313904,0.8618132249985978,-2.8449999999999704,-0.5609999999999786
V03_gf_2025_09_26_10_03_00_0020,FAST_STEER_WEAK_POST_RESPONSE,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_anchor_timing_split_v0_3\03_锚点后响应弱_不进主线\042_010_002_V03_gf_2025_09_26_10_03_00_0020_低附着_rate9.7_delta0.57.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_vehicle_response_split_v0_3\00_快速转向且车辆响应可见_优先复核可训练\010_002_V03_gf_2025_09_26_10_03_00_0020_低附着_rate9.7_delta0.57.png,True,,0.945402636004537,0.4027675977696508,-2.2100000000000364,-2.9090000000000487
V03_xst_2025_09_26_11_34_18_0014,FAST_STEER_WEAK_POST_RESPONSE,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_anchor_timing_split_v0_3\03_锚点后响应弱_不进主线\043_061_071_V03_xst_2025_09_26_11_34_18_0014_低附着_rate4.0_delta-0.38.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_vehicle_response_split_v0_3\02_只有快速转向车辆响应弱_不进极限主线\061_071_V03_xst_2025_09_26_11_34_18_0014_低附着_rate4.0_delta-0.38.png,True,,0.8347761101077394,0.8974029165795766,-1.1099999999999568,-0.9759999999999991
V03_gf_2025_09_26_10_03_00_0021,FAST_STEER_WEAK_POST_RESPONSE,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_anchor_timing_split_v0_3\03_锚点后响应弱_不进主线\044_053_015_V03_gf_2025_09_26_10_03_00_0021_低附着_rate6.8_delta-0.41.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_vehicle_response_split_v0_3\02_只有快速转向车辆响应弱_不进极限主线\053_015_V03_gf_2025_09_26_10_03_00_0021_低附着_rate6.8_delta-0.41.png,True,,0.7948834574448077,1.2796922606907826,-2.82000000000005,-2.6840000000000828
V03_txj_2025_09_27_08_53_44_0020,FAST_STEER_WEAK_POST_RESPONSE,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_anchor_timing_split_v0_3\03_锚点后响应弱_不进主线\045_009_034_V03_txj_2025_09_27_08_53_44_0020_低附着_rate4.0_delta0.39.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_vehicle_response_split_v0_3\00_快速转向且车辆响应可见_优先复核可训练\009_034_V03_txj_2025_09_27_08_53_44_0020_低附着_rate4.0_delta0.39.png,True,,0.7912764049422075,0.9546403020667725,-3.7679999999999723,-3.545000000000016
V03_lxy_2025_09_28_18_19_35_0008,FAST_STEER_WEAK_POST_RESPONSE,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_anchor_timing_split_v0_3\03_锚点后响应弱_不进主线\046_015_047_V03_lxy_2025_09_28_18_19_35_0008_低附着_rate5.2_delta0.47.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_vehicle_response_split_v0_3\00_快速转向且车辆响应可见_优先复核可训练\015_047_V03_lxy_2025_09_28_18_19_35_0008_低附着_rate5.2_delta0.47.png,True,,0.763501219464984,1.122094648404331,-3.990000000000009,-3.866000000000014
V03_gf_2025_09_26_10_18_49_0016,FAST_STEER_WEAK_POST_RESPONSE,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_anchor_timing_split_v0_3\03_锚点后响应弱_不进主线\047_033_022_V03_gf_2025_09_26_10_18_49_0016_低附着_rate5.4_delta0.41.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_vehicle_response_split_v0_3\01_快速转向但车辆响应边界_需要人工判断\033_022_V03_gf_2025_09_26_10_18_49_0016_低附着_rate5.4_delta0.41.png,True,,0.7118621024439595,0.8701857689169081,-0.8199999999999932,-0.41800000000000637
V03_txj_2025_09_27_09_17_11_0027,FAST_STEER_WEAK_POST_RESPONSE,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_anchor_timing_split_v0_3\03_锚点后响应弱_不进主线\048_027_009_V03_txj_2025_09_27_09_17_11_0027_低附着_rate7.3_delta-0.36.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_vehicle_response_split_v0_3\01_快速转向但车辆响应边界_需要人工判断\027_009_V03_txj_2025_09_27_09_17_11_0027_低附着_rate7.3_delta-0.36.png,True,,0.6459275707980369,0.48600708005783705,-2.4540000000000077,-2.555000000000007
V03_xst_2025_09_26_11_34_18_0016,FAST_STEER_WEAK_POST_RESPONSE,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_anchor_timing_split_v0_3\03_锚点后响应弱_不进主线\049_049_074_V03_xst_2025_09_26_11_34_18_0016_低附着_rate4.0_delta-0.31.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_vehicle_response_split_v0_3\02_只有快速转向车辆响应弱_不进极限主线\049_074_V03_xst_2025_09_26_11_34_18_0016_低附着_rate4.0_delta-0.31.png,True,,0.6347598644950599,0.6467598806601247,-2.4540000000000077,-2.2600000000000477
V03_hzh_2025_09_27_19_22_27_0022,FAST_STEER_WEAK_POST_RESPONSE,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_anchor_timing_split_v0_3\03_锚点后响应弱_不进主线\050_006_011_V03_hzh_2025_09_27_19_22_27_0022_低附着_rate6.6_delta0.63.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_vehicle_response_split_v0_3\00_快速转向且车辆响应可见_优先复核可训练\006_011_V03_hzh_2025_09_27_19_22_27_0022_低附着_rate6.6_delta0.63.png,True,,0.631578074442196,0.8566604355448536,-3.9880000000000564,-1.4750000000000227
V03_zt_2025_09_28_11_20_08_0001,FAST_STEER_WEAK_POST_RESPONSE,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_anchor_timing_split_v0_3\03_锚点后响应弱_不进主线\051_035_073_V03_zt_2025_09_28_11_20_08_0001_低附着_rate4.2_delta0.32.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_vehicle_response_split_v0_3\01_快速转向但车辆响应边界_需要人工判断\035_073_V03_zt_2025_09_28_11_20_08_0001_低附着_rate4.2_delta0.32.png,True,,0.584139824595241,0.3800799974770835,-1.6129999999999995,-3.9100000000000037
V03_yyl_2025_09_28_09_49_11_0006,FAST_STEER_WEAK_POST_RESPONSE,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_anchor_timing_split_v0_3\03_锚点后响应弱_不进主线\052_003_013_V03_yyl_2025_09_28_09_49_11_0006_低附着_rate7.1_delta0.50.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_vehicle_response_split_v0_3\00_快速转向且车辆响应可见_优先复核可训练\003_013_V03_yyl_2025_09_28_09_49_11_0006_低附着_rate7.1_delta0.50.png,True,,0.5766383672786572,0.7731962538447452,-1.085000000000008,-0.4660000000000082
V03_xst_2025_09_26_11_34_18_0022,FAST_STEER_WEAK_POST_RESPONSE,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_anchor_timing_split_v0_3\03_锚点后响应弱_不进主线\053_026_043_V03_xst_2025_09_26_11_34_18_0022_低附着_rate6.9_delta-0.32.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_vehicle_response_split_v0_3\01_快速转向但车辆响应边界_需要人工判断\026_043_V03_xst_2025_09_26_11_34_18_0022_低附着_rate6.9_delta-0.32.png,True,,0.5279062327312926,0.6455496581561458,-0.3800000000000523,-0.3210000000000264
V03_yyl_2025_09_28_09_39_01_0013,FAST_STEER_WEAK_POST_RESPONSE,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_anchor_timing_split_v0_3\03_锚点后响应弱_不进主线\054_004_019_V03_yyl_2025_09_28_09_39_01_0013_低附着_rate6.2_delta-0.41.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_vehicle_response_split_v0_3\00_快速转向且车辆响应可见_优先复核可训练\004_019_V03_yyl_2025_09_28_09_39_01_0013_低附着_rate6.2_delta-0.41.png,True,,0.4692747444096616,0.6889618659705959,-1.8950000000000102,-0.9780000000000086
V03_zdq_2025_09_26_15_27_09_0020,FAST_STEER_WEAK_POST_RESPONSE,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_anchor_timing_split_v0_3\03_锚点后响应弱_不进主线\055_023_053_V03_zdq_2025_09_26_15_27_09_0020_低附着_rate4.1_delta0.86.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_vehicle_response_split_v0_3\00_快速转向且车辆响应可见_优先复核可训练\023_053_V03_zdq_2025_09_26_15_27_09_0020_低附着_rate4.1_delta0.86.png,True,,0.4635075984878562,0.4592132635296927,-2.230000000000018,-0.8149999999999977
V03_zdq_2025_09_26_15_21_51_0000,FAST_STEER_WEAK_POST_RESPONSE,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_anchor_timing_split_v0_3\03_锚点后响应弱_不进主线\056_052_049_V03_zdq_2025_09_26_15_21_51_0000_低附着_rate6.1_delta0.34.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_vehicle_response_split_v0_3\02_只有快速转向车辆响应弱_不进极限主线\052_049_V03_zdq_2025_09_26_15_21_51_0000_低附着_rate6.1_delta0.34.png,True,,0.4628591634143604,0.6939799916314808,-0.375,-0.48099999999999987
V03_byx_2025_09_28_17_25_18_0014,FAST_STEER_WEAK_POST_RESPONSE,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_anchor_timing_split_v0_3\03_锚点后响应弱_不进主线\057_028_055_V03_byx_2025_09_28_17_25_18_0014_低附着_rate5.6_delta-0.36.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_vehicle_response_split_v0_3\01_快速转向但车辆响应边界_需要人工判断\028_055_V03_byx_2025_09_28_17_25_18_0014_低附着_rate5.6_delta-0.36.png,True,,0.4528269251558502,0.685677391585064,-3.3700000000000045,-3.0889999999999986
V03_gzj_2025_09_27_12_28_14_0008,FAST_STEER_WEAK_POST_RESPONSE,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_anchor_timing_split_v0_3\03_锚点后响应弱_不进主线\058_048_014_V03_gzj_2025_09_27_12_28_14_0008_低附着_rate5.3_delta0.41.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_vehicle_response_split_v0_3\02_只有快速转向车辆响应弱_不进极限主线\048_014_V03_gzj_2025_09_27_12_28_14_0008_低附着_rate5.3_delta0.41.png,True,,0.4276010765439278,0.5270145422232253,-2.8319999999999936,-2.674999999999983
V03_rjy_2025_09_28_19_33_26_0009,FAST_STEER_WEAK_POST_RESPONSE,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_anchor_timing_split_v0_3\03_锚点后响应弱_不进主线\059_022_042_V03_rjy_2025_09_28_19_33_26_0009_低附着_rate7.5_delta-0.26.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_vehicle_response_split_v0_3\00_快速转向且车辆响应可见_优先复核可训练\022_042_V03_rjy_2025_09_28_19_33_26_0009_低附着_rate7.5_delta-0.26.png,True,,0.4259252873410768,0.6527415565226519,-0.8299999999999841,-4.0
V03_lx_2025_09_26_09_06_38_0013,FAST_STEER_WEAK_POST_RESPONSE,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_anchor_timing_split_v0_3\03_锚点后响应弱_不进主线\060_001_028_V03_lx_2025_09_26_09_06_38_0013_低附着_rate4.1_delta-0.47.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_vehicle_response_split_v0_3\00_快速转向且车辆响应可见_优先复核可训练\001_028_V03_lx_2025_09_26_09_06_38_0013_低附着_rate4.1_delta-0.47.png,True,,0.35321223942460045,0.7998627715978792,-0.8949999999999818,-0.30000000000001137
V03_lxy_2025_09_28_17_55_52_0020,FAST_STEER_WEAK_POST_RESPONSE,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_anchor_timing_split_v0_3\03_锚点后响应弱_不进主线\061_047_061_V03_lxy_2025_09_28_17_55_52_0020_低附着_rate4.9_delta0.28.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_vehicle_response_split_v0_3\02_只有快速转向车辆响应弱_不进极限主线\047_061_V03_lxy_2025_09_28_17_55_52_0020_低附着_rate4.9_delta0.28.png,True,,0.33326967150496467,0.17057746548567468,-0.5600000000000023,-1.8140000000000214
V03_zdq_2025_09_26_15_52_46_0015,FAST_STEER_WEAK_POST_RESPONSE,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_anchor_timing_split_v0_3\03_锚点后响应弱_不进主线\062_045_063_V03_zdq_2025_09_26_15_52_46_0015_低附着_rate4.9_delta-0.41.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_vehicle_response_split_v0_3\02_只有快速转向车辆响应弱_不进极限主线\045_063_V03_zdq_2025_09_26_15_52_46_0015_低附着_rate4.9_delta-0.41.png,True,,0.31898748734461785,0.7327401903598412,-1.4499999999999886,-1.134999999999991
V03_jy_2025_09_26_17_29_44_0010,FAST_STEER_WEAK_POST_RESPONSE,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_anchor_timing_split_v0_3\03_锚点后响应弱_不进主线\063_019_008_V03_jy_2025_09_26_17_29_44_0010_低附着_rate7.2_delta0.58.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_vehicle_response_split_v0_3\00_快速转向且车辆响应可见_优先复核可训练\019_008_V03_jy_2025_09_26_17_29_44_0010_低附着_rate7.2_delta0.58.png,True,,0.31705571952419265,0.5313114249305955,-0.5400000000000205,-1.891999999999996
V03_rjy_2025_09_28_19_49_06_0001,FAST_STEER_WEAK_POST_RESPONSE,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_anchor_timing_split_v0_3\03_锚点后响应弱_不进主线\064_025_003_V03_rjy_2025_09_28_19_49_06_0001_低附着_rate8.4_delta0.54.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_vehicle_response_split_v0_3\01_快速转向但车辆响应边界_需要人工判断\025_003_V03_rjy_2025_09_28_19_49_06_0001_低附着_rate8.4_delta0.54.png,True,,0.2768642882002404,0.2732081350269953,-2.4170000000000016,-3.0799999999999983
V03_gf_2025_09_26_10_18_49_0023,FAST_STEER_WEAK_POST_RESPONSE,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_anchor_timing_split_v0_3\03_锚点后响应弱_不进主线\065_040_051_V03_gf_2025_09_26_10_18_49_0023_低附着_rate6.1_delta-0.30.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_vehicle_response_split_v0_3\01_快速转向但车辆响应边界_需要人工判断\040_051_V03_gf_2025_09_26_10_18_49_0023_低附着_rate6.1_delta-0.30.png,True,,0.2670508187648532,0.568788212061742,-2.7199999999999704,-2.5579999999999927
V03_xst_2025_09_26_11_34_18_0012,FAST_STEER_WEAK_POST_RESPONSE,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_anchor_timing_split_v0_3\03_锚点后响应弱_不进主线\066_017_037_V03_xst_2025_09_26_11_34_18_0012_低附着_rate9.9_delta0.31.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_vehicle_response_split_v0_3\00_快速转向且车辆响应可见_优先复核可训练\017_037_V03_xst_2025_09_26_11_34_18_0012_低附着_rate9.9_delta0.31.png,True,,0.25440748929002355,0.42106766518833355,-3.650000000000034,-0.646000000000015
V03_zdq_2025_09_26_15_14_51_0002,FAST_STEER_WEAK_POST_RESPONSE,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_anchor_timing_split_v0_3\03_锚点后响应弱_不进主线\067_071_035_V03_zdq_2025_09_26_15_14_51_0002_低附着_rate12.8_delta0.28.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_vehicle_response_split_v0_3\02_只有快速转向车辆响应弱_不进极限主线\071_035_V03_zdq_2025_09_26_15_14_51_0002_低附着_rate12.8_delta0.28.png,True,,0.2452313523943934,1.2212512055972407,-3.7250000000000085,-0.9140000000000015
V03_yzy_2025_09_27_15_04_26_0001,FAST_STEER_WEAK_POST_RESPONSE,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_anchor_timing_split_v0_3\03_锚点后响应弱_不进主线\068_057_067_V03_yzy_2025_09_27_15_04_26_0001_低附着_rate4.7_delta0.30.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_vehicle_response_split_v0_3\02_只有快速转向车辆响应弱_不进极限主线\057_067_V03_yzy_2025_09_27_15_04_26_0001_低附着_rate4.7_delta0.30.png,True,,0.194756256933899,0.4321136396419912,-1.0600000000000023,-0.33000000000000185
V03_rjy_2025_09_28_19_44_42_0000,FAST_STEER_WEAK_POST_RESPONSE,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_anchor_timing_split_v0_3\03_锚点后响应弱_不进主线\069_005_010_V03_rjy_2025_09_28_19_44_42_0000_低附着_rate8.0_delta-0.38.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_vehicle_response_split_v0_3\00_快速转向且车辆响应可见_优先复核可训练\005_010_V03_rjy_2025_09_28_19_44_42_0000_低附着_rate8.0_delta-0.38.png,True,,0.18340672538030428,0.19715005715801506,-1.5799999999999983,-1.0279999999999987
