annotation_id,subject,session_stamp,review_png,source_candidate_event_uid,candidate_anchor_source,candidate_anchor_time_rel_s,candidate_event_start_rel_s,candidate_event_end_rel_s,candidate_event_type,candidate_event_level,manual_include_for_dataset,manual_event_start_rel_s,manual_event_end_rel_s,manual_anchor_rel_s,manual_event_type,manual_direction,manual_confidence_1_5,manual_reason_or_notes
ann_yzy_2025_09_27_15_07_57_0087,yzy,2025_09_27_15_07_57,figures/yzy__2025_09_27_15_07_57__vehicle_timeline.png,raw_vehicle_dynamic_onset__yzy__2025_09_27_15_07_57__00035,raw_vehicle_dynamic_onset,352.71,352.71,353.97,ay,medium,,,,,,,,
ann_yzy_2025_09_27_15_07_57_0088,yzy,2025_09_27_15_07_57,figures/yzy__2025_09_27_15_07_57__vehicle_timeline.png,old_v400_context__yzy__2025_09_27_15_07_57__00050,old_v400_context_trigger_idx,355.73,354.92,356.48,context_residual,weak,,,,,,,,
ann_yzy_2025_09_27_15_07_57_0089,yzy,2025_09_27_15_07_57,figures/yzy__2025_09_27_15_07_57__vehicle_timeline.png,raw_vehicle_dynamic_onset__yzy__2025_09_27_15_07_57__00036,raw_vehicle_dynamic_onset,358.755,358.755,363.48,steer_rate,extreme,,,,,,,,
ann_yzy_2025_09_27_15_07_57_0090,yzy,2025_09_27_15_07_57,figures/yzy__2025_09_27_15_07_57__vehicle_timeline.png,old_v400_context__yzy__2025_09_27_15_07_57__00051,old_v400_context_trigger_idx,358.8,358.345,360.57,context_residual,strong_active,,,,,,,,
ann_yzy_2025_09_27_15_07_57_0091,yzy,2025_09_27_15_07_57,figures/yzy__2025_09_27_15_07_57__vehicle_timeline.png,raw_vehicle_dynamic_onset__yzy__2025_09_27_15_07_57__00037,raw_vehicle_dynamic_onset,378.905,378.905,382.49,steer_rate,strong,,,,,,,,
ann_yzy_2025_09_27_15_07_57_0092,yzy,2025_09_27_15_07_57,figures/yzy__2025_09_27_15_07_57__vehicle_timeline.png,old_v400_context__yzy__2025_09_27_15_07_57__00052,old_v400_context_trigger_idx,378.915,377.715,380.715,context_residual,strong_active,,,,,,,,
ann_yzy_2025_09_27_15_07_57_0093,yzy,2025_09_27_15_07_57,figures/yzy__2025_09_27_15_07_57__vehicle_timeline.png,old_v400_context__yzy__2025_09_27_15_07_57__00053,old_v400_context_trigger_idx,381.9,380.7,383.7,context_residual,weak,,,,,,,,
ann_yzy_2025_09_27_15_07_57_0094,yzy,2025_09_27_15_07_57,figures/yzy__2025_09_27_15_07_57__vehicle_timeline.png,raw_vehicle_dynamic_onset__yzy__2025_09_27_15_07_57__00038,raw_vehicle_dynamic_onset,382.93,382.93,390.425,steer_rate,extreme,,,,,,,,
ann_yzy_2025_09_27_15_07_57_0095,yzy,2025_09_27_15_07_57,figures/yzy__2025_09_27_15_07_57__vehicle_timeline.png,old_v400_context__yzy__2025_09_27_15_07_57__00054,old_v400_context_trigger_idx,384.805,383.605,386.605,context_residual,strong_active,,,,,,,,
ann_yzy_2025_09_27_15_07_57_0096,yzy,2025_09_27_15_07_57,figures/yzy__2025_09_27_15_07_57__vehicle_timeline.png,old_v400_context__yzy__2025_09_27_15_07_57__00055,old_v400_context_trigger_idx,387.64,386.44,389.44,context_residual,strong_active,,,,,,,,
ann_yzy_2025_09_27_15_07_57_0097,yzy,2025_09_27_15_07_57,figures/yzy__2025_09_27_15_07_57__vehicle_timeline.png,old_v400_context__yzy__2025_09_27_15_07_57__00056,old_v400_context_trigger_idx,397.695,396.495,399.14,context_residual,weak,,,,,,,,
ann_yzy_2025_09_27_15_07_57_0098,yzy,2025_09_27_15_07_57,figures/yzy__2025_09_27_15_07_57__vehicle_timeline.png,raw_vehicle_dynamic_onset__yzy__2025_09_27_15_07_57__00039,raw_vehicle_dynamic_onset,399.595,399.595,399.755,ay,weak,,,,,,,,
ann_yzy_2025_09_27_15_07_57_0099,yzy,2025_09_27_15_07_57,figures/yzy__2025_09_27_15_07_57__vehicle_timeline.png,old_v400_context__yzy__2025_09_27_15_07_57__00057,old_v400_context_trigger_idx,405.62,404.42,406.355,context_residual,weak,,,,,,,,
ann_yzy_2025_09_27_15_07_57_0100,yzy,2025_09_27_15_07_57,figures/yzy__2025_09_27_15_07_57__vehicle_timeline.png,old_v400_context__yzy__2025_09_27_15_07_57__00058,old_v400_context_trigger_idx,432.99,432.495,434.79,context_residual,weak,,,,,,,,
ann_yzy_2025_09_27_15_07_57_0101,yzy,2025_09_27_15_07_57,figures/yzy__2025_09_27_15_07_57__vehicle_timeline.png,raw_vehicle_dynamic_onset__yzy__2025_09_27_15_07_57__00040,raw_vehicle_dynamic_onset,434.81,434.81,435.2,steer_rate,medium,,,,,,,,
ann_yzy_2025_09_27_15_07_57_0102,yzy,2025_09_27_15_07_57,figures/yzy__2025_09_27_15_07_57__vehicle_timeline.png,old_v400_context__yzy__2025_09_27_15_07_57__00059,old_v400_context_trigger_idx,434.82,433.62,436.62,context_residual,weak,,,,,,,,
ann_yzy_2025_09_27_15_07_57_0103,yzy,2025_09_27_15_07_57,figures/yzy__2025_09_27_15_07_57__vehicle_timeline.png,raw_vehicle_dynamic_onset__yzy__2025_09_27_15_07_57__00041,raw_vehicle_dynamic_onset,436.915,436.915,437.99,ay,medium,,,,,,,,
ann_yzy_2025_09_27_15_07_57_0104,yzy,2025_09_27_15_07_57,figures/yzy__2025_09_27_15_07_57__vehicle_timeline.png,raw_vehicle_dynamic_onset__yzy__2025_09_27_15_07_57__00042,raw_vehicle_dynamic_onset,447.025,447.025,447.49,ay,medium,,,,,,,,
ann_yzy_2025_09_27_15_07_57_0105,yzy,2025_09_27_15_07_57,figures/yzy__2025_09_27_15_07_57__vehicle_timeline.png,old_v400_context__yzy__2025_09_27_15_07_57__00060,old_v400_context_trigger_idx,447.04,445.84,448.84,context_residual,weak,,,,,,,,
ann_yzy_2025_09_27_15_07_57_0106,yzy,2025_09_27_15_07_57,figures/yzy__2025_09_27_15_07_57__vehicle_timeline.png,raw_vehicle_dynamic_onset__yzy__2025_09_27_15_07_57__00043,raw_vehicle_dynamic_onset,448.15,448.15,451.755,steer_rate,strong,,,,,,,,
ann_yzy_2025_09_27_15_07_57_0107,yzy,2025_09_27_15_07_57,figures/yzy__2025_09_27_15_07_57__vehicle_timeline.png,old_v400_context__yzy__2025_09_27_15_07_57__00061,old_v400_context_trigger_idx,449.9,448.7,451.7,context_residual,strong_active,,,,,,,,
ann_yzy_2025_09_27_15_07_57_0108,yzy,2025_09_27_15_07_57,figures/yzy__2025_09_27_15_07_57__vehicle_timeline.png,raw_vehicle_dynamic_onset__yzy__2025_09_27_15_07_57__00044,raw_vehicle_dynamic_onset,452.46,452.46,455.995,steer_rate,strong,,,,,,,,
ann_yzy_2025_09_27_15_07_57_0109,yzy,2025_09_27_15_07_57,figures/yzy__2025_09_27_15_07_57__vehicle_timeline.png,raw_vehicle_dynamic_onset__yzy__2025_09_27_15_07_57__00045,raw_vehicle_dynamic_onset,456.92,456.92,460.62,steer_rate,extreme,,,,,,,,
ann_yzy_2025_09_27_15_07_57_0110,yzy,2025_09_27_15_07_57,figures/yzy__2025_09_27_15_07_57__vehicle_timeline.png,old_v400_context__yzy__2025_09_27_15_07_57__00062,old_v400_context_trigger_idx,460.18,459.66,461.98,context_residual,weak,,,,,,,,
ann_yzy_2025_09_27_15_07_57_0111,yzy,2025_09_27_15_07_57,figures/yzy__2025_09_27_15_07_57__vehicle_timeline.png,raw_vehicle_dynamic_onset__yzy__2025_09_27_15_07_57__00046,raw_vehicle_dynamic_onset,461.57,461.57,463.94,ay,strong,,,,,,,,
ann_yzy_2025_09_27_15_07_57_0112,yzy,2025_09_27_15_07_57,figures/yzy__2025_09_27_15_07_57__vehicle_timeline.png,old_v400_context__yzy__2025_09_27_15_07_57__00063,old_v400_context_trigger_idx,462.83,461.63,464.63,context_residual,medium_active,,,,,,,,
ann_yzy_2025_09_27_15_07_57_0113,yzy,2025_09_27_15_07_57,figures/yzy__2025_09_27_15_07_57__vehicle_timeline.png,old_v400_context__yzy__2025_09_27_15_07_57__00064,old_v400_context_trigger_idx,479.755,478.59,481.32,context_residual,weak,,,,,,,,
ann_yzy_2025_09_27_15_07_57_0114,yzy,2025_09_27_15_07_57,figures/yzy__2025_09_27_15_07_57__vehicle_timeline.png,raw_road_curvature_onset__yzy__2025_09_27_15_07_57__00004,raw_road_curvature_onset,482.87,482.87,514.92,curve_right_or_negative,extreme,,,,,,,,
ann_yzy_2025_09_27_15_07_57_0115,yzy,2025_09_27_15_07_57,figures/yzy__2025_09_27_15_07_57__vehicle_timeline.png,raw_vehicle_dynamic_onset__yzy__2025_09_27_15_07_57__00047,raw_vehicle_dynamic_onset,484.525,484.525,485.39,ay,weak,,,,,,,,
ann_yzy_2025_09_27_15_07_57_0116,yzy,2025_09_27_15_07_57,figures/yzy__2025_09_27_15_07_57__vehicle_timeline.png,raw_vehicle_dynamic_onset__yzy__2025_09_27_15_07_57__00048,raw_vehicle_dynamic_onset,488.775,488.775,490.485,ay,medium,,,,,,,,
ann_yzy_2025_09_27_15_07_57_0117,yzy,2025_09_27_15_07_57,figures/yzy__2025_09_27_15_07_57__vehicle_timeline.png,old_v400_context__yzy__2025_09_27_15_07_57__00065,old_v400_context_trigger_idx,488.785,487.91,490.585,context_residual,weak,,,,,,,,
ann_yzy_2025_09_27_15_07_57_0118,yzy,2025_09_27_15_07_57,figures/yzy__2025_09_27_15_07_57__vehicle_timeline.png,raw_vehicle_dynamic_onset__yzy__2025_09_27_15_07_57__00049,raw_vehicle_dynamic_onset,491.705,491.705,500.335,ay,strong,,,,,,,,
ann_yzy_2025_09_27_15_07_57_0119,yzy,2025_09_27_15_07_57,figures/yzy__2025_09_27_15_07_57__vehicle_timeline.png,old_v400_context__yzy__2025_09_27_15_07_57__00066,old_v400_context_trigger_idx,496.44,495.24,497.8,context_residual,weak,,,,,,,,
ann_yzy_2025_09_27_15_07_57_0120,yzy,2025_09_27_15_07_57,figures/yzy__2025_09_27_15_07_57__vehicle_timeline.png,old_v400_context__yzy__2025_09_27_15_07_57__00067,old_v400_context_trigger_idx,499.92,498.735,501.72,context_residual,weak,,,,,,,,
ann_yzy_2025_09_27_15_07_57_0121,yzy,2025_09_27_15_07_57,figures/yzy__2025_09_27_15_07_57__vehicle_timeline.png,raw_vehicle_dynamic_onset__yzy__2025_09_27_15_07_57__00050,raw_vehicle_dynamic_onset,501.48,501.48,503.195,ay,medium,,,,,,,,
ann_yzy_2025_09_27_15_07_57_0122,yzy,2025_09_27_15_07_57,figures/yzy__2025_09_27_15_07_57__vehicle_timeline.png,old_v400_context__yzy__2025_09_27_15_07_57__00068,old_v400_context_trigger_idx,501.785,500.585,503.585,context_residual,weak,,,,,,,,
ann_yzy_2025_09_27_15_07_57_0123,yzy,2025_09_27_15_07_57,figures/yzy__2025_09_27_15_07_57__vehicle_timeline.png,raw_vehicle_dynamic_onset__yzy__2025_09_27_15_07_57__00051,raw_vehicle_dynamic_onset,504.13,504.13,504.585,ay,weak,,,,,,,,
ann_yzy_2025_09_27_15_07_57_0124,yzy,2025_09_27_15_07_57,figures/yzy__2025_09_27_15_07_57__vehicle_timeline.png,raw_vehicle_dynamic_onset__yzy__2025_09_27_15_07_57__00052,raw_vehicle_dynamic_onset,505.435,505.435,505.655,ay,weak,,,,,,,,
ann_yzy_2025_09_27_15_07_57_0125,yzy,2025_09_27_15_07_57,figures/yzy__2025_09_27_15_07_57__vehicle_timeline.png,raw_vehicle_dynamic_onset__yzy__2025_09_27_15_07_57__00053,raw_vehicle_dynamic_onset,507.145,507.145,508.11,ay,weak,,,,,,,,
ann_yzy_2025_09_27_15_07_57_0126,yzy,2025_09_27_15_07_57,figures/yzy__2025_09_27_15_07_57__vehicle_timeline.png,raw_vehicle_dynamic_onset__yzy__2025_09_27_15_07_57__00054,raw_vehicle_dynamic_onset,508.71,508.71,509.265,ay,weak,,,,,,,,
ann_yzy_2025_09_27_15_07_57_0127,yzy,2025_09_27_15_07_57,figures/yzy__2025_09_27_15_07_57__vehicle_timeline.png,raw_vehicle_dynamic_onset__yzy__2025_09_27_15_07_57__00055,raw_vehicle_dynamic_onset,510.95,510.95,513.12,ay,medium,,,,,,,,
ann_yzy_2025_09_27_15_07_57_0128,yzy,2025_09_27_15_07_57,figures/yzy__2025_09_27_15_07_57__vehicle_timeline.png,raw_vehicle_dynamic_onset__yzy__2025_09_27_15_07_57__00056,raw_vehicle_dynamic_onset,518.7,518.7,521.26,steer_rate,strong,,,,,,,,
ann_yzy_2025_09_27_15_07_57_0129,yzy,2025_09_27_15_07_57,figures/yzy__2025_09_27_15_07_57__vehicle_timeline.png,old_v400_context__yzy__2025_09_27_15_07_57__00069,old_v400_context_trigger_idx,518.765,517.565,520.565,context_residual,medium_active,,,,,,,,
ann_yzy_2025_09_27_15_07_57_0130,yzy,2025_09_27_15_07_57,figures/yzy__2025_09_27_15_07_57__vehicle_timeline.png,raw_vehicle_dynamic_onset__yzy__2025_09_27_15_07_57__00057,raw_vehicle_dynamic_onset,522.13,522.13,523.21,steer_rate,medium,,,,,,,,
ann_yzy_2025_09_27_15_07_57_0131,yzy,2025_09_27_15_07_57,figures/yzy__2025_09_27_15_07_57__vehicle_timeline.png,old_v400_context__yzy__2025_09_27_15_07_57__00070,old_v400_context_trigger_idx,522.695,521.495,523.585,context_residual,weak,,,,,,,,
ann_yzy_2025_09_27_15_07_57_0132,yzy,2025_09_27_15_07_57,figures/yzy__2025_09_27_15_07_57__vehicle_timeline.png,raw_vehicle_dynamic_onset__yzy__2025_09_27_15_07_57__00058,raw_vehicle_dynamic_onset,523.64,523.64,528.155,ay,strong,,,,,,,,
ann_yzy_2025_09_27_15_07_57_0133,yzy,2025_09_27_15_07_57,figures/yzy__2025_09_27_15_07_57__vehicle_timeline.png,old_v400_context__yzy__2025_09_27_15_07_57__00071,old_v400_context_trigger_idx,524.44,523.31,526.24,context_residual,medium_active,,,,,,,,
ann_yzy_2025_09_27_15_07_57_0134,yzy,2025_09_27_15_07_57,figures/yzy__2025_09_27_15_07_57__vehicle_timeline.png,old_v400_context__yzy__2025_09_27_15_07_57__00072,old_v400_context_trigger_idx,527.675,526.475,529.475,context_residual,weak,,,,,,,,
ann_yzy_2025_09_27_15_07_57_0135,yzy,2025_09_27_15_07_57,figures/yzy__2025_09_27_15_07_57__vehicle_timeline.png,raw_vehicle_dynamic_onset__yzy__2025_09_27_15_07_57__00059,raw_vehicle_dynamic_onset,533.025,533.025,535.48,steer_rate,strong,,,,,,,,
ann_yzy_2025_09_27_15_07_57_0136,yzy,2025_09_27_15_07_57,figures/yzy__2025_09_27_15_07_57__vehicle_timeline.png,old_v400_context__yzy__2025_09_27_15_07_57__00073,old_v400_context_trigger_idx,533.04,531.84,534.84,context_residual,strong_active,,,,,,,,
ann_yzy_2025_09_27_15_07_57_0137,yzy,2025_09_27_15_07_57,figures/yzy__2025_09_27_15_07_57__vehicle_timeline.png,old_v400_context__yzy__2025_09_27_15_07_57__00074,old_v400_context_trigger_idx,535.215,534.015,536.915,context_residual,weak,,,,,,,,
ann_yzy_2025_09_27_15_07_57_0138,yzy,2025_09_27_15_07_57,figures/yzy__2025_09_27_15_07_57__vehicle_timeline.png,raw_vehicle_dynamic_onset__yzy__2025_09_27_15_07_57__00060,raw_vehicle_dynamic_onset,537.615,537.615,537.83,steer_rate,weak,,,,,,,,
ann_yzy_2025_09_27_15_07_57_0139,yzy,2025_09_27_15_07_57,figures/yzy__2025_09_27_15_07_57__vehicle_timeline.png,raw_vehicle_dynamic_onset__yzy__2025_09_27_15_07_57__00061,raw_vehicle_dynamic_onset,551.69,551.69,554.615,ay,medium,,,,,,,,
ann_yzy_2025_09_27_15_07_57_0140,yzy,2025_09_27_15_07_57,figures/yzy__2025_09_27_15_07_57__vehicle_timeline.png,old_v400_context__yzy__2025_09_27_15_07_57__00075,old_v400_context_trigger_idx,552.725,551.525,554.525,context_residual,weak,,,,,,,,
ann_yzy_2025_09_27_15_07_57_0141,yzy,2025_09_27_15_07_57,figures/yzy__2025_09_27_15_07_57__vehicle_timeline.png,raw_vehicle_dynamic_onset__yzy__2025_09_27_15_07_57__00062,raw_vehicle_dynamic_onset,555.385,555.385,556.255,ay,weak,,,,,,,,
ann_yzy_2025_09_27_15_07_57_0142,yzy,2025_09_27_15_07_57,figures/yzy__2025_09_27_15_07_57__vehicle_timeline.png,raw_vehicle_dynamic_onset__yzy__2025_09_27_15_07_57__00063,raw_vehicle_dynamic_onset,558.765,558.765,559.015,ay,weak,,,,,,,,
ann_yzy_2025_09_27_15_07_57_0143,yzy,2025_09_27_15_07_57,figures/yzy__2025_09_27_15_07_57__vehicle_timeline.png,raw_road_curvature_onset__yzy__2025_09_27_15_07_57__00005,raw_road_curvature_onset,561.48,561.48,563.34,curve_left_or_positive,extreme,,,,,,,,
ann_yzy_2025_09_27_15_07_57_0144,yzy,2025_09_27_15_07_57,figures/yzy__2025_09_27_15_07_57__vehicle_timeline.png,raw_vehicle_dynamic_onset__yzy__2025_09_27_15_07_57__00064,raw_vehicle_dynamic_onset,562.09,562.09,562.365,ay,weak,,,,,,,,
ann_yzy_2025_09_27_15_07_57_0145,yzy,2025_09_27_15_07_57,figures/yzy__2025_09_27_15_07_57__vehicle_timeline.png,raw_vehicle_dynamic_onset__yzy__2025_09_27_15_07_57__00065,raw_vehicle_dynamic_onset,564.1800000000001,564.1800000000001,565.345,ay,weak,,,,,,,,
ann_yzy_2025_09_27_15_07_57_0146,yzy,2025_09_27_15_07_57,figures/yzy__2025_09_27_15_07_57__vehicle_timeline.png,raw_road_curvature_onset__yzy__2025_09_27_15_07_57__00006,raw_road_curvature_onset,564.215,564.215,574.14,curve_left_or_positive,extreme,,,,,,,,
ann_yzy_2025_09_27_15_07_57_0147,yzy,2025_09_27_15_07_57,figures/yzy__2025_09_27_15_07_57__vehicle_timeline.png,raw_vehicle_dynamic_onset__yzy__2025_09_27_15_07_57__00066,raw_vehicle_dynamic_onset,566.665,566.665,573.525,ay,strong,,,,,,,,
ann_yzy_2025_09_27_15_07_57_0148,yzy,2025_09_27_15_07_57,figures/yzy__2025_09_27_15_07_57__vehicle_timeline.png,old_v400_context__yzy__2025_09_27_15_07_57__00076,old_v400_context_trigger_idx,569.44,568.24,571.035,context_residual,strong_active,,,,,,,,
ann_yzy_2025_09_27_15_07_57_0149,yzy,2025_09_27_15_07_57,figures/yzy__2025_09_27_15_07_57__vehicle_timeline.png,old_v400_context__yzy__2025_09_27_15_07_57__00077,old_v400_context_trigger_idx,572.32,571.36,574.12,context_residual,weak,,,,,,,,
custom_yzy_2025_09_27_15_07_57_01,yzy,2025_09_27_15_07_57,figures/yzy__2025_09_27_15_07_57__vehicle_timeline.png,,manual_new,,,,,,,,,,,,,如果图上还有候选之外的事件，可以填这一行
custom_yzy_2025_09_27_15_07_57_02,yzy,2025_09_27_15_07_57,figures/yzy__2025_09_27_15_07_57__vehicle_timeline.png,,manual_new,,,,,,,,,,,,,如果图上还有候选之外的事件，可以填这一行
custom_yzy_2025_09_27_15_07_57_03,yzy,2025_09_27_15_07_57,figures/yzy__2025_09_27_15_07_57__vehicle_timeline.png,,manual_new,,,,,,,,,,,,,如果图上还有候选之外的事件，可以填这一行
custom_yzy_2025_09_27_15_07_57_04,yzy,2025_09_27_15_07_57,figures/yzy__2025_09_27_15_07_57__vehicle_timeline.png,,manual_new,,,,,,,,,,,,,如果图上还有候选之外的事件，可以填这一行
custom_yzy_2025_09_27_15_07_57_05,yzy,2025_09_27_15_07_57,figures/yzy__2025_09_27_15_07_57__vehicle_timeline.png,,manual_new,,,,,,,,,,,,,如果图上还有候选之外的事件，可以填这一行
ann_zt_2025_09_28_11_20_08_0001,zt,2025_09_28_11_20_08,figures/zt__2025_09_28_11_20_08__vehicle_timeline.png,raw_vehicle_dynamic_onset__zt__2025_09_28_11_20_08__00001,raw_vehicle_dynamic_onset,14.3,14.3,14.755,steer_rate,extreme,,,,,,,,
ann_zt_2025_09_28_11_20_08_0002,zt,2025_09_28_11_20_08,figures/zt__2025_09_28_11_20_08__vehicle_timeline.png,raw_vehicle_dynamic_onset__zt__2025_09_28_11_20_08__00002,raw_vehicle_dynamic_onset,15.38,15.38,15.75,roll_rate,extreme,,,,,,,,
ann_zt_2025_09_28_11_20_08_0003,zt,2025_09_28_11_20_08,figures/zt__2025_09_28_11_20_08__vehicle_timeline.png,old_v400_context__zt__2025_09_28_11_20_08__00001,old_v400_context_trigger_idx,18.88,18.525,19.55,context_residual,weak,,,,,,,,
ann_zt_2025_09_28_11_20_08_0004,zt,2025_09_28_11_20_08,figures/zt__2025_09_28_11_20_08__vehicle_timeline.png,old_v400_context__zt__2025_09_28_11_20_08__00002,old_v400_context_trigger_idx,23.575,22.375,24.31,context_residual,weak,,,,,,,,
ann_zt_2025_09_28_11_20_08_0005,zt,2025_09_28_11_20_08,figures/zt__2025_09_28_11_20_08__vehicle_timeline.png,raw_vehicle_dynamic_onset__zt__2025_09_28_11_20_08__00003,raw_vehicle_dynamic_onset,49.32,49.32,49.895,ay,medium,,,,,,,,
ann_zt_2025_09_28_11_20_08_0006,zt,2025_09_28_11_20_08,figures/zt__2025_09_28_11_20_08__vehicle_timeline.png,old_v400_context__zt__2025_09_28_11_20_08__00003,old_v400_context_trigger_idx,49.875,48.675,50.735,context_residual,weak,,,,,,,,
ann_zt_2025_09_28_11_20_08_0007,zt,2025_09_28_11_20_08,figures/zt__2025_09_28_11_20_08__vehicle_timeline.png,raw_vehicle_dynamic_onset__zt__2025_09_28_11_20_08__00004,raw_vehicle_dynamic_onset,72.625,72.625,73.015,ay,weak,,,,,,,,
ann_zt_2025_09_28_11_20_08_0008,zt,2025_09_28_11_20_08,figures/zt__2025_09_28_11_20_08__vehicle_timeline.png,raw_vehicle_dynamic_onset__zt__2025_09_28_11_20_08__00005,raw_vehicle_dynamic_onset,74.415,74.415,75.72,ay,medium,,,,,,,,
ann_zt_2025_09_28_11_20_08_0009,zt,2025_09_28_11_20_08,figures/zt__2025_09_28_11_20_08__vehicle_timeline.png,old_v400_context__zt__2025_09_28_11_20_08__00004,old_v400_context_trigger_idx,74.435,73.235,76.235,context_residual,weak,,,,,,,,
ann_zt_2025_09_28_11_20_08_0010,zt,2025_09_28_11_20_08,figures/zt__2025_09_28_11_20_08__vehicle_timeline.png,raw_vehicle_dynamic_onset__zt__2025_09_28_11_20_08__00006,raw_vehicle_dynamic_onset,76.65,76.65,77.805,ay,medium,,,,,,,,
ann_zt_2025_09_28_11_20_08_0011,zt,2025_09_28_11_20_08,figures/zt__2025_09_28_11_20_08__vehicle_timeline.png,old_v400_context__zt__2025_09_28_11_20_08__00005,old_v400_context_trigger_idx,78.11,76.91,79.67,context_residual,weak,,,,,,,,
ann_zt_2025_09_28_11_20_08_0012,zt,2025_09_28_11_20_08,figures/zt__2025_09_28_11_20_08__vehicle_timeline.png,raw_vehicle_dynamic_onset__zt__2025_09_28_11_20_08__00007,raw_vehicle_dynamic_onset,78.38,78.38,79.515,ay,weak,,,,,,,,
ann_zt_2025_09_28_11_20_08_0013,zt,2025_09_28_11_20_08,figures/zt__2025_09_28_11_20_08__vehicle_timeline.png,raw_vehicle_dynamic_onset__zt__2025_09_28_11_20_08__00008,raw_vehicle_dynamic_onset,94.745,94.745,95.515,ay,weak,,,,,,,,
ann_zt_2025_09_28_11_20_08_0014,zt,2025_09_28_11_20_08,figures/zt__2025_09_28_11_20_08__vehicle_timeline.png,raw_vehicle_dynamic_onset__zt__2025_09_28_11_20_08__00009,raw_vehicle_dynamic_onset,110.885,110.885,112.515,steer_rate,medium,,,,,,,,
ann_zt_2025_09_28_11_20_08_0015,zt,2025_09_28_11_20_08,figures/zt__2025_09_28_11_20_08__vehicle_timeline.png,old_v400_context__zt__2025_09_28_11_20_08__00006,old_v400_context_trigger_idx,111.4,110.2,113.03,context_residual,weak,,,,,,,,
ann_zt_2025_09_28_11_20_08_0016,zt,2025_09_28_11_20_08,figures/zt__2025_09_28_11_20_08__vehicle_timeline.png,raw_vehicle_dynamic_onset__zt__2025_09_28_11_20_08__00010,raw_vehicle_dynamic_onset,113.525,113.525,114.1,steer_rate,strong,,,,,,,,
ann_zt_2025_09_28_11_20_08_0017,zt,2025_09_28_11_20_08,figures/zt__2025_09_28_11_20_08__vehicle_timeline.png,old_v400_context__zt__2025_09_28_11_20_08__00007,old_v400_context_trigger_idx,113.72,113.205,114.43,context_residual,weak,,,,,,,,
ann_zt_2025_09_28_11_20_08_0018,zt,2025_09_28_11_20_08,figures/zt__2025_09_28_11_20_08__vehicle_timeline.png,old_v400_context__zt__2025_09_28_11_20_08__00008,old_v400_context_trigger_idx,114.75,114.41,116.105,context_residual,extreme_active,,,,,,,,
ann_zt_2025_09_28_11_20_08_0019,zt,2025_09_28_11_20_08,figures/zt__2025_09_28_11_20_08__vehicle_timeline.png,raw_vehicle_dynamic_onset__zt__2025_09_28_11_20_08__00011,raw_vehicle_dynamic_onset,115.6,115.6,117.315,steer_rate,strong,,,,,,,,
ann_zt_2025_09_28_11_20_08_0020,zt,2025_09_28_11_20_08,figures/zt__2025_09_28_11_20_08__vehicle_timeline.png,old_v400_context__zt__2025_09_28_11_20_08__00009,old_v400_context_trigger_idx,116.31,115.935,118.11,context_residual,weak,,,,,,,,
ann_zt_2025_09_28_11_20_08_0021,zt,2025_09_28_11_20_08,figures/zt__2025_09_28_11_20_08__vehicle_timeline.png,raw_vehicle_dynamic_onset__zt__2025_09_28_11_20_08__00012,raw_vehicle_dynamic_onset,117.675,117.675,117.88,steer_rate,medium,,,,,,,,
ann_zt_2025_09_28_11_20_08_0022,zt,2025_09_28_11_20_08,figures/zt__2025_09_28_11_20_08__vehicle_timeline.png,raw_vehicle_dynamic_onset__zt__2025_09_28_11_20_08__00013,raw_vehicle_dynamic_onset,118.615,118.615,125.24,steer_rate,extreme,,,,,,,,
ann_zt_2025_09_28_11_20_08_0023,zt,2025_09_28_11_20_08,figures/zt__2025_09_28_11_20_08__vehicle_timeline.png,old_v400_context__zt__2025_09_28_11_20_08__00010,old_v400_context_trigger_idx,119.995,118.795,121.795,context_residual,strong_active,,,,,,,,
ann_zt_2025_09_28_11_20_08_0024,zt,2025_09_28_11_20_08,figures/zt__2025_09_28_11_20_08__vehicle_timeline.png,old_v400_context__zt__2025_09_28_11_20_08__00011,old_v400_context_trigger_idx,122.11,120.91,123.91,context_residual,strong_active,,,,,,,,
ann_zt_2025_09_28_11_20_08_0025,zt,2025_09_28_11_20_08,figures/zt__2025_09_28_11_20_08__vehicle_timeline.png,old_v400_context__zt__2025_09_28_11_20_08__00012,old_v400_context_trigger_idx,123.915,122.715,125.715,context_residual,strong_active,,,,,,,,
ann_zt_2025_09_28_11_20_08_0026,zt,2025_09_28_11_20_08,figures/zt__2025_09_28_11_20_08__vehicle_timeline.png,old_v400_context__zt__2025_09_28_11_20_08__00013,old_v400_context_trigger_idx,138.375,137.725,140.175,context_residual,weak,,,,,,,,
ann_zt_2025_09_28_11_20_08_0027,zt,2025_09_28_11_20_08,figures/zt__2025_09_28_11_20_08__vehicle_timeline.png,raw_vehicle_dynamic_onset__zt__2025_09_28_11_20_08__00014,raw_vehicle_dynamic_onset,138.775,138.775,140.415,ay,medium,,,,,,,,
ann_zt_2025_09_28_11_20_08_0028,zt,2025_09_28_11_20_08,figures/zt__2025_09_28_11_20_08__vehicle_timeline.png,old_v400_context__zt__2025_09_28_11_20_08__00014,old_v400_context_trigger_idx,146.075,144.875,146.76,context_residual,weak,,,,,,,,
