sample_id,event_uid,subject,session_stamp,anchor_time_rel_s,anchor_time_abs_s,window_config_id,input_start_rel_s,input_end_rel_s,label_start_rel_s,label_end_rel_s,anchor_source,causal_setting,event_type,event_level,road_type_anchor,is_curve,curvature_anchor,instability_review_score,road_guided_instability_score,codex_recommended_decision,road_guided_recommended_decision,vehicle_relative_path,vehicle_absolute_path,vehicle_sha256,anchor_idx_oldcode,event_start_rel_s,event_end_rel_s,event_duration_s,split,random_event_split,session_level_split,subject_level_split
vehicle_instability_allraw__byx__2025_09_28_17_35_43__000118155__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_35_43__000118155,byx,2025_09_28_17_35_43,118.155,,pre2_label2_old_main,-2.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,medium_active,straight,0,-0.0,68.36,92.76,auto_accept_instability_medium,hybrid_accept_high,原始车辆数据/byx/Entity_Recording_2025_09_28_17_35_43_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_35_43_vehicle.csv,facc231296f1672792e40223812a82a39b208c27b27fd545c550204a1448f76b,23631,118.155,134.4,16.245,train,val,train,test
vehicle_instability_allraw__byx__2025_09_28_17_35_43__000163465__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_35_43__000163465,byx,2025_09_28_17_35_43,163.465,,pre2_label2_old_main,-2.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,strong_active,straight,1,0.00453303,85.1,100.0,auto_accept_instability_high,hybrid_accept_high,原始车辆数据/byx/Entity_Recording_2025_09_28_17_35_43_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_35_43_vehicle.csv,facc231296f1672792e40223812a82a39b208c27b27fd545c550204a1448f76b,32693,163.465,185.08,21.615,train,test,train,test
vehicle_instability_allraw__byx__2025_09_28_17_35_43__000194205__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_35_43__000194205,byx,2025_09_28_17_35_43,194.205,,pre2_label2_old_main,-2.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,extreme_active,curve,1,-0.00729802,94.84,100.0,auto_accept_instability_high,hybrid_accept_high,原始车辆数据/byx/Entity_Recording_2025_09_28_17_35_43_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_35_43_vehicle.csv,facc231296f1672792e40223812a82a39b208c27b27fd545c550204a1448f76b,38841,194.205,196.685,2.48,train,train,train,test
vehicle_instability_allraw__byx__2025_09_28_17_35_43__000199335__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_35_43__000199335,byx,2025_09_28_17_35_43,199.335,,pre2_label2_old_main,-2.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,extreme_active,curve,1,-0.00729802,93.11,100.0,auto_accept_instability_high,hybrid_accept_high,原始车辆数据/byx/Entity_Recording_2025_09_28_17_35_43_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_35_43_vehicle.csv,facc231296f1672792e40223812a82a39b208c27b27fd545c550204a1448f76b,39867,199.335,220.265,20.93,train,train,train,test
vehicle_instability_allraw__byx__2025_09_28_17_35_43__000231020__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_35_43__000231020,byx,2025_09_28_17_35_43,231.02,,pre2_label2_old_main,-2.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,extreme_active,straight,0,0.0,88.07,100.0,auto_accept_instability_high,hybrid_accept_high,原始车辆数据/byx/Entity_Recording_2025_09_28_17_35_43_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_35_43_vehicle.csv,facc231296f1672792e40223812a82a39b208c27b27fd545c550204a1448f76b,46204,231.02,254.665,23.645,train,train,train,test
vehicle_instability_allraw__byx__2025_09_28_17_35_43__000258300__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_35_43__000258300,byx,2025_09_28_17_35_43,258.3,,pre2_label2_old_main,-2.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,strong_active,straight,0,0.0,75.74,100.0,auto_accept_instability_high,hybrid_accept_high,原始车辆数据/byx/Entity_Recording_2025_09_28_17_35_43_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_35_43_vehicle.csv,facc231296f1672792e40223812a82a39b208c27b27fd545c550204a1448f76b,51660,258.3,279.85,21.55,train,test,train,test
vehicle_instability_allraw__byx__2025_09_28_17_35_43__000284385__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_35_43__000284385,byx,2025_09_28_17_35_43,284.385,,pre2_label2_old_main,-2.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,strong_active,straight,0,0.0,70.41,100.0,auto_accept_instability_medium,hybrid_accept_high,原始车辆数据/byx/Entity_Recording_2025_09_28_17_35_43_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_35_43_vehicle.csv,facc231296f1672792e40223812a82a39b208c27b27fd545c550204a1448f76b,56877,284.385,291.775,7.39,train,train,train,test
vehicle_instability_allraw__byx__2025_09_28_17_35_43__000329825__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_35_43__000329825,byx,2025_09_28_17_35_43,329.825,,pre2_label2_old_main,-2.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,weak,straight,0,-0.0,68.21,87.26,auto_accept_instability_medium,hybrid_accept_high,原始车辆数据/byx/Entity_Recording_2025_09_28_17_35_43_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_35_43_vehicle.csv,facc231296f1672792e40223812a82a39b208c27b27fd545c550204a1448f76b,65965,329.825,355.955,26.13,train,train,train,test
vehicle_instability_allraw__byx__2025_09_28_17_35_43__000359875__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_35_43__000359875,byx,2025_09_28_17_35_43,359.875,,pre2_label2_old_main,-2.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,extreme_active,straight,1,0.0,71.16,100.0,auto_accept_instability_medium,hybrid_accept_high,原始车辆数据/byx/Entity_Recording_2025_09_28_17_35_43_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_35_43_vehicle.csv,facc231296f1672792e40223812a82a39b208c27b27fd545c550204a1448f76b,71975,359.875,374.075,14.2,train,train,train,test
vehicle_instability_allraw__byx__2025_09_28_17_35_43__000397655__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_35_43__000397655,byx,2025_09_28_17_35_43,397.655,,pre2_label2_old_main,-2.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,instability_strong,design_regular_road,0,0.0,79.74,99.61,auto_accept_instability_high,hybrid_accept_high,原始车辆数据/byx/Entity_Recording_2025_09_28_17_35_43_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_35_43_vehicle.csv,facc231296f1672792e40223812a82a39b208c27b27fd545c550204a1448f76b,79531,397.655,410.48,12.825,train,train,train,test
vehicle_instability_allraw__byx__2025_09_28_17_35_43__000466090__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_35_43__000466090,byx,2025_09_28_17_35_43,466.09,,pre2_label2_old_main,-2.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,extreme_active,straight,0,0.0,89.67,100.0,auto_accept_instability_high,hybrid_accept_high,原始车辆数据/byx/Entity_Recording_2025_09_28_17_35_43_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_35_43_vehicle.csv,facc231296f1672792e40223812a82a39b208c27b27fd545c550204a1448f76b,93218,466.09,483.15,17.06,train,train,train,test
vehicle_instability_allraw__byx__2025_09_28_17_35_43__000497615__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_35_43__000497615,byx,2025_09_28_17_35_43,497.615,,pre2_label2_old_main,-2.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,extreme_active,straight,0,0.0,63.03,94.85,auto_accept_instability_medium,hybrid_accept_high,原始车辆数据/byx/Entity_Recording_2025_09_28_17_35_43_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_35_43_vehicle.csv,facc231296f1672792e40223812a82a39b208c27b27fd545c550204a1448f76b,99523,497.615,501.005,3.39,train,train,train,test
vehicle_instability_allraw__byx__2025_09_28_17_46_00__000049290__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_46_00__000049290,byx,2025_09_28_17_46_00,49.29,,pre2_label2_old_main,-2.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,strong_active,straight,0,0.0,93.53,100.0,auto_accept_instability_high,hybrid_accept_high,原始车辆数据/byx/Entity_Recording_2025_09_28_17_46_00_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_46_00_vehicle.csv,e481ab16165d90e97b5f7ad4a9b5644609e28fb96223f013026d1f1f88437463,9858,49.29,63.27,13.98,test,train,test,test
vehicle_instability_allraw__byx__2025_09_28_17_46_00__000067740__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_46_00__000067740,byx,2025_09_28_17_46_00,67.74,,pre2_label2_old_main,-2.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,strong_active,straight,0,0.0,90.61,100.0,auto_accept_instability_high,hybrid_accept_high,原始车辆数据/byx/Entity_Recording_2025_09_28_17_46_00_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_46_00_vehicle.csv,e481ab16165d90e97b5f7ad4a9b5644609e28fb96223f013026d1f1f88437463,13548,67.74,77.7,9.96,test,train,test,test
vehicle_instability_allraw__byx__2025_09_28_17_46_00__000090925__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_46_00__000090925,byx,2025_09_28_17_46_00,90.925,,pre2_label2_old_main,-2.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,extreme_active,straight,0,0.0,71.06,100.0,auto_accept_instability_medium,hybrid_accept_high,原始车辆数据/byx/Entity_Recording_2025_09_28_17_46_00_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_46_00_vehicle.csv,e481ab16165d90e97b5f7ad4a9b5644609e28fb96223f013026d1f1f88437463,18185,90.925,92.175,1.25,test,train,test,test
vehicle_instability_allraw__byx__2025_09_28_17_46_00__000095580__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_46_00__000095580,byx,2025_09_28_17_46_00,95.58,,pre2_label2_old_main,-2.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,extreme_active,straight,0,0.0,88.2,100.0,auto_accept_instability_high,hybrid_accept_high,原始车辆数据/byx/Entity_Recording_2025_09_28_17_46_00_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_46_00_vehicle.csv,e481ab16165d90e97b5f7ad4a9b5644609e28fb96223f013026d1f1f88437463,19116,95.58,108.305,12.725,test,train,test,test
vehicle_instability_allraw__byx__2025_09_28_17_46_00__000134935__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_46_00__000134935,byx,2025_09_28_17_46_00,134.935,,pre2_label2_old_main,-2.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,extreme_active,straight,1,-0.00729801,80.02,100.0,auto_accept_instability_high,hybrid_accept_high,原始车辆数据/byx/Entity_Recording_2025_09_28_17_46_00_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_46_00_vehicle.csv,e481ab16165d90e97b5f7ad4a9b5644609e28fb96223f013026d1f1f88437463,26987,134.935,163.255,28.32,test,train,test,test
vehicle_instability_allraw__byx__2025_09_28_17_46_00__000170900__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_46_00__000170900,byx,2025_09_28_17_46_00,170.9,,pre2_label2_old_main,-2.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,strong_active,straight,0,0.0,59.86,95.16,auto_accept_instability_medium,hybrid_accept_high,原始车辆数据/byx/Entity_Recording_2025_09_28_17_46_00_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_46_00_vehicle.csv,e481ab16165d90e97b5f7ad4a9b5644609e28fb96223f013026d1f1f88437463,34180,170.9,182.585,11.685,test,train,test,test
vehicle_instability_allraw__byx__2025_09_28_17_46_00__000198800__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_46_00__000198800,byx,2025_09_28_17_46_00,198.8,,pre2_label2_old_main,-2.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,strong_active,straight,0,0.0,82.09,100.0,auto_accept_instability_high,hybrid_accept_high,原始车辆数据/byx/Entity_Recording_2025_09_28_17_46_00_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_46_00_vehicle.csv,e481ab16165d90e97b5f7ad4a9b5644609e28fb96223f013026d1f1f88437463,39760,198.8,206.595,7.795,test,train,test,test
vehicle_instability_allraw__byx__2025_09_28_17_46_00__000215315__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_46_00__000215315,byx,2025_09_28_17_46_00,215.315,,pre2_label2_old_main,-2.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,strong_active,straight,0,0.0,62.81,100.0,auto_accept_instability_medium,hybrid_accept_high,原始车辆数据/byx/Entity_Recording_2025_09_28_17_46_00_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_46_00_vehicle.csv,e481ab16165d90e97b5f7ad4a9b5644609e28fb96223f013026d1f1f88437463,43063,215.315,228.13,12.815,test,train,test,test
vehicle_instability_allraw__byx__2025_09_28_17_46_00__000276540__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_46_00__000276540,byx,2025_09_28_17_46_00,276.54,,pre2_label2_old_main,-2.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,weak,straight,0,0.0,72.64,93.5,auto_accept_instability_medium,hybrid_accept_high,原始车辆数据/byx/Entity_Recording_2025_09_28_17_46_00_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_46_00_vehicle.csv,e481ab16165d90e97b5f7ad4a9b5644609e28fb96223f013026d1f1f88437463,55308,276.54,324.21,47.67,test,test,test,test
vehicle_instability_allraw__byx__2025_09_28_17_46_00__000334450__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_46_00__000334450,byx,2025_09_28_17_46_00,334.45,,pre2_label2_old_main,-2.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,strong_active,straight,1,-0.00020449,60.43,87.83,auto_accept_instability_medium,hybrid_accept_high,原始车辆数据/byx/Entity_Recording_2025_09_28_17_46_00_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_46_00_vehicle.csv,e481ab16165d90e97b5f7ad4a9b5644609e28fb96223f013026d1f1f88437463,66890,334.45,344.505,10.055,test,train,test,test
vehicle_instability_allraw__byx__2025_09_28_17_46_00__000358145__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_46_00__000358145,byx,2025_09_28_17_46_00,358.145,,pre2_label2_old_main,-2.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,medium_active,straight,0,0.0,69.46,94.51,auto_accept_instability_medium,hybrid_accept_high,原始车辆数据/byx/Entity_Recording_2025_09_28_17_46_00_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_46_00_vehicle.csv,e481ab16165d90e97b5f7ad4a9b5644609e28fb96223f013026d1f1f88437463,71629,358.145,384.33,26.185,test,train,test,test
vehicle_instability_allraw__byx__2025_09_28_17_46_00__000433720__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_46_00__000433720,byx,2025_09_28_17_46_00,433.72,,pre2_label2_old_main,-2.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,strong_active,straight,0,0.0,76.31,100.0,auto_accept_instability_high,hybrid_accept_high,原始车辆数据/byx/Entity_Recording_2025_09_28_17_46_00_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_46_00_vehicle.csv,e481ab16165d90e97b5f7ad4a9b5644609e28fb96223f013026d1f1f88437463,86744,433.72,445.96,12.24,test,train,test,test
vehicle_instability_allraw__byx__2025_09_28_17_46_00__000527800__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_46_00__000527800,byx,2025_09_28_17_46_00,527.8,,pre2_label2_old_main,-2.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,medium_active,straight,0,0.0,64.38,86.87,auto_accept_instability_medium,hybrid_accept_high,原始车辆数据/byx/Entity_Recording_2025_09_28_17_46_00_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_46_00_vehicle.csv,e481ab16165d90e97b5f7ad4a9b5644609e28fb96223f013026d1f1f88437463,105560,527.8,543.555,15.755,test,train,test,test
vehicle_instability_allraw__cwh__2025_09_26_19_23_28__000146005__pre2_label2_old_main,vehicle_instability_allraw__cwh__2025_09_26_19_23_28__000146005,cwh,2025_09_26_19_23_28,146.005,,pre2_label2_old_main,-2.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,extreme_active,straight,1,-0.00729802,94.43,100.0,auto_accept_instability_high,hybrid_accept_high,原始车辆数据/cwh/Entity_Recording_2025_09_26_19_23_28_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\cwh\Entity_Recording_2025_09_26_19_23_28_vehicle.csv,c9ae8b2b55355449f073e1a9de5f1f183c1d5d3b724dad0ea8b7dce9a77d1812,29201,146.005,153.92,7.915,train,train,train,train
vehicle_instability_allraw__cwh__2025_09_26_19_27_21__000042425__pre2_label2_old_main,vehicle_instability_allraw__cwh__2025_09_26_19_27_21__000042425,cwh,2025_09_26_19_27_21,42.425,,pre2_label2_old_main,-2.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,strong_active,straight,0,0.0,58.98,91.5,auto_accept_instability_medium,hybrid_accept_high,原始车辆数据/cwh/Entity_Recording_2025_09_26_19_27_21_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\cwh\Entity_Recording_2025_09_26_19_27_21_vehicle.csv,5990b24325f474f71ba9b64920ced7ea4748d301d3b46d74c85d72d84924dc63,8485,42.425,48.45,6.025,train,train,train,train
vehicle_instability_allraw__cwh__2025_09_26_19_27_21__000065145__pre2_label2_old_main,vehicle_instability_allraw__cwh__2025_09_26_19_27_21__000065145,cwh,2025_09_26_19_27_21,65.145,,pre2_label2_old_main,-2.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,extreme_active,straight,0,-0.0,73.31,100.0,auto_accept_instability_medium,hybrid_accept_high,原始车辆数据/cwh/Entity_Recording_2025_09_26_19_27_21_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\cwh\Entity_Recording_2025_09_26_19_27_21_vehicle.csv,5990b24325f474f71ba9b64920ced7ea4748d301d3b46d74c85d72d84924dc63,13029,65.145,67.495,2.35,train,val,train,train
vehicle_instability_allraw__cwh__2025_09_26_19_27_21__000158975__pre2_label2_old_main,vehicle_instability_allraw__cwh__2025_09_26_19_27_21__000158975,cwh,2025_09_26_19_27_21,158.975,,pre2_label2_old_main,-2.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,strong_active,curve,1,-0.00729802,55.74,83.29,needs_human_review,hybrid_accept_high,原始车辆数据/cwh/Entity_Recording_2025_09_26_19_27_21_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\cwh\Entity_Recording_2025_09_26_19_27_21_vehicle.csv,5990b24325f474f71ba9b64920ced7ea4748d301d3b46d74c85d72d84924dc63,31795,158.975,166.2,7.225,train,val,train,train
vehicle_instability_allraw__cwh__2025_09_26_19_27_21__000179505__pre2_label2_old_main,vehicle_instability_allraw__cwh__2025_09_26_19_27_21__000179505,cwh,2025_09_26_19_27_21,179.505,,pre2_label2_old_main,-2.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,medium_active,curve,1,-0.00729802,61.98,87.72,auto_accept_instability_medium,hybrid_accept_high,原始车辆数据/cwh/Entity_Recording_2025_09_26_19_27_21_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\cwh\Entity_Recording_2025_09_26_19_27_21_vehicle.csv,5990b24325f474f71ba9b64920ced7ea4748d301d3b46d74c85d72d84924dc63,35901,179.505,183.14,3.635,train,train,train,train
vehicle_instability_allraw__cwh__2025_09_26_19_27_21__000205535__pre2_label2_old_main,vehicle_instability_allraw__cwh__2025_09_26_19_27_21__000205535,cwh,2025_09_26_19_27_21,205.535,,pre2_label2_old_main,-2.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,strong_active,curve,1,-0.00729802,57.79,91.71,needs_human_review,hybrid_accept_high,原始车辆数据/cwh/Entity_Recording_2025_09_26_19_27_21_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\cwh\Entity_Recording_2025_09_26_19_27_21_vehicle.csv,5990b24325f474f71ba9b64920ced7ea4748d301d3b46d74c85d72d84924dc63,41107,205.535,212.48,6.945,train,train,train,train
vehicle_instability_allraw__cwh__2025_09_26_19_35_47__000086165__pre2_label2_old_main,vehicle_instability_allraw__cwh__2025_09_26_19_35_47__000086165,cwh,2025_09_26_19_35_47,86.165,,pre2_label2_old_main,-2.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,strong_active,straight,0,0.0,58.22,92.4,auto_accept_instability_medium,hybrid_accept_high,原始车辆数据/cwh/Entity_Recording_2025_09_26_19_35_47_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\cwh\Entity_Recording_2025_09_26_19_35_47_vehicle.csv,f62a7f66b19ff747f4e688cd8d24fbf18a0388155a0f1ab37ca87fa018478d9f,17233,86.165,91.47,5.305,train,train,train,train
vehicle_instability_allraw__cwh__2025_09_26_19_35_47__000134995__pre2_label2_old_main,vehicle_instability_allraw__cwh__2025_09_26_19_35_47__000134995,cwh,2025_09_26_19_35_47,134.995,,pre2_label2_old_main,-2.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,instability_medium,design_curve_context,1,-0.00729802,68.39,87.58,auto_accept_instability_medium,hybrid_accept_high,原始车辆数据/cwh/Entity_Recording_2025_09_26_19_35_47_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\cwh\Entity_Recording_2025_09_26_19_35_47_vehicle.csv,f62a7f66b19ff747f4e688cd8d24fbf18a0388155a0f1ab37ca87fa018478d9f,26999,134.995,148.695,13.7,train,val,train,train
vehicle_instability_allraw__cwh__2025_09_26_19_35_47__000190320__pre2_label2_old_main,vehicle_instability_allraw__cwh__2025_09_26_19_35_47__000190320,cwh,2025_09_26_19_35_47,190.32,,pre2_label2_old_main,-2.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,strong_active,straight,0,-0.0,54.37,83.64,needs_human_review,hybrid_accept_high,原始车辆数据/cwh/Entity_Recording_2025_09_26_19_35_47_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\cwh\Entity_Recording_2025_09_26_19_35_47_vehicle.csv,f62a7f66b19ff747f4e688cd8d24fbf18a0388155a0f1ab37ca87fa018478d9f,38064,190.32,196.09,5.77,train,train,train,train
