sample_id,event_uid,subject,session_stamp,anchor_time_rel_s,anchor_time_abs_s,window_config_id,input_start_rel_s,input_end_rel_s,label_start_rel_s,label_end_rel_s,anchor_source,causal_setting,event_type,event_level,road_type_anchor,is_curve,curvature_anchor,instability_review_score,road_guided_instability_score,codex_recommended_decision,road_guided_recommended_decision,vehicle_relative_path,vehicle_absolute_path,vehicle_sha256,anchor_idx_oldcode,event_start_rel_s,event_end_rel_s,event_duration_s,split,random_event_split,session_level_split,subject_level_split,array_row,vehicle_raw_relative_path,vehicle_raw_sha256,input_valid_ratio,label_valid_ratio,anchor_steer
vehicle_instability_allraw__cwh__2025_09_26_19_56_16__000213660__pre1_label2_event_trigger,vehicle_instability_allraw__cwh__2025_09_26_19_56_16__000213660,cwh,2025_09_26_19_56_16,213.66,,pre1_label2_event_trigger,-1.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,strong_active,straight,0,-0.0,58.6,91.83,auto_accept_instability_medium,hybrid_accept_high,原始车辆数据/cwh/Entity_Recording_2025_09_26_19_56_16_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\cwh\Entity_Recording_2025_09_26_19_56_16_vehicle.csv,8b7c9cac7da23d7bf54d3e61d12170f5967ca715dc59a389e45fbf9008b2efa5,42732,213.66,221.41,7.75,val,val,val,train,98,原始车辆数据/cwh/Entity_Recording_2025_09_26_19_56_16_vehicle.csv,8b7c9cac7da23d7bf54d3e61d12170f5967ca715dc59a389e45fbf9008b2efa5,1.0,1.0,0.13857924938201904
vehicle_instability_allraw__cwh__2025_09_26_19_56_16__000287875__pre1_label2_event_trigger,vehicle_instability_allraw__cwh__2025_09_26_19_56_16__000287875,cwh,2025_09_26_19_56_16,287.875,,pre1_label2_event_trigger,-1.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,medium_active,straight,1,-0.0,65.12,90.79,auto_accept_instability_medium,hybrid_accept_high,原始车辆数据/cwh/Entity_Recording_2025_09_26_19_56_16_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\cwh\Entity_Recording_2025_09_26_19_56_16_vehicle.csv,8b7c9cac7da23d7bf54d3e61d12170f5967ca715dc59a389e45fbf9008b2efa5,57575,287.875,294.745,6.87,val,val,val,train,99,原始车辆数据/cwh/Entity_Recording_2025_09_26_19_56_16_vehicle.csv,8b7c9cac7da23d7bf54d3e61d12170f5967ca715dc59a389e45fbf9008b2efa5,1.0,1.0,0.17575499415397644
vehicle_instability_allraw__cwh__2025_09_26_19_56_16__000309365__pre1_label2_event_trigger,vehicle_instability_allraw__cwh__2025_09_26_19_56_16__000309365,cwh,2025_09_26_19_56_16,309.365,,pre1_label2_event_trigger,-1.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,strong_active,straight,1,-0.00048204,71.12,100.0,auto_accept_instability_medium,hybrid_accept_high,原始车辆数据/cwh/Entity_Recording_2025_09_26_19_56_16_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\cwh\Entity_Recording_2025_09_26_19_56_16_vehicle.csv,8b7c9cac7da23d7bf54d3e61d12170f5967ca715dc59a389e45fbf9008b2efa5,61873,309.365,313.045,3.68,val,val,val,train,100,原始车辆数据/cwh/Entity_Recording_2025_09_26_19_56_16_vehicle.csv,8b7c9cac7da23d7bf54d3e61d12170f5967ca715dc59a389e45fbf9008b2efa5,1.0,1.0,-0.44767698645591736
vehicle_instability_allraw__cwh__2025_09_26_19_56_16__000329785__pre1_label2_event_trigger,vehicle_instability_allraw__cwh__2025_09_26_19_56_16__000329785,cwh,2025_09_26_19_56_16,329.785,,pre1_label2_event_trigger,-1.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,strong_active,straight,0,0.0,77.25,100.0,auto_accept_instability_high,hybrid_accept_high,原始车辆数据/cwh/Entity_Recording_2025_09_26_19_56_16_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\cwh\Entity_Recording_2025_09_26_19_56_16_vehicle.csv,8b7c9cac7da23d7bf54d3e61d12170f5967ca715dc59a389e45fbf9008b2efa5,65957,329.785,333.785,4.0,val,train,val,train,101,原始车辆数据/cwh/Entity_Recording_2025_09_26_19_56_16_vehicle.csv,8b7c9cac7da23d7bf54d3e61d12170f5967ca715dc59a389e45fbf9008b2efa5,1.0,1.0,0.20699599385261536
vehicle_instability_allraw__cwh__2025_09_26_19_56_16__000388180__pre1_label2_event_trigger,vehicle_instability_allraw__cwh__2025_09_26_19_56_16__000388180,cwh,2025_09_26_19_56_16,388.18,,pre1_label2_event_trigger,-1.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,medium_active,straight,0,0.0,56.33,84.83,needs_human_review,hybrid_accept_high,原始车辆数据/cwh/Entity_Recording_2025_09_26_19_56_16_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\cwh\Entity_Recording_2025_09_26_19_56_16_vehicle.csv,8b7c9cac7da23d7bf54d3e61d12170f5967ca715dc59a389e45fbf9008b2efa5,77636,388.18,405.935,17.755,val,train,val,train,102,原始车辆数据/cwh/Entity_Recording_2025_09_26_19_56_16_vehicle.csv,8b7c9cac7da23d7bf54d3e61d12170f5967ca715dc59a389e45fbf9008b2efa5,1.0,1.0,-0.3822271227836609
vehicle_instability_allraw__cwh__2025_09_26_20_06_19__000053135__pre1_label2_event_trigger,vehicle_instability_allraw__cwh__2025_09_26_20_06_19__000053135,cwh,2025_09_26_20_06_19,53.135,,pre1_label2_event_trigger,-1.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,extreme_active,straight,0,0.0,87.36,100.0,auto_accept_instability_high,hybrid_accept_high,原始车辆数据/cwh/Entity_Recording_2025_09_26_20_06_19_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\cwh\Entity_Recording_2025_09_26_20_06_19_vehicle.csv,df471111c5e9f3f57bc55cf9cd8c6befc78ac4d5408e5039273c5c661005f7cc,10627,53.135,60.735,7.6,train,train,train,train,103,原始车辆数据/cwh/Entity_Recording_2025_09_26_20_06_19_vehicle.csv,df471111c5e9f3f57bc55cf9cd8c6befc78ac4d5408e5039273c5c661005f7cc,1.0,1.0,-0.42969998717308044
vehicle_instability_allraw__cwh__2025_09_26_20_06_19__000124540__pre1_label2_event_trigger,vehicle_instability_allraw__cwh__2025_09_26_20_06_19__000124540,cwh,2025_09_26_20_06_19,124.54,,pre1_label2_event_trigger,-1.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,strong_active,curve,1,-0.00729802,70.88,100.0,auto_accept_instability_medium,hybrid_accept_high,原始车辆数据/cwh/Entity_Recording_2025_09_26_20_06_19_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\cwh\Entity_Recording_2025_09_26_20_06_19_vehicle.csv,df471111c5e9f3f57bc55cf9cd8c6befc78ac4d5408e5039273c5c661005f7cc,24908,124.54,142.95,18.41,train,train,train,train,104,原始车辆数据/cwh/Entity_Recording_2025_09_26_20_06_19_vehicle.csv,df471111c5e9f3f57bc55cf9cd8c6befc78ac4d5408e5039273c5c661005f7cc,1.0,1.0,-0.49514999985694885
vehicle_instability_allraw__cwh__2025_09_26_20_06_19__000154530__pre1_label2_event_trigger,vehicle_instability_allraw__cwh__2025_09_26_20_06_19__000154530,cwh,2025_09_26_20_06_19,154.53,,pre1_label2_event_trigger,-1.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,medium_active,straight,0,0.0,58.37,88.3,auto_accept_instability_medium,hybrid_accept_high,原始车辆数据/cwh/Entity_Recording_2025_09_26_20_06_19_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\cwh\Entity_Recording_2025_09_26_20_06_19_vehicle.csv,df471111c5e9f3f57bc55cf9cd8c6befc78ac4d5408e5039273c5c661005f7cc,30906,154.53,161.555,7.025,train,train,train,train,105,原始车辆数据/cwh/Entity_Recording_2025_09_26_20_06_19_vehicle.csv,df471111c5e9f3f57bc55cf9cd8c6befc78ac4d5408e5039273c5c661005f7cc,1.0,1.0,-0.39427000284194946
vehicle_instability_allraw__cwh__2025_09_26_20_06_19__000180820__pre1_label2_event_trigger,vehicle_instability_allraw__cwh__2025_09_26_20_06_19__000180820,cwh,2025_09_26_20_06_19,180.82,,pre1_label2_event_trigger,-1.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,strong_active,straight,0,0.0,65.71,95.96,auto_accept_instability_medium,hybrid_accept_high,原始车辆数据/cwh/Entity_Recording_2025_09_26_20_06_19_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\cwh\Entity_Recording_2025_09_26_20_06_19_vehicle.csv,df471111c5e9f3f57bc55cf9cd8c6befc78ac4d5408e5039273c5c661005f7cc,36164,180.82,200.18,19.36,train,train,train,train,106,原始车辆数据/cwh/Entity_Recording_2025_09_26_20_06_19_vehicle.csv,df471111c5e9f3f57bc55cf9cd8c6befc78ac4d5408e5039273c5c661005f7cc,1.0,1.0,-0.4761259853839874
vehicle_instability_allraw__cwh__2025_09_26_20_06_19__000204045__pre1_label2_event_trigger,vehicle_instability_allraw__cwh__2025_09_26_20_06_19__000204045,cwh,2025_09_26_20_06_19,204.045,,pre1_label2_event_trigger,-1.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,strong_active,straight,0,-0.0,75.01,100.0,auto_accept_instability_high,hybrid_accept_high,原始车辆数据/cwh/Entity_Recording_2025_09_26_20_06_19_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\cwh\Entity_Recording_2025_09_26_20_06_19_vehicle.csv,df471111c5e9f3f57bc55cf9cd8c6befc78ac4d5408e5039273c5c661005f7cc,40809,204.045,210.365,6.32,train,val,train,train,107,原始车辆数据/cwh/Entity_Recording_2025_09_26_20_06_19_vehicle.csv,df471111c5e9f3f57bc55cf9cd8c6befc78ac4d5408e5039273c5c661005f7cc,1.0,1.0,-0.48345598578453064
vehicle_instability_allraw__cwh__2025_09_26_20_06_19__000315730__pre1_label2_event_trigger,vehicle_instability_allraw__cwh__2025_09_26_20_06_19__000315730,cwh,2025_09_26_20_06_19,315.73,,pre1_label2_event_trigger,-1.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,strong_active,straight,0,0.0,67.22,100.0,auto_accept_instability_medium,hybrid_accept_high,原始车辆数据/cwh/Entity_Recording_2025_09_26_20_06_19_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\cwh\Entity_Recording_2025_09_26_20_06_19_vehicle.csv,df471111c5e9f3f57bc55cf9cd8c6befc78ac4d5408e5039273c5c661005f7cc,63146,315.73,321.1,5.37,train,train,train,train,108,原始车辆数据/cwh/Entity_Recording_2025_09_26_20_06_19_vehicle.csv,df471111c5e9f3f57bc55cf9cd8c6befc78ac4d5408e5039273c5c661005f7cc,1.0,1.0,0.14695699512958527
vehicle_instability_allraw__cwh__2025_09_26_20_06_19__000370585__pre1_label2_event_trigger,vehicle_instability_allraw__cwh__2025_09_26_20_06_19__000370585,cwh,2025_09_26_20_06_19,370.585,,pre1_label2_event_trigger,-1.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,medium_active,straight,0,0.0,57.41,84.79,needs_human_review,hybrid_accept_high,原始车辆数据/cwh/Entity_Recording_2025_09_26_20_06_19_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\cwh\Entity_Recording_2025_09_26_20_06_19_vehicle.csv,df471111c5e9f3f57bc55cf9cd8c6befc78ac4d5408e5039273c5c661005f7cc,74117,370.585,381.785,11.2,train,train,train,train,109,原始车辆数据/cwh/Entity_Recording_2025_09_26_20_06_19_vehicle.csv,df471111c5e9f3f57bc55cf9cd8c6befc78ac4d5408e5039273c5c661005f7cc,1.0,1.0,-0.5316269993782043
vehicle_instability_allraw__cwh__2025_09_26_20_06_19__000480390__pre1_label2_event_trigger,vehicle_instability_allraw__cwh__2025_09_26_20_06_19__000480390,cwh,2025_09_26_20_06_19,480.39,,pre1_label2_event_trigger,-1.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,instability_medium,design_high_risk_surface,0,0.0,68.73,84.12,auto_accept_instability_medium,hybrid_accept_high,原始车辆数据/cwh/Entity_Recording_2025_09_26_20_06_19_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\cwh\Entity_Recording_2025_09_26_20_06_19_vehicle.csv,df471111c5e9f3f57bc55cf9cd8c6befc78ac4d5408e5039273c5c661005f7cc,96078,480.39,489.26,8.87,train,train,train,train,110,原始车辆数据/cwh/Entity_Recording_2025_09_26_20_06_19_vehicle.csv,df471111c5e9f3f57bc55cf9cd8c6befc78ac4d5408e5039273c5c661005f7cc,1.0,1.0,-0.4518660008907318
vehicle_instability_allraw__gf__2025_09_26_10_03_00__000250445__pre1_label2_event_trigger,vehicle_instability_allraw__gf__2025_09_26_10_03_00__000250445,gf,2025_09_26_10_03_00,250.445,,pre1_label2_event_trigger,-1.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,strong_active,straight,0,-0.0,49.87,85.92,needs_human_review,hybrid_accept_high,原始车辆数据/gf/Entity_Recording_2025_09_26_10_03_00_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gf\Entity_Recording_2025_09_26_10_03_00_vehicle.csv,1e4232604e33cbf98c8e524d44c86abf65e3f9c0068e3630f80dfb47e73c793f,50089,250.445,255.31,4.865,train,train,train,train,111,原始车辆数据/gf/Entity_Recording_2025_09_26_10_03_00_vehicle.csv,1e4232604e33cbf98c8e524d44c86abf65e3f9c0068e3630f80dfb47e73c793f,1.0,1.0,0.16667892038822174
vehicle_instability_allraw__gf__2025_09_26_10_03_00__000265625__pre1_label2_event_trigger,vehicle_instability_allraw__gf__2025_09_26_10_03_00__000265625,gf,2025_09_26_10_03_00,265.625,,pre1_label2_event_trigger,-1.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,strong_active,straight,0,0.0,59.68,89.59,auto_accept_instability_medium,hybrid_accept_high,原始车辆数据/gf/Entity_Recording_2025_09_26_10_03_00_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gf\Entity_Recording_2025_09_26_10_03_00_vehicle.csv,1e4232604e33cbf98c8e524d44c86abf65e3f9c0068e3630f80dfb47e73c793f,53125,265.625,275.89,10.265,train,train,train,train,112,原始车辆数据/gf/Entity_Recording_2025_09_26_10_03_00_vehicle.csv,1e4232604e33cbf98c8e524d44c86abf65e3f9c0068e3630f80dfb47e73c793f,1.0,1.0,-0.44418665766716003
vehicle_instability_allraw__gf__2025_09_26_10_18_49__000082870__pre1_label2_event_trigger,vehicle_instability_allraw__gf__2025_09_26_10_18_49__000082870,gf,2025_09_26_10_18_49,82.87,,pre1_label2_event_trigger,-1.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,strong_active,straight,0,0.0,66.47,91.75,auto_accept_instability_medium,hybrid_accept_high,原始车辆数据/gf/Entity_Recording_2025_09_26_10_18_49_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gf\Entity_Recording_2025_09_26_10_18_49_vehicle.csv,6ee51bd1c9b8e8386372885e569d42d78b31b4e7c26984fe3b746e99da155494,16574,82.87,83.89,1.02,train,train,train,train,113,原始车辆数据/gf/Entity_Recording_2025_09_26_10_18_49_vehicle.csv,6ee51bd1c9b8e8386372885e569d42d78b31b4e7c26984fe3b746e99da155494,1.0,1.0,-0.5707229971885681
vehicle_instability_allraw__gf__2025_09_26_10_18_49__000087855__pre1_label2_event_trigger,vehicle_instability_allraw__gf__2025_09_26_10_18_49__000087855,gf,2025_09_26_10_18_49,87.855,,pre1_label2_event_trigger,-1.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,strong_active,straight,0,0.0,74.06,100.0,auto_accept_instability_medium,hybrid_accept_high,原始车辆数据/gf/Entity_Recording_2025_09_26_10_18_49_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gf\Entity_Recording_2025_09_26_10_18_49_vehicle.csv,6ee51bd1c9b8e8386372885e569d42d78b31b4e7c26984fe3b746e99da155494,17571,87.855,94.73,6.875,train,train,train,train,114,原始车辆数据/gf/Entity_Recording_2025_09_26_10_18_49_vehicle.csv,6ee51bd1c9b8e8386372885e569d42d78b31b4e7c26984fe3b746e99da155494,1.0,1.0,0.1886707842350006
vehicle_instability_allraw__gf__2025_09_26_10_18_49__000149295__pre1_label2_event_trigger,vehicle_instability_allraw__gf__2025_09_26_10_18_49__000149295,gf,2025_09_26_10_18_49,149.295,,pre1_label2_event_trigger,-1.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,extreme_active,straight,1,-0.00729802,79.28,100.0,auto_accept_instability_high,hybrid_accept_high,原始车辆数据/gf/Entity_Recording_2025_09_26_10_18_49_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gf\Entity_Recording_2025_09_26_10_18_49_vehicle.csv,6ee51bd1c9b8e8386372885e569d42d78b31b4e7c26984fe3b746e99da155494,29859,149.295,167.33,18.035,train,val,train,train,115,原始车辆数据/gf/Entity_Recording_2025_09_26_10_18_49_vehicle.csv,6ee51bd1c9b8e8386372885e569d42d78b31b4e7c26984fe3b746e99da155494,1.0,1.0,-0.44767776131629944
vehicle_instability_allraw__gf__2025_09_26_10_18_49__000210870__pre1_label2_event_trigger,vehicle_instability_allraw__gf__2025_09_26_10_18_49__000210870,gf,2025_09_26_10_18_49,210.87,,pre1_label2_event_trigger,-1.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,strong_active,straight,0,-0.0,71.45,100.0,auto_accept_instability_medium,hybrid_accept_high,原始车辆数据/gf/Entity_Recording_2025_09_26_10_18_49_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gf\Entity_Recording_2025_09_26_10_18_49_vehicle.csv,6ee51bd1c9b8e8386372885e569d42d78b31b4e7c26984fe3b746e99da155494,42174,210.87,220.02,9.15,train,train,train,train,116,原始车辆数据/gf/Entity_Recording_2025_09_26_10_18_49_vehicle.csv,6ee51bd1c9b8e8386372885e569d42d78b31b4e7c26984fe3b746e99da155494,1.0,1.0,-0.419054239988327
vehicle_instability_allraw__gf__2025_09_26_10_18_49__000233845__pre1_label2_event_trigger,vehicle_instability_allraw__gf__2025_09_26_10_18_49__000233845,gf,2025_09_26_10_18_49,233.845,,pre1_label2_event_trigger,-1.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,strong_active,straight,0,0.0,74.41,100.0,auto_accept_instability_medium,hybrid_accept_high,原始车辆数据/gf/Entity_Recording_2025_09_26_10_18_49_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gf\Entity_Recording_2025_09_26_10_18_49_vehicle.csv,6ee51bd1c9b8e8386372885e569d42d78b31b4e7c26984fe3b746e99da155494,46769,233.845,242.35,8.505,train,train,train,train,117,原始车辆数据/gf/Entity_Recording_2025_09_26_10_18_49_vehicle.csv,6ee51bd1c9b8e8386372885e569d42d78b31b4e7c26984fe3b746e99da155494,1.0,1.0,-0.41975200176239014
vehicle_instability_allraw__gf__2025_09_26_10_18_49__000289385__pre1_label2_event_trigger,vehicle_instability_allraw__gf__2025_09_26_10_18_49__000289385,gf,2025_09_26_10_18_49,289.385,,pre1_label2_event_trigger,-1.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,strong_active,curve,0,0.0,77.03,100.0,auto_accept_instability_high,hybrid_accept_high,原始车辆数据/gf/Entity_Recording_2025_09_26_10_18_49_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gf\Entity_Recording_2025_09_26_10_18_49_vehicle.csv,6ee51bd1c9b8e8386372885e569d42d78b31b4e7c26984fe3b746e99da155494,57877,289.385,313.965,24.58,train,test,train,train,118,原始车辆数据/gf/Entity_Recording_2025_09_26_10_18_49_vehicle.csv,6ee51bd1c9b8e8386372885e569d42d78b31b4e7c26984fe3b746e99da155494,1.0,1.0,0.18011799454689026
vehicle_instability_allraw__gf__2025_09_26_10_18_49__000342355__pre1_label2_event_trigger,vehicle_instability_allraw__gf__2025_09_26_10_18_49__000342355,gf,2025_09_26_10_18_49,342.355,,pre1_label2_event_trigger,-1.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,strong_active,straight,1,-0.00049602,60.37,94.73,auto_accept_instability_medium,hybrid_accept_high,原始车辆数据/gf/Entity_Recording_2025_09_26_10_18_49_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gf\Entity_Recording_2025_09_26_10_18_49_vehicle.csv,6ee51bd1c9b8e8386372885e569d42d78b31b4e7c26984fe3b746e99da155494,68471,342.355,347.155,4.8,train,train,train,train,119,原始车辆数据/gf/Entity_Recording_2025_09_26_10_18_49_vehicle.csv,6ee51bd1c9b8e8386372885e569d42d78b31b4e7c26984fe3b746e99da155494,1.0,1.0,-0.3462730050086975
vehicle_instability_allraw__gf__2025_09_26_10_18_49__000439375__pre1_label2_event_trigger,vehicle_instability_allraw__gf__2025_09_26_10_18_49__000439375,gf,2025_09_26_10_18_49,439.375,,pre1_label2_event_trigger,-1.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,strong_active,straight,0,0.0,54.04,83.39,needs_human_review,hybrid_accept_high,原始车辆数据/gf/Entity_Recording_2025_09_26_10_18_49_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gf\Entity_Recording_2025_09_26_10_18_49_vehicle.csv,6ee51bd1c9b8e8386372885e569d42d78b31b4e7c26984fe3b746e99da155494,87875,439.375,447.12,7.745,train,val,train,train,120,原始车辆数据/gf/Entity_Recording_2025_09_26_10_18_49_vehicle.csv,6ee51bd1c9b8e8386372885e569d42d78b31b4e7c26984fe3b746e99da155494,1.0,1.0,-0.4806640148162842
vehicle_instability_allraw__gf__2025_09_26_10_30_12__000062355__pre1_label2_event_trigger,vehicle_instability_allraw__gf__2025_09_26_10_30_12__000062355,gf,2025_09_26_10_30_12,62.355,,pre1_label2_event_trigger,-1.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,extreme_active,straight,0,0.0,63.95,100.0,auto_accept_instability_medium,hybrid_accept_high,原始车辆数据/gf/Entity_Recording_2025_09_26_10_30_12_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gf\Entity_Recording_2025_09_26_10_30_12_vehicle.csv,aa606fb1ecf71feef1f564dd422c382295247b323dd5beda17fc393f502341b6,12471,62.355,71.505,9.15,test,val,test,train,121,原始车辆数据/gf/Entity_Recording_2025_09_26_10_30_12_vehicle.csv,aa606fb1ecf71feef1f564dd422c382295247b323dd5beda17fc393f502341b6,1.0,1.0,-0.33911699056625366
vehicle_instability_allraw__gf__2025_09_26_10_30_12__000132045__pre1_label2_event_trigger,vehicle_instability_allraw__gf__2025_09_26_10_30_12__000132045,gf,2025_09_26_10_30_12,132.045,,pre1_label2_event_trigger,-1.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,weak,straight,1,0.00700412,74.13,88.63,auto_accept_instability_medium,hybrid_accept_high,原始车辆数据/gf/Entity_Recording_2025_09_26_10_30_12_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gf\Entity_Recording_2025_09_26_10_30_12_vehicle.csv,aa606fb1ecf71feef1f564dd422c382295247b323dd5beda17fc393f502341b6,26409,132.045,135.415,3.37,test,train,test,train,122,原始车辆数据/gf/Entity_Recording_2025_09_26_10_30_12_vehicle.csv,aa606fb1ecf71feef1f564dd422c382295247b323dd5beda17fc393f502341b6,1.0,1.0,-0.41521409153938293
vehicle_instability_allraw__gf__2025_09_26_10_30_12__000138490__pre1_label2_event_trigger,vehicle_instability_allraw__gf__2025_09_26_10_30_12__000138490,gf,2025_09_26_10_30_12,138.49,,pre1_label2_event_trigger,-1.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,extreme_active,curve,1,-0.00729802,94.85,100.0,auto_accept_instability_high,hybrid_accept_high,原始车辆数据/gf/Entity_Recording_2025_09_26_10_30_12_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gf\Entity_Recording_2025_09_26_10_30_12_vehicle.csv,aa606fb1ecf71feef1f564dd422c382295247b323dd5beda17fc393f502341b6,27698,138.49,157.98,19.49,test,train,test,train,123,原始车辆数据/gf/Entity_Recording_2025_09_26_10_30_12_vehicle.csv,aa606fb1ecf71feef1f564dd422c382295247b323dd5beda17fc393f502341b6,1.0,1.0,-0.48485198616981506
