event_uid,subject,session_stamp,default_split,session_level_split,subject_level_split,event_type,event_level,road_type_anchor,road_design_risk_class,event_end_rel_s,event_duration_s,peak2_abs,peak2_time_s,tail2_abs,tail2_over_peak,peak2_near_end,tail2_unsettled,label2_response_unsettled,event_exceeds_2s_label,peak3_abs,peak3_time_s,tail3_abs,tail3_over_peak,peak3_near_end,tail3_unsettled,label3_response_unsettled,event_exceeds_3s_label,post2_range_abs,post2_change_from_2s_abs,post2_substantial_change,peak_after_2s_in_3s_label,peak_gain_after_2s_abs,peak_gain_after_2s_ratio,old_2s_may_miss_future_peak,old_2s_may_miss_future_change,label_window_2s_needs_review,label3_still_needs_review,recommended_window_policy,recurrence_rank,primary_attribution,mean_sample_rmse,vehicle_only_structure_gap,label_window_may_be_short,consensus_reversal_failure,figure_png,top_recurrent_bad_event,response_task_class,response_task_track,include_instant2s_core_candidate,include_response3s_candidate,include_response3s_strict_core,requires_manual_window_or_anchor_review,requires_long_event_split_review,recommended_training_action,response_task_class_cn,do_not_claim_complete_response_without_review,stage3_main_recommendation_cn
vehicle_instability_allraw__gzj__2025_09_27_12_28_14__000308055,gzj,2025_09_27_12_28_14,train,train,test,instability_ay_roll,extreme_active,straight,design_regular_road,313.6,5.545,1.182286024093628,1.5149999856948853,0.8103560209274292,0.6854145311822237,False,True,True,True,1.182286024093628,1.5149999856948853,0.1057664975523948,0.0894593147487117,False,False,False,True,0.8969245329499245,0.7045895233750343,True,False,0.0,0.0,False,True,True,False,use_3s_label_or_split_continuing_response,,,,,,,,False,switch_to_3s_continuing_response_core,B_response3s_core_candidate,False,True,True,False,False,prefer 3s response-coverage label; rerun vehicle-only baseline before model escalation,2秒后仍有明显变化，优先转为3秒响应覆盖候选,False,优先转入3秒响应覆盖候选，重跑车辆-only基线后再决定是否继续。
vehicle_instability_allraw__gzj__2025_09_27_12_28_14__000331425,gzj,2025_09_27_12_28_14,train,train,test,instability_ay_roll,medium_active,straight,design_regular_road,351.28,19.855,0.7159343957901001,1.2300000190734863,0.071208581328392,0.0994624392222512,False,False,False,True,0.7747515439987183,2.414999961853028,0.175405204296112,0.2264018776791263,False,False,False,True,0.7035429626703262,0.7035429626703262,True,True,0.0588171482086181,0.0759174327101637,False,True,True,False,use_3s_label_or_split_continuing_response,,,,,,,,False,switch_to_3s_continuing_response_core,B_response3s_core_candidate,False,True,True,False,False,prefer 3s response-coverage label; rerun vehicle-only baseline before model escalation,2秒后仍有明显变化，优先转为3秒响应覆盖候选,False,优先转入3秒响应覆盖候选，重跑车辆-only基线后再决定是否继续。
vehicle_instability_allraw__gzj__2025_09_27_12_28_14__000362825,gzj,2025_09_27_12_28_14,train,train,test,instability_ay_roll,strong_active,straight,design_curve_context,376.58,13.755,0.9089670181274414,1.25,0.2488849610090255,0.2738107720583221,False,False,False,True,0.9089670181274414,1.25,0.2267179936170578,0.2494237844670299,False,False,False,True,0.4386019855737686,0.4164350181818008,True,False,0.0,0.0,False,True,True,False,use_3s_label_or_split_continuing_response,,,,,,,,False,switch_to_3s_continuing_response_core,B_response3s_core_candidate,False,True,True,False,False,prefer 3s response-coverage label; rerun vehicle-only baseline before model escalation,2秒后仍有明显变化，优先转为3秒响应覆盖候选,False,优先转入3秒响应覆盖候选，重跑车辆-only基线后再决定是否继续。
vehicle_instability_allraw__gzj__2025_09_27_12_28_14__000388095,gzj,2025_09_27_12_28_14,train,train,test,instability_ay_roll,medium_active,straight,design_curve_context,389.765,1.67,0.7108719944953918,0.8899999856948853,0.2394589781761169,0.3368524573064598,False,True,True,True,0.7108719944953918,0.8899999856948853,0.2323030978441238,0.3267861157043087,False,True,True,True,0.0158828943967819,0.0087270140647888,False,False,0.0,0.0,False,False,True,True,review_continuous_event_or_longer_than_3s,,,,,,,,False,long_or_unsettled_review,D_long_event_or_unsettled_review,False,False,False,True,True,return to stage2 sample rules; consider splitting onset response and sustained control,3秒仍未稳定或长事件复杂，需回到样本规则复核/拆分,True,先回到阶段2复核或拆分长事件，不进入核心训练结论。
vehicle_instability_allraw__gzj__2025_09_27_12_28_14__000393180,gzj,2025_09_27_12_28_14,train,train,test,instability_ay_roll,extreme_active,straight,design_regular_road,401.48,8.3,0.2432990074157714,1.8049999475479128,0.2291619628667831,0.9418943599517868,True,False,True,True,1.5289089679718018,2.765000104904175,1.4639790058135986,0.9575318324907616,True,True,True,True,1.2997470051050186,1.2997470051050186,True,True,1.2856099605560305,0.8408675647062731,True,True,True,True,use_3s_or_longer_label_for_late_peak_review,,,,,,,,False,long_or_unsettled_review,D_long_event_or_unsettled_review,False,False,False,True,True,return to stage2 sample rules; consider splitting onset response and sustained control,3秒仍未稳定或长事件复杂，需回到样本规则复核/拆分,True,先回到阶段2复核或拆分长事件，不进入核心训练结论。
vehicle_instability_allraw__gzj__2025_09_27_12_28_14__000416905,gzj,2025_09_27_12_28_14,train,train,test,instability_ay_roll,extreme_active,straight,design_regular_road,432.835,15.93,1.2093379497528076,1.1950000524520874,0.9613289833068848,0.794921703650649,False,True,True,True,1.5833590030670166,2.265000104904175,1.0304419994354248,0.6507949223387911,False,True,True,True,2.6138010025024414,1.9917709827423096,True,True,0.374021053314209,0.2362199934378232,True,True,True,True,use_3s_or_longer_label_for_late_peak_review,,,,,,,,False,long_or_unsettled_review,D_long_event_or_unsettled_review,False,False,False,True,True,return to stage2 sample rules; consider splitting onset response and sustained control,3秒仍未稳定或长事件复杂，需回到样本规则复核/拆分,True,先回到阶段2复核或拆分长事件，不进入核心训练结论。
vehicle_instability_allraw__gzj__2025_09_27_12_28_14__000475005,gzj,2025_09_27_12_28_14,train,train,test,instability_ay_roll,strong_active,straight,design_regular_road,481.595,6.59,2.185153007507324,1.2000000476837158,1.1531389951705933,0.5277154465654635,False,True,True,True,2.185153007507324,1.2000000476837158,1.8334729671478271,0.8390593065331063,False,True,True,True,0.6915030479431152,0.6911540031433105,True,False,0.0,0.0,False,True,True,True,use_3s_label_or_split_continuing_response,,,,,,,,False,long_or_unsettled_review,D_long_event_or_unsettled_review,False,False,False,True,True,return to stage2 sample rules; consider splitting onset response and sustained control,3秒仍未稳定或长事件复杂，需回到样本规则复核/拆分,True,先回到阶段2复核或拆分长事件，不进入核心训练结论。
vehicle_instability_allraw__gzj__2025_09_27_12_28_14__000486975,gzj,2025_09_27_12_28_14,train,train,test,instability_ay_roll,extreme_active,straight,design_regular_road,516.345,29.37,0.406138002872467,1.7100000381469729,0.300370991230011,0.7395786385553573,False,True,True,True,1.220686912536621,2.684999942779541,1.098510980606079,0.8999121472707059,True,True,True,True,1.521057903766632,1.521057903766632,True,True,0.814548909664154,0.6672873292067161,True,True,True,True,use_3s_or_longer_label_for_late_peak_review,,,,,,,,False,long_or_unsettled_review,D_long_event_or_unsettled_review,False,False,False,True,True,return to stage2 sample rules; consider splitting onset response and sustained control,3秒仍未稳定或长事件复杂，需回到样本规则复核/拆分,True,先回到阶段2复核或拆分长事件，不进入核心训练结论。
vehicle_instability_allraw__gzj__2025_09_27_12_28_14__000531015,gzj,2025_09_27_12_28_14,train,train,test,instability_ay_roll,strong_active,straight,design_high_risk_surface,559.415,28.4,0.735306978225708,1.149999976158142,0.448199987411499,0.6095413217660511,False,True,True,True,0.735306978225708,1.149999976158142,0.4263840317726135,0.5798721410226189,False,True,True,True,0.8960520029067993,0.8960520029067993,True,False,0.0,0.0,False,True,True,True,use_3s_label_or_split_continuing_response,,,,,,,,False,long_or_unsettled_review,D_long_event_or_unsettled_review,False,False,False,True,True,return to stage2 sample rules; consider splitting onset response and sustained control,3秒仍未稳定或长事件复杂，需回到样本规则复核/拆分,True,先回到阶段2复核或拆分长事件，不进入核心训练结论。
vehicle_instability_allraw__gzj__2025_09_27_12_28_14__000562665,gzj,2025_09_27_12_28_14,train,train,test,instability_ay_roll,weak,curve,design_high_risk_surface,567.435,4.77,0.1947779804468155,0.1850000023841858,0.0104719996452331,0.0537637756650452,False,False,False,True,0.7672470211982727,2.6600000858306885,0.3651228547096252,0.4758869628967511,True,True,True,True,0.7777190208435059,0.7777190208435059,True,True,0.5724690407514572,0.7461339372258302,True,True,True,True,use_3s_or_longer_label_for_late_peak_review,,,,,,,,False,long_or_unsettled_review,D_long_event_or_unsettled_review,False,False,False,True,True,return to stage2 sample rules; consider splitting onset response and sustained control,3秒仍未稳定或长事件复杂，需回到样本规则复核/拆分,True,先回到阶段2复核或拆分长事件，不进入核心训练结论。
vehicle_instability_allraw__gzj__2025_09_27_12_28_14__000613925,gzj,2025_09_27_12_28_14,train,train,test,instability_ay_roll,extreme_active,straight,design_high_risk_surface,626.945,13.02,0.8019789457321167,1.375,0.4640827775001526,0.5786720212168377,False,True,True,True,1.984786033630371,2.5350000858306885,1.4856252670288086,0.7485065099493129,False,True,True,True,2.448868811130524,2.448868811130524,True,True,1.1828070878982544,0.5959368253588436,True,True,True,True,use_3s_or_longer_label_for_late_peak_review,,,,,,,,False,long_or_unsettled_review,D_long_event_or_unsettled_review,False,False,False,True,True,return to stage2 sample rules; consider splitting onset response and sustained control,3秒仍未稳定或长事件复杂，需回到样本规则复核/拆分,True,先回到阶段2复核或拆分长事件，不进入核心训练结论。
vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000034605,hzh,2025_09_26_20_50_27,test,test,test,instability_ay_roll,weak,straight,design_regular_road,41.775,7.17,0.5717697739601135,1.475000023841858,0.4778707921504974,0.8357748414029202,False,True,True,True,0.5717697739601135,1.475000023841858,0.1717419922351837,0.3003691346705647,False,False,False,True,0.3700077831745147,0.3061287999153137,True,False,0.0,0.0,False,True,True,False,use_3s_label_or_split_continuing_response,,,,,,,,False,switch_to_3s_continuing_response_core,B_response3s_core_candidate,False,True,True,False,False,prefer 3s response-coverage label; rerun vehicle-only baseline before model escalation,2秒后仍有明显变化，优先转为3秒响应覆盖候选,False,优先转入3秒响应覆盖候选，重跑车辆-only基线后再决定是否继续。
vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000061190,hzh,2025_09_26_20_50_27,test,test,test,instability_ay_roll,medium_active,straight,design_regular_road,70.88,9.69,0.9779080152511596,1.7400000095367432,0.8765040040016174,0.8963051640153514,False,True,True,True,0.9779080152511596,1.7400000095367432,0.6204642653465271,0.6344812146643168,False,True,True,True,0.3279477953910827,0.2560397386550903,True,False,0.0,0.0,False,True,True,True,use_3s_label_or_split_continuing_response,,,,,,,,False,long_or_unsettled_review,D_long_event_or_unsettled_review,False,False,False,True,True,return to stage2 sample rules; consider splitting onset response and sustained control,3秒仍未稳定或长事件复杂，需回到样本规则复核/拆分,True,先回到阶段2复核或拆分长事件，不进入核心训练结论。
vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000099655,hzh,2025_09_26_20_50_27,test,test,test,instability_ay_roll,strong_active,straight,design_regular_road,109.225,9.57,1.0023419857025146,1.465000033378601,0.3556976616382599,0.354866569206877,False,True,True,True,1.0023419857025146,1.465000033378601,0.5792739987373352,0.5779205171489824,False,True,True,True,0.2996726930141449,0.2235763370990753,False,False,0.0,0.0,False,False,True,True,review_continuous_event_or_longer_than_3s,,,,,,,,False,long_or_unsettled_review,D_long_event_or_unsettled_review,False,False,False,True,True,return to stage2 sample rules; consider splitting onset response and sustained control,3秒仍未稳定或长事件复杂，需回到样本规则复核/拆分,True,先回到阶段2复核或拆分长事件，不进入核心训练结论。
vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000128695,hzh,2025_09_26_20_50_27,test,test,test,instability_ay_roll,strong_active,straight,design_curve_context,137.015,8.32,1.2557679414749146,1.875,1.1976479291915894,0.953717553726477,True,True,True,True,1.2557679414749146,1.875,0.2874549925327301,0.2289077329009615,False,False,False,True,0.9101929366588593,0.9101929366588593,True,False,0.0,0.0,False,True,True,False,use_3s_label_or_split_continuing_response,,,,,,,,False,switch_to_3s_continuing_response_core,B_response3s_core_candidate,False,True,True,False,False,prefer 3s response-coverage label; rerun vehicle-only baseline before model escalation,2秒后仍有明显变化，优先转为3秒响应覆盖候选,False,优先转入3秒响应覆盖候选，重跑车辆-only基线后再决定是否继续。
vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000148635,hzh,2025_09_26_20_50_27,test,test,test,instability_ay_roll,extreme_active,straight,design_curve_context,168.98,20.345,1.3988850116729736,1.7450000047683716,1.339015007019043,0.9572016254700376,False,True,True,True,1.3988850116729736,1.7450000047683716,1.0819250345230105,0.7734195630769535,False,True,True,True,0.2570899724960327,0.2570899724960327,False,False,0.0,0.0,False,False,True,True,review_continuous_event_or_longer_than_3s,,,,,,,,False,long_or_unsettled_review,D_long_event_or_unsettled_review,False,False,False,True,True,return to stage2 sample rules; consider splitting onset response and sustained control,3秒仍未稳定或长事件复杂，需回到样本规则复核/拆分,True,先回到阶段2复核或拆分长事件，不进入核心训练结论。
vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000186415,hzh,2025_09_26_20_50_27,test,test,test,instability_ay_roll,medium_active,straight,design_regular_road,194.125,7.71,1.1744319200515747,1.5850000381469729,0.9405579566955566,0.8008620513773608,False,True,True,True,1.1744319200515747,1.5850000381469729,0.6201190948486328,0.5280162129971745,False,True,True,True,1.5622470378875732,1.5622470378875732,True,False,0.0,0.0,False,True,True,True,use_3s_label_or_split_continuing_response,,,,,,,,False,long_or_unsettled_review,D_long_event_or_unsettled_review,False,False,False,True,True,return to stage2 sample rules; consider splitting onset response and sustained control,3秒仍未稳定或长事件复杂，需回到样本规则复核/拆分,True,先回到阶段2复核或拆分长事件，不进入核心训练结论。
vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000198845,hzh,2025_09_26_20_50_27,test,test,test,instability_ay_roll,medium_active,straight,design_regular_road,207.705,8.86,1.0356780290603638,1.6449999809265137,0.6724749803543091,0.6493089179118952,False,True,True,True,1.0356780290603638,1.6449999809265137,0.6009169816970825,0.5802160177543542,False,True,True,True,0.3351029753684997,0.3351029753684997,True,False,0.0,0.0,False,True,True,True,use_3s_label_or_split_continuing_response,,,,,,,,False,long_or_unsettled_review,D_long_event_or_unsettled_review,False,False,False,True,True,return to stage2 sample rules; consider splitting onset response and sustained control,3秒仍未稳定或长事件复杂，需回到样本规则复核/拆分,True,先回到阶段2复核或拆分长事件，不进入核心训练结论。
vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000221605,hzh,2025_09_26_20_50_27,test,test,test,instability_ay_roll,strong_active,straight,design_special_event_segment,237.89,16.285,0.8745843768119812,1.1299999952316284,0.7300713658332825,0.8347637863078747,False,True,True,True,0.8918635845184326,2.6549999713897705,0.8253669142723083,0.9254407608961526,True,True,True,True,0.1617922186851501,0.1617922186851501,False,True,0.0172792077064514,0.0193742720371091,False,False,True,True,review_continuous_event_or_longer_than_3s,,,,,,,,False,long_or_unsettled_review,D_long_event_or_unsettled_review,False,False,False,True,True,return to stage2 sample rules; consider splitting onset response and sustained control,3秒仍未稳定或长事件复杂，需回到样本规则复核/拆分,True,先回到阶段2复核或拆分长事件，不进入核心训练结论。
vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000245880,hzh,2025_09_26_20_50_27,test,test,test,instability_roll_only,instability_medium,design_special_event_segment,design_special_event_segment,251.355,5.475,0.1583000421524047,1.350000023841858,0.152190089225769,0.9614027081511872,False,False,False,True,0.1583000421524047,1.350000023841858,0.1525400876998901,0.9636136897110288,False,False,False,True,0.0006999969482421,0.0006999969482421,False,False,0.0,0.0,False,False,False,False,two_second_label_probably_ok,,,,,,,,False,instant2s_core_clean,A_instant2s_core_and_3s_ok,True,True,True,False,False,can_use_for_instant2s_core; also safe as 3s simple-response candidate,2秒即时响应核心样本，2秒和3秒标签都相对稳定,False,可作为2秒即时响应核心候选，也可进入简单3秒响应候选。
vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000267185,hzh,2025_09_26_20_50_27,test,test,test,instability_roll_only,instability_medium,design_special_event_segment,design_special_event_segment,272.035,4.85,0.0129154026508331,2.0,0.0129154026508331,1.0,True,False,True,True,0.03333580493927,2.525000095367432,0.0001745000481605,0.0052346133077767,False,False,False,True,0.0331613048911094,0.0204204022884368,False,True,0.0204204022884368,0.6125666479521958,False,False,True,False,review_2s_tail_or_anchor,,,,,,,,False,manual_2s_tail_or_anchor_review,C_manual_2s_anchor_or_tail_review,False,True,False,True,False,review anchor/tail before using as core sample,2秒尾段或锚点需复核，暂不进核心训练,True,先复核锚点或尾段，不进入核心训练结论。
vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000337435,hzh,2025_09_26_20_50_27,test,test,test,instability_roll_only,extreme_active,straight,design_special_event_segment,339.525,2.09,3.1211791038513184,2.0,3.1211791038513184,1.0,True,True,True,True,4.153188228607178,2.990000009536743,4.153188228607178,1.0,True,True,True,True,1.0320091247558594,1.0320091247558594,True,True,1.0320091247558594,0.2484859986955024,True,True,True,True,use_3s_or_longer_label_for_late_peak_review,1.0,sample_rule_or_raw_signal_review,1.7488089084625245,True,True,True,F:/data_set_process/data_process/05_rebuild_from_raw_20260511/03_baselines/stage03_vehicle_instability_bad_event_curve_review_v0_1/figures/per_event/rank01_session_pre3_vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000337435.png,True,long_or_unsettled_review,D_long_event_or_unsettled_review,False,False,False,True,True,return to stage2 sample rules; consider splitting onset response and sustained control,3秒仍未稳定或长事件复杂，需回到样本规则复核/拆分,True,先回到阶段2复核或拆分长事件，不进入核心训练结论。
vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000374985,hzh,2025_09_26_20_50_27,test,test,test,instability_ay_roll,strong_active,straight,design_special_event_segment,380.265,5.28,0.8304280042648315,1.995000004768372,0.8304280042648315,1.0,True,True,True,True,0.9433499574661256,2.5,0.8962270021438599,0.9500472174198856,False,True,True,True,0.1129219532012939,0.1129219532012939,False,True,0.1129219532012939,0.1197031412442172,True,False,True,True,use_3s_or_longer_label_for_late_peak_review,,,,,,,,False,long_or_unsettled_review,D_long_event_or_unsettled_review,False,False,False,True,True,return to stage2 sample rules; consider splitting onset response and sustained control,3秒仍未稳定或长事件复杂，需回到样本规则复核/拆分,True,先回到阶段2复核或拆分长事件，不进入核心训练结论。
vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000394695,hzh,2025_09_26_20_50_27,test,test,test,instability_ay_roll,medium_active,straight,design_regular_road,398.245,3.55,0.3265500664710998,2.0,0.3265500664710998,1.0,True,True,True,True,0.9274680018424988,2.6600000858306885,0.6286680102348328,0.6778325602456657,True,True,True,True,0.6009179353713989,0.6009179353713989,True,True,0.6009179353713989,0.6479123098345402,True,True,True,True,use_3s_or_longer_label_for_late_peak_review,,,,,,,,False,long_or_unsettled_review,D_long_event_or_unsettled_review,False,False,False,True,True,return to stage2 sample rules; consider splitting onset response and sustained control,3秒仍未稳定或长事件复杂，需回到样本规则复核/拆分,True,先回到阶段2复核或拆分长事件，不进入核心训练结论。
vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000405010,hzh,2025_09_26_20_50_27,test,test,test,instability_ay_roll,medium_active,straight,design_regular_road,431.005,25.995,0.6754416227340698,2.0,0.6754416227340698,1.0,True,True,True,True,0.7492685914039612,2.200000047683716,0.6808515787124634,0.9086882681638908,False,True,True,True,0.1186819672584533,0.0738269686698913,False,True,0.0738269686698913,0.0985320478088587,False,False,True,True,review_continuous_event_or_longer_than_3s,,,,,,,,False,long_or_unsettled_review,D_long_event_or_unsettled_review,False,False,False,True,True,return to stage2 sample rules; consider splitting onset response and sustained control,3秒仍未稳定或长事件复杂，需回到样本规则复核/拆分,True,先回到阶段2复核或拆分长事件，不进入核心训练结论。
vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000449755,hzh,2025_09_26_20_50_27,test,test,test,instability_ay_only,instability_medium,design_curve_context,design_curve_context,450.61,0.855,0.4405207931995392,1.9900000095367432,0.4405207931995392,1.0,True,True,True,True,0.5295326113700867,2.75,0.5270891189575195,0.9953855676494692,True,True,True,True,0.0890118181705474,0.0890118181705474,False,True,0.0890118181705474,0.1680950639475115,True,False,True,True,use_3s_or_longer_label_for_late_peak_review,,,,,,,,False,long_or_unsettled_review,D_long_event_or_unsettled_review,False,False,False,True,True,return to stage2 sample rules; consider splitting onset response and sustained control,3秒仍未稳定或长事件复杂，需回到样本规则复核/拆分,True,先回到阶段2复核或拆分长事件，不进入核心训练结论。
vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000455695,hzh,2025_09_26_20_50_27,test,test,test,instability_ay_roll,instability_medium,design_curve_context,design_curve_context,459.85,4.155,0.3176489770412445,2.0,0.3176489770412445,1.0,True,True,True,True,0.563392162322998,3.0,0.563392162322998,1.0,True,True,True,True,0.2457431852817535,0.2457431852817535,False,True,0.2457431852817535,0.4361849555529788,True,False,True,True,use_3s_or_longer_label_for_late_peak_review,,,,,,,,False,long_or_unsettled_review,D_long_event_or_unsettled_review,False,False,False,True,True,return to stage2 sample rules; consider splitting onset response and sustained control,3秒仍未稳定或长事件复杂，需回到样本规则复核/拆分,True,先回到阶段2复核或拆分长事件，不进入核心训练结论。
vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000474655,hzh,2025_09_26_20_50_27,test,test,test,instability_ay_roll,medium_active,straight,design_curve_context,481.295,6.64,0.646818995475769,1.4600000381469729,0.6131349802017212,0.9479235837078788,False,True,True,True,0.646818995475769,1.4600000381469729,0.411548912525177,0.6362659652913585,False,True,True,True,0.2146760821342468,0.2015860676765442,False,False,0.0,0.0,False,False,True,True,review_continuous_event_or_longer_than_3s,,,,,,,,False,long_or_unsettled_review,D_long_event_or_unsettled_review,False,False,False,True,True,return to stage2 sample rules; consider splitting onset response and sustained control,3秒仍未稳定或长事件复杂，需回到样本规则复核/拆分,True,先回到阶段2复核或拆分长事件，不进入核心训练结论。
vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000579225,hzh,2025_09_26_20_50_27,test,test,test,instability_ay_roll,weak,straight,design_high_risk_surface,591.585,12.36,0.958011031150818,2.0,0.958011031150818,1.0,True,True,True,True,0.9815729856491088,2.299999952316284,0.8597489595413208,0.8758889783145096,False,True,True,True,0.121824026107788,0.098262071609497,False,True,0.023561954498291,0.0240042817424418,False,False,True,True,review_continuous_event_or_longer_than_3s,,,,,,,,False,long_or_unsettled_review,D_long_event_or_unsettled_review,False,False,False,True,True,return to stage2 sample rules; consider splitting onset response and sustained control,3秒仍未稳定或长事件复杂，需回到样本规则复核/拆分,True,先回到阶段2复核或拆分长事件，不进入核心训练结论。
vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000599030,hzh,2025_09_26_20_50_27,test,test,test,instability_ay_roll,instability_medium,design_high_risk_surface,design_high_risk_surface,602.39,3.36,0.1905902922153473,2.0,0.1905902922153473,1.0,True,False,True,True,0.2162459939718246,3.0,0.2162459939718246,1.0,True,False,True,True,0.4068362861871719,0.4068362861871719,False,True,0.0256557017564773,0.1186412810949927,False,False,True,True,review_continuous_event_or_longer_than_3s,,,,,,,,False,long_or_unsettled_review,D_long_event_or_unsettled_review,False,False,False,True,True,return to stage2 sample rules; consider splitting onset response and sustained control,3秒仍未稳定或长事件复杂，需回到样本规则复核/拆分,True,先回到阶段2复核或拆分长事件，不进入核心训练结论。
vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000610365,hzh,2025_09_26_20_50_27,test,test,test,instability_ay_roll,weak,curve,design_high_risk_surface,612.305,1.94,0.3619828224182129,0.5299999713897705,0.1078596487641334,0.2979689700289673,False,False,False,True,0.3619828224182129,0.5299999713897705,0.3155541718006134,0.8717379727926463,False,True,True,True,0.2141525372862815,0.2141525372862815,False,False,0.0,0.0,False,False,False,True,review_continuous_event_or_longer_than_3s,,,,,,,,False,instant2s_ok_but_long_event_context,A_instant2s_only_with_long_event_flag,True,False,False,True,False,can_use_for_2s_instant_response; do not use as complete-response claim without review,2秒即时响应可用，但完整响应/长事件仍需复核,True,可作为2秒即时响应候选，但完整响应需要长事件复核。
vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000616100,hzh,2025_09_26_20_50_27,test,test,test,instability_ay_roll,instability_extreme,design_high_risk_surface,design_high_risk_surface,641.1,25.0,0.1055919975042343,1.2100000381469729,0.1000069975852966,0.947107734952038,False,False,False,True,0.2094389945268631,2.859999895095825,0.2062980085611343,0.9850028597930176,True,False,True,True,0.1094319969415664,0.1094319969415664,False,True,0.1038469970226287,0.4958341079569552,False,False,False,True,review_continuous_event_or_longer_than_3s,,,,,,,,False,instant2s_ok_but_long_event_context,A_instant2s_only_with_long_event_flag,True,False,False,True,False,can_use_for_2s_instant_response; do not use as complete-response claim without review,2秒即时响应可用，但完整响应/长事件仍需复核,True,可作为2秒即时响应候选，但完整响应需要长事件复核。
vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000645790,hzh,2025_09_26_20_50_27,test,test,test,instability_ay_roll,medium_active,straight,design_high_risk_surface,653.88,8.09,0.6035345792770386,2.0,0.6035345792770386,1.0,True,True,True,True,0.9705779552459716,3.0,0.9705779552459716,1.0,True,True,True,True,0.3670433759689331,0.3670433759689331,True,True,0.3670433759689331,0.3781699079245149,True,True,True,True,use_3s_or_longer_label_for_late_peak_review,,,,,,,,False,long_or_unsettled_review,D_long_event_or_unsettled_review,False,False,False,True,True,return to stage2 sample rules; consider splitting onset response and sustained control,3秒仍未稳定或长事件复杂，需回到样本规则复核/拆分,True,先回到阶段2复核或拆分长事件，不进入核心训练结论。
vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000681250,hzh,2025_09_26_20_50_27,test,test,test,instability_ay_roll,medium_active,straight,design_high_risk_surface,686.355,5.105,0.969879984855652,0.9049999713897704,0.7162833213806152,0.7385277895875131,False,True,True,True,0.969879984855652,0.9049999713897704,0.1480040103197097,0.1526003347122761,False,False,False,True,0.7180283218622208,0.7180283218622208,True,False,0.0,0.0,False,True,True,False,use_3s_label_or_split_continuing_response,,,,,,,,False,switch_to_3s_continuing_response_core,B_response3s_core_candidate,False,True,True,False,False,prefer 3s response-coverage label; rerun vehicle-only baseline before model escalation,2秒后仍有明显变化，优先转为3秒响应覆盖候选,False,优先转入3秒响应覆盖候选，重跑车辆-only基线后再决定是否继续。
vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000691675,hzh,2025_09_26_20_50_27,test,test,test,instability_ay_roll,weak,curve,design_high_risk_surface,693.645,1.97,0.5338959693908691,1.3600000143051147,0.3972367644309997,0.7440340201185894,False,True,True,True,0.5338959693908691,1.3600000143051147,0.2467890083789825,0.4622417521910649,False,True,True,True,0.1504477560520172,0.1504477560520172,False,False,0.0,0.0,False,False,True,True,review_continuous_event_or_longer_than_3s,,,,,,,,False,long_or_unsettled_review,D_long_event_or_unsettled_review,False,False,False,True,True,return to stage2 sample rules; consider splitting onset response and sustained control,3秒仍未稳定或长事件复杂，需回到样本规则复核/拆分,True,先回到阶段2复核或拆分长事件，不进入核心训练结论。
vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000701035,hzh,2025_09_26_20_50_27,test,test,test,instability_ay_roll,strong_active,curve,design_high_risk_surface,715.35,14.315,1.198164939880371,1.9900000095367432,1.198164939880371,1.0,True,True,True,True,1.7695850133895874,2.990000009536743,1.7695850133895874,1.0,True,True,True,True,0.5714200735092163,0.5714200735092163,True,True,0.5714200735092163,0.3229119082641179,True,True,True,True,use_3s_or_longer_label_for_late_peak_review,,,,,,,,False,long_or_unsettled_review,D_long_event_or_unsettled_review,False,False,False,True,True,return to stage2 sample rules; consider splitting onset response and sustained control,3秒仍未稳定或长事件复杂，需回到样本规则复核/拆分,True,先回到阶段2复核或拆分长事件，不进入核心训练结论。
