episode_uid,new_rule_auto_label,new_rule_reason_cn,v0_3_category_cn,condition_context_cn,condition_level,condition_score_peak,body_attitude_score_simple,peak_abs_ay_window,peak_abs_yaw_rate_window,peak_abs_roll_rate_window,peak_abs_roll_window,steer_response_strength,steer_delta_prepost,response_shape,coordinate_continuity_ok,window_complete,subject,session_stamp,t_condition_anchor,nearest_old_road_module,vehicle_raw_absolute_path
V03_lx_2025_09_26_09_06_38_0000,KEEP_DELAYED,车身姿态/横向动态强，但方向盘响应延迟或不明显,延迟或无明显转向响应,低附着,strong,6.248985557365774,9.731281483333333,0.547872,0.0438135,1.00174,0.0843845,none,1.350536,weak_or_no_clear_steer,True,True,lx,2025_09_26_09_06_38,6.155,middle_section,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\lx\Entity_Recording_2025_09_26_09_06_38_vehicle.csv
V03_hzh_2025_09_26_21_03_19_0000,KEEP_DELAYED,车身姿态/横向动态强，但方向盘响应延迟或不明显,延迟或无明显转向响应,低附着,strong,5.445160366188931,9.698212483333334,0.545137,0.0336841,1.00231,0.0854545,none,0.4953243,weak_or_no_clear_steer,True,True,hzh,2025_09_26_21_03_19,5.541,middle_section,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_26_21_03_19_vehicle.csv
V03_byx_2025_09_28_17_25_18_0011,KEEP_WEAK_CONSERVATIVE,车身姿态/横向动态强，但方向盘幅度不大，符合保守/弱响应,弱响应/保守响应,低附着,extreme,8.868960266318918,26.927147166666668,5.04404,0.544172,2.40302,0.253785,none,-0.1151899999999996,weak_or_no_clear_steer,True,True,byx,2025_09_28_17_25_18,276.809,fix_road,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_25_18_vehicle.csv
V03_lxy_2025_09_28_17_55_52_0013,KEEP_WEAK_CONSERVATIVE,车身姿态/横向动态强，但方向盘幅度不大，符合保守/弱响应,弱响应/保守响应,低附着,extreme,9.69908963847189,25.691507,3.43986,0.197217,2.24697,0.423416,none,-1.0379499999999997,weak_or_no_clear_steer,True,True,lxy,2025_09_28_17_55_52,255.585,middle_section,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\lxy\Entity_Recording_2025_09_28_17_55_52_vehicle.csv
V03_byx_2025_09_28_17_25_18_0002,KEEP_WEAK_CONSERVATIVE,车身姿态/横向动态强，但方向盘幅度不大，符合保守/弱响应,弱响应/保守响应,低附着,extreme,7.094310579144001,24.254205833333337,5.73925,0.355392,2.04694,0.341725,none,0.1071600000000001,weak_or_no_clear_steer,True,True,byx,2025_09_28_17_25_18,68.035,middle_section,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_25_18_vehicle.csv
V03_rjy_2025_09_28_20_15_42_0008,KEEP_WEAK_CONSERVATIVE,车身姿态/横向动态强，但方向盘幅度不大，符合保守/弱响应,弱响应/保守响应,低附着,strong,6.448195870346658,23.836228833333333,2.16974,0.141832,2.28061,0.295043,none,-0.8472750000000002,return,True,True,rjy,2025_09_28_20_15_42,243.37,fix_road,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\rjy\Entity_Recording_2025_09_28_20_15_42_vehicle.csv
V03_zx_2025_09_27_17_45_11_0019,KEEP_WEAK_CONSERVATIVE,车身姿态/横向动态强，但方向盘幅度不大，符合保守/弱响应,弱响应/保守响应,低附着,extreme,9.331078815023956,23.54195416666667,13.5545,1.0232,1.57508,0.207151,none,0.1576949999999999,weak_or_no_clear_steer,True,True,zx,2025_09_27_17_45_11,471.753,differentmu_road,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zx\Entity_Recording_2025_09_27_17_45_11_vehicle.csv
V03_zx_2025_09_27_18_07_01_0006,KEEP_WEAK_CONSERVATIVE,车身姿态/横向动态强，但方向盘幅度不大，符合保守/弱响应,弱响应/保守响应,低附着,extreme,10.955613148517967,23.416022666666667,4.36128,1.10079,1.73657,0.205472,none,-0.2846600000000001,sustained_same_side,True,True,zx,2025_09_27_18_07_01,150.1,curve1,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zx\Entity_Recording_2025_09_27_18_07_01_vehicle.csv
V03_zx_2025_09_27_18_17_48_0015,KEEP_WEAK_CONSERVATIVE,车身姿态/横向动态强，但方向盘幅度不大，符合保守/弱响应,弱响应/保守响应,低附着,extreme,7.604950309137155,23.006660000000004,2.9181,0.212698,1.98387,0.386184,weak,0.4550069,weak_or_no_clear_steer,True,True,zx,2025_09_27_18_17_48,331.58,curve2,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zx\Entity_Recording_2025_09_27_18_17_48_vehicle.csv
V03_zx_2025_09_27_16_32_00_0005,KEEP_WEAK_CONSERVATIVE,车身姿态/横向动态强，但方向盘幅度不大，符合保守/弱响应,弱响应/保守响应,低附着,extreme,7.321893480049948,21.968197333333332,2.62892,0.221146,1.94464,0.330508,weak,-0.7171559999999999,countersteer,True,True,zx,2025_09_27_16_32_00,122.096,middle_section,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zx\Entity_Recording_2025_09_27_16_32_00_vehicle.csv
V03_txj_2025_09_27_09_06_19_0010,KEEP_WEAK_CONSERVATIVE,车身姿态/横向动态强，但方向盘幅度不大，符合保守/弱响应,弱响应/保守响应,低附着,extreme,7.525819374026163,20.746366833333333,3.86488,0.343574,1.82284,0.245215,none,0.3162600000000002,sustained_same_side,True,True,txj,2025_09_27_09_06_19,189.405,middle_section,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\txj\Entity_Recording_2025_09_27_09_06_19_vehicle.csv
V03_hzh_2025_09_26_21_03_19_0012,KEEP_WEAK_CONSERVATIVE,车身姿态/横向动态强，但方向盘幅度不大，符合保守/弱响应,弱响应/保守响应,弯道/曲率,extreme,10.071188071281007,17.274263333333334,13.22,0.416661,1.35016,0.10365,none,1.4430397,weak_or_no_clear_steer,True,True,hzh,2025_09_26_21_03_19,284.066,middle_section,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_26_21_03_19_vehicle.csv
V03_hzh_2025_09_26_21_03_19_0021,KEEP_WEAK_CONSERVATIVE,车身姿态/横向动态强，但方向盘幅度不大，符合保守/弱响应,弱响应/保守响应,弯道/曲率,extreme,9.49708495883676,17.095928333333333,10.6339,0.318748,1.32268,0.188246,weak,0.5371254999999999,return,True,True,hzh,2025_09_26_21_03_19,472.746,differentmu_road,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_26_21_03_19_vehicle.csv
V03_tyy_2025_09_28_14_44_09_0018,KEEP_WEAK_CONSERVATIVE,车身姿态/横向动态强，但方向盘幅度不大，符合保守/弱响应,弱响应/保守响应,横滚/姿态,strong,5.01993933216102,16.772028,3.36514,0.111605,1.41054,0.302918,none,0.146783,weak_or_no_clear_steer,True,True,tyy,2025_09_28_14_44_09,554.621,curve1,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\tyy\Entity_Recording_2025_09_28_14_44_09_vehicle.csv
V03_gzj_2025_09_27_12_28_14_0023,KEEP_WEAK_CONSERVATIVE,车身姿态/横向动态强，但方向盘幅度不大，符合保守/弱响应,弱响应/保守响应,弯道/曲率,extreme,10.21717707268206,12.660769833333335,7.60432,0.370652,0.910996,0.135601,weak,0.588525,countersteer,True,True,gzj,2025_09_27_12_28_14,614.645,differentmu_road,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gzj\Entity_Recording_2025_09_27_12_28_14_vehicle.csv
V03_zx_2025_09_27_17_45_11_0005,KEEP_WEAK_CONSERVATIVE,车身姿态/横向动态强，但方向盘幅度不大，符合保守/弱响应,弱响应/保守响应,弯道/曲率,extreme,7.7874166320151454,12.296800833333332,3.77215,0.373785,0.677746,0.322045,none,0.0773199999999998,weak_or_no_clear_steer,True,True,zx,2025_09_27_17_45_11,158.395,curve1,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zx\Entity_Recording_2025_09_27_17_45_11_vehicle.csv
V03_tyy_2025_09_28_14_44_09_0014,KEEP_WEAK_CONSERVATIVE,车身姿态/横向动态强，但方向盘幅度不大，符合保守/弱响应,弱响应/保守响应,横滚/姿态,strong,5.167738993714003,10.706245166666667,1.85143,0.087046,0.624878,0.375473,none,-0.2209582,weak_or_no_clear_steer,True,True,tyy,2025_09_28_14_44_09,488.68,curve1,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\tyy\Entity_Recording_2025_09_28_14_44_09_vehicle.csv
V03_txj_2025_09_27_08_53_44_0011,KEEP_WEAK_CONSERVATIVE,车身姿态/横向动态强，但方向盘幅度不大，符合保守/弱响应,弱响应/保守响应,低附着,strong,5.6748894560388,9.162464083333335,1.07101,0.226296,0.84313,0.0632559,none,-0.1335199999999998,weak_or_no_clear_steer,True,True,txj,2025_09_27_08_53_44,229.162,middle_section,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\txj\Entity_Recording_2025_09_27_08_53_44_vehicle.csv
V03_byx_2025_09_28_17_46_00_0020,KEEP_WEAK_CONSERVATIVE,车身姿态/横向动态强，但方向盘幅度不大，符合保守/弱响应,弱响应/保守响应,低附着,extreme,8.776728742177433,8.903546333333333,6.31189,0.491639,0.488665,0.0888612,weak,0.450993,return,True,True,byx,2025_09_28_17_46_00,369.365,middle_section,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_46_00_vehicle.csv
V03_hzh_2025_09_27_19_22_27_0024,KEEP_WEAK_CONSERVATIVE,车身姿态/横向动态强，但方向盘幅度不大，符合保守/弱响应,弱响应/保守响应,弯道/曲率,extreme,11.212272648655102,8.803452166666666,3.51984,0.125671,0.703889,0.128431,none,-0.546114,weak_or_no_clear_steer,True,True,hzh,2025_09_27_19_22_27,559.74,differentmu_road,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_27_19_22_27_vehicle.csv
V03_yyl_2025_09_28_09_39_01_0023,KEEP_WEAK_CONSERVATIVE,车身姿态/横向动态强，但方向盘幅度不大，符合保守/弱响应,弱响应/保守响应,弯道/曲率,extreme,11.252983630353516,8.798942166666667,3.80024,0.153673,0.675062,0.131601,none,-0.482234,weak_or_no_clear_steer,True,True,yyl,2025_09_28_09_39_01,553.988,differentmu_road,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\yyl\Entity_Recording_2025_09_28_09_39_01_vehicle.csv
V03_tyy_2025_09_28_14_44_09_0013,KEEP_WEAK_CONSERVATIVE,车身姿态/横向动态强，但方向盘幅度不大，符合保守/弱响应,弱响应/保守响应,弯道/曲率,strong,6.396297125499281,8.436784833333334,4.05157,0.160313,0.678067,0.0939478,none,-0.7965659999999999,return,True,True,tyy,2025_09_28_14_44_09,473.435,curve1,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\tyy\Entity_Recording_2025_09_28_14_44_09_vehicle.csv
V03_zt_2025_09_28_11_20_08_0015,KEEP_DELAYED_WEAK,中等车身动态，响应延迟或不明显，可保留为延迟/弱极限样本,弱响应/保守响应,低附着,extreme,8.245745303430834,3.080418,3.99059,0.157076,0.096627,0.0553356,weak,-0.493405,countersteer,True,True,zt,2025_09_28_11_20_08,337.737,curve2,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zt\Entity_Recording_2025_09_28_11_20_08_vehicle.csv
V03_yyl_2025_09_28_09_39_01_0020,KEEP_DELAYED_WEAK,中等车身动态，响应延迟或不明显，可保留为延迟/弱极限样本,延迟或无明显转向响应,弯道/曲率,strong,5.322145290521448,2.924160666666667,4.62472,0.175828,0.0356381,0.0658474,medium,0.685914,countersteer,True,True,yyl,2025_09_28_09_39_01,492.215,differentmu_road,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\yyl\Entity_Recording_2025_09_28_09_39_01_vehicle.csv
V03_lx_2025_09_26_08_58_43_0008,KEEP_DELAYED_WEAK,中等车身动态，响应延迟或不明显，可保留为延迟/弱极限样本,延迟或无明显转向响应,低附着,strong,4.738552376502087,2.7614707500000004,3.10006,0.125694,0.118482,0.0420511,medium,0.688707,countersteer,True,True,lx,2025_09_26_08_58_43,227.361,middle_section,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\lx\Entity_Recording_2025_09_26_08_58_43_vehicle.csv
V03_rjy_2025_09_28_19_33_26_0012,KEEP_DELAYED_WEAK,中等车身动态，响应延迟或不明显，可保留为延迟/弱极限样本,延迟或无明显转向响应,弯道/曲率,strong,4.775553690295789,2.5587773333333335,3.69092,0.183332,0.0336694,0.0498684,none,-0.602142,weak_or_no_clear_steer,True,True,rjy,2025_09_28_19_33_26,364.965,middle_section,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\rjy\Entity_Recording_2025_09_28_19_33_26_vehicle.csv
V03_rjy_2025_09_28_20_15_42_0004,KEEP_DELAYED_WEAK,中等车身动态，响应延迟或不明显，可保留为延迟/弱极限样本,延迟或无明显转向响应,低附着,strong,4.904467502719945,2.4898340833333332,3.85046,0.175216,0.0216607,0.0530525,none,0.206647,weak_or_no_clear_steer,True,True,rjy,2025_09_28_20_15_42,158.305,curve1,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\rjy\Entity_Recording_2025_09_28_20_15_42_vehicle.csv
V03_zdq_2025_09_26_16_03_48_0008,KEEP_DELAYED_WEAK,中等车身动态，响应延迟或不明显，可保留为延迟/弱极限样本,延迟或无明显转向响应,低附着,strong,6.384023467907779,2.4897409166666664,2.82749,0.194935,0.0532508,0.0404649,none,0.927465,return,True,True,zdq,2025_09_26_16_03_48,156.415,curve1,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zdq\Entity_Recording_2025_09_26_16_03_48_vehicle.csv
V03_gf_2025_09_26_10_52_57_0016,KEEP_DELAYED_WEAK,中等车身动态，响应延迟或不明显，可保留为延迟/弱极限样本,延迟或无明显转向响应,低附着,extreme,11.193657472740597,2.4685483333333336,2.6023,0.102171,0.118276,0.036128,none,0.4331903,countersteer,True,True,gf,2025_09_26_10_52_57,511.289,differentmu_road,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gf\Entity_Recording_2025_09_26_10_52_57_vehicle.csv
V03_gf_2025_09_26_10_52_57_0009,KEEP_DELAYED_WEAK,中等车身动态，响应延迟或不明显，可保留为延迟/弱极限样本,弱响应/保守响应,低附着,extreme,10.341983649303147,2.3897038333333334,2.51404,0.099328,0.119158,0.0317818,weak,0.3801326,weak_or_no_clear_steer,True,True,gf,2025_09_26_10_52_57,300.289,middle_section,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gf\Entity_Recording_2025_09_26_10_52_57_vehicle.csv
V03_lx_2025_09_26_09_06_38_0012,KEEP_DELAYED_WEAK,中等车身动态，响应延迟或不明显，可保留为延迟/弱极限样本,延迟或无明显转向响应,低附着,strong,6.99839128086082,2.38089775,3.34837,0.159473,0.039837,0.0465507,none,0.519933,weak_or_no_clear_steer,True,True,lx,2025_09_26_09_06_38,274.95,curve1,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\lx\Entity_Recording_2025_09_26_09_06_38_vehicle.csv
V03_byx_2025_09_28_17_25_18_0020,KEEP_DELAYED_WEAK,中等车身动态，响应延迟或不明显，可保留为延迟/弱极限样本,延迟或无明显转向响应,低附着,strong,6.928843667402044,2.374682083333333,2.8103,0.099977,0.0990709,0.0389717,weak,0.742812,return,True,True,byx,2025_09_28_17_25_18,537.234,differentmu_road,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_25_18_vehicle.csv
V03_lx_2025_09_26_09_06_38_0015,KEEP_DELAYED_WEAK,中等车身动态，响应延迟或不明显，可保留为延迟/弱极限样本,延迟或无明显转向响应,低附着,strong,4.5422628445476905,2.2631235833333334,2.36222,0.0844005,0.115693,0.0323655,weak,-0.3541271,countersteer,True,True,lx,2025_09_26_09_06_38,316.485,curve1,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\lx\Entity_Recording_2025_09_26_09_06_38_vehicle.csv
V03_zt_2025_09_28_11_20_08_0006,KEEP_DELAYED_WEAK,中等车身动态，响应延迟或不明显，可保留为延迟/弱极限样本,延迟或无明显转向响应,低附着,strong,4.592299735150332,2.24932825,2.61116,0.118022,0.0823824,0.0360373,none,-0.46164,return,True,True,zt,2025_09_28_11_20_08,178.197,curve1,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zt\Entity_Recording_2025_09_28_11_20_08_vehicle.csv
V03_zt_2025_09_28_11_20_08_0024,KEEP_DELAYED_WEAK,中等车身动态，响应延迟或不明显，可保留为延迟/弱极限样本,弱响应/保守响应,低附着,strong,5.1713931421746455,2.1818837500000003,2.3649,0.102512,0.094233,0.0328855,weak,0.535642,return,True,True,zt,2025_09_28_11_20_08,552.427,differentmu_road,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zt\Entity_Recording_2025_09_28_11_20_08_vehicle.csv
V03_yyl_2025_09_28_09_49_11_0005,KEEP_DELAYED_WEAK,中等车身动态，响应延迟或不明显，可保留为延迟/弱极限样本,延迟或无明显转向响应,低附着,strong,6.178294453124323,2.153611333333333,2.73469,0.172738,0.0336736,0.0369896,none,0.8421215,weak_or_no_clear_steer,True,True,yyl,2025_09_28_09_49_11,149.516,curve1,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\yyl\Entity_Recording_2025_09_28_09_49_11_vehicle.csv
V03_zt_2025_09_28_11_20_08_0017,KEEP_DELAYED_WEAK,中等车身动态，响应延迟或不明显，可保留为延迟/弱极限样本,弱响应/保守响应,低附着,strong,5.075939929512563,2.1231785833333334,1.81032,0.114189,0.104413,0.0256049,weak,0.654847,return,True,True,zt,2025_09_28_11_20_08,372.535,curve2,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zt\Entity_Recording_2025_09_28_11_20_08_vehicle.csv
V03_zdq_2025_09_26_15_21_51_0007,KEEP_DELAYED_WEAK,中等车身动态，响应延迟或不明显，可保留为延迟/弱极限样本,延迟或无明显转向响应,横滚/姿态,strong,4.648668714064431,2.067317083333333,2.61245,0.101143,0.066589,0.0387363,none,0.579101,countersteer,True,True,zdq,2025_09_26_15_21_51,186.711,curve1,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zdq\Entity_Recording_2025_09_26_15_21_51_vehicle.csv
V03_gf_2025_09_26_10_52_57_0012,KEEP_DELAYED_WEAK,中等车身动态，响应延迟或不明显，可保留为延迟/弱极限样本,延迟或无明显转向响应,低附着,strong,4.862703578094527,2.0489697500000004,2.40036,0.0931223,0.0824793,0.0332767,medium,0.6808528,countersteer,True,True,gf,2025_09_26_10_52_57,460.8,middle_section,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gf\Entity_Recording_2025_09_26_10_52_57_vehicle.csv
V03_gf_2025_09_26_10_52_57_0019,KEEP_DELAYED_WEAK,中等车身动态，响应延迟或不明显，可保留为延迟/弱极限样本,延迟或无明显转向响应,低附着,strong,5.303218551692856,2.03649725,2.30113,0.121817,0.0682809,0.0318543,weak,-0.4957604999999999,weak_or_no_clear_steer,True,True,gf,2025_09_26_10_52_57,596.194,differentmu_road,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gf\Entity_Recording_2025_09_26_10_52_57_vehicle.csv
V03_zdq_2025_09_26_15_27_09_0008,KEEP_DELAYED_WEAK,中等车身动态，响应延迟或不明显，可保留为延迟/弱极限样本,延迟或无明显转向响应,低附着,strong,4.704147474928432,2.0191173333333334,1.95724,0.0922802,0.0986026,0.0275664,none,0.451167,return,True,True,zdq,2025_09_26_15_27_09,157.725,curve1,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zdq\Entity_Recording_2025_09_26_15_27_09_vehicle.csv
V03_gf_2025_09_26_10_18_49_0022,KEEP_DELAYED_WEAK,中等车身动态，响应延迟或不明显，可保留为延迟/弱极限样本,延迟或无明显转向响应,低附着,strong,5.703241479479236,1.8992897499999999,1.97628,0.077763,0.0928275,0.0273325,none,-0.5834632000000001,return,True,True,gf,2025_09_26_10_18_49,439.37,middle_section,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gf\Entity_Recording_2025_09_26_10_18_49_vehicle.csv
V03_gzj_2025_09_27_12_04_23_0005,MANUAL_REVIEW_BOUNDARY,车身动态、方向盘响应或坐标风险边界不清，需要人工复核,排除样本,横滚/姿态,strong,5.378404214139541,3.652268,4.96109,0.196689,0.100455,0.0671584,none,0.9990265,countersteer,False,True,gzj,2025_09_27_12_04_23,299.045,middle_section,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gzj\Entity_Recording_2025_09_27_12_04_23_vehicle.csv
V03_hzh_2025_09_26_21_17_02_0005,MANUAL_REVIEW_BOUNDARY,车身动态、方向盘响应或坐标风险边界不清，需要人工复核,排除样本,横滚/姿态,extreme,11.0,3.539531583333333,4.73491,0.194753,0.0989635,0.0635271,none,-0.8922110000000001,weak_or_no_clear_steer,False,True,hzh,2025_09_26_21_17_02,166.78,curve1,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_26_21_17_02_vehicle.csv
V03_byx_2025_09_28_17_25_18_0007,MANUAL_REVIEW_BOUNDARY,车身动态、方向盘响应或坐标风险边界不清，需要人工复核,排除样本,低附着,strong,5.065044593636416,3.4056988333333336,4.48229,0.156038,0.112975,0.0630074,weak,0.959408,countersteer,False,True,byx,2025_09_28_17_25_18,192.419,middle_section,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_25_18_vehicle.csv
V03_byx_2025_09_28_17_05_51_0019,MANUAL_REVIEW_BOUNDARY,车身动态、方向盘响应或坐标风险边界不清，需要人工复核,排除样本,横滚/姿态,medium,3.631375412850802,3.4000355833333336,4.77243,0.167589,0.090388,0.0683497,none,-0.6466449999999999,weak_or_no_clear_steer,False,True,byx,2025_09_28_17_05_51,502.21,differentmu_road,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_05_51_vehicle.csv
V03_yzy_2025_09_27_14_37_08_0003,MANUAL_REVIEW_BOUNDARY,车身动态、方向盘响应或坐标风险边界不清，需要人工复核,排除样本,横滚/姿态,strong,6.554061592883139,3.378856416666667,4.58543,0.183464,0.090503,0.0632207,none,-0.8862783,weak_or_no_clear_steer,False,True,yzy,2025_09_27_14_37_08,181.615,curve1,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\yzy\Entity_Recording_2025_09_27_14_37_08_vehicle.csv
V03_zdq_2025_09_26_15_37_30_0010,MANUAL_REVIEW_BOUNDARY,车身动态、方向盘响应或坐标风险边界不清，需要人工复核,排除样本,横滚/姿态,strong,5.954004615729492,3.2103422499999996,4.29923,0.159236,0.0970335,0.0596563,none,0.556586,countersteer,False,True,zdq,2025_09_26_15_37_30,457.365,differentmu_road,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zdq\Entity_Recording_2025_09_26_15_37_30_vehicle.csv
V03_yyl_2025_09_28_09_29_01_0013,MANUAL_REVIEW_BOUNDARY,车身动态、方向盘响应或坐标风险边界不清，需要人工复核,排除样本,低附着,strong,4.615855757245221,3.1208536666666666,3.67546,0.152386,0.118334,0.0510172,weak,0.693506,return,False,True,yyl,2025_09_28_09_29_01,338.72,curve2,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\yyl\Entity_Recording_2025_09_28_09_29_01_vehicle.csv
V03_jy_2025_09_26_17_51_46_0012,MANUAL_REVIEW_BOUNDARY,车身动态、方向盘响应或坐标风险边界不清，需要人工复核,排除样本,横滚/姿态,extreme,7.031617625904906,3.09864925,4.83439,0.184026,0.0418974,0.0689997,none,0.9070477,return,False,True,jy,2025_09_26_17_51_46,472.31,differentmu_road,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\jy\Entity_Recording_2025_09_26_17_51_46_vehicle.csv
V03_hzh_2025_09_27_19_22_27_0020,MANUAL_REVIEW_BOUNDARY,车身动态、方向盘响应或坐标风险边界不清，需要人工复核,排除样本,横滚/姿态,strong,4.832706302820875,2.9985740833333336,4.05656,0.153637,0.0858235,0.0563105,none,0.776497,countersteer,False,True,hzh,2025_09_27_19_22_27,493.197,differentmu_road,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_27_19_22_27_vehicle.csv
V03_zxy_2025_09_28_16_01_55_0025,MANUAL_REVIEW_BOUNDARY,车身动态、方向盘响应或坐标风险边界不清，需要人工复核,排除样本,横滚/姿态,medium,3.7354790176317154,2.9974956666666666,3.51867,0.137177,0.115856,0.0513928,medium,-0.927992,return,False,True,zxy,2025_09_28_16_01_55,436.83,curve1,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zxy\Entity_Recording_2025_09_28_16_01_55_vehicle.csv
V03_hzh_2025_09_26_21_17_02_0011,MANUAL_REVIEW_BOUNDARY,车身动态、方向盘响应或坐标风险边界不清，需要人工复核,排除样本,横滚/姿态,extreme,10.431183647951292,2.9919375,4.7947,0.179014,0.0378027,0.0658324,none,0.720472,weak_or_no_clear_steer,False,True,hzh,2025_09_26_21_17_02,331.54,middle_section,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_26_21_17_02_vehicle.csv
V03_cwh_2025_09_26_19_56_16_0003,MANUAL_REVIEW_BOUNDARY,车身动态、方向盘响应或坐标风险边界不清，需要人工复核,排除样本,低附着,extreme,9.986396973732576,2.9838370833333334,3.85285,0.184662,0.073999,0.0538639,none,1.6907,weak_or_no_clear_steer,False,True,cwh,2025_09_26_19_56_16,128.44,curve1,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\cwh\Entity_Recording_2025_09_26_19_56_16_vehicle.csv
V03_rjy_2025_09_28_19_33_26_0019,MANUAL_REVIEW_BOUNDARY,车身动态、方向盘响应或坐标风险边界不清，需要人工复核,待人工复核,横滚/姿态,medium,4.39065120480637,2.9640340833333334,3.87076,0.131516,0.10312,0.0538375,none,-0.598473,weak_or_no_clear_steer,True,True,rjy,2025_09_28_19_33_26,578.912,differentmu_road,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\rjy\Entity_Recording_2025_09_28_19_33_26_vehicle.csv
V03_byx_2025_09_28_17_15_52_0009,MANUAL_REVIEW_BOUNDARY,车身动态、方向盘响应或坐标风险边界不清，需要人工复核,排除样本,横滚/姿态,medium,3.321591151604108,2.9398557499999995,4.76971,0.192184,0.0275013,0.0636653,none,-0.2624899999999999,return,False,True,byx,2025_09_28_17_15_52,275.085,middle_section,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_15_52_vehicle.csv
V03_zdq_2025_09_26_16_03_48_0002,MANUAL_REVIEW_BOUNDARY,车身动态、方向盘响应或坐标风险边界不清，需要人工复核,排除样本,低附着,strong,6.4182578158645525,2.9257411666666666,3.21421,0.147624,0.118127,0.044831,none,0.614182,return,False,True,zdq,2025_09_26_16_03_48,74.355,middle_section,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zdq\Entity_Recording_2025_09_26_16_03_48_vehicle.csv
