relative_path,size_bytes,modified_time_ns
run62_amplitude_shape_factorized_20260829/tables/aggregate_metrics.csv,827,1787990631579854800
run62_amplitude_shape_factorized_20260829/tables/fit_only_imputation_audit.csv,459,1787990632619519300
run62_amplitude_shape_factorized_20260829/tables/fold_model_config.csv,220,1787990632616343400
run62_amplitude_shape_factorized_20260829/tables/paired_bootstrap_subject.csv,359,1787990632612338100
run62_amplitude_shape_factorized_20260829/tables/per_event_predictions.csv,10577179,1787990632605015200
run62_amplitude_shape_factorized_20260829/tables/per_subject_metrics.csv,5044,1787990632610211000
run62_amplitude_shape_factorized_20260829/tables/phase_features.csv,327492,1787990560644934100
run62_amplitude_shape_factorized_20260829/tables/relative_mae_by_amplitude_bin.csv,1249,1787990632607829700
run62_amplitude_shape_factorized_20260829/validate.py,2700,1787990486344184100
run62_amplitude_shape_factorized_20260829/validate_results.py,548,1787990655810405600
run63_protected_residual_and_soft_gating_20260829/__pycache__/experiment.cpython-311.pyc,117401,1787994479803629200
run63_protected_residual_and_soft_gating_20260829/__pycache__/freeze_protocol.cpython-311.pyc,3275,1787994479816012200
run63_protected_residual_and_soft_gating_20260829/__pycache__/plot.cpython-311.pyc,10466,1787994479808761800
run63_protected_residual_and_soft_gating_20260829/__pycache__/post_result_harm_tolerance_audit.cpython-311.pyc,3593,1787997442934259100
run63_protected_residual_and_soft_gating_20260829/__pycache__/validate.cpython-311.pyc,10929,1787994479812144400
run63_protected_residual_and_soft_gating_20260829/__pycache__/validate_results.cpython-311.pyc,13379,1787997383526603800
run63_protected_residual_and_soft_gating_20260829/config.json,11563,1787994195947399100
run63_protected_residual_and_soft_gating_20260829/experiment.py,78161,1787994098435786200
run63_protected_residual_and_soft_gating_20260829/freeze_protocol.py,1335,1787994154330306900
run63_protected_residual_and_soft_gating_20260829/LITERATURE_REQUEST_CN.md,5154,1787997510190524100
run63_protected_residual_and_soft_gating_20260829/notes.txt,1339,1787993630299016100
run63_protected_residual_and_soft_gating_20260829/plot.py,5223,1787994123717193100
run63_protected_residual_and_soft_gating_20260829/post_result_harm_tolerance_audit.py,2165,1787997437369414100
run63_protected_residual_and_soft_gating_20260829/protocol_freeze/freeze_manifest.json,825,1787994479962342300
run63_protected_residual_and_soft_gating_20260829/run_1/audit/coverage_check.json,1384,1787997327636275400
run63_protected_residual_and_soft_gating_20260829/run_1/audit/final_validation.json,1657,1787997450827684400
run63_protected_residual_and_soft_gating_20260829/run_1/audit/harm_tolerance_audit.json,1068,1787997443915570800
run63_protected_residual_and_soft_gating_20260829/run_1/audit/integrity.json,3193,1787997327734342400
run63_protected_residual_and_soft_gating_20260829/run_1/audit/p0_regate_result.json,60,1787994505032136700
run63_protected_residual_and_soft_gating_20260829/run_1/audit/preflight.json,1239,1787994505031120900
run63_protected_residual_and_soft_gating_20260829/run_1/cache/outer_1_inner_oof.npz,914684,1787995099765120600
run63_protected_residual_and_soft_gating_20260829/run_1/cache/outer_2_inner_oof.npz,859241,1787995696495513000
run63_protected_residual_and_soft_gating_20260829/run_1/cache/outer_3_inner_oof.npz,875498,1787996148735279900
run63_protected_residual_and_soft_gating_20260829/run_1/cache/outer_4_inner_oof.npz,826836,1787996487543000400
run63_protected_residual_and_soft_gating_20260829/run_1/cache/outer_5_inner_oof.npz,833906,1787996727362326000
run63_protected_residual_and_soft_gating_20260829/run_1/figures/Figure_1_model_comparison.png,112260,1787997335783399100
run63_protected_residual_and_soft_gating_20260829/run_1/figures/Figure_2_subject_improvement.png,86219,1787997336081678300
run63_protected_residual_and_soft_gating_20260829/run_1/figures/Figure_3_train_side_selections.png,84414,1787997336295711200
run63_protected_residual_and_soft_gating_20260829/run_1/final_info.json,583,1787997327736335100
run63_protected_residual_and_soft_gating_20260829/run_1/logs/run_full.log,3577,1787997327736839500
run63_protected_residual_and_soft_gating_20260829/run_1/notes.txt,146,1787997327650709200
run63_protected_residual_and_soft_gating_20260829/run_1/outputs/decision.json,11744,1787997327638292900
run63_protected_residual_and_soft_gating_20260829/run_1/outputs/provenance.json,5437,1787997327731348300
run63_protected_residual_and_soft_gating_20260829/run_1/outputs/RESULT_CN.md,4373,1787997437370775600
run63_protected_residual_and_soft_gating_20260829/run_1/predictions/B_all3_oof_predictions.csv,2116176,1787997327180529900
run63_protected_residual_and_soft_gating_20260829/run_1/predictions/G_soft_expert_gate_oof_predictions.csv,2150671,1787997327628921100
run63_protected_residual_and_soft_gating_20260829/run_1/predictions/R_lowrank_residual_oof_predictions.csv,2150480,1787997327400332300
run63_protected_residual_and_soft_gating_20260829/run_1/tables/aggregate_metrics_reference_only.csv,286,1787997326964148700
run63_protected_residual_and_soft_gating_20260829/run_1/tables/floor_ratio_by_subject.csv,11672,1787997326960811000
run63_protected_residual_and_soft_gating_20260829/run_1/tables/floor_ratio_by_support_class.csv,1182,1787997326957859300
run63_protected_residual_and_soft_gating_20260829/run_1/tables/harm_summary.csv,357,1787997326970822400
run63_protected_residual_and_soft_gating_20260829/run_1/tables/harm_summary_tolerance_audit.csv,335,1787997443911215600
run63_protected_residual_and_soft_gating_20260829/run_1/tables/inner_meta_candidate_metrics.csv,44397,1787997326188573500
run63_protected_residual_and_soft_gating_20260829/run_1/tables/inner_oof_base_predictions.csv,11938856,1787996728544071100
run63_protected_residual_and_soft_gating_20260829/run_1/tables/inner_subject_splits.csv,3137,1787994505025940800
run63_protected_residual_and_soft_gating_20260829/run_1/tables/model_selection.csv,3307,1787997326189983000
run63_protected_residual_and_soft_gating_20260829/run_1/tables/paired_bootstrap_subject.csv,728,1787997326966166200
run63_protected_residual_and_soft_gating_20260829/run_1/tables/per_event_predictions.csv,6415993,1787997326955832400
run63_protected_residual_and_soft_gating_20260829/run_1/tables/per_subject_harm.csv,3876,1787997326968671800
run63_protected_residual_and_soft_gating_20260829/run_1/tables/relative_mae_by_amplitude_bin.csv,1745,1787997326962856600
run63_protected_residual_and_soft_gating_20260829/run_1/tables/residual_pca_inner_audit.csv,1641,1787997326192394700
run63_protected_residual_and_soft_gating_20260829/run_1/tables/soft_gate_weights.csv,266006,1787997326209293500
run63_protected_residual_and_soft_gating_20260829/validate.py,5065,1787994154329307200
run63_protected_residual_and_soft_gating_20260829/validate_results.py,6479,1787997378659808900
run64_physio_style_regret_distillation_20260829/__pycache__/experiment.cpython-311.pyc,49953,1788019555204252900
run64_physio_style_regret_distillation_20260829/cache/biot_pretrained_embeddings.npz,2057431,1788024205723174700
run64_physio_style_regret_distillation_20260829/cache/physio_post_sequence_10hz_teacher_only.npz,1439707,1788022350128700400
run64_physio_style_regret_distillation_20260829/cache/physio_prefix_200hz_biot.npz,175561895,1788024122522703700
run64_physio_style_regret_distillation_20260829/cache/physio_sequence_10hz.npz,8635132,1788020386215406300
run64_physio_style_regret_distillation_20260829/experiment.py,31968,1788019551103849300
run64_physio_style_regret_distillation_20260829/outputs/biot_embedding_summary.json,935,1788024205726012000
run64_physio_style_regret_distillation_20260829/outputs/decision.json,2255,1788024350254273300
run64_physio_style_regret_distillation_20260829/outputs/feature_build_summary.json,2042,1788019333491483500
run64_physio_style_regret_distillation_20260829/outputs/feature_build_summary_fs1000_invalid.json,2030,1788018878377563800
run64_physio_style_regret_distillation_20260829/outputs/feature_build_summary_stream_interleave_invalid.json,2030,1788019049936587100
run64_physio_style_regret_distillation_20260829/outputs/physio_200hz_biot_summary.json,587,1788024122524282600
run64_physio_style_regret_distillation_20260829/outputs/physio_sequence_build_summary.json,614,1788020386217457300
run64_physio_style_regret_distillation_20260829/outputs/post_physio_sequence_build_summary.json,536,1788022350129710900
run64_physio_style_regret_distillation_20260829/outputs/recent_style_feature_summary.json,1791,1788023838811274600
run64_physio_style_regret_distillation_20260829/RESULT_CN.md,7842,1788024322959424000
run64_physio_style_regret_distillation_20260829/run_1/figures/Figure_1_model_comparison.png,93763,1788019581421401800
run64_physio_style_regret_distillation_20260829/run_1/figures/Figure_2_subject_improvement.png,146364,1788019581961103300
run64_physio_style_regret_distillation_20260829/run_1/final_info.json,1549,1788019582061136800
run64_physio_style_regret_distillation_20260829/run_1/outputs/decision.json,1549,1788019581983900300
run64_physio_style_regret_distillation_20260829/run_1/outputs/RESULT_CN.md,15006,1788019582059901400
run64_physio_style_regret_distillation_20260829/run_1/tables/aggregate_metrics.csv,843,1788019580635827400
run64_physio_style_regret_distillation_20260829/run_1/tables/floor_ratio_by_support_class.csv,1634,1788019580639366300
run64_physio_style_regret_distillation_20260829/run_1/tables/inner_certification.csv,3895,1788019566284900300
run64_physio_style_regret_distillation_20260829/run_1/tables/oracle_teacher_upper_bound.csv,791,1788019566286026700
run64_physio_style_regret_distillation_20260829/run_1/tables/paired_bootstrap_subject.csv,1094,1788019580636884800
run64_physio_style_regret_distillation_20260829/run_1/tables/per_event_predictions.csv,19534501,1788019577912919000
run64_physio_style_regret_distillation_20260829/run_1/tables/relative_mae_by_amplitude_bin.csv,2391,1788019580638384500
run64_physio_style_regret_distillation_20260829/run_1/tables/student_weights.csv,1177197,1788019579995781700
run64_physio_style_regret_distillation_20260829/run_10_inner_biot_screen/outputs/decision.json,2201,1788024257830442600
run64_physio_style_regret_distillation_20260829/run_10_inner_biot_screen/outputs/RESULT_CN.md,1136,1788024257888634700
run64_physio_style_regret_distillation_20260829/run_10_inner_biot_screen/tables/inner_biot_screen.csv,4009,1788024257818424000
run64_physio_style_regret_distillation_20260829/run_10_inner_biot_screen/tables/inner_biot_summary.csv,714,1788024257827927000
run64_physio_style_regret_distillation_20260829/run_2_inner_screen/outputs/decision.json,6592,1788019766767525700
run64_physio_style_regret_distillation_20260829/run_2_inner_screen/outputs/RESULT_CN.md,3848,1788019766831061000
run64_physio_style_regret_distillation_20260829/run_2_inner_screen/tables/inner_candidate_screen.csv,9201,1788019766748676300
run64_physio_style_regret_distillation_20260829/run_2_inner_screen/tables/inner_candidate_summary.csv,1896,1788019766763426100
run64_physio_style_regret_distillation_20260829/run_3_inner_residual_screen/outputs/decision.json,7359,1788019885352193100
run64_physio_style_regret_distillation_20260829/run_3_inner_residual_screen/outputs/RESULT_CN.md,4276,1788019885410457300
run64_physio_style_regret_distillation_20260829/run_3_inner_residual_screen/tables/inner_residual_candidate_screen.csv,12494,1788019885338350200
run64_physio_style_regret_distillation_20260829/run_3_inner_residual_screen/tables/inner_residual_candidate_summary.csv,2194,1788019885349302100
run64_physio_style_regret_distillation_20260829/run_4_inner_warm_memory/outputs/decision.json,3002,1788019976546145100
run64_physio_style_regret_distillation_20260829/run_4_inner_warm_memory/outputs/RESULT_CN.md,1803,1788019976605197900
run64_physio_style_regret_distillation_20260829/run_4_inner_warm_memory/tables/inner_warm_candidate_screen.csv,4363,1788019976534036500
run64_physio_style_regret_distillation_20260829/run_4_inner_warm_memory/tables/inner_warm_candidate_summary.csv,892,1788019976543134000
run64_physio_style_regret_distillation_20260829/run_5_inner_tcn_screen/outputs/decision.json,2629,1788021873254322900
run64_physio_style_regret_distillation_20260829/run_5_inner_tcn_screen/outputs/RESULT_CN.md,1597,1788021873276034300
run64_physio_style_regret_distillation_20260829/run_5_inner_tcn_screen/tables/inner_tcn_screen.csv,3823,1788021873239432800
run64_physio_style_regret_distillation_20260829/run_5_inner_tcn_screen/tables/inner_tcn_summary.csv,665,1788021873249489300
run64_physio_style_regret_distillation_20260829/run_6_inner_uncertainty/outputs/decision.json,4060,1788022043557430500
run64_physio_style_regret_distillation_20260829/run_6_inner_uncertainty/outputs/RESULT_CN.md,2180,1788022043620533100
run64_physio_style_regret_distillation_20260829/run_6_inner_uncertainty/tables/inner_uncertainty_screen.csv,5701,1788022043533286300
run64_physio_style_regret_distillation_20260829/run_6_inner_uncertainty/tables/inner_uncertainty_summary.csv,1323,1788022043553473900
run64_physio_style_regret_distillation_20260829/run_7_inner_post_teacher/outputs/decision.json,2179,1788023656599641400
run64_physio_style_regret_distillation_20260829/run_7_inner_post_teacher/outputs/RESULT_CN.md,1428,1788023656622176700
run64_physio_style_regret_distillation_20260829/run_7_inner_post_teacher/tables/inner_post_teacher_screen.csv,2848,1788023656585754100
run64_physio_style_regret_distillation_20260829/run_7_inner_post_teacher/tables/inner_post_teacher_summary.csv,638,1788023656596257100
run64_physio_style_regret_distillation_20260829/run_8_inner_structured_targets/outputs/decision.json,948,1788023737335785500
run64_physio_style_regret_distillation_20260829/run_8_inner_structured_targets/outputs/RESULT_CN.md,5741,1788023737392836900
run64_physio_style_regret_distillation_20260829/run_8_inner_structured_targets/tables/inner_structured_target_screen.csv,18049,1788023737302112500
run64_physio_style_regret_distillation_20260829/run_8_inner_structured_targets/tables/inner_structured_target_summary.csv,4456,1788023737333689200
run64_physio_style_regret_distillation_20260829/run_9_inner_recent_style/outputs/decision.json,3318,1788023910666317000
run64_physio_style_regret_distillation_20260829/run_9_inner_recent_style/outputs/RESULT_CN.md,1795,1788023910719425400
run64_physio_style_regret_distillation_20260829/run_9_inner_recent_style/tables/inner_recent_style_screen.csv,6792,1788023910653446800
run64_physio_style_regret_distillation_20260829/run_9_inner_recent_style/tables/inner_recent_style_summary.csv,1163,1788023910664186600
run64_physio_style_regret_distillation_20260829/scripts/__pycache__/build_multimodal_features.cpython-311.pyc,39192,1788019132042505600
run64_physio_style_regret_distillation_20260829/scripts/__pycache__/build_physio_200hz_biot.cpython-311.pyc,7780,1788024026552625600
run64_physio_style_regret_distillation_20260829/scripts/__pycache__/build_physio_sequences.cpython-311.pyc,10393,1788020068651481900
run64_physio_style_regret_distillation_20260829/scripts/__pycache__/build_post_physio_sequences.cpython-311.pyc,8444,1788022085278524800
run64_physio_style_regret_distillation_20260829/scripts/__pycache__/build_recent_style_features.cpython-311.pyc,10676,1788023789374666000
run64_physio_style_regret_distillation_20260829/scripts/__pycache__/extract_biot_embeddings.cpython-311.pyc,6858,1788024191691142600
run64_physio_style_regret_distillation_20260829/scripts/__pycache__/screen_biot_inner.cpython-311.pyc,15401,1788024250071058000
run64_physio_style_regret_distillation_20260829/scripts/__pycache__/screen_inner_candidates.cpython-311.pyc,15548,1788019747435767800
run64_physio_style_regret_distillation_20260829/scripts/__pycache__/screen_inner_residual_teacher.cpython-311.pyc,12727,1788019825229683900
run64_physio_style_regret_distillation_20260829/scripts/__pycache__/screen_inner_uncertainty.cpython-311.pyc,13976,1788021930648487300
run64_physio_style_regret_distillation_20260829/scripts/__pycache__/screen_post_teacher.cpython-311.pyc,11757,1788022399104368100
run64_physio_style_regret_distillation_20260829/scripts/__pycache__/screen_recent_style.cpython-311.pyc,12832,1788023879114222500
run64_physio_style_regret_distillation_20260829/scripts/__pycache__/screen_structured_targets.cpython-311.pyc,14230,1788023707777537200
run64_physio_style_regret_distillation_20260829/scripts/__pycache__/screen_tcn_inner.cpython-311.pyc,21686,1788022402209161300
run64_physio_style_regret_distillation_20260829/scripts/__pycache__/screen_warm_memory.cpython-311.pyc,16891,1788019967230005900
run64_physio_style_regret_distillation_20260829/scripts/build_multimodal_features.py,22649,1788019124815703500
run64_physio_style_regret_distillation_20260829/scripts/build_physio_200hz_biot.py,3990,1788024021725741800
run64_physio_style_regret_distillation_20260829/scripts/build_physio_sequences.py,5917,1788020063433884900
run64_physio_style_regret_distillation_20260829/scripts/build_post_physio_sequences.py,4731,1788022080119569900
run64_physio_style_regret_distillation_20260829/scripts/build_recent_style_features.py,6067,1788023784604482900
run64_physio_style_regret_distillation_20260829/scripts/extract_biot_embeddings.py,3834,1788024184278751400
run64_physio_style_regret_distillation_20260829/scripts/screen_biot_inner.py,8464,1788024243665578300
run64_physio_style_regret_distillation_20260829/scripts/screen_inner_candidates.py,10116,1788019743434910700
run64_physio_style_regret_distillation_20260829/scripts/screen_inner_residual_teacher.py,8307,1788019818190690600
run64_physio_style_regret_distillation_20260829/scripts/screen_inner_uncertainty.py,9026,1788021925424810300
run64_physio_style_regret_distillation_20260829/scripts/screen_post_teacher.py,7388,1788022392268679900
run64_physio_style_regret_distillation_20260829/scripts/screen_recent_style.py,7762,1788023872678367700
run64_physio_style_regret_distillation_20260829/scripts/screen_structured_targets.py,8546,1788023702791348500
run64_physio_style_regret_distillation_20260829/scripts/screen_tcn_inner.py,11739,1788020502495974200
run64_physio_style_regret_distillation_20260829/scripts/screen_warm_memory.py,10198,1788019961114726700
run64_physio_style_regret_distillation_20260829/tables/multimodal_features.csv,1704598,1788019333485964300
run64_physio_style_regret_distillation_20260829/tables/multimodal_features_fs1000_invalid.csv,1332498,1788018878369627400
run64_physio_style_regret_distillation_20260829/tables/multimodal_features_stream_interleave_invalid.csv,1379819,1788019049928494500
run64_physio_style_regret_distillation_20260829/tables/recent_style_features.csv,1001597,1788023838806405300
run65_multimodal_residual_distillation_20260830/__pycache__/experiment.cpython-311.pyc,38771,1788025209464354700
run65_multimodal_residual_distillation_20260830/__pycache__/experiment_v2.cpython-311.pyc,42064,1788028153450393600
run65_multimodal_residual_distillation_20260830/cache/nested_base/outer_1_meta_1.npz,915494,1788025902576291300
run65_multimodal_residual_distillation_20260830/cache/nested_base/outer_1_meta_2.npz,915827,1788026148487697800
run65_multimodal_residual_distillation_20260830/cache/nested_base/outer_1_meta_3.npz,915779,1788026335612886000
run65_multimodal_residual_distillation_20260830/cache/nested_base/outer_2_meta_1.npz,860638,1788026539489679200
run65_multimodal_residual_distillation_20260830/cache/nested_base/outer_2_meta_2.npz,860207,1788026697553426700
run65_multimodal_residual_distillation_20260830/cache/nested_base/outer_2_meta_3.npz,859632,1788026899835286000
run65_multimodal_residual_distillation_20260830/cache/nested_base/outer_3_meta_1.npz,876709,1788027047680455800
run65_multimodal_residual_distillation_20260830/cache/nested_base/outer_3_meta_2.npz,876678,1788027220194346400
run65_multimodal_residual_distillation_20260830/cache/nested_base/outer_3_meta_3.npz,875949,1788027355585161600
run65_multimodal_residual_distillation_20260830/cache/nested_base/outer_4_meta_1.npz,827830,1788027493277971100
run65_multimodal_residual_distillation_20260830/cache/nested_base/outer_4_meta_2.npz,827475,1788027635034334900
run65_multimodal_residual_distillation_20260830/cache/nested_base/outer_4_meta_3.npz,827600,1788027777116624600
run65_multimodal_residual_distillation_20260830/cache/nested_base/outer_5_meta_1.npz,835264,1788027883824061000
run65_multimodal_residual_distillation_20260830/cache/nested_base/outer_5_meta_2.npz,835173,1788028003963472600
run65_multimodal_residual_distillation_20260830/cache/nested_base/outer_5_meta_3.npz,834114,1788028104909621800
run65_multimodal_residual_distillation_20260830/experiment.py,20889,1788025183250783400
run65_multimodal_residual_distillation_20260830/experiment_v2.py,21393,1788028134445168200
run65_multimodal_residual_distillation_20260830/outputs/nested_base_cache_summary.json,586,1788028104913795500
run65_multimodal_residual_distillation_20260830/run_1_inner_screen_v2/outputs/decision.json,7825,1788035605775285800
run65_multimodal_residual_distillation_20260830/run_1_inner_screen_v2/outputs/RESULT_CN.md,4381,1788035605802066100
run65_multimodal_residual_distillation_20260830/run_1_inner_screen_v2/RESULT_CN.md,4234,1788037048318991600
run65_multimodal_residual_distillation_20260830/run_1_inner_screen_v2/tables/alpha_selection.csv,5733,1788035605747409500
run65_multimodal_residual_distillation_20260830/run_1_inner_screen_v2/tables/arm_results.csv,6784,1788035605741327400
run65_multimodal_residual_distillation_20260830/run_1_inner_screen_v2/tables/arm_summary.csv,1402,1788035605767207000
run65_multimodal_residual_distillation_20260830/run_1_inner_screen_v2/tables/outer_1_alpha.csv,1189,1788029662391157000
run65_multimodal_residual_distillation_20260830/run_1_inner_screen_v2/tables/outer_1_arms.csv,1558,1788029662386131400
run65_multimodal_residual_distillation_20260830/run_1_inner_screen_v2/tables/outer_1_pairs.csv,1599,1788029662388641900
run65_multimodal_residual_distillation_20260830/run_1_inner_screen_v2/tables/outer_2_alpha.csv,1192,1788031091069858100
run65_multimodal_residual_distillation_20260830/run_1_inner_screen_v2/tables/outer_2_arms.csv,1563,1788031091065869600
run65_multimodal_residual_distillation_20260830/run_1_inner_screen_v2/tables/outer_2_pairs.csv,1609,1788031091068379200
run65_multimodal_residual_distillation_20260830/run_1_inner_screen_v2/tables/outer_3_alpha.csv,1196,1788032608934203200
run65_multimodal_residual_distillation_20260830/run_1_inner_screen_v2/tables/outer_3_arms.csv,1569,1788032608931083700
run65_multimodal_residual_distillation_20260830/run_1_inner_screen_v2/tables/outer_3_pairs.csv,1614,1788032608933206200
run65_multimodal_residual_distillation_20260830/run_1_inner_screen_v2/tables/outer_4_alpha.csv,1191,1788034058566589300
run65_multimodal_residual_distillation_20260830/run_1_inner_screen_v2/tables/outer_4_arms.csv,1564,1788034058560194100
run65_multimodal_residual_distillation_20260830/run_1_inner_screen_v2/tables/outer_4_pairs.csv,1602,1788034058563196700
run65_multimodal_residual_distillation_20260830/run_1_inner_screen_v2/tables/outer_5_alpha.csv,1193,1788035605736836300
run65_multimodal_residual_distillation_20260830/run_1_inner_screen_v2/tables/outer_5_arms.csv,1562,1788035605732068500
run65_multimodal_residual_distillation_20260830/run_1_inner_screen_v2/tables/outer_5_pairs.csv,1615,1788035605735327300
run65_multimodal_residual_distillation_20260830/run_1_inner_screen_v2/tables/paired_modality_gate_summary.csv,1173,1788035605768217700
run65_multimodal_residual_distillation_20260830/run_1_inner_screen_v2/tables/paired_modality_gates.csv,7055,1788035605743311600
run65_multimodal_residual_distillation_20260830/scripts/__pycache__/build_nested_base_cache.cpython-311.pyc,13489,1788025725672401400
run65_multimodal_residual_distillation_20260830/scripts/build_nested_base_cache.py,8733,1788025717296375400
run65_multimodal_residual_distillation_20260830/tables/nested_base_cache_manifest.csv,2872,1788028104912788500
run66_physio_vehicle_coupling_adapter_20260830/config.json,12393,1788032965975085200
run66_physio_vehicle_coupling_adapter_20260830/CONTRACT_CN.md,7212,1788033212712990700
run66_physio_vehicle_coupling_adapter_20260830/experiment.py,49416,1788033426276632800
run66_physio_vehicle_coupling_adapter_20260830/README_CN.md,2825,1788033212713989000
run66_physio_vehicle_coupling_adapter_20260830/run_1_training_screen/FAILED_START_CN.md,615,1788033426278638300
run66_physio_vehicle_coupling_adapter_20260830/run_2_training_screen/audit/context_audit.json,8545,1788033463329912300
run66_physio_vehicle_coupling_adapter_20260830/run_2_training_screen/audit/preflight.json,10411,1788033451658421500
run66_physio_vehicle_coupling_adapter_20260830/run_2_training_screen/final_info.json,5113,1788033463336049500
run66_physio_vehicle_coupling_adapter_20260830/run_2_training_screen/outputs/decision.json,5113,1788033463330973300
run66_physio_vehicle_coupling_adapter_20260830/run_2_training_screen/outputs/provenance.json,9914,1788033463335052200
run66_physio_vehicle_coupling_adapter_20260830/run_2_training_screen/RESULT_CN.md,3894,1788033463395013000
run66_physio_vehicle_coupling_adapter_20260830/run_2_training_screen/tables/fit_only_trust_selection.csv,11490,1788033460815563700
run66_physio_vehicle_coupling_adapter_20260830/run_2_training_screen/tables/meta_validation_predictions.csv,28156592,1788033463314158400
run66_physio_vehicle_coupling_adapter_20260830/run_2_training_screen/tables/pair_by_outer_context.csv,3461,1788033463318330600
run66_physio_vehicle_coupling_adapter_20260830/run_2_training_screen/tables/pair_by_subject_and_outer.csv,15422,1788033463321663900
run66_physio_vehicle_coupling_adapter_20260830/run_2_training_screen/tables/pair_summary_18subjects.csv,1001,1788033463323205800
run66_physio_vehicle_coupling_adapter_20260830/run_2_training_screen/tables/protected_harm_by_outer.csv,1747,1788033463324750000
run66_physio_vehicle_coupling_adapter_20260830/run_2_training_screen/tables/protected_harm_by_subject.csv,19810,1788033463327345900
run66_physio_vehicle_coupling_adapter_20260830/run_2_training_screen/tables/protected_harm_summary.csv,551,1788033463328365300
run67_asynchronous_physio_update_20260830/__pycache__/cache_common.cpython-311.pyc,7523,1788034876604877400
run67_asynchronous_physio_update_20260830/__pycache__/experiment.cpython-311.pyc,74743,1788037424821769700
run67_asynchronous_physio_update_20260830/build_physio_cache.py,18531,1788034688382313500
run67_asynchronous_physio_update_20260830/build_vehicle_cache.py,14233,1788034688380319000
run67_asynchronous_physio_update_20260830/cache/rolling_physio_build_summary.json,611,1788036646056636500
run67_asynchronous_physio_update_20260830/cache/rolling_physio_raw_sha256.csv,17794,1788036646053982900
run67_asynchronous_physio_update_20260830/cache/rolling_physio_t0p4.npz,234381,1788036646049843700
run67_asynchronous_physio_update_20260830/cache/rolling_vehicle_build_summary.json,579,1788034977948623400
run67_asynchronous_physio_update_20260830/cache/rolling_vehicle_raw_sha256.csv,22082,1788034977945107000
run67_asynchronous_physio_update_20260830/cache/rolling_vehicle_t0p4.npz,318296,1788034977941433600
run67_asynchronous_physio_update_20260830/cache_common.py,3348,1788034197518530300
run67_asynchronous_physio_update_20260830/config.json,13254,1788034653534051900
run67_asynchronous_physio_update_20260830/CONTRACT_CN.md,7827,1788034653539538100
run67_asynchronous_physio_update_20260830/experiment.py,48988,1788036723664740500
run67_asynchronous_physio_update_20260830/README_CN.md,2771,1788034653536046400
run67_asynchronous_physio_update_20260830/RUN67B_FOLLOWUP_CN.md,2350,1788034653540055500
run67_asynchronous_physio_update_20260830/run_1_training_screen/FAILED_START_CN.md,1131,1788036723665747500
run67_asynchronous_physio_update_20260830/run_2_training_screen/audit/preflight.json,8240,1788036740290346200
run67_asynchronous_physio_update_20260830/run_2_training_screen/final_info.json,1052,1788036754256021000
run67_asynchronous_physio_update_20260830/run_2_training_screen/outputs/decision.json,1052,1788036754254940900
run67_asynchronous_physio_update_20260830/run_2_training_screen/outputs/provenance.json,8422,1788036754263215400
run67_asynchronous_physio_update_20260830/run_2_training_screen/outputs/stage_a_decision.json,323,1788036749329756200
run67_asynchronous_physio_update_20260830/run_2_training_screen/outputs/stage_b_decision.json,293,1788036754254940900
run67_asynchronous_physio_update_20260830/run_2_training_screen/RESULT_CN.md,225,1788036754264243400
run67_asynchronous_physio_update_20260830/run_2_training_screen/tables/stage_a_fit_only_trust_selection.csv,6192,1788036748624866500
run67_asynchronous_physio_update_20260830/run_2_training_screen/tables/stage_a_meta_validation_predictions.csv,9762846,1788036749319002000
run67_asynchronous_physio_update_20260830/run_2_training_screen/tables/stage_a_pair_outer.csv,1290,1788036749322619400
run67_asynchronous_physio_update_20260830/run_2_training_screen/tables/stage_a_pair_subject.csv,7526,1788036749325354700
run67_asynchronous_physio_update_20260830/run_2_training_screen/tables/stage_a_pair_summary.csv,501,1788036749326924800
run67_asynchronous_physio_update_20260830/run_2_training_screen/tables/stage_a_protection.csv,2349,1788036749329027500
run67_asynchronous_physio_update_20260830/run_2_training_screen/tables/stage_b_fit_only_trust_selection.csv,5881,1788036753385578600
run67_asynchronous_physio_update_20260830/run_2_training_screen/tables/stage_b_meta_validation_predictions.csv,11944572,1788036754247618900
run67_asynchronous_physio_update_20260830/run_2_training_screen/tables/stage_b_pair_outer.csv,1569,1788036754249612500
run67_asynchronous_physio_update_20260830/run_2_training_screen/tables/stage_b_pair_subject.csv,9396,1788036754251025300
run67_asynchronous_physio_update_20260830/run_2_training_screen/tables/stage_b_pair_summary.csv,702,1788036754252425400
run67_asynchronous_physio_update_20260830/run_2_training_screen/tables/stage_b_protection.csv,1111,1788036754253931700
run67b_behavior_context_update_trust_20260830/__pycache__/common.cpython-311.pyc,8177,1788037360088268100
run67b_behavior_context_update_trust_20260830/build_behavior_context_cache.py,11134,1788037343639729400
run67b_behavior_context_update_trust_20260830/build_stage_a_context_cache.py,6875,1788037065316132600
run67b_behavior_context_update_trust_20260830/cache/behavior_context_build_summary.json,347,1788037417193380500
run67b_behavior_context_update_trust_20260830/cache/behavior_context_current_shifted.npz,97417,1788037417182897000
run67b_behavior_context_update_trust_20260830/cache/behavior_context_raw_sha256.csv,22082,1788037417186346400
run67b_behavior_context_update_trust_20260830/cache/stage_a_context_build_summary.json,9881,1788037434497800600
run67b_behavior_context_update_trust_20260830/cache/stage_a_context_manifest.csv,4247,1788037434496789100
