sample_id,split,candidate_name,prototype_rule,prototype_train_n
vehicle_instability_allraw__yzy__2025_09_27_14_26_04__000385650__pre3_label3_response_coverage,val,proto_combo_full,direction_mode=positive&amplitude_mode=small&peak_timing=early_peak&tail_mode=return_near_zero&correction_mode=multi_segment,16
vehicle_instability_allraw__yzy__2025_09_27_14_26_04__000428685__pre3_label3_response_coverage,val,proto_combo_full,direction_mode=positive&amplitude_mode=small&peak_timing=early_peak&tail_mode=return_near_zero&correction_mode=multi_segment,16
vehicle_instability_allraw__yzy__2025_09_27_14_37_08__000213665__pre3_label3_response_coverage,val,proto_combo_full,direction_mode=negative&amplitude_mode=large&peak_timing=late_peak&tail_mode=return_near_zero&correction_mode=multi_segment,12
vehicle_instability_allraw__yzy__2025_09_27_14_37_08__000269385__pre3_label3_response_coverage,val,proto_combo_full,direction_mode=negative&amplitude_mode=medium&peak_timing=early_peak&tail_mode=return_near_zero&correction_mode=multi_segment,14
vehicle_instability_allraw__yzy__2025_09_27_14_37_08__000376440__pre3_label3_response_coverage,val,proto_combo_full,direction_mode=positive&amplitude_mode=medium&peak_timing=early_peak&tail_mode=return_near_zero&correction_mode=multi_segment,11
vehicle_instability_allraw__yzy__2025_09_27_15_04_26__000063290__pre3_label3_response_coverage,train,proto_combo_full,direction_mode=positive&amplitude_mode=medium&peak_timing=late_peak&tail_mode=return_near_zero&correction_mode=multi_segment,15
vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000162845__pre3_label3_response_coverage,train,proto_combo_full,direction_mode=negative&amplitude_mode=medium&peak_timing=late_peak&tail_mode=return_near_zero&correction_mode=multi_segment,24
vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000292475__pre3_label3_response_coverage,train,proto_combo_full,direction_mode=positive&amplitude_mode=small&peak_timing=early_peak&tail_mode=return_near_zero&correction_mode=multi_segment,16
vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000328880__pre3_label3_response_coverage,train,proto_combo_full,direction_mode=positive&amplitude_mode=small&peak_timing=early_peak&tail_mode=return_near_zero&correction_mode=multi_segment,16
vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000358900__pre3_label3_response_coverage,train,proto_combo_full,direction_mode=positive&amplitude_mode=large&peak_timing=late_peak&tail_mode=return_near_zero&correction_mode=multi_segment,5
vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000447025__pre3_label3_response_coverage,train,proto_combo_full,direction_mode=positive&amplitude_mode=small&peak_timing=early_peak&tail_mode=return_near_zero&correction_mode=multi_segment,16
vehicle_instability_allraw__zdq__2025_09_26_15_14_51__000239960__pre3_label3_response_coverage,train,proto_combo_full,direction_mode=positive&amplitude_mode=very_large&peak_timing=late_peak&tail_mode=return_near_zero&correction_mode=multi_segment,7
vehicle_instability_allraw__zdq__2025_09_26_15_21_51__000231945__pre3_label3_response_coverage,train,proto_combo_full,direction_mode=positive&amplitude_mode=small&peak_timing=early_peak&tail_mode=return_near_zero&correction_mode=multi_segment,16
vehicle_instability_allraw__zdq__2025_09_26_15_27_09__000052510__pre3_label3_response_coverage,train,proto_combo_full,direction_mode=positive&amplitude_mode=large&peak_timing=late_peak&tail_mode=return_near_zero&correction_mode=multi_segment,5
vehicle_instability_allraw__zdq__2025_09_26_15_27_09__000060750__pre3_label3_response_coverage,train,proto_combo_full,direction_mode=positive&amplitude_mode=small&peak_timing=early_peak&tail_mode=return_near_zero&correction_mode=multi_segment,16
vehicle_instability_allraw__zdq__2025_09_26_15_27_09__000456530__pre3_label3_response_coverage,train,proto_combo_full,direction_mode=negative&amplitude_mode=small&peak_timing=early_peak,21
vehicle_instability_allraw__zdq__2025_09_26_15_37_30__000202020__pre3_label3_response_coverage,train,proto_combo_full,direction_mode=positive&amplitude_mode=large&peak_timing=late_peak&tail_mode=return_near_zero&correction_mode=multi_segment,5
vehicle_instability_allraw__zdq__2025_09_26_15_52_46__000058070__pre3_label3_response_coverage,train,proto_combo_full,direction_mode=negative&amplitude_mode=medium&peak_timing=late_peak&tail_mode=return_near_zero&correction_mode=multi_segment,24
vehicle_instability_allraw__zdq__2025_09_26_15_52_46__000130370__pre3_label3_response_coverage,train,proto_combo_full,direction_mode=negative&amplitude_mode=medium&peak_timing=late_peak&tail_mode=return_near_zero&correction_mode=multi_segment,24
vehicle_instability_allraw__zdq__2025_09_26_15_52_46__000577885__pre3_label3_response_coverage,train,proto_combo_full,direction_mode=positive&amplitude_mode=small&peak_timing=early_peak,30
vehicle_instability_allraw__zdq__2025_09_26_16_03_48__000347185__pre3_label3_response_coverage,train,proto_combo_full,direction_mode=positive&amplitude_mode=medium&peak_timing=late_peak&tail_mode=return_near_zero&correction_mode=multi_segment,15
vehicle_instability_allraw__zdq__2025_09_26_16_03_48__000471380__pre3_label3_response_coverage,train,proto_combo_full,direction_mode=positive&amplitude_mode=small&peak_timing=early_peak,30
vehicle_instability_allraw__zt__2025_09_28_11_20_08__000158280__pre3_label3_response_coverage,train,proto_combo_full,direction_mode=negative&amplitude_mode=large&peak_timing=late_peak&tail_mode=return_near_zero&correction_mode=multi_segment,12
vehicle_instability_allraw__zt__2025_09_28_11_20_08__000270535__pre3_label3_response_coverage,train,proto_combo_full,direction_mode=positive&amplitude_mode=large&peak_timing=late_peak&tail_mode=return_near_zero&correction_mode=multi_segment,5
vehicle_instability_allraw__zt__2025_09_28_11_20_08__000416365__pre3_label3_response_coverage,train,proto_combo_full,direction_mode=positive&amplitude_mode=small&peak_timing=early_peak&tail_mode=return_near_zero&correction_mode=multi_segment,16
vehicle_instability_allraw__zt__2025_09_28_11_20_08__000472990__pre3_label3_response_coverage,train,proto_combo_full,direction_mode=negative&amplitude_mode=medium&peak_timing=late_peak&tail_mode=return_near_zero&correction_mode=multi_segment,24
vehicle_instability_allraw__zx__2025_09_27_16_32_00__000101585__pre3_label3_response_coverage,train,proto_combo_full,direction_mode=negative&amplitude_mode=small&peak_timing=early_peak,21
vehicle_instability_allraw__zx__2025_09_27_16_32_00__000312575__pre3_label3_response_coverage,train,proto_combo_full,direction_mode=negative&amplitude_mode=very_large,12
vehicle_instability_allraw__zx__2025_09_27_16_32_00__000398300__pre3_label3_response_coverage,train,proto_combo_full,direction_mode=positive&amplitude_mode=medium&peak_timing=late_peak&tail_mode=return_near_zero&correction_mode=multi_segment,15
vehicle_instability_allraw__zx__2025_09_27_16_32_00__000421025__pre3_label3_response_coverage,train,proto_combo_full,direction_mode=positive&amplitude_mode=very_large&peak_timing=late_peak&tail_mode=return_near_zero&correction_mode=multi_segment,7
vehicle_instability_allraw__zx__2025_09_27_16_32_00__000490620__pre3_label3_response_coverage,train,proto_combo_full,direction_mode=negative&amplitude_mode=large,16
vehicle_instability_allraw__zx__2025_09_27_16_32_00__000645585__pre3_label3_response_coverage,train,proto_combo_full,direction_mode=negative&amplitude_mode=medium&peak_timing=late_peak&tail_mode=return_near_zero&correction_mode=multi_segment,24
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000078890__pre3_label3_response_coverage,val,proto_combo_full,direction_mode=positive&amplitude_mode=large&peak_timing=late_peak&tail_mode=return_near_zero&correction_mode=multi_segment,5
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000087075__pre3_label3_response_coverage,val,proto_combo_full,direction_mode=negative&amplitude_mode=medium&peak_timing=late_peak&tail_mode=return_near_zero&correction_mode=multi_segment,24
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000152930__pre3_label3_response_coverage,val,proto_combo_full,direction_mode=negative&amplitude_mode=medium&peak_timing=late_peak&tail_mode=return_near_zero&correction_mode=multi_segment,24
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000263295__pre3_label3_response_coverage,val,proto_combo_full,direction_mode=positive&amplitude_mode=large&peak_timing=late_peak&tail_mode=return_near_zero&correction_mode=multi_segment,5
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000293010__pre3_label3_response_coverage,val,proto_combo_full,direction_mode=positive&amplitude_mode=medium&peak_timing=late_peak&tail_mode=return_near_zero&correction_mode=multi_segment,15
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000316255__pre3_label3_response_coverage,val,proto_combo_full,direction_mode=positive&amplitude_mode=small&peak_timing=early_peak&tail_mode=return_near_zero&correction_mode=multi_segment,16
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000599550__pre3_label3_response_coverage,val,proto_combo_full,direction_mode=negative&amplitude_mode=small&peak_timing=early_peak&tail_mode=return_near_zero&correction_mode=multi_segment,12
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000632670__pre3_label3_response_coverage,val,proto_combo_full,direction_mode=positive&amplitude_mode=small&peak_timing=early_peak,30
vehicle_instability_allraw__zx__2025_09_27_17_14_07__000103335__pre3_label3_response_coverage,train,proto_combo_full,direction_mode=positive&amplitude_mode=large&peak_timing=late_peak&tail_mode=return_near_zero&correction_mode=multi_segment,5
vehicle_instability_allraw__zx__2025_09_27_17_14_07__000412950__pre3_label3_response_coverage,train,proto_combo_full,direction_mode=negative&amplitude_mode=medium&peak_timing=late_peak&tail_mode=return_near_zero&correction_mode=multi_segment,24
vehicle_instability_allraw__zx__2025_09_27_17_25_16__000018420__pre3_label3_response_coverage,train,proto_combo_full,direction_mode=negative&amplitude_mode=large&peak_timing=late_peak&tail_mode=return_near_zero&correction_mode=multi_segment,12
vehicle_instability_allraw__zx__2025_09_27_17_25_16__000055950__pre3_label3_response_coverage,train,proto_combo_full,direction_mode=positive&amplitude_mode=medium&peak_timing=early_peak&tail_mode=return_near_zero&correction_mode=multi_segment,11
vehicle_instability_allraw__zx__2025_09_27_17_29_08__000177210__pre3_label3_response_coverage,train,proto_combo_full,direction_mode=positive&amplitude_mode=small&peak_timing=late_peak&tail_mode=return_near_zero&correction_mode=multi_segment,10
vehicle_instability_allraw__zx__2025_09_27_17_29_08__000199530__pre3_label3_response_coverage,train,proto_combo_full,direction_mode=positive&amplitude_mode=small&peak_timing=late_peak,12
vehicle_instability_allraw__zx__2025_09_27_17_45_11__000166410__pre3_label3_response_coverage,val,proto_combo_full,direction_mode=negative&amplitude_mode=small&peak_timing=early_peak&tail_mode=return_near_zero&correction_mode=multi_segment,12
vehicle_instability_allraw__zx__2025_09_27_17_45_11__000242010__pre3_label3_response_coverage,val,proto_combo_full,direction_mode=negative&amplitude_mode=medium&peak_timing=late_peak&tail_mode=return_near_zero&correction_mode=multi_segment,24
vehicle_instability_allraw__zx__2025_09_27_17_45_11__000361280__pre3_label3_response_coverage,val,proto_combo_full,direction_mode=positive&amplitude_mode=very_large&peak_timing=late_peak&tail_mode=return_near_zero&correction_mode=multi_segment,7
vehicle_instability_allraw__zx__2025_09_27_17_45_11__000449820__pre3_label3_response_coverage,val,proto_combo_full,direction_mode=positive&amplitude_mode=small&peak_timing=early_peak&tail_mode=return_near_zero&correction_mode=multi_segment,16
vehicle_instability_allraw__zx__2025_09_27_17_56_42__000080875__pre3_label3_response_coverage,train,proto_combo_full,direction_mode=positive&amplitude_mode=medium&peak_timing=late_peak&tail_mode=return_near_zero&correction_mode=multi_segment,15
vehicle_instability_allraw__zx__2025_09_27_17_56_42__000108650__pre3_label3_response_coverage,train,proto_combo_full,direction_mode=positive&amplitude_mode=small&peak_timing=late_peak&tail_mode=return_near_zero&correction_mode=multi_segment,10
vehicle_instability_allraw__zx__2025_09_27_18_00_08__000020450__pre3_label3_response_coverage,test,proto_combo_full,direction_mode=negative&amplitude_mode=medium&peak_timing=late_peak&tail_mode=return_near_zero&correction_mode=multi_segment,24
vehicle_instability_allraw__zx__2025_09_27_18_00_08__000149680__pre3_label3_response_coverage,test,proto_combo_full,direction_mode=negative&amplitude_mode=small&peak_timing=late_peak&tail_mode=return_near_zero&correction_mode=multi_segment,10
vehicle_instability_allraw__zx__2025_09_27_18_00_08__000173505__pre3_label3_response_coverage,test,proto_combo_full,direction_mode=negative&amplitude_mode=small&peak_timing=late_peak&tail_mode=return_near_zero&correction_mode=multi_segment,10
vehicle_instability_allraw__zx__2025_09_27_18_00_08__000353905__pre3_label3_response_coverage,test,proto_combo_full,direction_mode=negative&amplitude_mode=medium&peak_timing=late_peak&tail_mode=return_near_zero&correction_mode=multi_segment,24
vehicle_instability_allraw__zx__2025_09_27_18_07_01__000048255__pre3_label3_response_coverage,train,proto_combo_full,direction_mode=negative&amplitude_mode=medium&peak_timing=early_peak&tail_mode=return_near_zero&correction_mode=multi_segment,14
vehicle_instability_allraw__zx__2025_09_27_18_07_01__000071310__pre3_label3_response_coverage,train,proto_combo_full,direction_mode=negative&amplitude_mode=medium&peak_timing=late_peak&tail_mode=return_near_zero&correction_mode=multi_segment,24
vehicle_instability_allraw__zx__2025_09_27_18_07_01__000376460__pre3_label3_response_coverage,train,proto_combo_full,direction_mode=positive&amplitude_mode=small&peak_timing=early_peak,30
vehicle_instability_allraw__zx__2025_09_27_18_07_01__000584705__pre3_label3_response_coverage,train,proto_combo_full,direction_mode=positive&amplitude_mode=small&peak_timing=early_peak&tail_mode=return_near_zero&correction_mode=multi_segment,16
vehicle_instability_allraw__zx__2025_09_27_18_17_48__000096340__pre3_label3_response_coverage,train,proto_combo_full,direction_mode=positive&amplitude_mode=large&peak_timing=early_peak&tail_mode=return_near_zero&correction_mode=multi_segment,6
vehicle_instability_allraw__zx__2025_09_27_18_17_48__000253945__pre3_label3_response_coverage,train,proto_combo_full,direction_mode=negative&amplitude_mode=medium&peak_timing=late_peak&tail_mode=return_near_zero&correction_mode=multi_segment,24
vehicle_instability_allraw__zx__2025_09_27_18_17_48__000377105__pre3_label3_response_coverage,train,proto_combo_full,direction_mode=positive&amplitude_mode=medium&peak_timing=late_peak&tail_mode=return_near_zero&correction_mode=multi_segment,15
vehicle_instability_allraw__zx__2025_09_27_18_17_48__000468965__pre3_label3_response_coverage,train,proto_combo_full,direction_mode=negative&amplitude_mode=small&peak_timing=early_peak&tail_mode=same_side_tail&correction_mode=multi_segment,5
vehicle_instability_allraw__zx__2025_09_27_18_17_48__000554770__pre3_label3_response_coverage,train,proto_combo_full,direction_mode=positive&amplitude_mode=small&peak_timing=early_peak,30
vehicle_instability_allraw__zxy__2025_09_28_15_57_38__000182350__pre3_label3_response_coverage,test,proto_combo_full,direction_mode=negative&amplitude_mode=medium&peak_timing=late_peak&tail_mode=return_near_zero&correction_mode=multi_segment,24
vehicle_instability_allraw__zxy__2025_09_28_16_01_55__000349230__pre3_label3_response_coverage,val,proto_combo_full,direction_mode=negative&amplitude_mode=medium&peak_timing=late_peak&tail_mode=return_near_zero&correction_mode=multi_segment,24
vehicle_instability_allraw__zxy__2025_09_28_16_01_55__000377385__pre3_label3_response_coverage,val,proto_combo_full,direction_mode=negative&amplitude_mode=medium&peak_timing=late_peak&tail_mode=return_near_zero&correction_mode=multi_segment,24
vehicle_instability_allraw__zxy__2025_09_28_16_12_11__000090925__pre3_label3_response_coverage,train,proto_combo_full,direction_mode=negative&amplitude_mode=small&peak_timing=late_peak&tail_mode=return_near_zero&correction_mode=multi_segment,10
vehicle_instability_allraw__zxy__2025_09_28_16_12_11__000283050__pre3_label3_response_coverage,train,proto_combo_full,direction_mode=negative&amplitude_mode=small&peak_timing=early_peak&tail_mode=return_near_zero&correction_mode=multi_segment,12
vehicle_instability_allraw__zxy__2025_09_28_16_12_11__000387335__pre3_label3_response_coverage,train,proto_combo_full,direction_mode=negative&amplitude_mode=medium&peak_timing=late_peak&tail_mode=return_near_zero&correction_mode=multi_segment,24
vehicle_instability_allraw__zxy__2025_09_28_16_35_30__000467085__pre3_label3_response_coverage,test,proto_combo_full,direction_mode=negative&amplitude_mode=small&peak_timing=early_peak&tail_mode=return_near_zero&correction_mode=multi_segment,12
vehicle_instability_allraw__byx__2025_09_28_17_05_51__000060840__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=positive&amplitude_mode=large,12
vehicle_instability_allraw__byx__2025_09_28_17_05_51__000187815__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=negative&amplitude_mode=medium,39
vehicle_instability_allraw__byx__2025_09_28_17_05_51__000349300__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=negative&amplitude_mode=medium,39
vehicle_instability_allraw__byx__2025_09_28_17_15_52__000058865__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=negative&amplitude_mode=very_large,12
vehicle_instability_allraw__byx__2025_09_28_17_15_52__000131145__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=negative&amplitude_mode=large,16
vehicle_instability_allraw__byx__2025_09_28_17_15_52__000216345__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=negative&amplitude_mode=medium,39
vehicle_instability_allraw__byx__2025_09_28_17_25_18__000065550__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=positive&amplitude_mode=small,42
vehicle_instability_allraw__byx__2025_09_28_17_25_18__000164150__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=negative&amplitude_mode=medium,39
vehicle_instability_allraw__byx__2025_09_28_17_25_18__000275870__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=negative&amplitude_mode=small,33
vehicle_instability_allraw__byx__2025_09_28_17_25_18__000384190__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=positive&amplitude_mode=medium,27
vehicle_instability_allraw__byx__2025_09_28_17_35_43__000078915__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=positive&amplitude_mode=small,42
vehicle_instability_allraw__byx__2025_09_28_17_35_43__000199335__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=negative&amplitude_mode=small,33
vehicle_instability_allraw__byx__2025_09_28_17_35_43__000231020__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=negative&amplitude_mode=small,33
vehicle_instability_allraw__byx__2025_09_28_17_35_43__000329825__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=negative&amplitude_mode=small,33
vehicle_instability_allraw__byx__2025_09_28_17_46_00__000095580__pre3_label3_response_coverage,test,proto_direction_amp,direction_mode=positive&amplitude_mode=small,42
vehicle_instability_allraw__byx__2025_09_28_17_46_00__000215315__pre3_label3_response_coverage,test,proto_direction_amp,direction_mode=negative&amplitude_mode=large,16
vehicle_instability_allraw__cwh__2025_09_26_19_27_21__000065145__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=negative&amplitude_mode=large,16
vehicle_instability_allraw__cwh__2025_09_26_19_35_47__000225295__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=positive&amplitude_mode=medium,27
vehicle_instability_allraw__cwh__2025_09_26_19_35_47__000453095__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=positive&amplitude_mode=small,42
vehicle_instability_allraw__cwh__2025_09_26_19_35_47__000527630__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=negative&amplitude_mode=small,33
vehicle_instability_allraw__cwh__2025_09_26_19_45_40__000089205__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=positive&amplitude_mode=medium,27
vehicle_instability_allraw__cwh__2025_09_26_19_45_40__000165100__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=positive&amplitude_mode=medium,27
vehicle_instability_allraw__cwh__2025_09_26_19_45_40__000214250__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=negative&amplitude_mode=large,16
vehicle_instability_allraw__cwh__2025_09_26_19_45_40__000341005__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=negative&amplitude_mode=medium,39
vehicle_instability_allraw__cwh__2025_09_26_19_56_16__000205130__pre3_label3_response_coverage,val,proto_direction_amp,direction_mode=negative&amplitude_mode=large,16
vehicle_instability_allraw__cwh__2025_09_26_19_56_16__000309365__pre3_label3_response_coverage,val,proto_direction_amp,direction_mode=positive&amplitude_mode=small,42
vehicle_instability_allraw__cwh__2025_09_26_19_56_16__000329785__pre3_label3_response_coverage,val,proto_direction_amp,direction_mode=negative&amplitude_mode=medium,39
vehicle_instability_allraw__cwh__2025_09_26_19_56_16__000388180__pre3_label3_response_coverage,val,proto_direction_amp,direction_mode=positive&amplitude_mode=small,42
vehicle_instability_allraw__cwh__2025_09_26_20_06_19__000204045__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=positive&amplitude_mode=medium,27
vehicle_instability_allraw__cwh__2025_09_26_20_06_19__000315730__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=negative&amplitude_mode=medium,39
vehicle_instability_allraw__cwh__2025_09_26_20_06_19__000480390__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=negative&amplitude_mode=small,33
vehicle_instability_allraw__gf__2025_09_26_10_18_49__000233845__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=positive&amplitude_mode=large,12
vehicle_instability_allraw__gf__2025_09_26_10_18_49__000439375__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=positive&amplitude_mode=small,42
vehicle_instability_allraw__gf__2025_09_26_10_30_12__000223260__pre3_label3_response_coverage,test,proto_direction_amp,direction_mode=positive&amplitude_mode=large,12
vehicle_instability_allraw__gf__2025_09_26_10_30_12__000425785__pre3_label3_response_coverage,test,proto_direction_amp,direction_mode=positive&amplitude_mode=small,42
vehicle_instability_allraw__gf__2025_09_26_10_40_59__000180655__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=negative&amplitude_mode=very_large,12
vehicle_instability_allraw__gf__2025_09_26_10_40_59__000232065__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=positive&amplitude_mode=very_large,7
vehicle_instability_allraw__gf__2025_09_26_10_52_57__000300870__pre3_label3_response_coverage,test,proto_direction_amp,direction_mode=negative&amplitude_mode=small,33
vehicle_instability_allraw__gf__2025_09_26_10_52_57__000471505__pre3_label3_response_coverage,test,proto_direction_amp,direction_mode=positive&amplitude_mode=small,42
vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000180015__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=negative&amplitude_mode=medium,39
vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000211485__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=negative&amplitude_mode=small,33
vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000260065__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=negative&amplitude_mode=small,33
vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000413415__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=negative&amplitude_mode=very_large,12
vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000431340__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=positive&amplitude_mode=small,42
vehicle_instability_allraw__gzj__2025_09_27_11_53_25__000229945__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=negative&amplitude_mode=medium,39
vehicle_instability_allraw__gzj__2025_09_27_11_53_25__000283210__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=positive&amplitude_mode=small,42
vehicle_instability_allraw__gzj__2025_09_27_11_53_25__000308920__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=negative&amplitude_mode=small,33
vehicle_instability_allraw__gzj__2025_09_27_11_53_25__000575025__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=positive&amplitude_mode=very_large,7
vehicle_instability_allraw__gzj__2025_09_27_12_04_23__000095835__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=negative&amplitude_mode=large,16
vehicle_instability_allraw__gzj__2025_09_27_12_04_23__000143790__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=negative&amplitude_mode=medium,39
vehicle_instability_allraw__gzj__2025_09_27_12_04_23__000173350__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=positive&amplitude_mode=medium,27
vehicle_instability_allraw__gzj__2025_09_27_12_04_23__000215140__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=negative&amplitude_mode=small,33
vehicle_instability_allraw__gzj__2025_09_27_12_04_23__000297385__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=positive&amplitude_mode=small,42
vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000053185__pre3_label3_response_coverage,test,proto_direction_amp,direction_mode=negative&amplitude_mode=very_large,12
vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000081700__pre3_label3_response_coverage,test,proto_direction_amp,direction_mode=negative&amplitude_mode=medium,39
vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000175240__pre3_label3_response_coverage,test,proto_direction_amp,direction_mode=negative&amplitude_mode=large,16
vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000186555__pre3_label3_response_coverage,test,proto_direction_amp,direction_mode=positive&amplitude_mode=medium,27
vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000273440__pre3_label3_response_coverage,test,proto_direction_amp,direction_mode=negative&amplitude_mode=medium,39
vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000362460__pre3_label3_response_coverage,test,proto_direction_amp,direction_mode=negative&amplitude_mode=large,16
vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000392590__pre3_label3_response_coverage,test,proto_direction_amp,direction_mode=negative&amplitude_mode=medium,39
vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000518180__pre3_label3_response_coverage,test,proto_direction_amp,direction_mode=positive&amplitude_mode=small,42
vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000585940__pre3_label3_response_coverage,test,proto_direction_amp,direction_mode=positive&amplitude_mode=small,42
vehicle_instability_allraw__gzj__2025_09_27_12_28_14__000104490__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=positive&amplitude_mode=large,12
vehicle_instability_allraw__gzj__2025_09_27_12_28_14__000184075__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=negative&amplitude_mode=small,33
vehicle_instability_allraw__gzj__2025_09_27_12_28_14__000198480__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=negative&amplitude_mode=medium,39
vehicle_instability_allraw__gzj__2025_09_27_12_28_14__000308055__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=negative&amplitude_mode=medium,39
vehicle_instability_allraw__gzj__2025_09_27_12_28_14__000331425__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=negative&amplitude_mode=small,33
vehicle_instability_allraw__gzj__2025_09_27_12_28_14__000362825__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=positive&amplitude_mode=small,42
vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000034605__pre3_label3_response_coverage,test,proto_direction_amp,direction_mode=negative&amplitude_mode=small,33
vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000128695__pre3_label3_response_coverage,test,proto_direction_amp,direction_mode=negative&amplitude_mode=large,16
vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000245880__pre3_label3_response_coverage,test,proto_direction_amp,direction_mode=positive&amplitude_mode=small,42
vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000681250__pre3_label3_response_coverage,test,proto_direction_amp,direction_mode=positive&amplitude_mode=small,42
vehicle_instability_allraw__hzh__2025_09_26_21_03_19__000202260__pre3_label3_response_coverage,test,proto_direction_amp,direction_mode=negative&amplitude_mode=medium,39
vehicle_instability_allraw__hzh__2025_09_26_21_03_19__000221890__pre3_label3_response_coverage,test,proto_direction_amp,direction_mode=positive&amplitude_mode=large,12
vehicle_instability_allraw__hzh__2025_09_26_21_03_19__000326200__pre3_label3_response_coverage,test,proto_direction_amp,direction_mode=positive&amplitude_mode=small,42
vehicle_instability_allraw__hzh__2025_09_26_21_03_19__000504660__pre3_label3_response_coverage,test,proto_direction_amp,direction_mode=positive&amplitude_mode=medium,27
vehicle_instability_allraw__hzh__2025_09_26_21_17_02__000110230__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=negative&amplitude_mode=large,16
vehicle_instability_allraw__hzh__2025_09_26_21_17_02__000422495__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=negative&amplitude_mode=very_large,12
