sample_id,event_uid,subject,session_stamp,anchor_source,anchor_time_rel_s,anchor_time_abs_s,event_start_rel_s,event_end_rel_s,event_type,event_level,phase_type,road_type_anchor,curvature_anchor,trigger_type,window_config_id,causal_setting,input_start_rel_s,input_end_rel_s,label_start_rel_s,label_end_rel_s,input_abs_start_s,input_abs_end_s,label_abs_start_s,label_abs_end_s,available_modalities,sample_usable_vehicle_minimal,recommended_for_stage3_vehicle_baseline,quality_flags,leakage_flags,window_note,vehicle_input_coverage,vehicle_label_coverage,physio_input_coverage,eeg_input_coverage,vehicle_relative_path,physio_relative_path,eeg_relative_path,vehicle_sha256,physio_sha256,eeg_sha256,label_peak_delta,label_peak_abs_delta,label_peak_time_rel_s,label_peak_direction,label_tail_delta,label_reversal_count_proxy
raw_road_curvature_onset__hzh__2025_09_26_21_03_19__00001__pre1_label2_event_trigger,raw_road_curvature_onset__hzh__2025_09_26_21_03_19__00001,hzh,2025_09_26_21_03_19,raw_road_curvature_onset,134.38,1758920733.665,134.38,147.62,curve_left_or_positive,extreme,candidate,curve,0.0104861804245661,raw_curvature_threshold,pre1_label2_event_trigger,event_trigger_predict_full_future,-1.0,0.0,0.0,2.0,1758920732.665,1758920733.665,1758920733.665,1758920735.665,"vehicle,physio,eeg",True,True,eeg_low_valid;eeg_zero_dt;physio_low_valid;physio_zero_dt;vehicle_low_valid,low_if_road_context_available_before_response,"1s event-pre input, 2s future label",1.0,1.0,1.0,1.0,原始车辆数据/hzh/Entity_Recording_2025_09_26_21_03_19_vehicle.csv,原始生理数据/hzh/Entity_Recording_2025_09_26_21_03_19_physio.csv,原始脑电数据/hzh/Entity_Recording_2025_09_26_21_03_19_eeg.csv,f3431bc9e0df50a1c77345636371d9e9117dedd56076f5d609f1ae697470342d,db508c089237f066299104be007826ed4abed614e49a818cfeb7ef2ac38e064a,0d88af8dfee8f35cf28400e61f8678f34398854de112e42b42dfe117175d1665,-1.397306,1.397306,1.3000000000000114,negative,-1.285256,1.0
raw_road_curvature_onset__hzh__2025_09_26_21_03_19__00002__pre1_label2_event_trigger,raw_road_curvature_onset__hzh__2025_09_26_21_03_19__00002,hzh,2025_09_26_21_03_19,raw_road_curvature_onset,281.11,1758920880.3949995,281.11,294.805,curve_right_or_negative,extreme,candidate,curve,-0.0080610019865719,raw_curvature_threshold,pre1_label2_event_trigger,event_trigger_predict_full_future,-1.0,0.0,0.0,2.0,1758920879.3949995,1758920880.3949995,1758920880.3949995,1758920882.3949995,"vehicle,physio,eeg",True,True,eeg_low_valid;eeg_zero_dt;physio_low_valid;physio_zero_dt;vehicle_low_valid,low_if_road_context_available_before_response,"1s event-pre input, 2s future label",1.0,1.0,1.0,1.0,原始车辆数据/hzh/Entity_Recording_2025_09_26_21_03_19_vehicle.csv,原始生理数据/hzh/Entity_Recording_2025_09_26_21_03_19_physio.csv,原始脑电数据/hzh/Entity_Recording_2025_09_26_21_03_19_eeg.csv,f3431bc9e0df50a1c77345636371d9e9117dedd56076f5d609f1ae697470342d,db508c089237f066299104be007826ed4abed614e49a818cfeb7ef2ac38e064a,0d88af8dfee8f35cf28400e61f8678f34398854de112e42b42dfe117175d1665,-0.3509862,0.3509862,0.7599999999999909,negative,-0.1343910093195355,1.0
raw_road_curvature_onset__hzh__2025_09_26_21_03_19__00003__pre1_label2_event_trigger,raw_road_curvature_onset__hzh__2025_09_26_21_03_19__00003,hzh,2025_09_26_21_03_19,raw_road_curvature_onset,299.32,1758920898.6049998,299.32,301.46,curve_left_or_positive,weak,candidate,curve,0.0010845760014686,raw_curvature_threshold,pre1_label2_event_trigger,event_trigger_predict_full_future,-1.0,0.0,0.0,2.0,1758920897.6049998,1758920898.6049998,1758920898.6049998,1758920900.6049998,"vehicle,physio,eeg",True,True,eeg_low_valid;eeg_zero_dt;physio_low_valid;physio_zero_dt;vehicle_low_valid,low_if_road_context_available_before_response,"1s event-pre input, 2s future label",1.0,1.0,1.0,1.0,原始车辆数据/hzh/Entity_Recording_2025_09_26_21_03_19_vehicle.csv,原始生理数据/hzh/Entity_Recording_2025_09_26_21_03_19_physio.csv,原始脑电数据/hzh/Entity_Recording_2025_09_26_21_03_19_eeg.csv,f3431bc9e0df50a1c77345636371d9e9117dedd56076f5d609f1ae697470342d,db508c089237f066299104be007826ed4abed614e49a818cfeb7ef2ac38e064a,0d88af8dfee8f35cf28400e61f8678f34398854de112e42b42dfe117175d1665,0.26703505,0.26703505,0.4150000000000204,positive,0.104894,2.0
raw_road_curvature_onset__hzh__2025_09_26_21_03_19__00004__pre1_label2_event_trigger,raw_road_curvature_onset__hzh__2025_09_26_21_03_19__00004,hzh,2025_09_26_21_03_19,raw_road_curvature_onset,462.5,1758921061.7849998,462.5,490.45,curve_right_or_negative,extreme,candidate,curve,-0.0060361878565638,raw_curvature_threshold,pre1_label2_event_trigger,event_trigger_predict_full_future,-1.0,0.0,0.0,2.0,1758921060.7849998,1758921061.7849998,1758921061.7849998,1758921063.7849998,"vehicle,physio,eeg",True,True,eeg_low_valid;eeg_zero_dt;physio_low_valid;physio_zero_dt;vehicle_low_valid,low_if_road_context_available_before_response,"1s event-pre input, 2s future label",1.0,1.0,1.0,1.0,原始车辆数据/hzh/Entity_Recording_2025_09_26_21_03_19_vehicle.csv,原始生理数据/hzh/Entity_Recording_2025_09_26_21_03_19_physio.csv,原始脑电数据/hzh/Entity_Recording_2025_09_26_21_03_19_eeg.csv,f3431bc9e0df50a1c77345636371d9e9117dedd56076f5d609f1ae697470342d,db508c089237f066299104be007826ed4abed614e49a818cfeb7ef2ac38e064a,0d88af8dfee8f35cf28400e61f8678f34398854de112e42b42dfe117175d1665,0.306305,0.306305,1.4350000000000025,positive,-0.045728,1.0
raw_road_curvature_onset__hzh__2025_09_26_21_17_02__00001__pre1_label2_event_trigger,raw_road_curvature_onset__hzh__2025_09_26_21_17_02__00001,hzh,2025_09_26_21_17_02,raw_road_curvature_onset,165.835,1758921588.343,165.835,184.415,curve_left_or_positive,extreme,candidate,curve,0.0109088966042681,raw_curvature_threshold,pre1_label2_event_trigger,event_trigger_predict_full_future,-1.0,0.0,0.0,2.0,1758921587.343,1758921588.343,1758921588.343,1758921590.343,"vehicle,physio,eeg",True,True,eeg_low_valid;physio_low_valid;physio_zero_dt;vehicle_low_valid;vehicle_zero_dt,low_if_road_context_available_before_response,"1s event-pre input, 2s future label",1.0,1.0,1.0,1.0,原始车辆数据/hzh/Entity_Recording_2025_09_26_21_17_02_vehicle.csv,原始生理数据/hzh/Entity_Recording_2025_09_26_21_17_02_physio.csv,原始脑电数据/hzh/Entity_Recording_2025_09_26_21_17_02_eeg.csv,3f29be6faacf4866df22a866363d9fee1ed6c01b1ec827193044c011637766cd,d78fa7b847bf1c27f4d4b80691c889cc03cba1b36e21017634c98147a95e5f33,e3a68d3e6c3a7bc74c499d9914a87325ee0276caa3f174838f3b39684c6f6375,-0.496021,0.496021,1.9399999999999975,negative,-0.4942809999999999,2.0
raw_road_curvature_onset__hzh__2025_09_26_21_17_02__00002__pre1_label2_event_trigger,raw_road_curvature_onset__hzh__2025_09_26_21_17_02__00002,hzh,2025_09_26_21_17_02,raw_road_curvature_onset,328.075,1758921750.583,328.075,344.165,curve_right_or_negative,extreme,candidate,curve,-0.0080612399828922,raw_curvature_threshold,pre1_label2_event_trigger,event_trigger_predict_full_future,-1.0,0.0,0.0,2.0,1758921749.583,1758921750.583,1758921750.583,1758921752.583,"vehicle,physio,eeg",True,True,eeg_low_valid;physio_low_valid;physio_zero_dt;vehicle_low_valid;vehicle_zero_dt,low_if_road_context_available_before_response,"1s event-pre input, 2s future label",1.0,1.0,1.0,1.0,原始车辆数据/hzh/Entity_Recording_2025_09_26_21_17_02_vehicle.csv,原始生理数据/hzh/Entity_Recording_2025_09_26_21_17_02_physio.csv,原始脑电数据/hzh/Entity_Recording_2025_09_26_21_17_02_eeg.csv,3f29be6faacf4866df22a866363d9fee1ed6c01b1ec827193044c011637766cd,d78fa7b847bf1c27f4d4b80691c889cc03cba1b36e21017634c98147a95e5f33,e3a68d3e6c3a7bc74c499d9914a87325ee0276caa3f174838f3b39684c6f6375,0.1310738,0.1310738,0.2650000000000432,positive,0.0637045,1.0
raw_road_curvature_onset__hzh__2025_09_26_21_17_02__00003__pre1_label2_event_trigger,raw_road_curvature_onset__hzh__2025_09_26_21_17_02__00003,hzh,2025_09_26_21_17_02,raw_road_curvature_onset,349.26,1758921771.768,349.26,351.895,curve_left_or_positive,weak,candidate,curve,0.0010846299728005,raw_curvature_threshold,pre1_label2_event_trigger,event_trigger_predict_full_future,-1.0,0.0,0.0,2.0,1758921770.768,1758921771.768,1758921771.768,1758921773.768,"vehicle,physio,eeg",True,True,eeg_low_valid;physio_low_valid;physio_zero_dt;vehicle_low_valid;vehicle_zero_dt,low_if_road_context_available_before_response,"1s event-pre input, 2s future label",1.0,1.0,1.0,1.0,原始车辆数据/hzh/Entity_Recording_2025_09_26_21_17_02_vehicle.csv,原始生理数据/hzh/Entity_Recording_2025_09_26_21_17_02_physio.csv,原始脑电数据/hzh/Entity_Recording_2025_09_26_21_17_02_eeg.csv,3f29be6faacf4866df22a866363d9fee1ed6c01b1ec827193044c011637766cd,d78fa7b847bf1c27f4d4b80691c889cc03cba1b36e21017634c98147a95e5f33,e3a68d3e6c3a7bc74c499d9914a87325ee0276caa3f174838f3b39684c6f6375,0.100357,0.100357,2.0,positive,0.100357,0.0
raw_road_curvature_onset__hzh__2025_09_26_21_17_02__00004__pre1_label2_event_trigger,raw_road_curvature_onset__hzh__2025_09_26_21_17_02__00004,hzh,2025_09_26_21_17_02,raw_road_curvature_onset,541.0,1758921963.508,541.0,578.505,curve_right_or_negative,extreme,candidate,curve,-0.0061647099630936,raw_curvature_threshold,pre1_label2_event_trigger,event_trigger_predict_full_future,-1.0,0.0,0.0,2.0,1758921962.508,1758921963.508,1758921963.508,1758921965.508,"vehicle,physio,eeg",True,True,eeg_low_valid;physio_low_valid;physio_zero_dt;vehicle_low_valid;vehicle_zero_dt,low_if_road_context_available_before_response,"1s event-pre input, 2s future label",1.0,1.0,1.0,1.0,原始车辆数据/hzh/Entity_Recording_2025_09_26_21_17_02_vehicle.csv,原始生理数据/hzh/Entity_Recording_2025_09_26_21_17_02_physio.csv,原始脑电数据/hzh/Entity_Recording_2025_09_26_21_17_02_eeg.csv,3f29be6faacf4866df22a866363d9fee1ed6c01b1ec827193044c011637766cd,d78fa7b847bf1c27f4d4b80691c889cc03cba1b36e21017634c98147a95e5f33,e3a68d3e6c3a7bc74c499d9914a87325ee0276caa3f174838f3b39684c6f6375,0.2783795,0.2783795,1.044999999999959,positive,0.1663294,1.0
raw_road_curvature_onset__hzh__2025_09_27_19_22_27__00001__pre1_label2_event_trigger,raw_road_curvature_onset__hzh__2025_09_27_19_22_27__00001,hzh,2025_09_27_19_22_27,raw_road_curvature_onset,155.275,1759001103.255,155.275,171.625,curve_left_or_positive,extreme,candidate,curve,0.0108973200640854,raw_curvature_threshold,pre1_label2_event_trigger,event_trigger_predict_full_future,-1.0,0.0,0.0,2.0,1759001102.255,1759001103.255,1759001103.255,1759001105.255,"vehicle,physio,eeg",True,True,eeg_low_valid;physio_low_valid;physio_zero_dt;vehicle_low_valid,low_if_road_context_available_before_response,"1s event-pre input, 2s future label",1.0,1.0,1.0,1.0,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_22_27_vehicle.csv,原始生理数据/hzh/Entity_Recording_2025_09_27_19_22_27_physio.csv,原始脑电数据/hzh/Entity_Recording_2025_09_27_19_22_27_eeg.csv,a4c313d8f9707d2fd12bcc4421c179cdba5fc8d2e0656371f297b76fe104c6d3,45c4ece5fd884d8e734818657c5aab6ec7231ac78db591bbd6c39ec262f3036b,dd425b0292576a44504b6a511c6cd95743a68f48f62dffe374eecf88ca48559f,-1.739223996567015,1.739223996567015,2.0,negative,-1.739223996567015,2.0
raw_road_curvature_onset__hzh__2025_09_27_19_22_27__00002__pre1_label2_event_trigger,raw_road_curvature_onset__hzh__2025_09_27_19_22_27__00002,hzh,2025_09_27_19_22_27,raw_road_curvature_onset,300.08,1759001248.06,300.08,316.665,curve_right_or_negative,extreme,candidate,curve,-0.0080614620035857,raw_curvature_threshold,pre1_label2_event_trigger,event_trigger_predict_full_future,-1.0,0.0,0.0,2.0,1759001247.06,1759001248.06,1759001248.06,1759001250.06,"vehicle,physio,eeg",True,True,eeg_low_valid;physio_low_valid;physio_zero_dt;vehicle_low_valid,low_if_road_context_available_before_response,"1s event-pre input, 2s future label",1.0,1.0,1.0,1.0,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_22_27_vehicle.csv,原始生理数据/hzh/Entity_Recording_2025_09_27_19_22_27_physio.csv,原始脑电数据/hzh/Entity_Recording_2025_09_27_19_22_27_eeg.csv,a4c313d8f9707d2fd12bcc4421c179cdba5fc8d2e0656371f297b76fe104c6d3,45c4ece5fd884d8e734818657c5aab6ec7231ac78db591bbd6c39ec262f3036b,dd425b0292576a44504b6a511c6cd95743a68f48f62dffe374eecf88ca48559f,0.5047493,0.5047493,1.9800000000000184,positive,0.5047493,0.0
raw_road_curvature_onset__hzh__2025_09_27_19_22_27__00003__pre1_label2_event_trigger,raw_road_curvature_onset__hzh__2025_09_27_19_22_27__00003,hzh,2025_09_27_19_22_27,raw_road_curvature_onset,321.14,1759001269.12,321.14,323.195,curve_left_or_positive,weak,candidate,curve,0.0010845860025176,raw_curvature_threshold,pre1_label2_event_trigger,event_trigger_predict_full_future,-1.0,0.0,0.0,2.0,1759001268.12,1759001269.12,1759001269.12,1759001271.12,"vehicle,physio,eeg",True,True,eeg_low_valid;physio_low_valid;physio_zero_dt;vehicle_low_valid,low_if_road_context_available_before_response,"1s event-pre input, 2s future label",1.0,1.0,1.0,1.0,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_22_27_vehicle.csv,原始生理数据/hzh/Entity_Recording_2025_09_27_19_22_27_physio.csv,原始脑电数据/hzh/Entity_Recording_2025_09_27_19_22_27_eeg.csv,a4c313d8f9707d2fd12bcc4421c179cdba5fc8d2e0656371f297b76fe104c6d3,45c4ece5fd884d8e734818657c5aab6ec7231ac78db591bbd6c39ec262f3036b,dd425b0292576a44504b6a511c6cd95743a68f48f62dffe374eecf88ca48559f,0.286757,0.286757,0.7650000000000432,positive,0.12706,1.0
raw_road_curvature_onset__hzh__2025_09_27_19_22_27__00004__pre1_label2_event_trigger,raw_road_curvature_onset__hzh__2025_09_27_19_22_27__00004,hzh,2025_09_27_19_22_27,raw_road_curvature_onset,487.965,1759001435.945,487.965,516.8050000000001,curve_right_or_negative,extreme,candidate,curve,-0.0061620159158838,raw_curvature_threshold,pre1_label2_event_trigger,event_trigger_predict_full_future,-1.0,0.0,0.0,2.0,1759001434.945,1759001435.945,1759001435.945,1759001437.945,"vehicle,physio,eeg",True,True,eeg_low_valid;physio_low_valid;physio_zero_dt;vehicle_low_valid,low_if_road_context_available_before_response,"1s event-pre input, 2s future label",1.0,1.0,1.0,1.0,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_22_27_vehicle.csv,原始生理数据/hzh/Entity_Recording_2025_09_27_19_22_27_physio.csv,原始脑电数据/hzh/Entity_Recording_2025_09_27_19_22_27_eeg.csv,a4c313d8f9707d2fd12bcc4421c179cdba5fc8d2e0656371f297b76fe104c6d3,45c4ece5fd884d8e734818657c5aab6ec7231ac78db591bbd6c39ec262f3036b,dd425b0292576a44504b6a511c6cd95743a68f48f62dffe374eecf88ca48559f,0.658512,0.658512,1.7199999999999704,positive,0.5490797783043236,1.0
raw_road_curvature_onset__hzh__2025_09_27_19_22_27__00005__pre1_label2_event_trigger,raw_road_curvature_onset__hzh__2025_09_27_19_22_27__00005,hzh,2025_09_27_19_22_27,raw_road_curvature_onset,559.755,1759001507.735,559.755,569.07,curve_left_or_positive,extreme,candidate,curve,0.0172771035187981,raw_curvature_threshold,pre1_label2_event_trigger,event_trigger_predict_full_future,-1.0,0.0,0.0,2.0,1759001506.735,1759001507.735,1759001507.735,1759001509.735,"vehicle,physio,eeg",True,True,eeg_low_valid;physio_low_valid;physio_zero_dt;vehicle_low_valid,low_if_road_context_available_before_response,"1s event-pre input, 2s future label",1.0,1.0,1.0,1.0,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_22_27_vehicle.csv,原始生理数据/hzh/Entity_Recording_2025_09_27_19_22_27_physio.csv,原始脑电数据/hzh/Entity_Recording_2025_09_27_19_22_27_eeg.csv,a4c313d8f9707d2fd12bcc4421c179cdba5fc8d2e0656371f297b76fe104c6d3,45c4ece5fd884d8e734818657c5aab6ec7231ac78db591bbd6c39ec262f3036b,dd425b0292576a44504b6a511c6cd95743a68f48f62dffe374eecf88ca48559f,0.213453,0.213453,1.830000000000041,positive,0.2071700119925623,1.0
raw_road_curvature_onset__hzh__2025_09_27_19_33_25__00001__pre1_label2_event_trigger,raw_road_curvature_onset__hzh__2025_09_27_19_33_25__00001,hzh,2025_09_27_19_33_25,raw_road_curvature_onset,134.45,1759001740.746,134.45,151.165,curve_left_or_positive,extreme,candidate,curve,0.0108887802189585,raw_curvature_threshold,pre1_label2_event_trigger,event_trigger_predict_full_future,-1.0,0.0,0.0,2.0,1759001739.746,1759001740.746,1759001740.746,1759001742.746,"vehicle,physio,eeg",True,True,eeg_large_gap;eeg_low_valid;physio_low_valid;physio_zero_dt;vehicle_low_valid,low_if_road_context_available_before_response,"1s event-pre input, 2s future label",1.0,1.0,1.0,1.0,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_33_25_vehicle.csv,原始生理数据/hzh/Entity_Recording_2025_09_27_19_33_25_physio.csv,原始脑电数据/hzh/Entity_Recording_2025_09_27_19_33_25_eeg.csv,188a8b4e059622f849519c23a5d2203be2916dd2d73a463c329e8140ad2cb786,f8f3ebd3edbdf089dcdd5bbd3d49e06e094d094b424c131b07a3233f1c9ca1d6,0cfe7ecfe6ed0f1159d6607f7e1dc3dc65ddfdaa64ff75031d86c450161b6889,-1.501332,1.501332,2.0,negative,-1.501332,0.0
raw_road_curvature_onset__hzh__2025_09_27_19_33_25__00002__pre1_label2_event_trigger,raw_road_curvature_onset__hzh__2025_09_27_19_33_25__00002,hzh,2025_09_27_19_33_25,raw_road_curvature_onset,268.645,1759001874.941,268.645,283.915,curve_right_or_negative,extreme,candidate,curve,-0.0080614699926565,raw_curvature_threshold,pre1_label2_event_trigger,event_trigger_predict_full_future,-1.0,0.0,0.0,2.0,1759001873.941,1759001874.941,1759001874.941,1759001876.941,"vehicle,physio,eeg",True,True,eeg_large_gap;eeg_low_valid;physio_low_valid;physio_zero_dt;vehicle_low_valid,low_if_road_context_available_before_response,"1s event-pre input, 2s future label",1.0,1.0,1.0,1.0,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_33_25_vehicle.csv,原始生理数据/hzh/Entity_Recording_2025_09_27_19_33_25_physio.csv,原始脑电数据/hzh/Entity_Recording_2025_09_27_19_33_25_eeg.csv,188a8b4e059622f849519c23a5d2203be2916dd2d73a463c329e8140ad2cb786,f8f3ebd3edbdf089dcdd5bbd3d49e06e094d094b424c131b07a3233f1c9ca1d6,0cfe7ecfe6ed0f1159d6607f7e1dc3dc65ddfdaa64ff75031d86c450161b6889,0.2926914,0.2926914,1.615000000000009,positive,0.2848373980048657,0.0
raw_road_curvature_onset__hzh__2025_09_27_19_33_25__00003__pre1_label2_event_trigger,raw_road_curvature_onset__hzh__2025_09_27_19_33_25__00003,hzh,2025_09_27_19_33_25,raw_road_curvature_onset,288.17,1759001894.466,288.17,290.145,curve_left_or_positive,weak,candidate,curve,0.0010841640097467,raw_curvature_threshold,pre1_label2_event_trigger,event_trigger_predict_full_future,-1.0,0.0,0.0,2.0,1759001893.466,1759001894.466,1759001894.466,1759001896.466,"vehicle,physio,eeg",True,True,eeg_large_gap;eeg_low_valid;physio_low_valid;physio_zero_dt;vehicle_low_valid,low_if_road_context_available_before_response,"1s event-pre input, 2s future label",1.0,1.0,1.0,1.0,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_33_25_vehicle.csv,原始生理数据/hzh/Entity_Recording_2025_09_27_19_33_25_physio.csv,原始脑电数据/hzh/Entity_Recording_2025_09_27_19_33_25_eeg.csv,188a8b4e059622f849519c23a5d2203be2916dd2d73a463c329e8140ad2cb786,f8f3ebd3edbdf089dcdd5bbd3d49e06e094d094b424c131b07a3233f1c9ca1d6,0cfe7ecfe6ed0f1159d6607f7e1dc3dc65ddfdaa64ff75031d86c450161b6889,-0.3118904773614321,0.3118904773614321,2.0,negative,-0.3118904773614321,3.0
raw_road_curvature_onset__hzh__2025_09_27_19_33_25__00004__pre1_label2_event_trigger,raw_road_curvature_onset__hzh__2025_09_27_19_33_25__00004,hzh,2025_09_27_19_33_25,raw_road_curvature_onset,477.98,1759002084.276,477.98,507.565,curve_right_or_negative,extreme,candidate,curve,-0.0060329579292356,raw_curvature_threshold,pre1_label2_event_trigger,event_trigger_predict_full_future,-1.0,0.0,0.0,2.0,1759002083.276,1759002084.276,1759002084.276,1759002086.276,"vehicle,physio,eeg",True,True,eeg_large_gap;eeg_low_valid;physio_low_valid;physio_zero_dt;vehicle_low_valid,low_if_road_context_available_before_response,"1s event-pre input, 2s future label",1.0,1.0,1.0,1.0,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_33_25_vehicle.csv,原始生理数据/hzh/Entity_Recording_2025_09_27_19_33_25_physio.csv,原始脑电数据/hzh/Entity_Recording_2025_09_27_19_33_25_eeg.csv,188a8b4e059622f849519c23a5d2203be2916dd2d73a463c329e8140ad2cb786,f8f3ebd3edbdf089dcdd5bbd3d49e06e094d094b424c131b07a3233f1c9ca1d6,0cfe7ecfe6ed0f1159d6607f7e1dc3dc65ddfdaa64ff75031d86c450161b6889,0.1703442,0.1703442,0.6649999999999636,positive,-0.1499238,2.0
raw_road_curvature_onset__hzh__2025_09_27_19_33_25__00005__pre1_label2_event_trigger,raw_road_curvature_onset__hzh__2025_09_27_19_33_25__00005,hzh,2025_09_27_19_33_25,raw_road_curvature_onset,551.92,1759002158.216,551.92,560.885,curve_left_or_positive,extreme,candidate,curve,0.0171116089405265,raw_curvature_threshold,pre1_label2_event_trigger,event_trigger_predict_full_future,-1.0,0.0,0.0,2.0,1759002157.216,1759002158.216,1759002158.216,1759002160.216,"vehicle,physio,eeg",True,True,eeg_large_gap;eeg_low_valid;physio_low_valid;physio_zero_dt;vehicle_low_valid,low_if_road_context_available_before_response,"1s event-pre input, 2s future label",1.0,1.0,1.0,1.0,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_33_25_vehicle.csv,原始生理数据/hzh/Entity_Recording_2025_09_27_19_33_25_physio.csv,原始脑电数据/hzh/Entity_Recording_2025_09_27_19_33_25_eeg.csv,188a8b4e059622f849519c23a5d2203be2916dd2d73a463c329e8140ad2cb786,f8f3ebd3edbdf089dcdd5bbd3d49e06e094d094b424c131b07a3233f1c9ca1d6,0cfe7ecfe6ed0f1159d6607f7e1dc3dc65ddfdaa64ff75031d86c450161b6889,-0.4082331038489971,0.4082331038489971,1.7000000000000457,negative,-0.3930491038489971,3.0
raw_road_curvature_onset__hzh__2025_09_27_19_44_05__00001__pre1_label2_event_trigger,raw_road_curvature_onset__hzh__2025_09_27_19_44_05__00001,hzh,2025_09_27_19_44_05,raw_road_curvature_onset,129.71,1759002376.103,129.71,145.945,curve_left_or_positive,extreme,candidate,curve,0.0108975972292394,raw_curvature_threshold,pre1_label2_event_trigger,event_trigger_predict_full_future,-1.0,0.0,0.0,2.0,1759002375.103,1759002376.103,1759002376.103,1759002378.103,"vehicle,physio,eeg",True,True,eeg_low_valid;eeg_zero_dt;physio_low_valid;physio_zero_dt;vehicle_low_valid;vehicle_zero_dt,low_if_road_context_available_before_response,"1s event-pre input, 2s future label",1.0,1.0,1.0,1.0,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_44_05_vehicle.csv,原始生理数据/hzh/Entity_Recording_2025_09_27_19_44_05_physio.csv,原始脑电数据/hzh/Entity_Recording_2025_09_27_19_44_05_eeg.csv,fb116d2c865919069210f7acf249cd516840389724bb34d7b882351568741bce,e10394e3761e2cca9a05293c52d258bf7aab99de30036af0cd9d5ee02b906799,5643de09b35a1def5e072737d28b6562528a5bd9e5dbb00b13a8a7a10988032f,-1.2508750000000002,1.2508750000000002,1.9950000000000043,negative,-1.2508750000000002,2.0
raw_road_curvature_onset__hzh__2025_09_27_19_44_05__00002__pre1_label2_event_trigger,raw_road_curvature_onset__hzh__2025_09_27_19_44_05__00002,hzh,2025_09_27_19_44_05,raw_road_curvature_onset,270.04,1759002516.4329998,270.04,286.93,curve_right_or_negative,extreme,candidate,curve,-0.0081657899901578,raw_curvature_threshold,pre1_label2_event_trigger,event_trigger_predict_full_future,-1.0,0.0,0.0,2.0,1759002515.4329998,1759002516.4329998,1759002516.4329998,1759002518.4329998,"vehicle,physio,eeg",True,True,eeg_low_valid;eeg_zero_dt;physio_low_valid;physio_zero_dt;vehicle_low_valid;vehicle_zero_dt,low_if_road_context_available_before_response,"1s event-pre input, 2s future label",1.0,1.0,1.0,1.0,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_44_05_vehicle.csv,原始生理数据/hzh/Entity_Recording_2025_09_27_19_44_05_physio.csv,原始脑电数据/hzh/Entity_Recording_2025_09_27_19_44_05_eeg.csv,fb116d2c865919069210f7acf249cd516840389724bb34d7b882351568741bce,e10394e3761e2cca9a05293c52d258bf7aab99de30036af0cd9d5ee02b906799,5643de09b35a1def5e072737d28b6562528a5bd9e5dbb00b13a8a7a10988032f,0.1506223053249444,0.1506223053249444,2.0,positive,0.1506223053249444,2.0
raw_road_curvature_onset__hzh__2025_09_27_19_44_05__00003__pre1_label2_event_trigger,raw_road_curvature_onset__hzh__2025_09_27_19_44_05__00003,hzh,2025_09_27_19_44_05,raw_road_curvature_onset,291.52,1759002537.913,291.52,293.6,curve_left_or_positive,weak,candidate,curve,0.0010847199805454,raw_curvature_threshold,pre1_label2_event_trigger,event_trigger_predict_full_future,-1.0,0.0,0.0,2.0,1759002536.913,1759002537.913,1759002537.913,1759002539.913,"vehicle,physio,eeg",True,True,eeg_low_valid;eeg_zero_dt;physio_low_valid;physio_zero_dt;vehicle_low_valid;vehicle_zero_dt,low_if_road_context_available_before_response,"1s event-pre input, 2s future label",1.0,1.0,1.0,1.0,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_44_05_vehicle.csv,原始生理数据/hzh/Entity_Recording_2025_09_27_19_44_05_physio.csv,原始脑电数据/hzh/Entity_Recording_2025_09_27_19_44_05_eeg.csv,fb116d2c865919069210f7acf249cd516840389724bb34d7b882351568741bce,e10394e3761e2cca9a05293c52d258bf7aab99de30036af0cd9d5ee02b906799,5643de09b35a1def5e072737d28b6562528a5bd9e5dbb00b13a8a7a10988032f,0.7415907986657143,0.7415907986657143,2.0,positive,0.7415907986657143,0.0
