array_row,sample_id,event_uid,subject,session_stamp,anchor_time_rel_s,anchor_time_abs_s,window_config_id,vehicle_raw_relative_path,vehicle_raw_sha256,input_valid_ratio,label_valid_ratio,anchor_steer
62,raw_road_curvature_onset__gf__2025_09_26_10_40_59__00001__pre3_label3_response_coverage,raw_road_curvature_onset__gf__2025_09_26_10_40_59__00001,gf,2025_09_26_10_40_59,138.345,1758883397.508,pre3_label3_response_coverage,原始车辆数据/gf/Entity_Recording_2025_09_26_10_40_59_vehicle.csv,04caf01ecb8979b76d4bb15ba69d9b5f7c6a2ea75953dfdd03bdef8780487989,1.0,1.0,-0.6129598617553711
63,raw_road_curvature_onset__gf__2025_09_26_10_40_59__00002__pre3_label3_response_coverage,raw_road_curvature_onset__gf__2025_09_26_10_40_59__00002,gf,2025_09_26_10_40_59,291.71500000000003,1758883550.878,pre3_label3_response_coverage,原始车辆数据/gf/Entity_Recording_2025_09_26_10_40_59_vehicle.csv,04caf01ecb8979b76d4bb15ba69d9b5f7c6a2ea75953dfdd03bdef8780487989,1.0,1.0,-0.2689549922943115
64,raw_road_curvature_onset__gf__2025_09_26_10_40_59__00003__pre3_label3_response_coverage,raw_road_curvature_onset__gf__2025_09_26_10_40_59__00003,gf,2025_09_26_10_40_59,311.455,1758883570.618,pre3_label3_response_coverage,原始车辆数据/gf/Entity_Recording_2025_09_26_10_40_59_vehicle.csv,04caf01ecb8979b76d4bb15ba69d9b5f7c6a2ea75953dfdd03bdef8780487989,1.0,1.0,-0.36198100447654724
65,raw_road_curvature_onset__gf__2025_09_26_10_40_59__00004__pre3_label3_response_coverage,raw_road_curvature_onset__gf__2025_09_26_10_40_59__00004,gf,2025_09_26_10_40_59,489.375,1758883748.538,pre3_label3_response_coverage,原始车辆数据/gf/Entity_Recording_2025_09_26_10_40_59_vehicle.csv,04caf01ecb8979b76d4bb15ba69d9b5f7c6a2ea75953dfdd03bdef8780487989,1.0,1.0,-0.02705259993672371
66,raw_road_curvature_onset__gf__2025_09_26_10_40_59__00005__pre3_label3_response_coverage,raw_road_curvature_onset__gf__2025_09_26_10_40_59__00005,gf,2025_09_26_10_40_59,562.915,1758883822.078,pre3_label3_response_coverage,原始车辆数据/gf/Entity_Recording_2025_09_26_10_40_59_vehicle.csv,04caf01ecb8979b76d4bb15ba69d9b5f7c6a2ea75953dfdd03bdef8780487989,1.0,1.0,-0.3808310031890869
67,raw_road_curvature_onset__gf__2025_09_26_10_52_57__00001__pre3_label3_response_coverage,raw_road_curvature_onset__gf__2025_09_26_10_52_57__00001,gf,2025_09_26_10_52_57,140.28,1758884118.118,pre3_label3_response_coverage,原始车辆数据/gf/Entity_Recording_2025_09_26_10_52_57_vehicle.csv,8cf27411f644ff61566465ffb0071cb331cc4f0775effb4ef2b6f6a57628faa4,1.0,1.0,-0.6724749803543091
68,raw_road_curvature_onset__gf__2025_09_26_10_52_57__00002__pre3_label3_response_coverage,raw_road_curvature_onset__gf__2025_09_26_10_52_57__00002,gf,2025_09_26_10_52_57,301.19,1758884279.028,pre3_label3_response_coverage,原始车辆数据/gf/Entity_Recording_2025_09_26_10_52_57_vehicle.csv,8cf27411f644ff61566465ffb0071cb331cc4f0775effb4ef2b6f6a57628faa4,1.0,1.0,0.062482800334692
69,raw_road_curvature_onset__gf__2025_09_26_10_52_57__00003__pre3_label3_response_coverage,raw_road_curvature_onset__gf__2025_09_26_10_52_57__00003,gf,2025_09_26_10_52_57,322.58,1758884300.418,pre3_label3_response_coverage,原始车辆数据/gf/Entity_Recording_2025_09_26_10_52_57_vehicle.csv,8cf27411f644ff61566465ffb0071cb331cc4f0775effb4ef2b6f6a57628faa4,1.0,1.0,-0.2885029911994934
70,raw_road_curvature_onset__gf__2025_09_26_10_52_57__00004__pre3_label3_response_coverage,raw_road_curvature_onset__gf__2025_09_26_10_52_57__00004,gf,2025_09_26_10_52_57,509.46,1758884487.298,pre3_label3_response_coverage,原始车辆数据/gf/Entity_Recording_2025_09_26_10_52_57_vehicle.csv,8cf27411f644ff61566465ffb0071cb331cc4f0775effb4ef2b6f6a57628faa4,1.0,1.0,-0.15097124874591827
71,raw_road_curvature_onset__gf__2025_09_26_10_52_57__00005__pre3_label3_response_coverage,raw_road_curvature_onset__gf__2025_09_26_10_52_57__00005,gf,2025_09_26_10_52_57,592.07,1758884569.908,pre3_label3_response_coverage,原始车辆数据/gf/Entity_Recording_2025_09_26_10_52_57_vehicle.csv,8cf27411f644ff61566465ffb0071cb331cc4f0775effb4ef2b6f6a57628faa4,1.0,1.0,-0.2595300078392029
72,raw_road_curvature_onset__gzj__2025_09_27_11_41_47__00001__pre3_label3_response_coverage,raw_road_curvature_onset__gzj__2025_09_27_11_41_47__00001,gzj,2025_09_27_11_41_47,133.62,1758973441.538,pre3_label3_response_coverage,原始车辆数据/gzj/Entity_Recording_2025_09_27_11_41_47_vehicle.csv,2d324d79c2498cd06126fbfe07d11576bd84436686ccbbbcf61a43e4e1d159bf,1.0,1.0,-1.0199700593948364
73,raw_road_curvature_onset__gzj__2025_09_27_11_41_47__00002__pre3_label3_response_coverage,raw_road_curvature_onset__gzj__2025_09_27_11_41_47__00002,gzj,2025_09_27_11_41_47,263.86,1758973571.778,pre3_label3_response_coverage,原始车辆数据/gzj/Entity_Recording_2025_09_27_11_41_47_vehicle.csv,2d324d79c2498cd06126fbfe07d11576bd84436686ccbbbcf61a43e4e1d159bf,1.0,1.0,0.43633198738098145
74,raw_road_curvature_onset__gzj__2025_09_27_11_41_47__00003__pre3_label3_response_coverage,raw_road_curvature_onset__gzj__2025_09_27_11_41_47__00003,gzj,2025_09_27_11_41_47,283.675,1758973591.5930002,pre3_label3_response_coverage,原始车辆数据/gzj/Entity_Recording_2025_09_27_11_41_47_vehicle.csv,2d324d79c2498cd06126fbfe07d11576bd84436686ccbbbcf61a43e4e1d159bf,1.0,1.0,-0.3101448714733124
75,raw_road_curvature_onset__gzj__2025_09_27_11_41_47__00004__pre3_label3_response_coverage,raw_road_curvature_onset__gzj__2025_09_27_11_41_47__00004,gzj,2025_09_27_11_41_47,537.605,1758973845.5230002,pre3_label3_response_coverage,原始车辆数据/gzj/Entity_Recording_2025_09_27_11_41_47_vehicle.csv,2d324d79c2498cd06126fbfe07d11576bd84436686ccbbbcf61a43e4e1d159bf,1.0,1.0,-0.10995599627494812
76,raw_road_curvature_onset__gzj__2025_09_27_11_41_47__00005__pre3_label3_response_coverage,raw_road_curvature_onset__gzj__2025_09_27_11_41_47__00005,gzj,2025_09_27_11_41_47,620.2,1758973928.1180005,pre3_label3_response_coverage,原始车辆数据/gzj/Entity_Recording_2025_09_27_11_41_47_vehicle.csv,2d324d79c2498cd06126fbfe07d11576bd84436686ccbbbcf61a43e4e1d159bf,1.0,1.0,-1.4222700595855713
77,raw_road_curvature_onset__gzj__2025_09_27_11_53_25__00001__pre3_label3_response_coverage,raw_road_curvature_onset__gzj__2025_09_27_11_53_25__00001,gzj,2025_09_27_11_53_25,160.79500000000002,1758974166.45,pre3_label3_response_coverage,原始车辆数据/gzj/Entity_Recording_2025_09_27_11_53_25_vehicle.csv,d089b40a99b8a75d5f3fca1452967be18332a03fa89fd2e37d875a45d6db761e,1.0,1.0,-1.732759952545166
78,raw_road_curvature_onset__gzj__2025_09_27_11_53_25__00002__pre3_label3_response_coverage,raw_road_curvature_onset__gzj__2025_09_27_11_53_25__00002,gzj,2025_09_27_11_53_25,311.365,1758974317.02,pre3_label3_response_coverage,原始车辆数据/gzj/Entity_Recording_2025_09_27_11_53_25_vehicle.csv,d089b40a99b8a75d5f3fca1452967be18332a03fa89fd2e37d875a45d6db761e,1.0,1.0,0.036302804946899414
79,raw_road_curvature_onset__gzj__2025_09_27_11_53_25__00003__pre3_label3_response_coverage,raw_road_curvature_onset__gzj__2025_09_27_11_53_25__00003,gzj,2025_09_27_11_53_25,331.7,1758974337.355,pre3_label3_response_coverage,原始车辆数据/gzj/Entity_Recording_2025_09_27_11_53_25_vehicle.csv,d089b40a99b8a75d5f3fca1452967be18332a03fa89fd2e37d875a45d6db761e,1.0,1.0,-0.2373650074005127
80,raw_road_curvature_onset__gzj__2025_09_27_11_53_25__00004__pre3_label3_response_coverage,raw_road_curvature_onset__gzj__2025_09_27_11_53_25__00004,gzj,2025_09_27_11_53_25,503.63,1758974509.285,pre3_label3_response_coverage,原始车辆数据/gzj/Entity_Recording_2025_09_27_11_53_25_vehicle.csv,d089b40a99b8a75d5f3fca1452967be18332a03fa89fd2e37d875a45d6db761e,1.0,1.0,0.41346898674964905
81,raw_road_curvature_onset__gzj__2025_09_27_11_53_25__00005__pre3_label3_response_coverage,raw_road_curvature_onset__gzj__2025_09_27_11_53_25__00005,gzj,2025_09_27_11_53_25,576.92,1758974582.575,pre3_label3_response_coverage,原始车辆数据/gzj/Entity_Recording_2025_09_27_11_53_25_vehicle.csv,d089b40a99b8a75d5f3fca1452967be18332a03fa89fd2e37d875a45d6db761e,1.0,1.0,-0.2237509936094284
82,raw_road_curvature_onset__gzj__2025_09_27_12_04_23__00001__pre3_label3_response_coverage,raw_road_curvature_onset__gzj__2025_09_27_12_04_23__00001,gzj,2025_09_27_12_04_23,144.765,1758974808.009,pre3_label3_response_coverage,原始车辆数据/gzj/Entity_Recording_2025_09_27_12_04_23_vehicle.csv,0e0ffdd2fc8910a27b145000413d474d45e672895117bbd5b52ba21501236ae6,1.0,1.0,-0.4227181673049927
83,raw_road_curvature_onset__gzj__2025_09_27_12_04_23__00002__pre3_label3_response_coverage,raw_road_curvature_onset__gzj__2025_09_27_12_04_23__00002,gzj,2025_09_27_12_04_23,296.26,1758974959.504,pre3_label3_response_coverage,原始车辆数据/gzj/Entity_Recording_2025_09_27_12_04_23_vehicle.csv,0e0ffdd2fc8910a27b145000413d474d45e672895117bbd5b52ba21501236ae6,1.0,1.0,-0.08691740036010742
84,raw_road_curvature_onset__gzj__2025_09_27_12_17_12__00001__pre3_label3_response_coverage,raw_road_curvature_onset__gzj__2025_09_27_12_17_12__00001,gzj,2025_09_27_12_17_12,150.79500000000002,1758975583.813,pre3_label3_response_coverage,原始车辆数据/gzj/Entity_Recording_2025_09_27_12_17_12_vehicle.csv,d13252a729d8fc94d0d11982947c1b07540e6ec3a83114fcee6b4e5de0483d30,1.0,1.0,-1.518090009689331
85,raw_road_curvature_onset__gzj__2025_09_27_12_17_12__00002__pre3_label3_response_coverage,raw_road_curvature_onset__gzj__2025_09_27_12_17_12__00002,gzj,2025_09_27_12_17_12,295.855,1758975728.873,pre3_label3_response_coverage,原始车辆数据/gzj/Entity_Recording_2025_09_27_12_17_12_vehicle.csv,d13252a729d8fc94d0d11982947c1b07540e6ec3a83114fcee6b4e5de0483d30,1.0,1.0,0.48747000098228455
86,raw_road_curvature_onset__gzj__2025_09_27_12_17_12__00003__pre3_label3_response_coverage,raw_road_curvature_onset__gzj__2025_09_27_12_17_12__00003,gzj,2025_09_27_12_17_12,322.16,1758975755.178,pre3_label3_response_coverage,原始车辆数据/gzj/Entity_Recording_2025_09_27_12_17_12_vehicle.csv,d13252a729d8fc94d0d11982947c1b07540e6ec3a83114fcee6b4e5de0483d30,1.0,1.0,-0.175928995013237
87,raw_road_curvature_onset__gzj__2025_09_27_12_17_12__00004__pre3_label3_response_coverage,raw_road_curvature_onset__gzj__2025_09_27_12_17_12__00004,gzj,2025_09_27_12_17_12,512.72,1758975945.738,pre3_label3_response_coverage,原始车辆数据/gzj/Entity_Recording_2025_09_27_12_17_12_vehicle.csv,d13252a729d8fc94d0d11982947c1b07540e6ec3a83114fcee6b4e5de0483d30,1.0,1.0,-0.02513270080089569
88,raw_road_curvature_onset__gzj__2025_09_27_12_17_12__00005__pre3_label3_response_coverage,raw_road_curvature_onset__gzj__2025_09_27_12_17_12__00005,gzj,2025_09_27_12_17_12,594.765,1758976027.783,pre3_label3_response_coverage,原始车辆数据/gzj/Entity_Recording_2025_09_27_12_17_12_vehicle.csv,d13252a729d8fc94d0d11982947c1b07540e6ec3a83114fcee6b4e5de0483d30,1.0,1.0,-1.975890040397644
89,raw_road_curvature_onset__gzj__2025_09_27_12_28_14__00001__pre3_label3_response_coverage,raw_road_curvature_onset__gzj__2025_09_27_12_28_14__00001,gzj,2025_09_27_12_28_14,151.845,1758976246.492,pre3_label3_response_coverage,原始车辆数据/gzj/Entity_Recording_2025_09_27_12_28_14_vehicle.csv,4f0c93c6426234284e4be5038f0b87afc03f9cb28eaf25e6b30d2c098b0f7016,1.0,1.0,-1.665389895439148
90,raw_road_curvature_onset__gzj__2025_09_27_12_28_14__00002__pre3_label3_response_coverage,raw_road_curvature_onset__gzj__2025_09_27_12_28_14__00002,gzj,2025_09_27_12_28_14,333.115,1758976427.762,pre3_label3_response_coverage,原始车辆数据/gzj/Entity_Recording_2025_09_27_12_28_14_vehicle.csv,4f0c93c6426234284e4be5038f0b87afc03f9cb28eaf25e6b30d2c098b0f7016,1.0,1.0,-0.45361050963401794
91,raw_road_curvature_onset__gzj__2025_09_27_12_28_14__00003__pre3_label3_response_coverage,raw_road_curvature_onset__gzj__2025_09_27_12_28_14__00003,gzj,2025_09_27_12_28_14,351.67,1758976446.3170002,pre3_label3_response_coverage,原始车辆数据/gzj/Entity_Recording_2025_09_27_12_28_14_vehicle.csv,4f0c93c6426234284e4be5038f0b87afc03f9cb28eaf25e6b30d2c098b0f7016,1.0,1.0,-0.35831600427627563
92,raw_road_curvature_onset__gzj__2025_09_27_12_28_14__00004__pre3_label3_response_coverage,raw_road_curvature_onset__gzj__2025_09_27_12_28_14__00004,gzj,2025_09_27_12_28_14,532.7,1758976627.347,pre3_label3_response_coverage,原始车辆数据/gzj/Entity_Recording_2025_09_27_12_28_14_vehicle.csv,4f0c93c6426234284e4be5038f0b87afc03f9cb28eaf25e6b30d2c098b0f7016,1.0,1.0,-0.31991899013519287
93,raw_road_curvature_onset__gzj__2025_09_27_12_28_14__00005__pre3_label3_response_coverage,raw_road_curvature_onset__gzj__2025_09_27_12_28_14__00005,gzj,2025_09_27_12_28_14,614.1750000000001,1758976708.822,pre3_label3_response_coverage,原始车辆数据/gzj/Entity_Recording_2025_09_27_12_28_14_vehicle.csv,4f0c93c6426234284e4be5038f0b87afc03f9cb28eaf25e6b30d2c098b0f7016,1.0,1.0,-0.4644320011138916
94,raw_road_curvature_onset__hzh__2025_09_26_20_50_27__00001__pre3_label3_response_coverage,raw_road_curvature_onset__hzh__2025_09_26_20_50_27__00001,hzh,2025_09_26_20_50_27,148.32500000000002,1758919975.494,pre3_label3_response_coverage,原始车辆数据/hzh/Entity_Recording_2025_09_26_20_50_27_vehicle.csv,70145aac303ef29c2fc4760ca0b819dd5240b13b5c685826daece1d0713c8c33,1.0,1.0,-0.40945398807525635
95,raw_road_curvature_onset__hzh__2025_09_26_20_50_27__00002__pre3_label3_response_coverage,raw_road_curvature_onset__hzh__2025_09_26_20_50_27__00002,hzh,2025_09_26_20_50_27,413.245,1758920240.4139998,pre3_label3_response_coverage,原始车辆数据/hzh/Entity_Recording_2025_09_26_20_50_27_vehicle.csv,70145aac303ef29c2fc4760ca0b819dd5240b13b5c685826daece1d0713c8c33,1.0,1.0,0.404915988445282
96,raw_road_curvature_onset__hzh__2025_09_26_20_50_27__00003__pre3_label3_response_coverage,raw_road_curvature_onset__hzh__2025_09_26_20_50_27__00003,hzh,2025_09_26_20_50_27,433.985,1758920261.1539998,pre3_label3_response_coverage,原始车辆数据/hzh/Entity_Recording_2025_09_26_20_50_27_vehicle.csv,70145aac303ef29c2fc4760ca0b819dd5240b13b5c685826daece1d0713c8c33,1.0,1.0,-0.23125599324703217
97,raw_road_curvature_onset__hzh__2025_09_26_20_50_27__00004__pre3_label3_response_coverage,raw_road_curvature_onset__hzh__2025_09_26_20_50_27__00004,hzh,2025_09_26_20_50_27,609.525,1758920436.694,pre3_label3_response_coverage,原始车辆数据/hzh/Entity_Recording_2025_09_26_20_50_27_vehicle.csv,70145aac303ef29c2fc4760ca0b819dd5240b13b5c685826daece1d0713c8c33,1.0,1.0,-0.17365999519824982
98,raw_road_curvature_onset__hzh__2025_09_26_21_03_19__00001__pre3_label3_response_coverage,raw_road_curvature_onset__hzh__2025_09_26_21_03_19__00001,hzh,2025_09_26_21_03_19,134.38,1758920733.665,pre3_label3_response_coverage,原始车辆数据/hzh/Entity_Recording_2025_09_26_21_03_19_vehicle.csv,f3431bc9e0df50a1c77345636371d9e9117dedd56076f5d609f1ae697470342d,1.0,1.0,-0.4468039870262146
99,raw_road_curvature_onset__hzh__2025_09_26_21_03_19__00002__pre3_label3_response_coverage,raw_road_curvature_onset__hzh__2025_09_26_21_03_19__00002,hzh,2025_09_26_21_03_19,281.11,1758920880.3949995,pre3_label3_response_coverage,原始车辆数据/hzh/Entity_Recording_2025_09_26_21_03_19_vehicle.csv,f3431bc9e0df50a1c77345636371d9e9117dedd56076f5d609f1ae697470342d,1.0,1.0,0.2811729907989502
100,raw_road_curvature_onset__hzh__2025_09_26_21_03_19__00003__pre3_label3_response_coverage,raw_road_curvature_onset__hzh__2025_09_26_21_03_19__00003,hzh,2025_09_26_21_03_19,299.32,1758920898.6049998,pre3_label3_response_coverage,原始车辆数据/hzh/Entity_Recording_2025_09_26_21_03_19_vehicle.csv,f3431bc9e0df50a1c77345636371d9e9117dedd56076f5d609f1ae697470342d,1.0,1.0,-0.25883200764656067
101,raw_road_curvature_onset__hzh__2025_09_26_21_03_19__00004__pre3_label3_response_coverage,raw_road_curvature_onset__hzh__2025_09_26_21_03_19__00004,hzh,2025_09_26_21_03_19,462.5,1758921061.7849998,pre3_label3_response_coverage,原始车辆数据/hzh/Entity_Recording_2025_09_26_21_03_19_vehicle.csv,f3431bc9e0df50a1c77345636371d9e9117dedd56076f5d609f1ae697470342d,1.0,1.0,-0.14119699597358704
102,raw_road_curvature_onset__hzh__2025_09_26_21_17_02__00001__pre3_label3_response_coverage,raw_road_curvature_onset__hzh__2025_09_26_21_17_02__00001,hzh,2025_09_26_21_17_02,165.835,1758921588.343,pre3_label3_response_coverage,原始车辆数据/hzh/Entity_Recording_2025_09_26_21_17_02_vehicle.csv,3f29be6faacf4866df22a866363d9fee1ed6c01b1ec827193044c011637766cd,1.0,1.0,-0.6710789799690247
103,raw_road_curvature_onset__hzh__2025_09_26_21_17_02__00002__pre3_label3_response_coverage,raw_road_curvature_onset__hzh__2025_09_26_21_17_02__00002,hzh,2025_09_26_21_17_02,328.075,1758921750.583,pre3_label3_response_coverage,原始车辆数据/hzh/Entity_Recording_2025_09_26_21_17_02_vehicle.csv,3f29be6faacf4866df22a866363d9fee1ed6c01b1ec827193044c011637766cd,1.0,1.0,0.011519200168550014
104,raw_road_curvature_onset__hzh__2025_09_26_21_17_02__00003__pre3_label3_response_coverage,raw_road_curvature_onset__hzh__2025_09_26_21_17_02__00003,hzh,2025_09_26_21_17_02,349.26,1758921771.768,pre3_label3_response_coverage,原始车辆数据/hzh/Entity_Recording_2025_09_26_21_17_02_vehicle.csv,3f29be6faacf4866df22a866363d9fee1ed6c01b1ec827193044c011637766cd,1.0,1.0,-0.24155400693416595
105,raw_road_curvature_onset__hzh__2025_09_26_21_17_02__00004__pre3_label3_response_coverage,raw_road_curvature_onset__hzh__2025_09_26_21_17_02__00004,hzh,2025_09_26_21_17_02,541.0,1758921963.508,pre3_label3_response_coverage,原始车辆数据/hzh/Entity_Recording_2025_09_26_21_17_02_vehicle.csv,3f29be6faacf4866df22a866363d9fee1ed6c01b1ec827193044c011637766cd,1.0,1.0,-0.2516759932041168
106,raw_road_curvature_onset__hzh__2025_09_27_19_22_27__00001__pre3_label3_response_coverage,raw_road_curvature_onset__hzh__2025_09_27_19_22_27__00001,hzh,2025_09_27_19_22_27,155.275,1759001103.255,pre3_label3_response_coverage,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_22_27_vehicle.csv,a4c313d8f9707d2fd12bcc4421c179cdba5fc8d2e0656371f297b76fe104c6d3,1.0,1.0,-0.4722859859466553
107,raw_road_curvature_onset__hzh__2025_09_27_19_22_27__00002__pre3_label3_response_coverage,raw_road_curvature_onset__hzh__2025_09_27_19_22_27__00002,hzh,2025_09_27_19_22_27,300.08,1759001248.06,pre3_label3_response_coverage,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_22_27_vehicle.csv,a4c313d8f9707d2fd12bcc4421c179cdba5fc8d2e0656371f297b76fe104c6d3,1.0,1.0,-0.08395030349493027
108,raw_road_curvature_onset__hzh__2025_09_27_19_22_27__00003__pre3_label3_response_coverage,raw_road_curvature_onset__hzh__2025_09_27_19_22_27__00003,hzh,2025_09_27_19_22_27,321.14,1759001269.12,pre3_label3_response_coverage,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_22_27_vehicle.csv,a4c313d8f9707d2fd12bcc4421c179cdba5fc8d2e0656371f297b76fe104c6d3,1.0,1.0,-0.4284780025482178
109,raw_road_curvature_onset__hzh__2025_09_27_19_22_27__00004__pre3_label3_response_coverage,raw_road_curvature_onset__hzh__2025_09_27_19_22_27__00004,hzh,2025_09_27_19_22_27,487.965,1759001435.945,pre3_label3_response_coverage,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_22_27_vehicle.csv,a4c313d8f9707d2fd12bcc4421c179cdba5fc8d2e0656371f297b76fe104c6d3,1.0,1.0,-0.19565099477767944
110,raw_road_curvature_onset__hzh__2025_09_27_19_22_27__00005__pre3_label3_response_coverage,raw_road_curvature_onset__hzh__2025_09_27_19_22_27__00005,hzh,2025_09_27_19_22_27,559.755,1759001507.735,pre3_label3_response_coverage,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_22_27_vehicle.csv,a4c313d8f9707d2fd12bcc4421c179cdba5fc8d2e0656371f297b76fe104c6d3,1.0,1.0,-0.48153600096702576
111,raw_road_curvature_onset__hzh__2025_09_27_19_33_25__00001__pre3_label3_response_coverage,raw_road_curvature_onset__hzh__2025_09_27_19_33_25__00001,hzh,2025_09_27_19_33_25,134.45,1759001740.746,pre3_label3_response_coverage,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_33_25_vehicle.csv,188a8b4e059622f849519c23a5d2203be2916dd2d73a463c329e8140ad2cb786,1.0,1.0,-0.8974480032920837
112,raw_road_curvature_onset__hzh__2025_09_27_19_33_25__00002__pre3_label3_response_coverage,raw_road_curvature_onset__hzh__2025_09_27_19_33_25__00002,hzh,2025_09_27_19_33_25,268.645,1759001874.941,pre3_label3_response_coverage,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_33_25_vehicle.csv,188a8b4e059622f849519c23a5d2203be2916dd2d73a463c329e8140ad2cb786,1.0,1.0,-0.0685914009809494
113,raw_road_curvature_onset__hzh__2025_09_27_19_33_25__00003__pre3_label3_response_coverage,raw_road_curvature_onset__hzh__2025_09_27_19_33_25__00003,hzh,2025_09_27_19_33_25,288.17,1759001894.466,pre3_label3_response_coverage,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_33_25_vehicle.csv,188a8b4e059622f849519c23a5d2203be2916dd2d73a463c329e8140ad2cb786,1.0,1.0,-0.029321523383259773
114,raw_road_curvature_onset__hzh__2025_09_27_19_33_25__00004__pre3_label3_response_coverage,raw_road_curvature_onset__hzh__2025_09_27_19_33_25__00004,hzh,2025_09_27_19_33_25,477.98,1759002084.276,pre3_label3_response_coverage,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_33_25_vehicle.csv,188a8b4e059622f849519c23a5d2203be2916dd2d73a463c329e8140ad2cb786,1.0,1.0,-0.03804820030927658
115,raw_road_curvature_onset__hzh__2025_09_27_19_33_25__00005__pre3_label3_response_coverage,raw_road_curvature_onset__hzh__2025_09_27_19_33_25__00005,hzh,2025_09_27_19_33_25,551.92,1759002158.216,pre3_label3_response_coverage,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_33_25_vehicle.csv,188a8b4e059622f849519c23a5d2203be2916dd2d73a463c329e8140ad2cb786,1.0,1.0,-0.15306489169597626
116,raw_road_curvature_onset__hzh__2025_09_27_19_44_05__00001__pre3_label3_response_coverage,raw_road_curvature_onset__hzh__2025_09_27_19_44_05__00001,hzh,2025_09_27_19_44_05,129.71,1759002376.103,pre3_label3_response_coverage,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_44_05_vehicle.csv,fb116d2c865919069210f7acf249cd516840389724bb34d7b882351568741bce,1.0,1.0,-0.7586950063705444
117,raw_road_curvature_onset__hzh__2025_09_27_19_44_05__00002__pre3_label3_response_coverage,raw_road_curvature_onset__hzh__2025_09_27_19_44_05__00002,hzh,2025_09_27_19_44_05,270.04,1759002516.4329998,pre3_label3_response_coverage,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_44_05_vehicle.csv,fb116d2c865919069210f7acf249cd516840389724bb34d7b882351568741bce,1.0,1.0,0.09913469851016998
118,raw_road_curvature_onset__hzh__2025_09_27_19_44_05__00003__pre3_label3_response_coverage,raw_road_curvature_onset__hzh__2025_09_27_19_44_05__00003,hzh,2025_09_27_19_44_05,291.52,1759002537.913,pre3_label3_response_coverage,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_44_05_vehicle.csv,fb116d2c865919069210f7acf249cd516840389724bb34d7b882351568741bce,1.0,1.0,-0.6682869791984558
119,raw_road_curvature_onset__hzh__2025_09_27_19_44_05__00004__pre3_label3_response_coverage,raw_road_curvature_onset__hzh__2025_09_27_19_44_05__00004,hzh,2025_09_27_19_44_05,454.555,1759002700.948,pre3_label3_response_coverage,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_44_05_vehicle.csv,fb116d2c865919069210f7acf249cd516840389724bb34d7b882351568741bce,1.0,1.0,-0.055676013231277466
120,raw_road_curvature_onset__hzh__2025_09_27_19_44_05__00005__pre3_label3_response_coverage,raw_road_curvature_onset__hzh__2025_09_27_19_44_05__00005,hzh,2025_09_27_19_44_05,530.445,1759002776.8379998,pre3_label3_response_coverage,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_44_05_vehicle.csv,fb116d2c865919069210f7acf249cd516840389724bb34d7b882351568741bce,1.0,1.0,-0.2562139928340912
121,raw_road_curvature_onset__jy__2025_09_26_17_17_11__00001__pre3_label3_response_coverage,raw_road_curvature_onset__jy__2025_09_26_17_17_11__00001,jy,2025_09_26_17_17_11,159.705,1758907191.0259998,pre3_label3_response_coverage,原始车辆数据/jy/Entity_Recording_2025_09_26_17_17_11_vehicle.csv,b34a48da97fd55e0916d9a604e9f6b1021ef6fbe2809dea1ea9e93abe1c65941,1.0,1.0,-0.49776801466941833
122,raw_road_curvature_onset__jy__2025_09_26_17_17_11__00002__pre3_label3_response_coverage,raw_road_curvature_onset__jy__2025_09_26_17_17_11__00002,jy,2025_09_26_17_17_11,361.04,1758907392.3609998,pre3_label3_response_coverage,原始车辆数据/jy/Entity_Recording_2025_09_26_17_17_11_vehicle.csv,b34a48da97fd55e0916d9a604e9f6b1021ef6fbe2809dea1ea9e93abe1c65941,1.0,1.0,0.13596101105213165
123,raw_road_curvature_onset__jy__2025_09_26_17_17_11__00003__pre3_label3_response_coverage,raw_road_curvature_onset__jy__2025_09_26_17_17_11__00003,jy,2025_09_26_17_17_11,380.335,1758907411.656,pre3_label3_response_coverage,原始车辆数据/jy/Entity_Recording_2025_09_26_17_17_11_vehicle.csv,b34a48da97fd55e0916d9a604e9f6b1021ef6fbe2809dea1ea9e93abe1c65941,1.0,1.0,-0.41434094309806824
