episode_uid,subject_id,record_id,split,v2_0_decision,v2_0_decision_cn,v2_0_decision_detail_cn,v2_0_height_pose_issue,road_coord_is_curve_v1_9,road_coord_mapping_quality_v1_9,z_residual_range_v1_3,z_rise_from_start_v1_4,z_drop_from_start_v1_4,height_jump_suspected_v1_2,z_transient_suspected_v1_3,roadedge_or_offroad_suspected_v1_3,offroad_or_road_recovery_suspected_v1_2,current_text_has_road_keyword,current_text_has_height_keyword,old_text_has_road_keyword_goal2_used,old_text_has_height_keyword_goal2_used,later_old_context_has_road_keyword,later_old_context_has_height_keyword,z_residual_ge_0_50,z_rise_ge_0_50,actual_exclusion_reasons,actual_reason_count,recovery_priority,recovery_suggestion_cn,review_image_path,manual_keep,manual_note,copied_image_path,review_folder
rec_v1_zxy_2025_09_28_16_25_51_0006,,,,review_speed_brake_only,速度/制动为主但横向动态弱,速度或制动变化明显，但横向车辆动态弱；可能是纵向事件或控制样本，暂复核。,高度轻微变化,False,medium,0.0298899998435553,0.0046324999999995,0.0259074999999997,False,False,True,False,False,False,True,False,False,False,False,False,旧版本文字包含路边/下马路/斜坡类关键词；Goal2 episode_type 已映射为 excluded_slope_or_offroad；旧v1.3路边/路外标记,3,B_较可能可恢复,当前高度不属于明显异常，z 指标未越过 0.50；如图中无真实路边/下马路，可恢复到候选训练集。,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_4_zdrop_reviewed\figures\review_panels_v1_4\02_抛弃_上下马路但无明显大幅下降\1711_rec_v1_zxy_2025_09_28_16_25_51_0006.png,,,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\03_baselines\stage03_goal2_clean_task_audit\outputs\exclusion_recovery_audit\manual_review_images_by_priority\01_B_较可能可恢复_看图确认\0233_rec_v1_zxy_2025_09_28_16_25_51_0006_高度轻微变化.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\03_baselines\stage03_goal2_clean_task_audit\outputs\exclusion_recovery_audit\manual_review_images_by_priority\01_B_较可能可恢复_看图确认
rec_v1_gzj_2025_09_27_11_53_25_0010,,,,train_noncurve_secondary_dynamic,非弯道次级动态训练候选,道路坐标显示非弯道，车辆动态为弱到中等，但伴随方向盘、速度或制动响应；作为次级训练候选。,高度轻微变化,False,medium,0.0310797325538185,0.0046124999999994,0.0275875,False,False,True,False,False,False,True,False,False,False,False,False,旧版本文字包含路边/下马路/斜坡类关键词；Goal2 episode_type 已映射为 excluded_slope_or_offroad；旧v1.3路边/路外标记,3,B_较可能可恢复,当前高度不属于明显异常，z 指标未越过 0.50；如图中无真实路边/下马路，可恢复到候选训练集。,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_4_zdrop_reviewed\figures\review_panels_v1_4\02_抛弃_上下马路但无明显大幅下降\0368_rec_v1_gzj_2025_09_27_11_53_25_0010.png,,,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\03_baselines\stage03_goal2_clean_task_audit\outputs\exclusion_recovery_audit\manual_review_images_by_priority\01_B_较可能可恢复_看图确认\0234_rec_v1_gzj_2025_09_27_11_53_25_0010_高度轻微变化.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\03_baselines\stage03_goal2_clean_task_audit\outputs\exclusion_recovery_audit\manual_review_images_by_priority\01_B_较可能可恢复_看图确认
rec_v1_gzj_2025_09_27_11_53_25_0016,,,,train_noncurve_secondary_dynamic,非弯道次级动态训练候选,道路坐标显示非弯道，车辆动态为弱到中等，但伴随方向盘、速度或制动响应；作为次级训练候选。,高度轻微变化,False,medium,0.032908555351474,0.0044025000000003,0.0301774999999997,False,False,True,False,False,False,True,False,False,False,False,False,旧版本文字包含路边/下马路/斜坡类关键词；Goal2 episode_type 已映射为 excluded_slope_or_offroad；旧v1.3路边/路外标记,3,B_较可能可恢复,当前高度不属于明显异常，z 指标未越过 0.50；如图中无真实路边/下马路，可恢复到候选训练集。,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_4_zdrop_reviewed\figures\review_panels_v1_4\02_抛弃_上下马路但无明显大幅下降\0374_rec_v1_gzj_2025_09_27_11_53_25_0016.png,,,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\03_baselines\stage03_goal2_clean_task_audit\outputs\exclusion_recovery_audit\manual_review_images_by_priority\01_B_较可能可恢复_看图确认\0235_rec_v1_gzj_2025_09_27_11_53_25_0016_高度轻微变化.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\03_baselines\stage03_goal2_clean_task_audit\outputs\exclusion_recovery_audit\manual_review_images_by_priority\01_B_较可能可恢复_看图确认
rec_v1_gzj_2025_09_27_12_17_12_0021,,,,train_noncurve_vehicle_dynamic,非弯道车辆动态训练候选,道路坐标显示非弯道，按当前车辆动态重新纳入训练候选；动态信号数=3，高度轻微变化。,高度轻微变化,False,low_but_context_usable,0.0334444467778958,0.0068000000000001,0.0251000000000001,False,False,True,False,False,False,True,False,False,False,False,False,旧版本文字包含路边/下马路/斜坡类关键词；Goal2 episode_type 已映射为 excluded_slope_or_offroad；旧v1.3路边/路外标记,3,B_较可能可恢复,当前高度不属于明显异常，z 指标未越过 0.50；如图中无真实路边/下马路，可恢复到候选训练集。,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_4_zdrop_reviewed\figures\review_panels_v1_4\02_抛弃_上下马路但无明显大幅下降\0424_rec_v1_gzj_2025_09_27_12_17_12_0021.png,,,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\03_baselines\stage03_goal2_clean_task_audit\outputs\exclusion_recovery_audit\manual_review_images_by_priority\01_B_较可能可恢复_看图确认\0236_rec_v1_gzj_2025_09_27_12_17_12_0021_高度轻微变化.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\03_baselines\stage03_goal2_clean_task_audit\outputs\exclusion_recovery_audit\manual_review_images_by_priority\01_B_较可能可恢复_看图确认
rec_v1_gzj_2025_09_27_12_17_12_0011,,,,review_fast_steer_weak_vehicle,快打方向但车辆响应弱,方向盘动作明显，但车辆横滚/横摆/横向动态弱；按用户意见不直接作为目标极限训练样本，进入复核。,高度轻微变化,False,medium,0.0349138512173912,0.0197599999999997,0.0156499999999999,False,True,True,False,False,False,True,False,False,False,False,False,旧版本文字包含路边/下马路/斜坡类关键词；Goal2 episode_type 已映射为 excluded_slope_or_offroad；旧v1.3高度瞬态标记；旧v1.3路边/路外标记,4,B_较可能可恢复,当前高度不属于明显异常，z 指标未越过 0.50；如图中无真实路边/下马路，可恢复到候选训练集。,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v2_0_no_history_reaudit\figures\review_panels_v2_0\04_快打方向但车辆响应弱_复核\0414_rec_v1_gzj_2025_09_27_12_17_12_0011.png,,,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\03_baselines\stage03_goal2_clean_task_audit\outputs\exclusion_recovery_audit\manual_review_images_by_priority\01_B_较可能可恢复_看图确认\0237_rec_v1_gzj_2025_09_27_12_17_12_0011_高度轻微变化.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\03_baselines\stage03_goal2_clean_task_audit\outputs\exclusion_recovery_audit\manual_review_images_by_priority\01_B_较可能可恢复_看图确认
rec_v1_gzj_2025_09_27_11_53_25_0007,,,,train_noncurve_secondary_dynamic,非弯道次级动态训练候选,道路坐标显示非弯道，车辆动态为弱到中等，但伴随方向盘、速度或制动响应；作为次级训练候选。,高度轻微变化,False,medium,0.0354100903251035,0.0036775000000002,0.0251524999999999,False,True,True,False,False,False,True,False,False,False,False,False,旧版本文字包含路边/下马路/斜坡类关键词；Goal2 episode_type 已映射为 excluded_slope_or_offroad；旧v1.3高度瞬态标记；旧v1.3路边/路外标记,4,B_较可能可恢复,当前高度不属于明显异常，z 指标未越过 0.50；如图中无真实路边/下马路，可恢复到候选训练集。,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_4_zdrop_reviewed\figures\review_panels_v1_4\02_抛弃_上下马路但无明显大幅下降\0365_rec_v1_gzj_2025_09_27_11_53_25_0007.png,,,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\03_baselines\stage03_goal2_clean_task_audit\outputs\exclusion_recovery_audit\manual_review_images_by_priority\01_B_较可能可恢复_看图确认\0238_rec_v1_gzj_2025_09_27_11_53_25_0007_高度轻微变化.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\03_baselines\stage03_goal2_clean_task_audit\outputs\exclusion_recovery_audit\manual_review_images_by_priority\01_B_较可能可恢复_看图确认
rec_v1_txj_2025_09_27_08_53_44_0027,,,,train_noncurve_secondary_dynamic,非弯道次级动态训练候选,道路坐标显示非弯道，车辆动态为弱到中等，但伴随方向盘、速度或制动响应；作为次级训练候选。,高度轻微变化,False,low_but_context_usable,0.0383861319397969,0.0112499999999986,0.0259499999999999,False,True,True,False,False,False,False,False,False,False,False,False,Goal2 episode_type 已映射为 excluded_slope_or_offroad；旧v1.3高度瞬态标记；旧v1.3路边/路外标记,3,B_较可能可恢复,当前高度不属于明显异常，z 指标未越过 0.50；如图中无真实路边/下马路，可恢复到候选训练集。,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_8_anchor_curve_revised\figures\review_panels_v1_8\04_弯道_高度小波动普通或弱侧倾_纳入\0998_rec_v1_txj_2025_09_27_08_53_44_0027.png,,,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\03_baselines\stage03_goal2_clean_task_audit\outputs\exclusion_recovery_audit\manual_review_images_by_priority\01_B_较可能可恢复_看图确认\0239_rec_v1_txj_2025_09_27_08_53_44_0027_高度轻微变化.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\03_baselines\stage03_goal2_clean_task_audit\outputs\exclusion_recovery_audit\manual_review_images_by_priority\01_B_较可能可恢复_看图确认
rec_v1_zdq_2025_09_26_15_27_09_0013,,,,train_noncurve_vehicle_dynamic,非弯道车辆动态训练候选,道路坐标显示非弯道，按当前车辆动态重新纳入训练候选；动态信号数=4，高度小幅复核。,高度小幅复核,False,low_but_context_usable,0.0797375334876129,0.0701,0.0097000000000004,True,False,True,True,False,False,True,False,False,True,False,False,旧版本文字包含路边/下马路/斜坡类关键词；Goal2 episode_type 已映射为 excluded_slope_or_offroad；旧v1.2高度跳变标记；旧v1.3路边/路外标记；旧v1.2路外/回路标记,5,B_较可能可恢复,当前高度不属于明显异常，z 指标未越过 0.50；如图中无真实路边/下马路，可恢复到候选训练集。,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_8_anchor_curve_revised\figures\review_panels_v1_8\05_弯道_高度变高或异常_排除\1374_rec_v1_zdq_2025_09_26_15_27_09_0013.png,,,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\03_baselines\stage03_goal2_clean_task_audit\outputs\exclusion_recovery_audit\manual_review_images_by_priority\01_B_较可能可恢复_看图确认\0245_rec_v1_zdq_2025_09_26_15_27_09_0013_高度小幅复核.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\03_baselines\stage03_goal2_clean_task_audit\outputs\exclusion_recovery_audit\manual_review_images_by_priority\01_B_较可能可恢复_看图确认
rec_v1_txj_2025_09_27_08_53_44_0023,,,,train_noncurve_vehicle_dynamic,非弯道车辆动态训练候选,道路坐标显示非弯道，按当前车辆动态重新纳入训练候选；动态信号数=4，高度小幅复核。,高度小幅复核,False,medium,0.0819964697628847,0.0583000000000009,0.0280999999999984,False,False,True,False,False,False,True,False,False,False,False,False,旧版本文字包含路边/下马路/斜坡类关键词；Goal2 episode_type 已映射为 excluded_slope_or_offroad；旧v1.3路边/路外标记,3,B_较可能可恢复,当前高度不属于明显异常，z 指标未越过 0.50；如图中无真实路边/下马路，可恢复到候选训练集。,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_4_zdrop_reviewed\figures\review_panels_v1_4\02_抛弃_上下马路但无明显大幅下降\0994_rec_v1_txj_2025_09_27_08_53_44_0023.png,,,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\03_baselines\stage03_goal2_clean_task_audit\outputs\exclusion_recovery_audit\manual_review_images_by_priority\01_B_较可能可恢复_看图确认\0248_rec_v1_txj_2025_09_27_08_53_44_0023_高度小幅复核.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\03_baselines\stage03_goal2_clean_task_audit\outputs\exclusion_recovery_audit\manual_review_images_by_priority\01_B_较可能可恢复_看图确认
rec_v1_zx_2025_09_27_16_46_13_0018,,,,train_noncurve_vehicle_dynamic,非弯道车辆动态训练候选,道路坐标显示非弯道，按当前车辆动态重新纳入训练候选；动态信号数=4，高度小幅复核。,高度小幅复核,False,low_but_context_usable,0.0878156086039059,0.0769999999999999,0.0137,False,True,True,False,False,False,True,False,False,False,False,False,旧版本文字包含路边/下马路/斜坡类关键词；Goal2 episode_type 已映射为 excluded_slope_or_offroad；旧v1.3高度瞬态标记；旧v1.3路边/路外标记,4,B_较可能可恢复,当前高度不属于明显异常，z 指标未越过 0.50；如图中无真实路边/下马路，可恢复到候选训练集。,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_4_zdrop_reviewed\figures\review_panels_v1_4\02_抛弃_上下马路但无明显大幅下降\1495_rec_v1_zx_2025_09_27_16_46_13_0018.png,,,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\03_baselines\stage03_goal2_clean_task_audit\outputs\exclusion_recovery_audit\manual_review_images_by_priority\01_B_较可能可恢复_看图确认\0249_rec_v1_zx_2025_09_27_16_46_13_0018_高度小幅复核.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\03_baselines\stage03_goal2_clean_task_audit\outputs\exclusion_recovery_audit\manual_review_images_by_priority\01_B_较可能可恢复_看图确认
rec_v1_lxy_2025_09_28_18_06_16_0027,,,,train_noncurve_vehicle_dynamic,非弯道车辆动态训练候选,道路坐标显示非弯道，按当前车辆动态重新纳入训练候选；动态信号数=4，高度小幅复核。,高度小幅复核,False,medium,0.0909570964984158,0.0838999999999998,0.0094000000000011,False,False,True,False,False,False,True,False,False,False,False,False,旧版本文字包含路边/下马路/斜坡类关键词；Goal2 episode_type 已映射为 excluded_slope_or_offroad；旧v1.3路边/路外标记,3,B_较可能可恢复,当前高度不属于明显异常，z 指标未越过 0.50；如图中无真实路边/下马路，可恢复到候选训练集。,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_2_cleaned\figures\review_panels_v1_2\03_15到20秒_需要复核\0815_rec_v1_lxy_2025_09_28_18_06_16_0027.png,,,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\03_baselines\stage03_goal2_clean_task_audit\outputs\exclusion_recovery_audit\manual_review_images_by_priority\01_B_较可能可恢复_看图确认\0252_rec_v1_lxy_2025_09_28_18_06_16_0027_高度小幅复核.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\03_baselines\stage03_goal2_clean_task_audit\outputs\exclusion_recovery_audit\manual_review_images_by_priority\01_B_较可能可恢复_看图确认
rec_v1_xst_2025_09_26_11_34_18_0014,,,,train_noncurve_vehicle_dynamic,非弯道车辆动态训练候选,道路坐标显示非弯道，按当前车辆动态重新纳入训练候选；动态信号数=3，高度小幅复核。,高度小幅复核,False,low_but_context_usable,0.0924390934778891,0.0820000000000007,0.0117999999999991,False,True,True,False,False,False,True,False,False,False,False,False,旧版本文字包含路边/下马路/斜坡类关键词；Goal2 episode_type 已映射为 excluded_slope_or_offroad；旧v1.3高度瞬态标记；旧v1.3路边/路外标记,4,B_较可能可恢复,当前高度不属于明显异常，z 指标未越过 0.50；如图中无真实路边/下马路，可恢复到候选训练集。,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_2_cleaned\figures\review_panels_v1_2\05_超长误合并_需要拆分\1139_rec_v1_xst_2025_09_26_11_34_18_0014.png,,,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\03_baselines\stage03_goal2_clean_task_audit\outputs\exclusion_recovery_audit\manual_review_images_by_priority\01_B_较可能可恢复_看图确认\0255_rec_v1_xst_2025_09_26_11_34_18_0014_高度小幅复核.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\03_baselines\stage03_goal2_clean_task_audit\outputs\exclusion_recovery_audit\manual_review_images_by_priority\01_B_较可能可恢复_看图确认
rec_v1_byx_2025_09_28_17_05_51_0018,,,,train_noncurve_vehicle_dynamic,非弯道车辆动态训练候选,道路坐标显示非弯道，按当前车辆动态重新纳入训练候选；动态信号数=3，高度小幅复核。,高度小幅复核,False,low_but_context_usable,0.0945468538920195,0.077300000000001,0.0191999999999996,False,False,True,False,False,False,True,False,False,True,False,False,旧版本文字包含路边/下马路/斜坡类关键词；Goal2 episode_type 已映射为 excluded_slope_or_offroad；旧v1.3路边/路外标记,3,B_较可能可恢复,当前高度不属于明显异常，z 指标未越过 0.50；如图中无真实路边/下马路，可恢复到候选训练集。,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_2_cleaned\figures\review_panels_v1_2\03_15到20秒_需要复核\0018_rec_v1_byx_2025_09_28_17_05_51_0018.png,,,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\03_baselines\stage03_goal2_clean_task_audit\outputs\exclusion_recovery_audit\manual_review_images_by_priority\01_B_较可能可恢复_看图确认\0258_rec_v1_byx_2025_09_28_17_05_51_0018_高度小幅复核.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\03_baselines\stage03_goal2_clean_task_audit\outputs\exclusion_recovery_audit\manual_review_images_by_priority\01_B_较可能可恢复_看图确认
rec_v1_hzh_2025_09_27_19_22_27_0018,,,,train_noncurve_vehicle_dynamic,非弯道车辆动态训练候选,道路坐标显示非弯道，按当前车辆动态重新纳入训练候选；动态信号数=4，高度小幅复核。,高度小幅复核,False,low_but_context_usable,0.0959666254105275,0.0826000000000011,0.0119999999999986,False,False,True,False,False,False,True,False,False,True,False,False,旧版本文字包含路边/下马路/斜坡类关键词；Goal2 episode_type 已映射为 excluded_slope_or_offroad；旧v1.3路边/路外标记,3,B_较可能可恢复,当前高度不属于明显异常，z 指标未越过 0.50；如图中无真实路边/下马路，可恢复到候选训练集。,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_2_cleaned\figures\review_panels_v1_2\03_15到20秒_需要复核\0570_rec_v1_hzh_2025_09_27_19_22_27_0018.png,,,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\03_baselines\stage03_goal2_clean_task_audit\outputs\exclusion_recovery_audit\manual_review_images_by_priority\01_B_较可能可恢复_看图确认\0259_rec_v1_hzh_2025_09_27_19_22_27_0018_高度小幅复核.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\03_baselines\stage03_goal2_clean_task_audit\outputs\exclusion_recovery_audit\manual_review_images_by_priority\01_B_较可能可恢复_看图确认
rec_v1_gzj_2025_09_27_12_17_12_0020,,,,train_noncurve_vehicle_dynamic,非弯道车辆动态训练候选,道路坐标显示非弯道，按当前车辆动态重新纳入训练候选；动态信号数=4，高度小幅复核。,高度小幅复核,False,low_but_context_usable,0.097240142627232,0.0693999999999999,0.0282999999999997,False,False,True,False,False,False,True,False,False,False,False,False,旧版本文字包含路边/下马路/斜坡类关键词；Goal2 episode_type 已映射为 excluded_slope_or_offroad；旧v1.3路边/路外标记,3,B_较可能可恢复,当前高度不属于明显异常，z 指标未越过 0.50；如图中无真实路边/下马路，可恢复到候选训练集。,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_4_zdrop_reviewed\figures\review_panels_v1_4\02_抛弃_上下马路但无明显大幅下降\0423_rec_v1_gzj_2025_09_27_12_17_12_0020.png,,,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\03_baselines\stage03_goal2_clean_task_audit\outputs\exclusion_recovery_audit\manual_review_images_by_priority\01_B_较可能可恢复_看图确认\0260_rec_v1_gzj_2025_09_27_12_17_12_0020_高度小幅复核.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\03_baselines\stage03_goal2_clean_task_audit\outputs\exclusion_recovery_audit\manual_review_images_by_priority\01_B_较可能可恢复_看图确认
rec_v1_jy_2025_09_26_18_01_40_0023,,,,train_noncurve_vehicle_dynamic,非弯道车辆动态训练候选,道路坐标显示非弯道，按当前车辆动态重新纳入训练候选；动态信号数=3，高度小幅复核。,高度小幅复核,False,low_but_context_usable,0.0975363254448247,0.0754999999999999,0.0217999999999989,False,False,True,False,False,False,True,False,False,True,False,False,旧版本文字包含路边/下马路/斜坡类关键词；Goal2 episode_type 已映射为 excluded_slope_or_offroad；旧v1.3路边/路外标记,3,B_较可能可恢复,当前高度不属于明显异常，z 指标未越过 0.50；如图中无真实路边/下马路，可恢复到候选训练集。,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_3_cleaned\figures\review_panels_v1_3\06_疑似路边恢复或上下马路_暂缓\0725_rec_v1_jy_2025_09_26_18_01_40_0023.png,,,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\03_baselines\stage03_goal2_clean_task_audit\outputs\exclusion_recovery_audit\manual_review_images_by_priority\01_B_较可能可恢复_看图确认\0261_rec_v1_jy_2025_09_26_18_01_40_0023_高度小幅复核.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\03_baselines\stage03_goal2_clean_task_audit\outputs\exclusion_recovery_audit\manual_review_images_by_priority\01_B_较可能可恢复_看图确认
rec_v1_zxy_2025_09_28_16_12_11_0001,,,,train_noncurve_vehicle_dynamic,非弯道车辆动态训练候选,道路坐标显示非弯道，按当前车辆动态重新纳入训练候选；动态信号数=3，轻度高度/姿态复核。,轻度高度/姿态复核,False,high,0.105332797597546,0.0749937999999999,0.02938,False,True,True,False,False,False,True,False,False,False,False,False,旧版本文字包含路边/下马路/斜坡类关键词；Goal2 episode_type 已映射为 excluded_slope_or_offroad；旧v1.3高度瞬态标记；旧v1.3路边/路外标记,4,C2_高度姿态重点复核,高度或姿态指标明显，需要结合道路源文件、道路坐标和复核图判断，不建议直接恢复。,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_4_zdrop_reviewed\figures\review_panels_v1_4\02_抛弃_上下马路但无明显大幅下降\1678_rec_v1_zxy_2025_09_28_16_12_11_0001.png,,,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\03_baselines\stage03_goal2_clean_task_audit\outputs\exclusion_recovery_audit\manual_review_images_by_priority\03_C2_高度姿态明显_谨慎复核\0002_rec_v1_zxy_2025_09_28_16_12_11_0001_轻度高度_姿态复核.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\03_baselines\stage03_goal2_clean_task_audit\outputs\exclusion_recovery_audit\manual_review_images_by_priority\03_C2_高度姿态明显_谨慎复核
rec_v1_zx_2025_09_27_16_46_13_0019,,,,train_noncurve_vehicle_dynamic,非弯道车辆动态训练候选,道路坐标显示非弯道，按当前车辆动态重新纳入训练候选；动态信号数=3，轻度高度/姿态复核。,轻度高度/姿态复核,False,low_but_context_usable,0.1063966473942077,0.0671999999999997,0.0434000000000001,False,True,True,False,False,False,True,False,False,False,False,False,旧版本文字包含路边/下马路/斜坡类关键词；Goal2 episode_type 已映射为 excluded_slope_or_offroad；旧v1.3高度瞬态标记；旧v1.3路边/路外标记,4,C2_高度姿态重点复核,高度或姿态指标明显，需要结合道路源文件、道路坐标和复核图判断，不建议直接恢复。,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_4_zdrop_reviewed\figures\review_panels_v1_4\02_抛弃_上下马路但无明显大幅下降\1496_rec_v1_zx_2025_09_27_16_46_13_0019.png,,,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\03_baselines\stage03_goal2_clean_task_audit\outputs\exclusion_recovery_audit\manual_review_images_by_priority\03_C2_高度姿态明显_谨慎复核\0003_rec_v1_zx_2025_09_27_16_46_13_0019_轻度高度_姿态复核.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\03_baselines\stage03_goal2_clean_task_audit\outputs\exclusion_recovery_audit\manual_review_images_by_priority\03_C2_高度姿态明显_谨慎复核
rec_v1_byx_2025_09_28_17_15_52_0022,,,,train_noncurve_vehicle_dynamic,非弯道车辆动态训练候选,道路坐标显示非弯道，按当前车辆动态重新纳入训练候选；动态信号数=4，轻度高度/姿态复核。,轻度高度/姿态复核,False,low_but_context_usable,0.1218045844811772,0.1081000000000003,0.016,False,True,True,False,False,False,False,False,False,True,False,False,Goal2 episode_type 已映射为 excluded_slope_or_offroad；旧v1.3高度瞬态标记；旧v1.3路边/路外标记,3,C2_高度姿态重点复核,高度或姿态指标明显，需要结合道路源文件、道路坐标和复核图判断，不建议直接恢复。,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_0\figures\review_panels\review_需要复核\rec_v1_byx_2025_09_28_17_15_52_0022.png,,,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\03_baselines\stage03_goal2_clean_task_audit\outputs\exclusion_recovery_audit\manual_review_images_by_priority\03_C2_高度姿态明显_谨慎复核\0004_rec_v1_byx_2025_09_28_17_15_52_0022_轻度高度_姿态复核.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\03_baselines\stage03_goal2_clean_task_audit\outputs\exclusion_recovery_audit\manual_review_images_by_priority\03_C2_高度姿态明显_谨慎复核
rec_v1_zxy_2025_09_28_16_25_51_0023,,,,train_noncurve_vehicle_dynamic,非弯道车辆动态训练候选,道路坐标显示非弯道，按当前车辆动态重新纳入训练候选；动态信号数=4，轻度高度/姿态复核。,轻度高度/姿态复核,False,low_but_context_usable,0.122142915583387,0.0964999999999989,0.0250000000000003,False,True,True,False,False,False,True,False,False,True,False,False,旧版本文字包含路边/下马路/斜坡类关键词；Goal2 episode_type 已映射为 excluded_slope_or_offroad；旧v1.3高度瞬态标记；旧v1.3路边/路外标记,4,C2_高度姿态重点复核,高度或姿态指标明显，需要结合道路源文件、道路坐标和复核图判断，不建议直接恢复。,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_4_zdrop_reviewed\figures\review_panels_v1_4\02_抛弃_上下马路但无明显大幅下降\1728_rec_v1_zxy_2025_09_28_16_25_51_0023.png,,,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\03_baselines\stage03_goal2_clean_task_audit\outputs\exclusion_recovery_audit\manual_review_images_by_priority\03_C2_高度姿态明显_谨慎复核\0005_rec_v1_zxy_2025_09_28_16_25_51_0023_轻度高度_姿态复核.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\03_baselines\stage03_goal2_clean_task_audit\outputs\exclusion_recovery_audit\manual_review_images_by_priority\03_C2_高度姿态明显_谨慎复核
