episode_uid,subject_id,record_id,split,v2_0_decision,v2_0_decision_cn,v2_0_decision_detail_cn,v2_0_height_pose_issue,road_coord_is_curve_v1_9,road_coord_mapping_quality_v1_9,z_residual_range_v1_3,z_rise_from_start_v1_4,z_drop_from_start_v1_4,height_jump_suspected_v1_2,z_transient_suspected_v1_3,roadedge_or_offroad_suspected_v1_3,offroad_or_road_recovery_suspected_v1_2,current_text_has_road_keyword,current_text_has_height_keyword,old_text_has_road_keyword_goal2_used,old_text_has_height_keyword_goal2_used,later_old_context_has_road_keyword,later_old_context_has_height_keyword,z_residual_ge_0_50,z_rise_ge_0_50,actual_exclusion_reasons,actual_reason_count,recovery_priority,recovery_suggestion_cn,review_image_path,manual_keep,manual_note,missing_reason
rec_v1_tyy_2025_09_28_14_57_17_0015,,,,train_noncurve_vehicle_dynamic,非弯道车辆动态训练候选,道路坐标显示非弯道，按当前车辆动态重新纳入训练候选；动态信号数=4，明显高度异常。,明显高度异常,False,low_but_context_usable,0.7457945718074743,0.7144999999999992,0.0232000000000009,False,True,True,True,False,True,True,False,False,False,True,True,当前v2.0标记明显高度异常；当前v2.0文字包含高度异常类关键词；旧版本文字包含路边/下马路/斜坡类关键词；Goal2 episode_type 已映射为 excluded_slope_or_offroad；旧v1.3高度瞬态标记；旧v1.3路边/路外标记；旧v1.2路外/回路标记；z_residual_range_v1_3 >= 0.50；z_rise_from_start_v1_4 >= 0.50,9,C2_高度姿态重点复核,高度或姿态指标明显，需要结合道路源文件、道路坐标和复核图判断，不建议直接恢复。,,,,review_image_path 不存在或为空
rec_v1_byx_2025_09_28_17_46_00_0002,,,,train_noncurve_vehicle_dynamic,非弯道车辆动态训练候选,道路坐标显示非弯道，按当前车辆动态重新纳入训练候选；动态信号数=2，明显高度异常。,明显高度异常,False,high,0.792947514536736,0.8374794999999999,0.0371945,True,True,True,True,False,True,True,False,False,False,True,True,当前v2.0标记明显高度异常；当前v2.0文字包含高度异常类关键词；旧版本文字包含路边/下马路/斜坡类关键词；Goal2 episode_type 已映射为 excluded_slope_or_offroad；旧v1.2高度跳变标记；旧v1.3高度瞬态标记；旧v1.3路边/路外标记；旧v1.2路外/回路标记；z_residual_range_v1_3 >= 0.50；z_rise_from_start_v1_4 >= 0.50,10,C2_高度姿态重点复核,高度或姿态指标明显，需要结合道路源文件、道路坐标和复核图判断，不建议直接恢复。,,,,review_image_path 不存在或为空
rec_v1_zx_2025_09_27_18_07_01_0008,,,,train_noncurve_vehicle_dynamic,非弯道车辆动态训练候选,道路坐标显示非弯道，按当前车辆动态重新纳入训练候选；动态信号数=4，明显高度异常。,明显高度异常,False,high,0.8046717354536849,0.8295665000000001,0.0474034999999999,True,True,True,True,False,True,True,False,False,False,True,True,当前v2.0标记明显高度异常；当前v2.0文字包含高度异常类关键词；旧版本文字包含路边/下马路/斜坡类关键词；Goal2 episode_type 已映射为 excluded_slope_or_offroad；旧v1.2高度跳变标记；旧v1.3高度瞬态标记；旧v1.3路边/路外标记；旧v1.2路外/回路标记；z_residual_range_v1_3 >= 0.50；z_rise_from_start_v1_4 >= 0.50,10,C2_高度姿态重点复核,高度或姿态指标明显，需要结合道路源文件、道路坐标和复核图判断，不建议直接恢复。,,,,review_image_path 不存在或为空
rec_v1_txj_2025_09_27_08_40_46_0004,,,,review_curve_height_pose_abnormal,弯道高度/姿态异常复核,道路坐标确认在弯道，但 明显高度异常；当前不直接训练，优先人工确认是否上斜坡、下路边或异常过弯。,明显高度异常,True,high,0.8214194938245537,0.876359,9.099999999995224e-05,False,True,True,False,True,True,True,False,True,True,True,True,当前v2.0标记明显高度异常；当前v2.0文字包含路边/下马路/斜坡类关键词；当前v2.0文字包含高度异常类关键词；旧版本文字包含路边/下马路/斜坡类关键词；Goal2 episode_type 已映射为 excluded_slope_or_offroad；旧v1.3高度瞬态标记；旧v1.3路边/路外标记；z_residual_range_v1_3 >= 0.50；z_rise_from_start_v1_4 >= 0.50,9,C2_高度姿态重点复核,高度或姿态指标明显，需要结合道路源文件、道路坐标和复核图判断，不建议直接恢复。,,,,review_image_path 不存在或为空
rec_v1_txj_2025_09_27_08_40_46_0017,,,,train_noncurve_vehicle_dynamic,非弯道车辆动态训练候选,道路坐标显示非弯道，按当前车辆动态重新纳入训练候选；动态信号数=4，明显高度异常。,明显高度异常,False,low_but_context_usable,0.8233978963053232,0.8948,9.999999999976694e-05,False,True,True,False,False,True,True,False,False,False,True,True,当前v2.0标记明显高度异常；当前v2.0文字包含高度异常类关键词；旧版本文字包含路边/下马路/斜坡类关键词；Goal2 episode_type 已映射为 excluded_slope_or_offroad；旧v1.3高度瞬态标记；旧v1.3路边/路外标记；z_residual_range_v1_3 >= 0.50；z_rise_from_start_v1_4 >= 0.50,8,C2_高度姿态重点复核,高度或姿态指标明显，需要结合道路源文件、道路坐标和复核图判断，不建议直接恢复。,,,,review_image_path 不存在或为空
rec_v1_lxy_2025_09_28_17_55_52_0012,,,,train_noncurve_vehicle_dynamic,非弯道车辆动态训练候选,道路坐标显示非弯道，按当前车辆动态重新纳入训练候选；动态信号数=4，明显高度异常。,明显高度异常,False,medium,1.0240498788560606,0.92636,0.0981100000000001,True,True,True,True,False,True,True,False,False,False,True,True,当前v2.0标记明显高度异常；当前v2.0文字包含高度异常类关键词；旧版本文字包含路边/下马路/斜坡类关键词；Goal2 episode_type 已映射为 excluded_slope_or_offroad；旧v1.2高度跳变标记；旧v1.3高度瞬态标记；旧v1.3路边/路外标记；旧v1.2路外/回路标记；z_residual_range_v1_3 >= 0.50；z_rise_from_start_v1_4 >= 0.50,10,C2_高度姿态重点复核,高度或姿态指标明显，需要结合道路源文件、道路坐标和复核图判断，不建议直接恢复。,,,,review_image_path 不存在或为空
rec_v1_hzh_2025_09_26_21_03_19_0010,,,,review_curve_height_pose_abnormal,弯道高度/姿态异常复核,道路坐标确认在弯道，但 明显高度异常；当前不直接训练，优先人工确认是否上斜坡、下路边或异常过弯。,明显高度异常,True,medium,1.0262363919559458,0.1030999999999995,4.947485,False,True,False,False,True,True,False,False,False,True,True,False,当前v2.0标记明显高度异常；当前v2.0文字包含路边/下马路/斜坡类关键词；当前v2.0文字包含高度异常类关键词；Goal2 episode_type 已映射为 excluded_slope_or_offroad；旧v1.3高度瞬态标记；z_residual_range_v1_3 >= 0.50,6,C2_高度姿态重点复核,高度或姿态指标明显，需要结合道路源文件、道路坐标和复核图判断，不建议直接恢复。,,,,review_image_path 不存在或为空
rec_v1_zx_2025_09_27_16_46_13_0007,,,,review_curve_height_pose_abnormal,弯道高度/姿态异常复核,道路坐标确认在弯道，但 明显高度异常；当前不直接训练，优先人工确认是否上斜坡、下路边或异常过弯。,明显高度异常,True,medium,1.0895231576967368,0.0044149999999998,3.70247,False,True,False,False,True,True,False,False,False,False,True,False,当前v2.0标记明显高度异常；当前v2.0文字包含路边/下马路/斜坡类关键词；当前v2.0文字包含高度异常类关键词；Goal2 episode_type 已映射为 excluded_slope_or_offroad；旧v1.3高度瞬态标记；z_residual_range_v1_3 >= 0.50,6,C2_高度姿态重点复核,高度或姿态指标明显，需要结合道路源文件、道路坐标和复核图判断，不建议直接恢复。,,,,review_image_path 不存在或为空
rec_v1_txj_2025_09_27_09_17_11_0017,,,,control_noncurve_weak_or_normal,非弯道弱响应/正常对照,道路坐标显示非弯道，方向盘和车辆横向动态都较弱；作为正常/弱响应对照，不直接进入极限轨迹训练。,高度微动正常,False,medium,0.0001660764140662,0.0003199999999994,0.0005500000000004,False,False,False,False,False,False,True,False,False,False,False,False,旧版本文字包含路边/下马路/斜坡类关键词；Goal2 episode_type 已映射为 excluded_slope_or_offroad,2,A_优先人工恢复复核,当前高度表现接近正常，主要是旧版本文字触发排除；旧结论不应硬继承，建议优先看图恢复。,,,,review_image_path 不存在或为空
rec_v1_yzy_2025_09_27_15_07_57_0014,,,,control_noncurve_weak_or_normal,非弯道弱响应/正常对照,道路坐标显示非弯道，方向盘和车辆横向动态都较弱；作为正常/弱响应对照，不直接进入极限轨迹训练。,高度微动正常,False,high,0.0001670081617692,0.0001999999999995,0.0002999999999993,False,False,False,False,False,False,True,False,False,False,False,False,旧版本文字包含路边/下马路/斜坡类关键词；Goal2 episode_type 已映射为 excluded_slope_or_offroad,2,A_优先人工恢复复核,当前高度表现接近正常，主要是旧版本文字触发排除；旧结论不应硬继承，建议优先看图恢复。,,,,review_image_path 不存在或为空
rec_v1_jy_2025_09_26_17_51_46_0009,,,,train_curve_normal_or_weak,弯道普通/弱侧倾训练候选,道路坐标确认在弯道，车辆动态较弱或更像正常过弯；保留为弯道普通/弱侧倾训练候选。,高度微动正常,True,medium,0.0001842437974381,9.999999999976694e-05,9.999999999976694e-05,False,False,False,False,False,False,True,False,False,False,False,False,旧版本文字包含路边/下马路/斜坡类关键词；Goal2 episode_type 已映射为 excluded_slope_or_offroad,2,A_优先人工恢复复核,当前高度表现接近正常，主要是旧版本文字触发排除；旧结论不应硬继承，建议优先看图恢复。,,,,review_image_path 不存在或为空
rec_v1_zdq_2025_09_26_15_52_46_0014,,,,control_noncurve_weak_or_normal,非弯道弱响应/正常对照,道路坐标显示非弯道，方向盘和车辆横向动态都较弱；作为正常/弱响应对照，不直接进入极限轨迹训练。,高度微动正常,False,low_but_context_usable,0.0001987425533549,0.0,0.0001999999999995,False,False,False,False,False,False,True,False,False,False,False,False,旧版本文字包含路边/下马路/斜坡类关键词；Goal2 episode_type 已映射为 excluded_slope_or_offroad,2,A_优先人工恢复复核,当前高度表现接近正常，主要是旧版本文字触发排除；旧结论不应硬继承，建议优先看图恢复。,,,,review_image_path 不存在或为空
rec_v1_yyl_2025_09_28_09_29_01_0011,,,,train_curve_normal_or_weak,弯道普通/弱侧倾训练候选,道路坐标确认在弯道，车辆动态较弱或更像正常过弯；保留为弯道普通/弱侧倾训练候选。,高度微动正常,True,low_but_context_usable,0.000211398716031,0.0001999999999995,0.0002000000000013,False,False,False,False,False,False,True,False,False,False,False,False,旧版本文字包含路边/下马路/斜坡类关键词；Goal2 episode_type 已映射为 excluded_slope_or_offroad,2,A_优先人工恢复复核,当前高度表现接近正常，主要是旧版本文字触发排除；旧结论不应硬继承，建议优先看图恢复。,,,,review_image_path 不存在或为空
rec_v1_hzh_2025_09_26_21_17_02_0010,,,,train_curve_normal_or_weak,弯道普通/弱侧倾训练候选,道路坐标确认在弯道，车辆动态较弱或更像正常过弯；保留为弯道普通/弱侧倾训练候选。,高度微动正常,True,medium,0.0002176668023272,0.0001350000000002,9.499999999995624e-05,False,False,False,False,False,False,True,False,False,False,False,False,旧版本文字包含路边/下马路/斜坡类关键词；Goal2 episode_type 已映射为 excluded_slope_or_offroad,2,A_优先人工恢复复核,当前高度表现接近正常，主要是旧版本文字触发排除；旧结论不应硬继承，建议优先看图恢复。,,,,review_image_path 不存在或为空
rec_v1_lxy_2025_09_28_18_06_16_0005,,,,train_curve_normal_or_weak,弯道普通/弱侧倾训练候选,道路坐标确认在弯道，车辆动态较弱或更像正常过弯；保留为弯道普通/弱侧倾训练候选。,高度微动正常,True,high,0.0002178994401166,0.0001115,0.0002354999999999,False,False,False,False,False,False,True,False,False,False,False,False,旧版本文字包含路边/下马路/斜坡类关键词；Goal2 episode_type 已映射为 excluded_slope_or_offroad,2,A_优先人工恢复复核,当前高度表现接近正常，主要是旧版本文字触发排除；旧结论不应硬继承，建议优先看图恢复。,,,,review_image_path 不存在或为空
rec_v1_yyl_2025_09_28_09_49_11_0012,,,,train_curve_normal_or_weak,弯道普通/弱侧倾训练候选,道路坐标确认在弯道，车辆动态较弱或更像正常过弯；保留为弯道普通/弱侧倾训练候选。,高度微动正常,True,low_but_context_usable,0.0002278553082497,9.999999999976694e-05,0.0001999999999995,False,False,False,False,False,False,True,False,False,False,False,False,旧版本文字包含路边/下马路/斜坡类关键词；Goal2 episode_type 已映射为 excluded_slope_or_offroad,2,A_优先人工恢复复核,当前高度表现接近正常，主要是旧版本文字触发排除；旧结论不应硬继承，建议优先看图恢复。,,,,review_image_path 不存在或为空
rec_v1_jy_2025_09_26_18_01_40_0006,,,,train_curve_normal_or_weak,弯道普通/弱侧倾训练候选,道路坐标确认在弯道，车辆动态较弱或更像正常过弯；保留为弯道普通/弱侧倾训练候选。,高度微动正常,True,high,0.0002354357803284,0.0001405,0.0001304999999999,False,False,False,False,False,False,True,False,False,False,False,False,旧版本文字包含路边/下马路/斜坡类关键词；Goal2 episode_type 已映射为 excluded_slope_or_offroad,2,A_优先人工恢复复核,当前高度表现接近正常，主要是旧版本文字触发排除；旧结论不应硬继承，建议优先看图恢复。,,,,review_image_path 不存在或为空
rec_v1_tyy_2025_09_28_14_23_43_0014,,,,control_noncurve_weak_or_normal,非弯道弱响应/正常对照,道路坐标显示非弯道，方向盘和车辆横向动态都较弱；作为正常/弱响应对照，不直接进入极限轨迹训练。,高度微动正常,False,low_but_context_usable,0.0002377206478687,9.999999999976694e-05,9.999999999976694e-05,False,False,False,False,False,False,True,False,False,False,False,False,旧版本文字包含路边/下马路/斜坡类关键词；Goal2 episode_type 已映射为 excluded_slope_or_offroad,2,A_优先人工恢复复核,当前高度表现接近正常，主要是旧版本文字触发排除；旧结论不应硬继承，建议优先看图恢复。,,,,review_image_path 不存在或为空
rec_v1_lxy_2025_09_28_18_06_16_0000,,,,control_noncurve_weak_or_normal,非弯道弱响应/正常对照,道路坐标显示非弯道，方向盘和车辆横向动态都较弱；作为正常/弱响应对照，不直接进入极限轨迹训练。,高度微动正常,False,high,0.0002562494608445,0.0001115,0.000145,False,False,False,False,False,False,True,False,False,False,False,False,旧版本文字包含路边/下马路/斜坡类关键词；Goal2 episode_type 已映射为 excluded_slope_or_offroad,2,A_优先人工恢复复核,当前高度表现接近正常，主要是旧版本文字触发排除；旧结论不应硬继承，建议优先看图恢复。,,,,review_image_path 不存在或为空
rec_v1_zx_2025_09_27_16_32_00_0016,,,,control_noncurve_weak_or_normal,非弯道弱响应/正常对照,道路坐标显示非弯道，方向盘和车辆横向动态都较弱；作为正常/弱响应对照，不直接进入极限轨迹训练。,高度微动正常,False,low_but_context_usable,0.000269746320173,0.0002000000000013,0.0004999999999988,False,False,False,False,False,False,True,False,False,False,False,False,旧版本文字包含路边/下马路/斜坡类关键词；Goal2 episode_type 已映射为 excluded_slope_or_offroad,2,A_优先人工恢复复核,当前高度表现接近正常，主要是旧版本文字触发排除；旧结论不应硬继承，建议优先看图恢复。,,,,review_image_path 不存在或为空
rec_v1_gzj_2025_09_27_12_04_23_0005,,,,train_curve_normal_or_weak,弯道普通/弱侧倾训练候选,道路坐标确认在弯道，车辆动态较弱或更像正常过弯；保留为弯道普通/弱侧倾训练候选。,高度微动正常,True,medium,0.000282572055565,0.0005350000000001,0.0001500000000005,False,False,False,False,False,False,True,False,False,False,False,False,旧版本文字包含路边/下马路/斜坡类关键词；Goal2 episode_type 已映射为 excluded_slope_or_offroad,2,A_优先人工恢复复核,当前高度表现接近正常，主要是旧版本文字触发排除；旧结论不应硬继承，建议优先看图恢复。,,,,review_image_path 不存在或为空
rec_v1_gzj_2025_09_27_11_53_25_0020,,,,train_curve_normal_or_weak,弯道普通/弱侧倾训练候选,道路坐标确认在弯道，车辆动态较弱或更像正常过弯；保留为弯道普通/弱侧倾训练候选。,高度微动正常,True,low_but_context_usable,0.0002924626278524,9.999999999976694e-05,0.0002000000000013,False,False,False,False,False,False,True,False,False,False,False,False,旧版本文字包含路边/下马路/斜坡类关键词；Goal2 episode_type 已映射为 excluded_slope_or_offroad,2,A_优先人工恢复复核,当前高度表现接近正常，主要是旧版本文字触发排除；旧结论不应硬继承，建议优先看图恢复。,,,,review_image_path 不存在或为空
rec_v1_yyl_2025_09_28_09_14_23_0006,,,,train_curve_normal_or_weak,弯道普通/弱侧倾训练候选,道路坐标确认在弯道，车辆动态较弱或更像正常过弯；保留为弯道普通/弱侧倾训练候选。,高度微动正常,True,high,0.0003233748032758,0.00015,0.0002019999999999,False,False,False,False,False,False,True,False,False,False,False,False,旧版本文字包含路边/下马路/斜坡类关键词；Goal2 episode_type 已映射为 excluded_slope_or_offroad,2,A_优先人工恢复复核,当前高度表现接近正常，主要是旧版本文字触发排除；旧结论不应硬继承，建议优先看图恢复。,,,,review_image_path 不存在或为空
rec_v1_tyy_2025_09_28_14_23_43_0000,,,,control_noncurve_weak_or_normal,非弯道弱响应/正常对照,道路坐标显示非弯道，方向盘和车辆横向动态都较弱；作为正常/弱响应对照，不直接进入极限轨迹训练。,高度微动正常,False,high,0.0003241631460214,0.0002459999999999,4.500000000001725e-05,False,False,False,False,False,False,True,False,False,False,False,False,旧版本文字包含路边/下马路/斜坡类关键词；Goal2 episode_type 已映射为 excluded_slope_or_offroad,2,A_优先人工恢复复核,当前高度表现接近正常，主要是旧版本文字触发排除；旧结论不应硬继承，建议优先看图恢复。,,,,review_image_path 不存在或为空
rec_v1_jy_2025_09_26_18_01_40_0005,,,,control_noncurve_weak_or_normal,非弯道弱响应/正常对照,道路坐标显示非弯道，方向盘和车辆横向动态都较弱；作为正常/弱响应对照，不直接进入极限轨迹训练。,高度微动正常,False,high,0.0003327266372339,8.249999999998536e-05,0.0002765,False,False,False,False,False,False,True,False,False,False,False,False,旧版本文字包含路边/下马路/斜坡类关键词；Goal2 episode_type 已映射为 excluded_slope_or_offroad,2,A_优先人工恢复复核,当前高度表现接近正常，主要是旧版本文字触发排除；旧结论不应硬继承，建议优先看图恢复。,,,,review_image_path 不存在或为空
rec_v1_xst_2025_09_26_11_34_18_0003,,,,control_noncurve_weak_or_normal,非弯道弱响应/正常对照,道路坐标显示非弯道，方向盘和车辆横向动态都较弱；作为正常/弱响应对照，不直接进入极限轨迹训练。,高度微动正常,False,high,0.0003330751267281,0.0008519999999999,0.000107,False,False,False,False,False,False,True,False,False,False,False,False,旧版本文字包含路边/下马路/斜坡类关键词；Goal2 episode_type 已映射为 excluded_slope_or_offroad,2,A_优先人工恢复复核,当前高度表现接近正常，主要是旧版本文字触发排除；旧结论不应硬继承，建议优先看图恢复。,,,,review_image_path 不存在或为空
rec_v1_yzy_2025_09_27_14_37_08_0014,,,,train_curve_normal_or_weak,弯道普通/弱侧倾训练候选,道路坐标确认在弯道，车辆动态较弱或更像正常过弯；保留为弯道普通/弱侧倾训练候选。,高度微动正常,True,low_but_context_usable,0.0003372505543239,9.999999999976694e-05,0.0001999999999995,False,False,False,False,False,False,True,False,False,False,False,False,旧版本文字包含路边/下马路/斜坡类关键词；Goal2 episode_type 已映射为 excluded_slope_or_offroad,2,A_优先人工恢复复核,当前高度表现接近正常，主要是旧版本文字触发排除；旧结论不应硬继承，建议优先看图恢复。,,,,review_image_path 不存在或为空
rec_v1_rjy_2025_09_28_19_44_42_0001,,,,train_curve_normal_or_weak,弯道普通/弱侧倾训练候选,道路坐标确认在弯道，车辆动态较弱或更像正常过弯；保留为弯道普通/弱侧倾训练候选。,高度微动正常,True,high,0.0003393288393858,8.949999999999236e-05,0.0003505,False,False,False,False,False,False,True,False,False,False,False,False,旧版本文字包含路边/下马路/斜坡类关键词；Goal2 episode_type 已映射为 excluded_slope_or_offroad,2,A_优先人工恢复复核,当前高度表现接近正常，主要是旧版本文字触发排除；旧结论不应硬继承，建议优先看图恢复。,,,,review_image_path 不存在或为空
rec_v1_zdq_2025_09_26_15_37_30_0008,,,,control_noncurve_weak_or_normal,非弯道弱响应/正常对照,道路坐标显示非弯道，方向盘和车辆横向动态都较弱；作为正常/弱响应对照，不直接进入极限轨迹训练。,高度微动正常,False,low_but_context_usable,0.0003439179211905,9.999999999976694e-05,0.000300000000001,False,False,False,False,False,False,True,False,False,False,False,False,旧版本文字包含路边/下马路/斜坡类关键词；Goal2 episode_type 已映射为 excluded_slope_or_offroad,2,A_优先人工恢复复核,当前高度表现接近正常，主要是旧版本文字触发排除；旧结论不应硬继承，建议优先看图恢复。,,,,review_image_path 不存在或为空
rec_v1_zxy_2025_09_28_16_25_51_0013,,,,control_noncurve_weak_or_normal,非弯道弱响应/正常对照,道路坐标显示非弯道，方向盘和车辆横向动态都较弱；作为正常/弱响应对照，不直接进入极限轨迹训练。,高度微动正常,False,low_but_context_usable,0.0004209701700954,0.000399999999999,0.0001000000000015,False,False,False,False,False,False,True,False,False,False,False,False,旧版本文字包含路边/下马路/斜坡类关键词；Goal2 episode_type 已映射为 excluded_slope_or_offroad,2,A_优先人工恢复复核,当前高度表现接近正常，主要是旧版本文字触发排除；旧结论不应硬继承，建议优先看图恢复。,,,,review_image_path 不存在或为空
rec_v1_txj_2025_09_27_09_17_11_0025,,,,control_noncurve_weak_or_normal,非弯道弱响应/正常对照,道路坐标显示非弯道，方向盘和车辆横向动态都较弱；作为正常/弱响应对照，不直接进入极限轨迹训练。,高度微动正常,False,low_but_context_usable,0.0004412637004111,0.000300000000001,9.999999999976694e-05,False,False,False,False,False,False,True,False,False,False,False,False,旧版本文字包含路边/下马路/斜坡类关键词；Goal2 episode_type 已映射为 excluded_slope_or_offroad,2,A_优先人工恢复复核,当前高度表现接近正常，主要是旧版本文字触发排除；旧结论不应硬继承，建议优先看图恢复。,,,,review_image_path 不存在或为空
rec_v1_gzj_2025_09_27_12_28_14_0021,,,,control_noncurve_weak_or_normal,非弯道弱响应/正常对照,道路坐标显示非弯道，方向盘和车辆横向动态都较弱；作为正常/弱响应对照，不直接进入极限轨迹训练。,高度微动正常,False,high,0.0004726956621006,0.0,0.0007000000000001,False,False,False,False,False,False,True,False,False,False,False,False,旧版本文字包含路边/下马路/斜坡类关键词；Goal2 episode_type 已映射为 excluded_slope_or_offroad,2,A_优先人工恢复复核,当前高度表现接近正常，主要是旧版本文字触发排除；旧结论不应硬继承，建议优先看图恢复。,,,,review_image_path 不存在或为空
rec_v1_gf_2025_09_26_10_30_12_0013,,,,control_noncurve_weak_or_normal,非弯道弱响应/正常对照,道路坐标显示非弯道，方向盘和车辆横向动态都较弱；作为正常/弱响应对照，不直接进入极限轨迹训练。,高度微动正常,False,low_but_context_usable,0.0004892612456632,0.0,0.0005999999999986,False,False,False,False,False,False,True,False,False,False,False,False,旧版本文字包含路边/下马路/斜坡类关键词；Goal2 episode_type 已映射为 excluded_slope_or_offroad,2,A_优先人工恢复复核,当前高度表现接近正常，主要是旧版本文字触发排除；旧结论不应硬继承，建议优先看图恢复。,,,,review_image_path 不存在或为空
rec_v1_hzh_2025_09_27_19_22_27_0012,,,,train_curve_normal_or_weak,弯道普通/弱侧倾训练候选,道路坐标确认在弯道，车辆动态较弱或更像正常过弯；保留为弯道普通/弱侧倾训练候选。,高度微动正常,True,low_but_context_usable,0.0005118417794367,0.0002999999999993,0.0001999999999995,False,False,False,False,False,False,True,False,False,False,False,False,旧版本文字包含路边/下马路/斜坡类关键词；Goal2 episode_type 已映射为 excluded_slope_or_offroad,2,A_优先人工恢复复核,当前高度表现接近正常，主要是旧版本文字触发排除；旧结论不应硬继承，建议优先看图恢复。,,,,review_image_path 不存在或为空
rec_v1_jy_2025_09_26_18_01_40_0003,,,,control_noncurve_weak_or_normal,非弯道弱响应/正常对照,道路坐标显示非弯道，方向盘和车辆横向动态都较弱；作为正常/弱响应对照，不直接进入极限轨迹训练。,高度微动正常,False,high,0.0005123421265291,0.0003164999999999,0.0002945,False,False,False,False,False,False,True,False,False,False,False,False,旧版本文字包含路边/下马路/斜坡类关键词；Goal2 episode_type 已映射为 excluded_slope_or_offroad,2,A_优先人工恢复复核,当前高度表现接近正常，主要是旧版本文字触发排除；旧结论不应硬继承，建议优先看图恢复。,,,,review_image_path 不存在或为空
rec_v1_rjy_2025_09_28_19_51_44_0003,,,,train_curve_normal_or_weak,弯道普通/弱侧倾训练候选,道路坐标确认在弯道，车辆动态较弱或更像正常过弯；保留为弯道普通/弱侧倾训练候选。,高度微动正常,True,medium,0.0005241244356595,0.0003374999999996,0.0005474999999997,False,False,False,False,False,False,True,False,False,False,False,False,旧版本文字包含路边/下马路/斜坡类关键词；Goal2 episode_type 已映射为 excluded_slope_or_offroad,2,A_优先人工恢复复核,当前高度表现接近正常，主要是旧版本文字触发排除；旧结论不应硬继承，建议优先看图恢复。,,,,review_image_path 不存在或为空
rec_v1_jy_2025_09_26_17_40_51_0003,,,,control_noncurve_weak_or_normal,非弯道弱响应/正常对照,道路坐标显示非弯道，方向盘和车辆横向动态都较弱；作为正常/弱响应对照，不直接进入极限轨迹训练。,高度微动正常,False,high,0.0005374475989108,0.0001032499999999,0.00047875,False,False,False,False,False,False,True,False,False,False,False,False,旧版本文字包含路边/下马路/斜坡类关键词；Goal2 episode_type 已映射为 excluded_slope_or_offroad,2,A_优先人工恢复复核,当前高度表现接近正常，主要是旧版本文字触发排除；旧结论不应硬继承，建议优先看图恢复。,,,,review_image_path 不存在或为空
rec_v1_zdq_2025_09_26_15_21_51_0001,,,,train_curve_normal_or_weak,弯道普通/弱侧倾训练候选,道路坐标确认在弯道，车辆动态较弱或更像正常过弯；保留为弯道普通/弱侧倾训练候选。,高度微动正常,True,high,0.0005530591885594,0.000472,0.0001869999999999,False,False,False,False,False,False,True,False,False,True,False,False,旧版本文字包含路边/下马路/斜坡类关键词；Goal2 episode_type 已映射为 excluded_slope_or_offroad,2,A_优先人工恢复复核,当前高度表现接近正常，主要是旧版本文字触发排除；旧结论不应硬继承，建议优先看图恢复。,,,,review_image_path 不存在或为空
rec_v1_hzh_2025_09_27_19_22_27_0004,,,,control_noncurve_weak_or_normal,非弯道弱响应/正常对照,道路坐标显示非弯道，方向盘和车辆横向动态都较弱；作为正常/弱响应对照，不直接进入极限轨迹训练。,高度微动正常,False,medium,0.0005817566153023,0.0003599999999996,0.0003399999999995,False,False,False,False,False,False,True,False,False,False,False,False,旧版本文字包含路边/下马路/斜坡类关键词；Goal2 episode_type 已映射为 excluded_slope_or_offroad,2,A_优先人工恢复复核,当前高度表现接近正常，主要是旧版本文字触发排除；旧结论不应硬继承，建议优先看图恢复。,,,,review_image_path 不存在或为空
rec_v1_yyl_2025_09_28_09_39_01_0019,,,,control_noncurve_weak_or_normal,非弯道弱响应/正常对照,道路坐标显示非弯道，方向盘和车辆横向动态都较弱；作为正常/弱响应对照，不直接进入极限轨迹训练。,高度微动正常,False,low_but_context_usable,0.0006020200092002,9.999999999976694e-05,0.0008999999999996,False,False,False,False,False,False,True,False,False,False,False,False,旧版本文字包含路边/下马路/斜坡类关键词；Goal2 episode_type 已映射为 excluded_slope_or_offroad,2,A_优先人工恢复复核,当前高度表现接近正常，主要是旧版本文字触发排除；旧结论不应硬继承，建议优先看图恢复。,,,,review_image_path 不存在或为空
rec_v1_xst_2025_09_26_11_34_18_0002,,,,control_noncurve_weak_or_normal,非弯道弱响应/正常对照,道路坐标显示非弯道，方向盘和车辆横向动态都较弱；作为正常/弱响应对照，不直接进入极限轨迹训练。,高度微动正常,False,high,0.000629661586489,0.0005824999999999,0.0001075,False,False,False,False,False,False,True,False,False,False,False,False,旧版本文字包含路边/下马路/斜坡类关键词；Goal2 episode_type 已映射为 excluded_slope_or_offroad,2,A_优先人工恢复复核,当前高度表现接近正常，主要是旧版本文字触发排除；旧结论不应硬继承，建议优先看图恢复。,,,,review_image_path 不存在或为空
rec_v1_yzy_2025_09_27_14_13_03_0018,,,,control_noncurve_weak_or_normal,非弯道弱响应/正常对照,道路坐标显示非弯道，方向盘和车辆横向动态都较弱；作为正常/弱响应对照，不直接进入极限轨迹训练。,高度微动正常,False,low_but_context_usable,0.0006315047578304,0.0001999999999995,0.0004000000000008,False,False,False,False,False,False,True,False,False,False,False,False,旧版本文字包含路边/下马路/斜坡类关键词；Goal2 episode_type 已映射为 excluded_slope_or_offroad,2,A_优先人工恢复复核,当前高度表现接近正常，主要是旧版本文字触发排除；旧结论不应硬继承，建议优先看图恢复。,,,,review_image_path 不存在或为空
